变量名,name,name_tw,name_en,name_vn,name_kr,_beizhu,isShow,icon,desc,desc_tw,desc_en,desc_vn,desc_kr,desc1,desc1_tw,desc1_en,desc1_vn,desc1_kr,quality,use,type,stackMax,specialArgsMap,specialArgsMap_kr,specialArgsMap_en,specialArgsMap_tw,effBtn,pageTag,sellPrice,autoSell,sortType,sortValue,fragID,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_vn,produceDesc_kr,effect,rebirthRMB,dateType,expireDate,expireTime,timeOut,gateDropC,drawItemsLibC,regain,isLimitDrop
2016,Dragon Boat Festival,粽情端午,Dragon Boat Festival,404404,단오절 연잎밥,,,config/item/frame/icon_dwjtxk.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=304;logoRes=common/txt/icon_txk.png},{frame=304;logoRes=common/txt/icon_txk.png},{frame=304;logoRes=common/txt/icon_txk.png},{frame=304;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2017,Mid-Autumn Rabbit,中秋月兔,Mid-Autumn Rabbit,404404,추석 토끼,,,config/item/frame/icon_zqtxk.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=305;logoRes=common/txt/icon_txk.png},{frame=305;logoRes=common/txt/icon_txk.png},{frame=305;logoRes=common/txt/icon_txk.png},{frame=305;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2018,Celebration,慶典,Celebration,404404,축제,,,config/item/frame/icon_gqtxk.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=306;logoRes=common/txt/icon_txk.png},{frame=306;logoRes=common/txt/icon_txk.png},{frame=306;logoRes=common/txt/icon_txk.png},{frame=306;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2019,Halloween devil,萬聖的惡魔,Halloween devil,404404,할로윈의 악마,,,config/item/frame/icon_wsj.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=307;logoRes=common/txt/icon_txk.png},{frame=307;logoRes=common/txt/icon_txk.png},{frame=307;logoRes=common/txt/icon_txk.png},{frame=307;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2020,Christmas Elk 2020,聖誕麋鹿2020,Christmas Elk 2020,404404,크리스마스 사불상 2020,,,config/item/frame/icon_2021sdtxk.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=308;logoRes=common/txt/icon_txk.png},{frame=308;logoRes=common/txt/icon_txk.png},{frame=308;logoRes=common/txt/icon_txk.png},{frame=308;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2021,Lion Dance,舞獅慶元旦,Lion Dance,404404,사자춤 경신춘,,,config/item/frame/icon_2021ydtxk.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=309;logoRes=common/txt/icon_txk.png},{frame=309;logoRes=common/txt/icon_txk.png},{frame=309;logoRes=common/txt/icon_txk.png},{frame=309;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2022,Lantern Festival,元宵賀歲,Lantern Festival,404404,정월 대보름,,,config/item/frame/icon_yxjtxk.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=310;logoRes=common/txt/icon_txk.png},{frame=310;logoRes=common/txt/icon_txk.png},{frame=310;logoRes=common/txt/icon_txk.png},{frame=310;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2023,Fortune maker,恭喜發大財,Fortune maker,404404,새해 복 많이 받으세요,,,config/item/frame/icon_2021.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=311;logoRes=common/txt/icon_txk.png},{frame=311;logoRes=common/txt/icon_txk.png},{frame=311;logoRes=common/txt/icon_txk.png},{frame=311;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2024,Love together,愛就在一起,Love together,404404,사랑은 함께 있는 거야,,,config/item/frame/icon_qrjtxk80.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=312;logoRes=common/txt/icon_txk.png},{frame=312;logoRes=common/txt/icon_txk.png},{frame=312;logoRes=common/txt/icon_txk.png},{frame=312;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2025,1st anniversary,1週年慶賀,1st anniversary,404404,404404,,,config/item/frame/icon_zntxk.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=313;logoRes=common/txt/icon_txk.png},{frame=313;logoRes=common/txt/icon_txk.png},{frame=313;logoRes=common/txt/icon_txk.png},{frame=313;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2026,Super Rayquaza Frame,404,Super Rayquaza Frame,404,404,,,config/item/frame/icon_cjlkz.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=215;logoRes=common/txt/icon_txk.png},{frame=215;logoRes=common/txt/icon_txk.png},{frame=215;logoRes=common/txt/icon_txk.png},{frame=215;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2027,Labor Day 2021 limited,勞動節2021限定,Labor Day 2021 limited,404404,404404,,,config/item/frame/icon_ldjtxk.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=314;logoRes=common/txt/icon_txk.png},{frame=314;logoRes=common/txt/icon_txk.png},{frame=314;logoRes=common/txt/icon_txk.png},{frame=314;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2028,Happy Children's Day,歡樂六一,Happy Children's Day,404404,404404,,,config/item/frame/icon_lyetj.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=315;logoRes=common/txt/icon_txk.png},{frame=315;logoRes=common/txt/icon_txk.png},{frame=315;logoRes=common/txt/icon_txk.png},{frame=315;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2029,Dragon Boat Festival,粽遊端午,Dragon Boat Festival,404404,404404,,,config/item/frame/icon_dwj2txk.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=316;logoRes=common/txt/icon_txk.png},{frame=316;logoRes=common/txt/icon_txk.png},{frame=316;logoRes=common/txt/icon_txk.png},{frame=316;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2030,Summer Fun Tour,夏日樂遊遊,Summer Fun Tour,404404,즐거운 여름,,,config/item/frame/icon_xrj@.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 전용 테두리 사용 가능,,,,,,5,,17,,{frame=317;logoRes=common/txt/icon_txk.png},{frame=317;logoRes=common/txt/icon_txk.png},{frame=317;logoRes=common/txt/icon_txk.png},{frame=317;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2031,reunion mid-autumn festival,團圓中秋,,,,,,config/item/frame/icon_zqjtxk.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 전용 테두리 사용 가능,,,,,,5,,17,,{frame=318;logoRes=common/txt/icon_txk.png},{frame=318;logoRes=common/txt/icon_txk.png},{frame=318;logoRes=common/txt/icon_txk.png},{frame=318;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2032,Carnival,狂歡節日,,,,,,config/item/frame/icon_21gqtxk.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 전용 테두리 사용 가능,,,,,,5,,17,,{frame=319;logoRes=common/txt/icon_txk.png},{frame=319;logoRes=common/txt/icon_txk.png},{frame=319;logoRes=common/txt/icon_txk.png},{frame=319;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2033,404404,404404,404404,404404,404404,,,config/item/frame/icon_cjgldtxk.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=224;logoRes=common/txt/icon_txk.png},{frame=224;logoRes=common/txt/icon_txk.png},{frame=224;logoRes=common/txt/icon_txk.png},{frame=224;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2034,404404,404404,404404,404404,404404,,,config/item/frame/icon_cjgldtxk.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=224;logoRes=common/txt/icon_txk.png},{frame=224;logoRes=common/txt/icon_txk.png},{frame=224;logoRes=common/txt/icon_txk.png},{frame=224;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,Darkrai Avatar Frame,達克萊伊頭像框,Darkrai Avatar Frame,404404,다크라이 테두리,,,config/item/frame/icon_dkly.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=205;logoRes=common/txt/icon_txk.png},{frame=205;logoRes=common/txt/icon_txk.png},{frame=205;logoRes=common/txt/icon_txk.png},{frame=205;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2041,Regigigas Avatar Frame,雷吉奇卡斯頭像框,Regigigas Avatar Frame,404404,레지기가스 테두리,,,config/item/frame/icon_ljqks.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=206;logoRes=common/txt/icon_txk.png},{frame=206;logoRes=common/txt/icon_txk.png},{frame=206;logoRes=common/txt/icon_txk.png},{frame=206;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2042,Dialga Avatar Frame,帝牙盧卡頭像框,Dialga Avatar Frame,404404,디아루가 테두리,,,config/item/frame/icon_dylk.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=207;logoRes=common/txt/icon_txk.png},{frame=207;logoRes=common/txt/icon_txk.png},{frame=207;logoRes=common/txt/icon_txk.png},{frame=207;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2043,Palkia Avatar Frame,帕路奇亞頭像框,Palkia Avatar Frame,404404,펄기아 테두리,,,config/item/frame/icon_plqytxk.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=208;logoRes=common/txt/icon_txk.png},{frame=208;logoRes=common/txt/icon_txk.png},{frame=208;logoRes=common/txt/icon_txk.png},{frame=208;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2044,Giratina Avatar Frame,騎拉帝納頭像框,Giratina Avatar Frame,404404,기라티나 테두리,,,config/item/frame/icon_qldntxk.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=209;logoRes=common/txt/icon_txk.png},{frame=209;logoRes=common/txt/icon_txk.png},{frame=209;logoRes=common/txt/icon_txk.png},{frame=209;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2045,Shaymin Avatar Frame,謝米頭像框,Shaymin Avatar Frame,404404,쉐이미 테두리,,,config/item/frame/icon_xmtxk.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=210;logoRes=common/txt/icon_txk.png},{frame=210;logoRes=common/txt/icon_txk.png},{frame=210;logoRes=common/txt/icon_txk.png},{frame=210;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2046,Hoopa Confined Avatar Frame,懲戒胡帕頭像框,Hoopa Confined Avatar Frame,404404,굴레에 빠진 후파 테두리,,,config/item/frame/touxiangkuang_hp.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=211;logoRes=common/txt/icon_txk.png},{frame=211;logoRes=common/txt/icon_txk.png},{frame=211;logoRes=common/txt/icon_txk.png},{frame=211;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2047,Reshiram Avatar Frame,萊希拉姆頭像框,Reshiram Avatar Frame,404404,레시라무 테두리,,,config/item/frame/touxiangkuang_lxlm.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=212;logoRes=common/txt/icon_txk.png},{frame=212;logoRes=common/txt/icon_txk.png},{frame=212;logoRes=common/txt/icon_txk.png},{frame=212;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2048,Zekrom Avatar Frame,捷克羅姆頭像框,Zekrom Avatar Frame,404404,제크로무 테두리,,,config/item/frame/touxiangkuang_jklm.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=213;logoRes=common/txt/icon_txk.png},{frame=213;logoRes=common/txt/icon_txk.png},{frame=213;logoRes=common/txt/icon_txk.png},{frame=213;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2049,Kyurem Avatar Frame,酋雷姆頭像框,Kyurem Avatar Frame,404404,404404,,,config/item/frame/touxiangkuang_qlm.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=214;logoRes=common/txt/icon_txk.png},{frame=214;logoRes=common/txt/icon_txk.png},{frame=214;logoRes=common/txt/icon_txk.png},{frame=214;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2050,Meloetta Sing Avatar Frame,美洛耶塔·歌聲頭像框,Meloetta Sing Avatar Frame,404404,404404,,,config/item/frame/icon_mlyttxk.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=216;logoRes=common/txt/icon_txk.png},{frame=216;logoRes=common/txt/icon_txk.png},{frame=216;logoRes=common/txt/icon_txk.png},{frame=216;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2051,Meloetta Dance Avatar Frame,美洛耶塔·舞步頭像框,Meloetta Dance Avatar Frame,404404,404404,,,config/item/frame/icon_mlyttxk2.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=217;logoRes=common/txt/icon_txk.png},{frame=217;logoRes=common/txt/icon_txk.png},{frame=217;logoRes=common/txt/icon_txk.png},{frame=217;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2052,Jirachi Avatar Frame,基拉祈頭像框,Jirachi Avatar Frame,404404,404404,,,config/item/frame/icon_jlq.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=218;logoRes=common/txt/icon_txk.png},{frame=218;logoRes=common/txt/icon_txk.png},{frame=218;logoRes=common/txt/icon_txk.png},{frame=218;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2053,Melmetal Avatar Frame,美錄梅塔頭像框,Melmetal Avatar Frame,404404,404404,,,config/item/frame/icon_mlmt@.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=219;logoRes=common/txt/icon_txk.png},{frame=219;logoRes=common/txt/icon_txk.png},{frame=219;logoRes=common/txt/icon_txk.png},{frame=219;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2054,Yveltal Avatar Frame,伊裴爾塔爾頭像框,Yveltal Avatar Frame,404404,404404,,,config/item/frame/icon_ytxk.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=220;logoRes=common/txt/icon_txk.png},{frame=220;logoRes=common/txt/icon_txk.png},{frame=220;logoRes=common/txt/icon_txk.png},{frame=220;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2055,Celebi Avatar Frame,時拉比頭像框,Celebi Avatar Frame,404404,404404,,,config/item/frame/icon_slb.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=221;logoRes=common/txt/icon_txk.png},{frame=221;logoRes=common/txt/icon_txk.png},{frame=221;logoRes=common/txt/icon_txk.png},{frame=221;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2056,Celebi Avatar Frame,蓋諾賽克特頭像框,Celebi Avatar Frame,404404,404404,,,config/item/frame/icon_gnskt.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=222;logoRes=common/txt/icon_txk.png},{frame=222;logoRes=common/txt/icon_txk.png},{frame=222;logoRes=common/txt/icon_txk.png},{frame=222;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2057,404404,哲爾尼亞斯頭像框,404404,404404,404404,,,config/item/frame/icon_zenys.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=223;logoRes=common/txt/icon_txk.png},{frame=223;logoRes=common/txt/icon_txk.png},{frame=223;logoRes=common/txt/icon_txk.png},{frame=223;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2058,404404,捷拉奧拉頭像框,404404,404404,404404,,,config/item/frame/touxiangkuang_jklm.png,You can use the exclusive avatar frame after getting it,獲得後可以使用專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=225;logoRes=common/txt/icon_txk.png},{frame=225;logoRes=common/txt/icon_txk.png},{frame=225;logoRes=common/txt/icon_txk.png},{frame=225;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,S2 Pass Avatar Frame,S2通行證頭像框,S2 Pass Avatar Frame,404404,S2 패스 테두리,,,config/item/frame/icon_txztxk2.png,You can use the exclusive avatar frame after getting it,獲得後可以使用通行證專屬頭像框,You can use the exclusive avatar frame after getting it,404404,획득 후 고유 테두리 사용 가능,,,,,,5,,17,,{frame=401;logoRes=common/txt/icon_txk.png},{frame=401;logoRes=common/txt/icon_txk.png},{frame=401;logoRes=common/txt/icon_txk.png},{frame=401;logoRes=common/txt/icon_txk.png},,<1>,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
