"﻿变量名",markID,level,addType,addScene,natureType,desc,desc_tw,desc_en,desc_vn,desc_kr,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,attrType6,attrNum6
80013,801,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
86001,861,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
86002,861,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
86003,861,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
86004,861,80,2,0,18,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
86005,861,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
86006,861,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
86007,861,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
86008,861,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
86009,861,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
86010,861,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
86011,861,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
86012,861,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
86013,861,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
88001,881,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
88002,881,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
88003,881,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
88004,881,80,2,0,5,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
88005,881,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
88006,881,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
88007,881,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
88008,881,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
88009,881,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
88010,881,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
88011,881,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
88012,881,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
88013,881,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
89001,891,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
89002,891,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
89003,891,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
89004,891,80,2,0,1,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.40%,8,0.40%,1,0.40%,9,0.40%,10,0.40%,13,0.40%
89005,891,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
89006,891,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.40%,,,,,,,,,,
89007,891,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
89008,891,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
89009,891,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.40%,10,0.40%,,,,,,,,
89010,891,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
89011,891,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
89012,891,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.40%,,,,,,,,,,
89013,891,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
97001,971,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
97002,971,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
97003,971,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
97004,971,80,2,0,14,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
97005,971,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
97006,971,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
97007,971,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
97008,971,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
97009,971,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
97010,971,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
97011,971,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
97012,971,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
97013,971,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
103001,1031,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
103002,1031,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
103003,1031,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
103004,1031,80,2,0,9,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
103005,1031,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
103006,1031,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
103007,1031,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
103008,1031,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
103009,1031,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
103010,1031,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
103011,1031,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
103012,1031,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
103013,1031,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
107001,1071,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
107002,1071,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
107003,1071,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
107004,1071,80,2,0,12,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
107005,1071,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
107006,1071,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
107007,1071,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
107008,1071,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
107009,1071,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
107010,1071,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
107011,1071,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
107012,1071,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
107013,1071,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
108001,1081,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
108002,1081,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
108003,1081,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
108004,1081,80,2,0,16,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
108005,1081,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
108006,1081,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
108007,1081,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
108008,1081,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
108009,1081,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
108010,1081,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
108011,1081,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
108012,1081,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
108013,1081,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
117001,1171,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
117002,1171,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
117003,1171,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
117004,1171,80,2,0,16,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
117005,1171,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
117006,1171,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
117007,1171,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
117008,1171,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
117009,1171,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
117010,1171,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
117011,1171,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
117012,1171,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
117013,1171,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
122001,1221,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
122002,1221,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
122003,1221,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
122004,1221,80,2,0,5,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
122005,1221,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
122006,1221,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
122007,1221,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
122008,1221,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
122009,1221,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
122010,1221,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
122011,1221,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
122012,1221,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
122013,1221,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
123001,1231,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
123002,1231,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
123003,1231,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
123004,1231,80,2,0,2,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
123005,1231,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
123006,1231,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
123007,1231,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
123008,1231,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
123009,1231,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
123010,1231,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
123011,1231,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
123012,1231,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
123013,1231,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
124001,1241,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
124002,1241,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
124003,1241,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
124004,1241,80,2,0,3,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
124005,1241,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
124006,1241,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
124007,1241,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
124008,1241,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
124009,1241,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
124010,1241,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
124011,1241,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
124012,1241,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
124013,1241,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
125001,1251,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
125002,1251,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
125003,1251,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
125004,1251,80,2,0,13,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
125005,1251,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
125006,1251,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
125007,1251,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
125008,1251,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
125009,1251,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
125010,1251,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
125011,1251,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
125012,1251,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
125013,1251,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
126001,1261,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
126002,1261,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
126003,1261,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
126004,1261,80,2,0,11,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
126005,1261,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
126006,1261,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,1.00%,8,1.00%,,,,,,,,
126007,1261,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
126008,1261,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
126009,1261,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,1%,,,,,,,,,,
126010,1261,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
126011,1261,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
126012,1261,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,1.00%,8,1.00%,,,,,,,,
126013,1261,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
127001,1271,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
127002,1271,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
127003,1271,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
127004,1271,80,2,0,2,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
127005,1271,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
127006,1271,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,1.00%,8,1.00%,,,,,,,,
127007,1271,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
127008,1271,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
127009,1271,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,1%,,,,,,,,,,
127010,1271,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
127011,1271,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
127012,1271,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,1.00%,8,1.00%,,,,,,,,
127013,1271,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
128001,1281,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
128002,1281,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
128003,1281,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
128004,1281,80,2,0,11,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
128005,1281,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
128006,1281,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,1.00%,8,1.00%,,,,,,,,
128007,1281,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
128008,1281,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
128009,1281,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,1%,,,,,,,,,,
128010,1281,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
128011,1281,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
128012,1281,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,1.00%,8,1.00%,,,,,,,,
128013,1281,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
129001,1291,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
129002,1291,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
129003,1291,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
129004,1291,80,2,0,4,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
129005,1291,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
129006,1291,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
129007,1291,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
129008,1291,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
129009,1291,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
129010,1291,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
129011,1291,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
129012,1291,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
129013,1291,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
130001,1301,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
130002,1301,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
130003,1301,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
130004,1301,80,2,0,2,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
130005,1301,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
130006,1301,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
130007,1301,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
130008,1301,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
130009,1301,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
130010,1301,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
130011,1301,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
