"﻿变量名",_beizhu,triggerTime,lastTime,needAutoJump,canSkip,isFirstGate,isOver,storyType,guideArgs,showType,choices,gotoStep,force,useRoleFigure,unitId,offPos,talkSelect,talkContent,talkContent_tw,talkContent_en,talkContent_vn,talkContent_kr,topTalk,topTalk_tw,topTalk_en,topTalk_vn,topTalk_kr,topTalkPos,topPosX,topPosY,playmp4,headRes,headPos,roleName,roleName_tw,roleName_en,roleName_vn,roleName_kr,bgRes,tagName,animate,animateAngle,animatePos,anyPosCancel,lightSize
10155,,12000,2000,,TRUE,,,,,,,,1,<0;resAct>,,,,That's of course!,那是當然！,That's of course!,404404,당연한 말씀!,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160,,2000,2000,,TRUE,,,,,,,,2,<21>,,,,"""Oops, that's a slip up. You've become stronger!""","哎呀呀，失手了呢,你變強了很多嘛","""Oops, that's a slip up. You've become stronger!""",404404,"""어이쿠, 실수 했네, 많이 강해졌구나 너""",,,,,,,,,,,,,,,,,,,,,,,
10161,,4000,2000,,TRUE,,,,,,,,1,<0>,,,,"""You too, I've gained a lot from this battle.""",你也是啊，這次對戰讓我受益良多呢。,"""You too, I've gained a lot from this battle.""",404404,"""너도 그래, 이번 배틀에서 많은 것을 배웠어.""",,,,,,,,,,,,,,,,,,,,,,,
10162,,6000,2000,,TRUE,,,,,,,,2,<21>,,,,You're welcome. Be proud of your victory and feel free to come back for another round of battle in the future!,你也別客氣了，既然你贏了，那就開心點，將來再來對戰吧,You're welcome. Be proud of your victory and feel free to come back for another round of battle in the future!,404404,"""겸손하기는, 너가 이겼으니 기뻐하라고, 나중에 다시 도전할 테니까""",,,,,,,,,,,,,,,,,,,,,,,
10163,,8000,2000,,TRUE,,,,,,,,1,<0>,,,,Let's fight again!,再來對戰吧,Let's fight again!,404404,다음에 또 배틀하자,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10200,,2000,2000,,TRUE,,,,,,,,2,<101>,,{x=-30;y=600},,"""This feels eerie. Do you think there're ghosts here, Lotto?""",這陰森森的感覺，不會有幽靈吧，洛托,"""This feels eerie. Do you think there're ghosts here, Lotto?""",404404,"""이 음침한 기운, 설마 귀신이 있는 건 아니겠지, 로토""",,,,,,,,,,,,,,,,,,,,,,,
10201,,4000,2000,,TRUE,,,,,,,,1,<0>,,,,"""Don't scare yourself, I'm sure it's just another wild Pokémon. Watch me.""",你別自己嚇自己了，肯定又是野生的精靈吧，看我的,"""Don't scare yourself, I'm sure it's just another wild Pokémon. Watch me.""",404404,"""뭘 그리 겁먹고 있어, 분명 야생의 포켓몬이겠지, 내가 하는 걸 봐봐""",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10210,,2000,2000,,TRUE,,,,,,,,2,<101>,,{x=-30;y=600},,"""Ah, this voice. Unbelievable, it's actually a dream""",誒，這個聲音，不敢相信，居然是夢幻誒,"""Ah, this voice. Unbelievable, it's actually a dream""",404404,"""어라, 이 소리는, 설마, 뮤인가""",,,,,,,,,,,,,,,,,,,,,,,
10211,,4000,2000,,TRUE,,,,,,,,1,<0>,,,,Mew?,夢幻？,Mew?,404404,뮤?,,,,,,,,,,,,,,,,,,,,,,,
10212,,6000,2000,,TRUE,,,,,,,,2,<101>,,{x=-30;y=600},,How can you not know this! That ’That’s the Legendary Pokémon. There are so many people who don’t get to see it once in their lifetime!,你連這個都不知道嘛！那可是傳說中的精靈啊，多少人一輩子都見不到一次啊！,How can you not know this! That ’That’s the Legendary Pokémon. There are so many people who don’t get to see it once in their lifetime!,404404,"""그것도 모르다니! 전설의 포켓몬이잖아, 평생 한 번 볼까 말까 할 포켓몬이라고!""",,,,,,,,,,,,,,,,,,,,,,,
10213,,8000,2000,,TRUE,,,,,,,,2,,771,,,miu!,miu,miu!,404404,뮤,,,,,,,,,,,,,,,,,,,,,,,
10214,,10000,2000,,TRUE,,,,,,,,1,<0>,,,,So cute,好萌的樣子,So cute,404404,너무 귀엽잖아,,,,,,,,,,,,,,,,,,,,,,,
10215,,12000,2000,,TRUE,,,,,,,,2,,771,,,miu!,miu！,miu!,404404,뮤!,,,,,,,,,,,,,,,,,,,,,,,
10216,,14000,2000,,TRUE,,,,,,,,2,<101>,,{x=-30;y=600},,"""Seems like he wants to fight against you, Lotto""",似乎是想和你對戰看看的樣子，洛托,"""Seems like he wants to fight against you, Lotto""",404404,"""너랑 배틀을 하고 싶어하는 거 같은데, 로토""",,,,,,,,,,,,,,,,,,,,,,,
10217,,16000,2000,,TRUE,,,,,,,,1,<0>,,,,C'mon!,來吧！,C'mon!,404404,와라!,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10220,,2000,2000,,TRUE,,,,,,,,2,,761,,,Ah! Ah! Ah!!!!!,啊！啊！啊！！！！！,Ah! Ah! Ah!!!!!,404404,아! 아! 아!!!!!,,,,,,,,,,,,,,,,,,,,,,,
10221,,4000,2000,,TRUE,,,,,,,,1,<0>,,,,"""What just happened, that's gave me a scare""",什麼情況，嚇我一跳,"""What just happened, that's gave me a scare""",404404,"""무슨 일이야, 깜짝 놀랐네""",,,,,,,,,,,,,,,,,,,,,,,
10222,,6000,2000,,TRUE,,,,,,,,2,<101>,,{x=-30;y=600},,"""Wow, it's Mewtwo!""",哇，居然是超夢誒！,"""Wow, it's Mewtwo!""",404404,"""와, 뮤츠야!""",,,,,,,,,,,,,,,,,,,,,,,
10223,,8000,2000,,TRUE,,,,,,,,2,,761,,,Ah! Ah! Who am I! Where's this place!!! Who are you????,啊！啊！我是誰！這裡是哪裡！！！你又是誰？？？？,Ah! Ah! Who am I! Where's this place!!! Who are you????,404404,아! 아! 나는 누구지! 이곳은 어디고!!! 너는 또 누구야????,,,,,,,,,,,,,,,,,,,,,,,
10224,,10000,2000,,TRUE,,,,,,,,1,<0>,,,,"""Wow, this Pokémon can actually speak our language""",誒，這只精靈居然會講人話誒,"""Wow, this Pokémon can actually speak our language""",404404,"""와, 이 포켓몬 사람 말을 할 줄 아네""",,,,,,,,,,,,,,,,,,,,,,,
10225,,12000,2000,,TRUE,,,,,,,,1,<101>,,{x=-30;y=600},,"""That's a rare Pokémon, Lotto""",非常稀有的精靈呢，洛托,"""That's a rare Pokémon, Lotto""",404404,"""정말 희귀한 포켓몬이지, 로토""",,,,,,,,,,,,,,,,,,,,,,,
10226,,14000,2000,,TRUE,,,,,,,,2,,761,,,Humans! Humans!!! Humans should be destroyed!,人類！人類！！！所有的人類都應該毀滅！,Humans! Humans!!! Humans should be destroyed!,404404,인간! 인간!!! 모든 인간은 멸망해야만 한다!,,,,,,,,,,,,,,,,,,,,,,,
10227,,16000,2000,,TRUE,,,,,,,,1,<0>,,,,How did this happen?!,為什麼會這樣？！,How did this happen?!,404404,왜 그러는 거야?!,,,,,,,,,,,,,,,,,,,,,,,
10228,,18000,2000,,TRUE,,,,,,,,,,,,,"""Face your destruction, humans!""",接受毀滅吧，人類！,"""Face your destruction, humans!""",404404,파멸을 받아들여라 인간!,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10230,,2000,2000,,TRUE,,,,,,,,2,,761,,,"""Seems like my powers are not yet restored. Human, I shall meet you again. I'll not go easy on you the next time!""",看來我的能力還沒恢復，人類，後會有期了，下次見面不會放過你的！,"""Seems like my powers are not yet restored. Human, I shall meet you again. I'll not go easy on you the next time!""",404404,"""아직 내 힘이 돌아오지 않았군. 인간, 다음에 다시 만나지, 그때는 봐주지 않으마!""",,,,,,,,,,,,,,,,,,,,,,,
10231,,4000,2000,,TRUE,,,,,,,,1,<0>,,,,"""Hey no, wait up, what's going on?""",誒，不是，你等一下，怎麼回事啊,"""Hey no, wait up, what's going on?""",404404,"""어이, 잠깐, 아니, 이게 무슨 상황이야""",,,,,,,,,,,,,,,,,,,,,,,
10232,,6000,2000,,TRUE,,,,,,,,2,<101>,,{x=-30;y=600},,"""It flew away, Lotto""",飛走了呢，洛托,"""It flew away, Lotto""",404404,"""가버렸네, 로토""",,,,,,,,,,,,,,,,,,,,,,,
10233,,8000,2000,,TRUE,,,,,,,,2,<101>,,{x=-30;y=600},,He seems to have experienced something bad.,他好像經歷了什麼不好的事情呢,He seems to have experienced something bad.,404404,무슨 안 좋은 일을 당한 거 같네,,,,,,,,,,,,,,,,,,,,,,,
10234,,10000,2000,,TRUE,,,,,,,,1,<0>,,,,I hope nothing bad happens,希望不要出什麼事才好,I hope nothing bad happens,404404,부디 아무 일 없길,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10300,,2000,2000,,TRUE,,,,,,,,2,<101>,,{x=-30;y=600},,I didn't expect that we would have the opportunity to visit this resort! Lotto,沒想到我們有機會來到這種度假聖地啊！洛托,I didn't expect that we would have the opportunity to visit this resort! Lotto,404404,우리가 이런 파라다이스에 오게 될 줄이야! 로토,,,,,,,,,,,,,,,,,,,,,,,
10301,,4000,2000,,TRUE,,,,,,,,1,<0>,,,,"""Indeed, I still do care about Mewtwo""",我果然還是有點在意超夢的事,"""Indeed, I still do care about Mewtwo""",404404,나는 뮤츠의 일이 계속 신경 쓰여,,,,,,,,,,,,,,,,,,,,,,,
10302,,6000,2000,,TRUE,,,,,,,,2,<101>,,{x=-30;y=600},,Don't think too much and let nature takes its course,別想那麼多了，船到橋頭自然直嘛,Don't think too much and let nature takes its course,404404,"""너무 신경 쓰지 마, 어떻게든 되겠지""",,,,,,,,,,,,,,,,,,,,,,,
10303,,8000,2000,,TRUE,,,,,,,,1,<0>,,,,"""Alright, I'll settle these small fries first.""",也對，我先安排了這些雜魚吧,"""Alright, I'll settle these small fries first.""",404404,"""그래 맞아, 먼저 이 생선들을 손 봐주자""",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10310,,2000,2000,,TRUE,,,,,,,,2,<13>,,,,"""Hey, slowpoke, I didn't expect to see you here""",喲，慢吞吞的傢伙，居然能在這裡遇到你啊,"""Hey, slowpoke, I didn't expect to see you here""",404404,"""어이, 느려 빠진 녀석, 이곳에서 너를 만나게 될 줄은 몰랐는데 말이야""",,,,,,,,,,,,,,,,,,,,,,,
10311,,4000,2000,,TRUE,,,,,,,,1,<0>,,,,I didn't expect to see you here. Seems like you've gotten stronger.,我也沒想到居然在這兒看到你，看起來你變強了啊,I didn't expect to see you here. Seems like you've gotten stronger.,404404,나도 여기서 너를 보게 될 줄은 몰랐네. 강해졌나 봐,,,,,,,,,,,,,,,,,,,,,,,
10312,,6000,2000,,TRUE,,,,,,,,2,<13>,,,,"""That's of course, let me show you my new acquired ability! Go, Moltres!""",那是當然了，讓你來見識一下我新獲得的力量吧！出來吧，火焰鳥！,"""That's of course, let me show you my new acquired ability! Go, Moltres!""",404404,"""당연하지. 내 새로운 힘을 보여주마! 나와라, 파이어!""",,,,,,,,,,,,,,,,,,,,,,,
10313,,8000,2000,,TRUE,,,,,,,,1,<0>,,,,"""Moltres? You caught that strong Pokémon?! But I'm not gonna lose! Go, my Pokémons!""",火焰鳥？你收服那麼強悍的精靈了嘛！不過我也不會輸的，來吧，我的精靈！,"""Moltres? You caught that strong Pokémon?! But I'm not gonna lose! Go, my Pokémons!""",404404,"""파이어? 그 강한 포켓몬을 잡았다니! 하지만 나도 지지 않을 거야, 나와라, 포켓몬!""",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10320,,2000,2000,,TRUE,,,,,,,,2,<101>,,{x=-30;y=600},,"""Look Lotto, it's Ho-Oh!""",快看，快看，是鳳王啊，洛托,"""Look Lotto, it's Ho-Oh!""",404404,"""저것 봐 저거, 칠색조라고, 토로""",,,,,,,,,,,,,,,,,,,,,,,
10321,,4000,2000,,TRUE,,,,,,,,1,<0>,,,,Luck is gonna be on my side!,看來我會走好運呢！,Luck is gonna be on my side!,404404,운이 좋겠는 걸!,,,,,,,,,,,,,,,,,,,,,,,
10322,,6000,2000,,TRUE,,,,,,,,2,,1271,,,(Seems eager to fight),（似乎想要對戰的樣子）,(Seems eager to fight),404404,(배틀을 하려는 모습이다),,,,,,,,,,,,,,,,,,,,,,,
10323,,8000,2000,,TRUE,,,,,,,,1,<0>,,,,"""Well, I shall give it a shot and fight it!""",那我就來挑戰一下試試吧！,"""Well, I shall give it a shot and fight it!""",404404,그럼 어디 한 번 도전해 볼까!,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20001,Halloween BOSS2-1,0,9000,1,,,,,,3,,,,,,,,,,,,,"I can fly, can you?",我會飛，你會麼？,"I can fly, can you?",,"나는 날 수 있어, 너는?",10,,,,,,,,,,,,,,,,,
20002,Halloween BOSS2-1,0,9000,1,,,,,,3,,,,,,,,,,,,,My house is near the beach,我家住在海邊沙灘上,My house is near the beach,,우리 집은 해변 모래사장에 있다.,11,,,,,,,,,,,,,,,,,
20003,Halloween BOSS2-1,0,9000,1,,,,,,3,,,,,,,,,,,,,I'm a P.ATK type Pokémon,我是物攻型精靈,I'm a P.ATK type Pokémon,,나는 물리공격형의 포켓몬이다.,12,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20011,Halloween BOSS2-1,0,9000,1,,,,,,3,,,,,,,,,,,,,My house is near the beach,我家住在海邊沙灘上,My house is near the beach,,우리 집은 해변 모래사장에 있다.,10,,,,,,,,,,,,,,,,,
20012,Halloween BOSS2-1,0,9000,1,,,,,,3,,,,,,,,,,,,,I can hide in your shadow,我可以躲在你的影子裡,I can hide in your shadow,,나는 너의 그림자 속에 숨을 수 있다.,11,,,,,,,,,,,,,,,,,
20013,Halloween BOSS2-1,0,9000,1,,,,,,3,,,,,,,,,,,,,I'm the most powerful Dark-Type Pokémon,我是強大的惡系精靈！,I'm the most powerful Dark-Type Pokémon,,나는 강한 악계의 포켓몬이다!,12,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20021,Halloween BOSS2-1,0,9000,1,,,,,,3,,,,,,,,,,,,,I'm the most powerful Dark-Type Pokémon,我是強大的惡系精靈！,I'm the most powerful Dark-Type Pokémon,,나는 강한 악계의 포켓몬이다!,10,,,,,,,,,,,,,,,,,
20022,Halloween BOSS2-1,0,9000,1,,,,,,3,,,,,,,,,,,,,I'm a P.ATK type Pokémon,我是物攻型精靈,I'm a P.ATK type Pokémon,,나는 물리공격형의 포켓몬이다.,11,,,,,,,,,,,,,,,,,
20023,Halloween BOSS2-1,0,9000,1,,,,,,3,,,,,,,,,,,,,"I can fly, can you?",我會飛，你會麼？,"I can fly, can you?",,"나는 날 수 있어, 너는?",12,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80001,Gym,0,9000,1,,,,,,3,,,,,,,,,,,,,Who dares to say I can't fly,誰敢說我不會飛,Who dares to say I can't fly,,,11,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,summer challenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100001,botanical garden,0,2000,,,,,,,2,,,,,,,,"The botanical garden is full of strange plants, and the lush foliage shades the sun. Along the path of the botanical garden you come to a area, where the path is divided into two, extending into the dense forest...",植物園中遍佈著奇異的植物，茂盛的枝葉遮蔽了陽光，沿著植物園的小路你們來到了一片空地，小路在此一分為二，延伸入密林中……,"The botanical garden is full of strange plants, and the lush foliage shades the sun. Along the path of the botanical garden you come to a area, where the path is divided into two, extending into the dense forest...",,식물원에는 기이한 식물이 널리 퍼져 있고 무성한 나뭇잎이 햇빛을 가렸다. 식물원 오솔길을 따라 당신들은 공터로 왔는데 오솔길이 둘로 갈라져 숲 속으로 뻗어 나갔다...,,,,,,,,,,,,,,,,,,,,,,,
100002,botanical garden,0,2000,,,,,,,2,,,1,<2>,,,,"There are two paths here, where should we go?",這邊有兩條路，我們該往哪走呢？,"There are two paths here, where should we go?",,이쪽은 두 갈래 길이 있는데 우리는 어디로 가야 할까?,,,,,,,,,,,,,,,,,,,,,,,
100003,botanical garden,0,2000,,,,,,,2,,,2,<27>,,,,The expedition manual shows that the clue should be to the south...,探險手冊上顯示線索應該在南邊……,The expedition manual shows that the clue should be to the south...,,탐험 수첩에 단서가 남쪽에 있을 것 같다고 표시했는데...,,,,,,,,,,,,,,,,,,,,,,,
100004,botanical garden,0,2000,,,,,,,2,,,1,<2>,,,,There is a tree stump here. We may be able to judge the direction by the annual rings. Come and see!,這邊有個樹樁，我們也許可以通過年輪判斷方向，你們快來看！,There is a tree stump here. We may be able to judge the direction by the annual rings. Come and see!,,"이쪽에 나무 그루터기가 하나 있는데 아마도 나이테를 통해 방향을 판단할 수 있을 거야, 너희들 빨리 와서 봐라!",,,,,,,,,,,,,,,,,,,,,,,
100005,botanical garden,0,2000,,,,,,,2,<100001;100002>,,2,<0>,,{x=-100;y=0},,"The annual rings of a tree stump are dense on the left and sparse on the right, so we should...",樹樁的年輪是左邊密右邊疏，所以我們應該……,"The annual rings of a tree stump are dense on the left and sparse on the right, so we should...",,그루터기의 나이테는 왼쪽이 촘촘하고 오른쪽이 드문드문하니까 우리는....,,,,,,,,,,,,,,,,,,,,,,,
100007,Option A,0,2000,,,,,,,2,,,,,,,,"Following the path on the left, you stepped on the trap set by the Pokémon, and your feet were entangled in vines! (The next battle will be entangled for one round)",沿著左邊的小路，你們踩到了寶可夢們設下的陷阱，你們的腳被藤蔓纏住了！（下一次戰鬥將被纏繞一回合）,"Following the path on the left, you stepped on the trap set by the Pokémon, and your feet were entangled in vines! (The next battle will be entangled for one round)",,"왼쪽 오솔길을 따라 포켓몬들이 쳐놓은 함정을 밟고, 당신들의 발은 덩굴에 묶였다! (다음 전투에서 1라운드 휘감기다)",,,,,,,,,,,,,,,,,,,,,,,
100009,option B,0,2000,,,,,,,2,,,,,,,,"Along the path on the right, you successfully arrived at the location of the first round of challenges.",沿著右邊的小路，你們順利地來到了第一輪挑戰的地點。,"Along the path on the right, you successfully arrived at the location of the first round of challenges.",,오른쪽 오솔길을 따라 당신들은 1차 도전 장소에 무사히 도착했다.,,,,,,,,,,,,,,,,,,,,,,,
100011,victory,0,2000,,,,,,,2,,,,,,,,"After successfully defeating Shaymin, Shaymin gave you a green slate painted with Jumpluff pattern and told you that this is the clue to the ultimate treasure.",成功擊敗謝米後，謝米給你們送上了一塊畫有毽子棉圖案的綠色石板，並告訴你們這就是通往最終寶藏的線索。,"After successfully defeating Shaymin, Shaymin gave you a green slate painted with Jumpluff pattern and told you that this is the clue to the ultimate treasure.",,쉐이미를 격파한 후 쉐이미가 당신들에게 솜솜코 도안이 그려진 초록색 석판을 선물하여 이것은 최종 보물로 가는 단서임을 알려줬다.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100101,ice house,0,2000,,,,,,,2,,,,,,,,"You come to the second island. According to the expedition manual, another clue is in the Igloo at the center of the ice island. The surrounding area is white. Thick ice and snow hinder your sight. Misty accidentally stepped on the ice trap set by Weavile...",你們來到第二座島嶼，根據探險手冊，另一條線索就在冰雪島中央的冰雪屋中，四周都是白茫茫的一片，厚厚的冰雪阻礙了你們的視線，小霞不小心踩到了瑪狃拉設下的寒冰陷阱……,"You come to the second island. According to the expedition manual, another clue is in the Igloo at the center of the ice island. The surrounding area is white. Thick ice and snow hinder your sight. Misty accidentally stepped on the ice trap set by Weavile...",,"당신들은 두 번째 섬에 도착했고, 탐험 수첩에 따르면 다른 단서는 얼음섬 중앙에 있는 얼음집에 있다. 사방이 온통 하얗고 두꺼운 얼음덩어리가 당신들의 시선을 방해하고 이슬이 실수로 포푸니라가 쳐놓은 얼음 함정을 밟았다…",,,,,,,,,,,,,,,,,,,,,,,
100102,ice house,0,2000,,,,,,,2,,,1,<2>,,,,"What! Help, my feet are frozen!",啊！救命，我的腳被凍住了！,"What! Help, my feet are frozen!",,"아! 살려줘, 내 발이 얼었어!",,,,,,,,,,,,,,,,,,,,,,,
100103,ice house,0,2000,,,,,,,2,<100101;100102>,,2,<0>,,{x=-100;y=0},,"Don't be afraid, I'll help you defrost.",別怕，我來幫你解凍。,"Don't be afraid, I'll help you defrost.",,"두렵지마, 내가 해동해 줄게.",,,,,,,,,,,,,,,,,,,,,,,
100105,Option A,0,2000,,,,,,,2,,,,,,,,The fast-moving water quickly lifted the ice.,快速流動的水很快將冰凍解除了。,The fast-moving water quickly lifted the ice.,,흐르는 물이 빠르게 얼음을 녹였다.,,,,,,,,,,,,,,,,,,,,,,,
100107,option B,0,2000,,,,,,,2,,,,,,,,"Although Charmander's flames lifted the ice, it also burned Misty’s feet. (All Pokémon lose 20% of HP in the next battle)",小火龍的火苗雖然解除了冰凍，但是也將小霞的腳燙傷了。（下一次戰鬥所有精靈損失20%生命值）,"Although Charmander's flames lifted the ice, it also burned Misty’s feet. (All Pokémon lose 20% of HP in the next battle)",,파이리의 불꽃은 얼음을 녹였지만 이슬의 발을 데었다. (다음 전투에서 모든 포켓몬이 HP 20%를 손실한다),,,,,,,,,,,,,,,,,,,,,,,
100109,victory,0,2000,,,,,,,2,,,,,,,,"After passing the test, you got a blue slate with a pattern of Staryu.",通過考驗後，你們得到了一塊畫著海星星圖案的藍色石板。,"After passing the test, you got a blue slate with a pattern of Staryu.",,시련을 통과 후 당신들은 별가사리 도안이 그려진 파란색 석판을 얻었다.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100201,mirror city,0,2000,,,,,,,2,,,,,,,,"The third island is full of science and technology, and there are novel buildings and equipment everywhere. A mirror wall attracts your attention. The mirror reflects your appearance but does different actions...",第三座島嶼充滿了科技感，到處都是新奇的建築和設備，其中有一面鏡牆吸引了你們的注意，鏡子倒映出你們的樣貌卻做著跟你們不同的動作……,"The third island is full of science and technology, and there are novel buildings and equipment everywhere. A mirror wall attracts your attention. The mirror reflects your appearance but does different actions...",,"세 번째 섬은 과학 기술 감각으로 가득 차 있고 여기저기에 다 신기한 건물과 시설들이며, 그 중에 거울에 비친 당신들의 모습과 다른 행동을 하고 있는 거울이 눈길을 끈다...",,,,,,,,,,,,,,,,,,,,,,,
100202,mirror city,0,2000,,,,,,,2,,,1,<2>,,,,(Grabbing your clothes in fear) Ah! Look!!! The person in the mirror seems to be moving!,（害怕地抓著你的衣服）啊！你們看，鏡子裡的人好像在動！,(Grabbing your clothes in fear) Ah! Look!!! The person in the mirror seems to be moving!,,"(겁에 질려 당신의 옷을 붙잡다) 아! 이거봐, 거울 속의 사람이 움직이고 있는 것 같아!",,,,,,,,,,,,,,,,,,,,,,,
100203,mirror city,0,2000,,,,,,,2,,,2,<27>,,,,"Maybe this is not a mirror, but a transparent glass wall, and ditto must be in the other side of the wall.",也許這並不是鏡子，而是透明的玻璃牆，牆的另一邊應該是百變怪變的。,"Maybe this is not a mirror, but a transparent glass wall, and ditto must be in the other side of the wall.",,이것은 거울이 아니라 투명한 유리 벽일지도 몰라. 벽의 다른 한 쪽은 아마 메타몽이 변했을거야.,,,,,,,,,,,,,,,,,,,,,,,
100204,mirror city,0,2000,,,,,,,2,,,,,,,,Ditto have changed back to their original form because you see through it. You noticed that at this time that you have been surrounded by Ditto that have turned into various Pokémon. Which one is your Pokémons...,被識破的百變怪變回了原樣，你們此時才發現你們已經被變成各種精靈模樣的百變怪包圍了，哪個才是你們的精靈呢……,Ditto have changed back to their original form because you see through it. You noticed that at this time that you have been surrounded by Ditto that have turned into various Pokémon. Which one is your Pokémons...,,"들킨 메타몽이 원래 모습을 찾아가고, 당신들은 이제서야 온갖 포켓몬들의 모습으로 변한 메타몽에 둘러싸여 있다는 것을 알게 되었다. 어느 포켓몬이 당신들의 포켓몬일까...",,,,,,,,,,,,,,,,,,,,,,,
100206,victory,0,2000,,,,,,,2,,,,,,,,"After passing the test of Ditto, you got a white slate painted with Caterpie pattern.",通過百變怪的考驗後，你們得到了一塊畫著綠毛蟲圖案的白色石板。,"After passing the test of Ditto, you got a white slate painted with Caterpie pattern.",,메타몽의 시련을 통과 후 당신들은 캐터피 도안이 그려진 하얀색 석판을 얻었다.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100301,fire island,0,2000,,,,,,,2,,,,,,,,"After some twists and turns, you head to the fourth island. When you are close to the island, you have already felt the hot air. From a distance, the volcano in the center of the island is flowing with lava, engulfed in billowing black smoke, and Charizard hovering at sky, it seems to be welcoming your arrival...",經過一番波折，你們前往第四座島嶼，接近島的周圍，就已經感受到了熾熱的空氣，遠遠望去，島中央的火山流淌著暗紅色的岩漿，裹挾著滾滾黑煙，噴火龍盤旋在高空，似乎在迎接你們的到來……,"After some twists and turns, you head to the fourth island. When you are close to the island, you have already felt the hot air. From a distance, the volcano in the center of the island is flowing with lava, engulfed in billowing black smoke, and Charizard hovering at sky, it seems to be welcoming your arrival...",,"우여곡절 끝에 당신들은 네 번째 섬으로 출발하고 주변을 접근하는 것만으로도 뜨거운 공기를 느껴졌다. 멀리 바라보니 섬 중앙의 화산에는 검붉은 마그마가 흐르고, 시커먼 연기를 휘감으며 리자몽이 하늘에서 빙빙 돌고 있고 당신들을 맞이하는 것 같다...",,,,,,,,,,,,,,,,,,,,,,,
100303,victory,0,2000,,,,,,,2,,,,,,,,"After passing Charizard's test, you got a red slate with a pattern of Oddish.",通過噴火龍的考驗後，你們得到了一塊畫著走路草圖案的紅色石板。,"After passing Charizard's test, you got a red slate with a pattern of Oddish.",,리자몽의 시련을 통과 후 당신들은 뚜벅초 도안이 그려진 빨간색 석판을 얻었다.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
100401,illusion,0,2000,,,,,,,2,,,,,,,,"Leaving the Fire Island, you came to the next clue. According to the description of manual, this fantasy island is actually a spiritual illusion created by Alakazam. There is actually only one real guardian on the island, and the rest are all Alakazam’s phantom clone, if you want to pass the test, you must find the true one as soon as possible...",離開炎熱的火炎島，你們來到了下一處線索所在地，根據探險手冊的描述，這個幻境島實際是胡地創造的精神幻象，島上實際只有一個是真正的守護者，其餘皆是胡地的幻象分身，要想通過考驗，必須儘快找出其真身才行……,"Leaving the Fire Island, you came to the next clue. According to the description of manual, this fantasy island is actually a spiritual illusion created by Alakazam. There is actually only one real guardian on the island, and the rest are all Alakazam’s phantom clone, if you want to pass the test, you must find the true one as soon as possible...",,"무더운 화염도를 떠나 당신들은 다음 단서가 있는 곳에 도착했다. 탐험 수첩에 따르면 이 환상섬은 실제로 후딘이 창조한 정신적 환상으로, 섬에는 진정한 수호자가 실제 한 명만이고 나머지는 모두 후딘의 환상 분신이다. 시련을 통과하려면 빨리 그 정체를 찾아내야 한다...",,,,,,,,,,,,,,,,,,,,,,,
