变量名,key,text,text_tw,text_en,text_vn,text_kr
1090,MarqueeCardInLimitCard,#C0x5B545B#Congratulations! #C0x5C9971#{name}#C0x5B545B# gets #C0xE69900#{star}#C0x5B545B#-star#C0xE77421#{card}#C0x5B545B# from [Time-limited Legendary Beasts]!,#C0x5B545B#訓練家#C0x5C9971#{name}#C0x5B545B#通過【限時神獸】獲得了#C0xE69900#{star}#C0x5B545B#星#C0xE77421#{card}#C0x5B545B#！,#C0x5B545B#Congratulations! #C0x5C9971#{name}#C0x5B545B# gets #C0xE69900#{star}#C0x5B545B#-star#C0xE77421#{card}#C0x5B545B# from [Time-limited Legendary Beasts]!,,#C0x5B545B#트레이너 #C0x5C9971#{name}#C0x5B545B# 님이 [한정 전설의 포켓몬] 이벤트를 통해 #C0xE69900#{star}#C0x5B545B#성 #C0xE77421#{card}#C0x5B545B# 획득!
1091,NewsRandomMax,"#C0x5B545B#Congratulations! #C0x5C9971##L10100##LULrole1#{name}#C0x5B545B# has successfully reached the top of Aether Paradise, what a strong player!",#C0x5B545B#訓練家#C0x5C9971##L10100##LULrole1#{name}#C0x5B545B#成功登頂以太樂園，真是太強了。,"#C0x5B545B#Congratulations! #C0x5C9971##L10100##LULrole1#{name}#C0x5B545B# has successfully reached the top of Aether Paradise, what a strong player!",,#C0x5B545B#트레이너 #C0x5C9971##L10100##LULrole1#{name}#C0x5B545B# 님이 에테르파라다이스 정상에 올랐습니다!
1092,NewsEndlessArrive,"#C0x5B545B#Congratulations! #C0x5C9971##L10100##LULrole1#{name}#C0x5B545B#blazes through all obstacles and activates the Adventure Road level#C0x5C9971#{num}#C0x5B545B#, showcasing their powerful abilities.",#C0x5B545B#訓練家#C0x5C9971##L10100##LULrole1#{name}#C0x5B545B#披荊斬棘，打通冒險之路第#C0x5C9971#{num}#C0x5B545B#關，表現出了驚人的實力。,"#C0x5B545B#Congratulations! #C0x5C9971##L10100##LULrole1#{name}#C0x5B545B#blazes through all obstacles and activates the Adventure Road level#C0x5C9971#{num}#C0x5B545B#, showcasing their powerful abilities.",,#C0x5B545B#트레이너 #C0x5C9971##L10100##LULrole1#{name}#C0x5B545B# 님이 모험의 길 스테이지#C0x5C9971#{num}#C0x5B545B# 클리어에 성공했습니다!
1093,NewsPVPTopRankLast,#C0x5B545B#Congratulations! #C0x5C9971##L10100##LULrole1#{name}#C0x5B545B# has emerged victorious as No. 1 in the Arena! This is a salute for the birth of a new king!,#C0x5B545B#訓練家#C0x5C9971##L10100##LULrole1#{name}#C0x5B545B#最終登上競技場第一寶座，為王的誕生獻上禮炮。,#C0x5B545B#Congratulations! #C0x5C9971##L10100##LULrole1#{name}#C0x5B545B# has emerged victorious as No. 1 in the Arena! This is a salute for the birth of a new king!,,#C0x5B545B#트레이너 #C0x5C9971##L10100##LULrole1#{name}#C0x5B545B# 님이 아레나 1위를 달성했습니다!
1094,NewsCraftTopRank,"#C0x5B545B#Trainer#C0x5C9971##L10100##LULrole1#{name}#C0x5B545B#reigns the Indigo Plateau Conference, and nobody can take him down.",#C0x5B545B#訓練家#C0x5C9971##L10100##LULrole1#{name}#C0x5B545B#最終稱霸石英大會，石英高原中再無敵手。,"#C0x5B545B#Trainer#C0x5C9971##L10100##LULrole1#{name}#C0x5B545B#reigns the Indigo Plateau Conference, and nobody can take him down.",,#C0x5B545B#트레이너 #C0x5C9971##L10100##LULrole1#{name}#C0x5B545B# 님이 석영 대회에서 최종 승리를 거두었습니다.
1095,NewsCrossArenaTopRank,"#C0x5B545B#Trainer #C0x5C9971##L10100##LULrole1#{name}#C0x5B545B# has ascended the 1st place of Cross-Server Arena, the best Pokémon Battle Trainer appeared. ",#C0x5B545B#訓練家#C0x5C9971##L10100##LULrole1#{name}#C0x5B545B#登上跨服競技場第一的王座，真不愧是萬中選一的競技王者。,"#C0x5B545B#Trainer #C0x5C9971##L10100##LULrole1#{name}#C0x5B545B# has ascended the 1st place of Cross-Server Arena, the best Pokémon Battle Trainer appeared. ",,#C0x5B545B#트레이너 #C0x5C9971##L10100##LULrole1#{name}#C0x5B545B# 님이 글로벌 아레나에서 1위를 달성했습니다.
1096,MarqueeCrossArenaTopRank,"#C0x5B545B#Trainer #C0x5C9971##L10100##LULrole1#{name}#C0x5B545B# has ascended the 1st place of Cross-Server Arena, the best Pokémon Battle Trainer appeared. ",#C0x5B545B#訓練家#C0x5C9971##L10100##LULrole1#{name}#C0x5B545B#登上跨服競技場第一的王座，真不愧是萬中選一的競技王者。,"#C0x5B545B#Trainer #C0x5C9971##L10100##LULrole1#{name}#C0x5B545B# has ascended the 1st place of Cross-Server Arena, the best Pokémon Battle Trainer appeared. ",,#C0x5B545B#트레이너 #C0x5C9971##L10100##LULrole1#{name}#C0x5B545B# 님이 글로벌 아레나에서 1위를 달성했습니다.
1097,NewsCrossArenaTopHistoryRefresh,"#C0x5B545B#Excellent battle of Cross-Server Arena has refreshed, come check it out",#C0x5B545B#跨服競技場精彩對決已刷新，快來膜拜,"#C0x5B545B#Excellent battle of Cross-Server Arena has refreshed, come check it out",,#C0x5B545B#글로벌 아레나의 멋진 대결이 갱신되었습니다. 어서 경배하세요.
1098,MarqueeCrossArenaTopHistoryRefresh,"#C0x5B545B#Excellent battle of Cross-Server Arena has refreshed, come check it out",#C0x5B545B#跨服競技場精彩對決已刷新，快來膜拜,"#C0x5B545B#Excellent battle of Cross-Server Arena has refreshed, come check it out",,#C0x5B545B#글로벌 아레나의 멋진 대결이 갱신되었습니다. 어서 경배하세요.
1099,ReunionInvite,#C0x5B545B#Long time no see! I'm #C0x5C9971#{name}.#C0x5B545B# Accept my invitation and help me complete the tasks! You will get rich rewards!#LULreunion##Icity/adventure/clone_battle/imag_ljjr.png-182-54#,"#C0x5B545B#好久不見~我是#C0x5C9971#{name}#C0x5B545B#,快接受我的邀請,幫助我完成任務一起領取獎勵吧~#LULreunion##Icity/adventure/clone_battle/imag_ljjr.png-182-54#",#C0x5B545B#Long time no see! I'm #C0x5C9971#{name}.#C0x5B545B# Accept my invitation and help me complete the tasks! You will get rich rewards!#LULreunion##Icity/adventure/clone_battle/imag_ljjr.png-182-54#,,#C0x5B545B#오랜만입니다~저는 #C0x5C9971#{name}#C0x5B545B#입니다. 어서 내 초대를 받아 미션 클리어를 도와주고 함께 보상을 수령하세요~#LULreunion##Icity/adventure/clone_battle/imag_ljjr.png-182-54#
1100,RobotName,Pioneer Trainer,競技先鋒訓練家,Pioneer Trainer,Người bảo vệ,수호자
1101,NewsCrossOnlineFightTopHistoryRefresh,#C0x5B545B#New highlights of PvP Arena Battles are just in. Come and pay your respect!,#C0x5B545B#對戰競技場精彩對決已刷新，快來膜拜,#C0x5B545B#New highlights of PvP Arena Battles are just in. Come and pay your respect!,,"#C0x5B545B#대전경기장 하이라이트 대결이 리셋됩니다,어서 경배하세요~"
1102,MarqueeCrossOnlineFightTopHistoryRefresh,#C0x5B545B#New highlights of PvP Arena Battles are just in. Come and pay your respect!,#C0x5B545B#對戰競技場精彩對決已刷新，快來膜拜,#C0x5B545B#New highlights of PvP Arena Battles are just in. Come and pay your respect!,,"#C0x5B545B#대전경기장 하이라이트 대결이 리셋됩니다,어서 경배하세요~"
1103,NewsCrossMineTopHistoryRefresh,#C0x5B545B#New highlights of Cross-server Mall Battles are just in. Come and pay your respect!,#C0x5B545B#跨服商業街精彩對決已刷新，快來膜拜,#C0x5B545B#New highlights of Cross-server Mall Battles are just in. Come and pay your respect!,,#C0x5B545B#글로벌 상가의 멋진 대결이 갱신되었습니다. 어서 경배하세요.
1104,MarqueeCrossMineTopHistoryRefresh,#C0x5B545B#New highlights of Cross-server Mall Battles are just in. Come and pay your respect!,#C0x5B545B#跨服商業街精彩對決已刷新，快來膜拜,#C0x5B545B#New highlights of Cross-server Mall Battles are just in. Come and pay your respect!,,#C0x5B545B#글로벌 상가의 멋진 대결이 갱신되었습니다. 어서 경배하세요.
1105,NewsCardInGroupDrawUp,#C0x5B545B#Congratulations! #C0x5C9971##L10100##LULrole1#{name}#C0x5B545B#gets #C0xE69900#{star}#C0x5B545B# -star #C0xE77421##L10100##LULcard1#{card}#C0x5B545B# by choosed card draw and has increased its strength greatly!,#C0x5B545B#恭喜#C0x5C9971##L10100##LULrole1#{name}#C0x5B545B#通過自選抽卡獲得了#C0xE69900#{star}#C0x5B545B#星#C0xE77421##L10100##LULcard1#{card}#C0x5B545B#，實力大幅增強！,#C0x5B545B#Congratulations! #C0x5C9971##L10100##LULrole1#{name}#C0x5B545B#gets #C0xE69900#{star}#C0x5B545B# -star #C0xE77421##L10100##LULcard1#{card}#C0x5B545B# by choosed card draw and has increased its strength greatly!,,#C0x5B545B#축하합니다. #C0x5C9971##L10100##LULrole1#{name}#C0x5B545B# 님이 한정 뽑기를 통해 #C0xE69900#{star}#C0x5B545B#성 #C0xE77421##L10100##LULcard1#{card}#C0x5B545B# 획득!
1106,MarqueeCardInGroupDrawUp,#C0x5B545B#Congratulations! #C0x5C9971#{name}#C0x5B545B#gets #C0xE69900#{star}#C0x5B545B#-star#C0xE77421#{card}#C0x5B545B# from [Time-choosed Card Draw]!,#C0x5B545B#訓練家#C0x5C9971#{name}#C0x5B545B#在【自選抽卡】中獲得了#C0xE69900#{star}#C0x5B545B#星#C0xE77421#{card}#C0x5B545B#！,#C0x5B545B#Congratulations! #C0x5C9971#{name}#C0x5B545B#gets #C0xE69900#{star}#C0x5B545B#-star#C0xE77421#{card}#C0x5B545B# from [Time-choosed Card Draw]!,#C0x5B545B# HLV #C0x5C9971#{name}#C0x5B545B# trong[Rút Thẻ Hạn Giờ]nhận được #C0xE69900#{star}#C0x5B545B# Sao #C0xE77421#{card}#C0x5B545B#!,#C0x5B545B#트레이너 #C0x5C9971#{name}#C0x5B545B# 님이 [한정 뽑기]를 통해 #C0xE69900#{star}#C0x5B545B#성 #C0xE77421#{card}#C0x5B545B# 획득!
1107,HandlerDisabled,This feature is temporarily closed,該功能暫時關閉,This feature is temporarily closed,,
,,,,,,
,,,,,,
5000,client_test,"""5000 previously used by the server, the client is universal""",5000之前是伺服器使用，用戶端通用,"""5000 previously used by the server, the client is universal""",,"""5000 이전은 서버 사용, 클라이언트 통용"""
5001,none,None,無,None,Không,없음
5002,male,Male,雄性,Male,Giống đực,수컷
5003,female,Female,雌性,Female,Giống cái,암컷
5004,iconNumLittle,Few,少量,Few,Chút ít,소량
5005,iconNumNormal,Normal,普通,Normal,Phổ thông,일반
5006,iconNumMany,More,較多,More,Khá nhiều,중량
5007,iconNumLarge,Plenty,大量,Plenty,Đại lượng,대량
5008,iconNumHuge,Huge amount,巨量,Huge amount,Lượng lớn,대량
5009,iconNumOut,Massive,海量,Massive,Hải lượng,초대량
5010,attrHp,HP,生命,HP,HP,HP
5011,attrHpRecover,HP recovery,血量恢復,HP recovery,Hồi Phục HP,HP 회복
5012,attrMp1Recover,MP1Recovery,怒氣恢復速度,MP1Recovery,,분노 회복 속도
5013,attrMp2Recover,MP 2 reply,MP2回復,MP 2 reply,MP2 Hồi phục,MP2 회복
5014,attrDamage,P.ATK,物攻,P.ATK,Vật Công,공격
5015,attrSpecialDamage,SP.ATK,特攻,SP.ATK,Đặc Công,특수공격
5016,attrDefence,P.DEF,物防,P.DEF,Vật Phòng,방어
5017,attrSpecialDefence,SP.DEF,特防,SP.DEF,Đặc Phòng,특수방어
5018,attrDefenceIgnore,P.DEF ignore,物防忽視,P.DEF ignore,,방어 무시
5019,attrSpecialDefenceIgnore,SP.DEF ignore,特防忽視,SP.DEF ignore,,특수방어 무시
5020,attrSpeed,Speed,速度,Speed,Tốc Độ,스피드
5021,attrStrike,CRI rate,暴擊率,CRI rate,Bạo Kích,치명타율
5022,attrStrikeDamage,CRI DMG,暴擊傷害,CRI DMG,Bạo Thương,치명타 피해
5023,attrStrikeResistance,CRI RES,暴擊抗性,CRI RES,Kháng Bạo,치명타 내성
5024,attrBlock,Block rate,抵禦率,Block rate,Chống Đỡ,저항률
5025,attrBreakBlock,Block Break rate,破抵禦率,Block Break rate,Xuyên Giáp,저항 무시율
5026,attrBlockPower,Block intensity,抵禦強度,Block intensity,Chống cự cường độ,저항 강도
5027,attrDodge,Dodge rate,閃避率,Dodge rate,Tỉ lệ né tránh,회피율
5028,attrHit,Accuracy,命中率,Accuracy,Tỉ lệ chính xác,명중률
5029,attrDamageAdd,ATK bonus,傷害加成,ATK bonus,Tăng Thương,피해 보너스
5030,attrDamageSub,DMG reduction,傷害減免,DMG reduction,Giảm Thương,피해 감소
5031,attrUltimateAdd,Ult Skill DMG,必殺傷害加成,Ult Skill DMG,,필살기 피해 보너스
5032,attrUltimateSub,Ult Skill RES,必殺傷害減免,Ult Skill RES,,필살기 피해 감소율
5033,attrSuckBlood,Health Steal rate,吸血率,Health Steal rate,,흡혈률
5034,attrRebound,Rebound rate,反彈率,Rebound rate,,반사율
5035,attrCure,Healing rate,治療率,Healing rate,,치료율
5036,attrNatureRestraint,Type interaction,屬性克制,Type interaction,Thuộc tính khắc chế,타입 상성
5037,attrDamageDeepen,Amplify damage,傷害加深,Amplify damage,Tổn thương làm sâu sắc,피해 심화
5038,attrNormalDamageAdd,Normal ATK bonus,一般系傷害加成,Normal ATK bonus,Hệ tổn thương tăng thêm,노말 타입 피해 보너스
5039,attrFireDamageAdd,Fire ATK bonus,火系傷害加成,Fire ATK bonus,Hỏa hệ tổn thương tăng thêm,불꽃 타입 피해 보너스
5040,attrWaterDamageAdd,Water ATK bonus,水系傷害加成,Water ATK bonus,Thủy hệ tổn thương tăng thêm,물 타입 피해 보너스
5041,attrGrassDamageAdd,Grass ATK bonus,草系傷害加成,Grass ATK bonus,Cỏ hệ tổn thương tăng thêm,풀 타입 피해 보너스
5042,attrElectricityDamageAdd,Electric ATK bonus,電系傷害加成,Electric ATK bonus,Điện hệ tổn thương tăng thêm,전기 타입 피해 보너스
5043,attrIceDamageAdd,Ice ATK bonus,冰系傷害加成,Ice ATK bonus,Băng hệ tổn thương tăng thêm,얼음 타입 피해 보너스
5044,attrCombatDamageAdd,Fighting ATK bonus,格鬥系傷害加成,Fighting ATK bonus,Cách đấu hệ tổn thương tăng thêm,격투 타입 피해 보너스
5045,attrPoisonDamageAdd,Poison ATK bonus,毒系傷害加成,Poison ATK bonus,Độc hệ tổn thương tăng thêm,독 타입 피해 보너스
5046,attrGroundDamageAdd,Ground damage bonus,地面系傷害加成,Ground damage bonus,Mặt đất hệ tổn thương tăng thêm,땅 타입 피해 보너스
5047,attrFlyDamageAdd,Flying ATK bonus,飛行系傷害加成,Flying ATK bonus,Phi hành hệ tổn thương tăng thêm,비행 타입 피해 보너스
5048,attrSuperDamageAdd,Psychic ATK bonus,超能系傷害加成,Psychic ATK bonus,Siêu năng hệ tổn thương tăng thêm,에스퍼 타입 피해 보너스
5049,attrWormDamageAdd,Bug ATK bonus,蟲系傷害加成,Bug ATK bonus,Trùng hệ tổn thương tăng thêm,벌레 타입 피해 보너스
5050,attrRockDamageAdd,Rock ATK bonus,岩石系傷害加成,Rock ATK bonus,Nham thạch hệ tổn thương tăng thêm,바위 타입 피해 보너스
5051,attrGhostDamageAdd,Ghost ATK bonus,幽靈系傷害加成,Ghost ATK bonus,U linh hệ tổn thương tăng thêm,고스트 타입 피해 보너스
5052,attrDragonDamageAdd,Dragon ATK bonus,龍系傷害加成,Dragon ATK bonus,Rồng hệ tổn thương tăng thêm,드래곤 타입 피해 보너스
5053,attrEvilDamageAdd,Dark ATK bonus,惡系傷害加成,Dark ATK bonus,Ác hệ tổn thương tăng thêm,악 타입 피해 보너스
5054,attrSteelDamageAdd,Steel ATK bonus,鋼系傷害加成,Steel ATK bonus,Thép hệ tổn thương tăng thêm,강철 타입 피해 보너스
5055,attrFairyDamageAdd,Fairy ATK bonus,妖精系傷害加成,Fairy ATK bonus,Yêu tinh hệ tổn thương tăng thêm,페어리 타입 피해 보너스
5056,attrNormalDamageSub,Normal DMG reduction,一般系傷害減免,Normal DMG reduction,Hệ giảm tổn thương,노말 타입 피해 감소
5057,attrFireDamageSub,Fire DMG reduction,火系傷害減免,Fire DMG reduction,Hỏa hệ giảm tổn thương,불꽃 타입 피해 감소
5058,attrWaterDamageSub,Water DMG reduction,水系傷害減免,Water DMG reduction,Thủy hệ giảm tổn thương,물 타입 피해 감소
5059,attrGrassDamageSub,"Grass DMG reduction ",草系傷害減免,"Grass DMG reduction ",Cỏ hệ giảm tổn thương,풀 타입 피해 감소
5060,attrElectricityDamageSub,Electric DMG reduction,電系傷害減免,Electric DMG reduction,Điện hệ giảm tổn thương,전기 타입 피해 감소
5061,attrIceDamageSub,Ice DMG reduction,冰系傷害減免,Ice DMG reduction,Băng hệ giảm tổn thương,얼음 타입 피해 감소
5062,attrCombatDamageSub,Fighting DMG reduction,格鬥系傷害減免,Fighting DMG reduction,Cách đấu hệ giảm tổn thương,격투 타입 피해 감소
5063,attrPoisonDamageSub,Poison DMG reduction,毒系傷害減免,Poison DMG reduction,Độc hệ giảm tổn thương,독 타입 피해 감소
5064,attrGroundDamageSub,Ground DMG reduction,地面系傷害減免,Ground DMG reduction,Mặt đất hệ giảm tổn thương,땅 타입 피해 감소
5065,attrFlyDamageSub,Flying DMG reduction,飛行系傷害減免,Flying DMG reduction,Phi hành hệ giảm tổn thương,비행 타입 피해 감소
5066,attrSuperDamageSub,Psychic DMG reduction,超能系傷害減免,Psychic DMG reduction,Siêu năng hệ giảm tổn thương,에스퍼 타입 피해 감소
5067,attrWormDamageSub,Bug DMG reduction,蟲系傷害減免,Bug DMG reduction,Trùng hệ giảm tổn thương,벌레 타입 피해 감소
5068,attrRockDamageSub,Rock DMG reduction,岩石系傷害減免,Rock DMG reduction,Nham thạch hệ giảm tổn thương,바위 타입 피해 감소
5069,attrGhostDamageSub,Ghost DMG reduction,幽靈系傷害減免,Ghost DMG reduction,U linh hệ giảm tổn thương,고스트 타입 피해 감소
5070,attrDragonDamageSub,Dragon DMG reduction,龍系傷害減免,Dragon DMG reduction,Rồng hệ giảm tổn thương,드래곤 타입 피해 감소
5071,attrEvilDamageSub,Dark DMG reduction,惡系傷害減免,Dark DMG reduction,Ác hệ giảm tổn thương,악 타입 피해 감소
5072,attrSteelDamageSub,Steel DMG reduction,鋼系傷害減免,Steel DMG reduction,Thép hệ giảm tổn thương,강철 타입 피해 감소
5073,attrFairyDamageSub,Fairy DMG reduction,妖精系傷害減免,Fairy DMG reduction,Yêu tinh hệ giảm tổn thương,페어리 타입 피해 감소
5074,attrNormalCure,Normal Healing rate,一般系治療率,Normal Healing rate,,노말 타입 치료율
5075,attrFireCure,Fire Healing rate,火系治療率,Fire Healing rate,,불꽃 타입 치료율
5076,attrWaterCure,Water Healing rate,水系治療率,Water Healing rate,,물 타입 치료율
5077,attrGrassCure,Grass Healing rate,草系治療率,Grass Healing rate,,풀 타입 치료율
5078,attrElectricityCure,Electric Healing rate,電系治療率,Electric Healing rate,,전기 타입 치료율
5079,attrIceCure,Ice Healing rate,冰系治療率,Ice Healing rate,,얼음 타입 치료율
5080,attrCombatCure,Fighting Healing rate,格鬥系治療率,Fighting Healing rate,,격투 타입 치료율
5081,attrPoisonCure,Poison Healing rate,毒系治療率,Poison Healing rate,,독 타입 치료율
5082,attrGroundCure,Ground Healing rate,地面系治療率,Ground Healing rate,,땅 타입 치료율
5083,attrFlyCure,Flying Healing rate,飛行系治療率,Flying Healing rate,,비행 타입 치료율
5084,attrSuperCure,Psychic Healing rate,超能系治療率,Psychic Healing rate,,에스퍼 타입 치료율
5085,attrWormCure,Bug Healing rate,蟲系治療率,Bug Healing rate,,벌레 타입 치료율
5086,attrRockCure,Rock Healing rate,岩石系治療率,Rock Healing rate,,바위 타입 치료율
5087,attrGhostCure,Ghost Healing rate,幽靈系治療率,Ghost Healing rate,,고스트 타입 치료율
5088,attrDragonCure,Dragon Healing rate,龍系治療率,Dragon Healing rate,,드래곤 타입 치료율
5089,attrEvilCure,Dark Healing rate,惡系治療率,Dark Healing rate,,악 타입 치료율
5090,attrSteelCure,Steel Healing rate,鋼系治療率,Steel Healing rate,,강철 타입 치료율
5091,attrFairyCure,Fairy Healing rate,妖精系治療率,Fairy Healing rate,,페어리 타입 치료율
5092,attrDamageReduce,DMG ↓,傷害降低,DMG ↓,Tổn thương giảm xuống,피해 ↓
5093,attrPhysicalDamageAdd,P.ATK bonus,物傷加成,P.ATK bonus,,물리 피해 보너스
5094,attrPhysicalDamageSub,P.ATK reduction,物傷減免,P.ATK reduction,,물리 피해 감소
5095,attrSpecialDamageAdd,SP.ATK bonus,特傷加成,SP.ATK bonus,,특수 피해 보너스
5096,attrSpecialDamageSub,SP.ATK reduction,特傷減免,SP.ATK reduction,,특수 피해 감소
5097,attrControlPer,Control rate,控制率,Control rate,,제어율
5098,attrImmuneControl,Immune control,免控率,Immune control,,제어 면역률
5099,normal,Normal,一般,Normal,0,노말
5100,fire,Fire,火,Fire,Lửa,불꽃
5101,water,Water,水,Water,Nước,물
5102,grass,Grass,草,Grass,Cỏ,풀
5103,electricity,Electric,電,Electric,Điện,전기
5104,ice,Ice,冰,Ice,Băng,얼음
5105,combat,Fighting,格鬥,Fighting,Cách đấu,격투
5106,poison,Poison,毒,Poison,Độc,독
5107,ground,Ground,地面,Ground,Mặt đất,땅
5108,fly,Fly,飛行,Fly,Phi hành,비행
5109,super,Psychic,超能,Psychic,Siêu năng,에스퍼
5110,worm,Bug,蟲,Bug,Trùng,벌레
5111,rock,Rock,岩石,Rock,Nham thạch,바위
