变量名,_beizhu,index,seatExtraFix,wave,hp,damage,specialDamage,defence,specialDefence,speed,hpself,damageself,specialDamageself,defenceself,specialDefenceself,speedself
默认值,,,{},,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
id,备注,索引,站位修正,波次,怪物血量修正,怪物攻击修正,怪物攻击修正,怪物防御修正,怪物防御修正,怪物速度修正,己方血量修正,己方攻击修正,己方攻击修正,己方防御修正,己方防御修正,己方攻击修正
585,Gym 2_Difficulty 3,80126,,9,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
586,Gym 2_Difficulty 3,80126,,10,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
587,Gym 2_Difficulty 3,80126,,11,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
588,Gym 2_Difficulty 3,80126,,12,<2.54;2.16>,<1;1.12>,<1;1.12>,<1.33;1.14>,<1.33;1.14>,<0.93;0.93>,,,,,,
589,Gym 2_Difficulty 4,80131,{11=1},1,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
590,Gym 2_Difficulty 4,80131,{11=1},2,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
591,Gym 2_Difficulty 4,80131,{11=1},3,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
592,Gym 2_Difficulty 4,80131,{11=1},4,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
593,Gym 2_Difficulty 4,80131,{11=1},5,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
594,Gym 2_Difficulty 4,80131,{11=1},6,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
595,Gym 2_Difficulty 4,80131,{11=1},7,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
596,Gym 2_Difficulty 4,80131,{11=1},8,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
597,Gym 2_Difficulty 4,80131,{11=1},9,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
598,Gym 2_Difficulty 4,80131,{11=1},10,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
599,Gym 2_Difficulty 4,80131,{11=1},11,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
600,Gym 2_Difficulty 4,80131,{11=1},12,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
601,Gym 2_Difficulty 4,80132,{11=1.1},1,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
602,Gym 2_Difficulty 4,80132,{11=1.1},2,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
603,Gym 2_Difficulty 4,80132,{11=1.1},3,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
604,Gym 2_Difficulty 4,80132,{11=1.1},4,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
605,Gym 2_Difficulty 4,80132,{11=1.1},5,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
606,Gym 2_Difficulty 4,80132,{11=1.1},6,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
607,Gym 2_Difficulty 4,80132,{11=1.1},7,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
608,Gym 2_Difficulty 4,80132,{11=1.1},8,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
609,Gym 2_Difficulty 4,80132,{11=1.1},9,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
610,Gym 2_Difficulty 4,80132,{11=1.1},10,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
611,Gym 2_Difficulty 4,80132,{11=1.1},11,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
612,Gym 2_Difficulty 4,80132,{11=1.1},12,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
613,Gym 2_Difficulty 4,80133,{11=1.1},1,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
614,Gym 2_Difficulty 4,80133,{11=1.1},2,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
615,Gym 2_Difficulty 4,80133,{11=1.1},3,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
616,Gym 2_Difficulty 4,80133,{11=1.1},4,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
617,Gym 2_Difficulty 4,80133,{11=1.1},5,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
618,Gym 2_Difficulty 4,80133,{11=1.1},6,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
619,Gym 2_Difficulty 4,80133,{11=1.1},7,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
620,Gym 2_Difficulty 4,80133,{11=1.1},8,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
621,Gym 2_Difficulty 4,80133,{11=1.1},9,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
622,Gym 2_Difficulty 4,80133,{11=1.1},10,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
623,Gym 2_Difficulty 4,80133,{11=1.1},11,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
624,Gym 2_Difficulty 4,80133,{11=1.1},12,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
625,Gym 2_Difficulty 4,80134,{11=2.7},1,<3.34;2.84>,<1.32;1.47>,<1.32;1.47>,<1.76;1.5>,<1.76;1.5>,<0.95;0.95>,,,,,,
626,Gym 2_Difficulty 4,80134,{11=2.7},2,<3.34;2.84>,<1.32;1.47>,<1.32;1.47>,<1.76;1.5>,<1.76;1.5>,<0.95;0.95>,,,,,,
627,Gym 2_Difficulty 4,80134,{11=2.7},3,<3.34;2.84>,<1.32;1.47>,<1.32;1.47>,<1.76;1.5>,<1.76;1.5>,<0.95;0.95>,,,,,,
628,Gym 2_Difficulty 4,80134,{11=2.7},4,<3.34;2.84>,<1.32;1.47>,<1.32;1.47>,<1.76;1.5>,<1.76;1.5>,<0.95;0.95>,,,,,,
629,Gym 2_Difficulty 4,80134,{11=2.7},5,<3.34;2.84>,<1.32;1.47>,<1.32;1.47>,<1.76;1.5>,<1.76;1.5>,<0.95;0.95>,,,,,,
630,Gym 2_Difficulty 4,80134,{11=2.7},6,<3.34;2.84>,<1.32;1.47>,<1.32;1.47>,<1.76;1.5>,<1.76;1.5>,<0.95;0.95>,,,,,,
631,Gym 2_Difficulty 4,80134,{11=2.7},7,<3.34;2.84>,<1.32;1.47>,<1.32;1.47>,<1.76;1.5>,<1.76;1.5>,<0.95;0.95>,,,,,,
632,Gym 2_Difficulty 4,80134,{11=2.7},8,<3.34;2.84>,<1.32;1.47>,<1.32;1.47>,<1.76;1.5>,<1.76;1.5>,<0.95;0.95>,,,,,,
633,Gym 2_Difficulty 4,80134,{11=2.7},9,<3.34;2.84>,<1.32;1.47>,<1.32;1.47>,<1.76;1.5>,<1.76;1.5>,<0.95;0.95>,,,,,,
634,Gym 2_Difficulty 4,80134,{11=2.7},10,<3.34;2.84>,<1.32;1.47>,<1.32;1.47>,<1.76;1.5>,<1.76;1.5>,<0.95;0.95>,,,,,,
635,Gym 2_Difficulty 4,80134,{11=2.7},11,<3.34;2.84>,<1.32;1.47>,<1.32;1.47>,<1.76;1.5>,<1.76;1.5>,<0.95;0.95>,,,,,,
636,Gym 2_Difficulty 4,80134,{11=2.7},12,<3.34;2.84>,<1.32;1.47>,<1.32;1.47>,<1.76;1.5>,<1.76;1.5>,<0.95;0.95>,,,,,,
637,Gym 2_Difficulty 4,80135,,1,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
638,Gym 2_Difficulty 4,80135,,2,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
639,Gym 2_Difficulty 4,80135,,3,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
640,Gym 2_Difficulty 4,80135,,4,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
641,Gym 2_Difficulty 4,80135,,5,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
642,Gym 2_Difficulty 4,80135,,6,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
643,Gym 2_Difficulty 4,80135,,7,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
644,Gym 2_Difficulty 4,80135,,8,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
645,Gym 2_Difficulty 4,80135,,9,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
646,Gym 2_Difficulty 4,80135,,10,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
647,Gym 2_Difficulty 4,80135,,11,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
648,Gym 2_Difficulty 4,80135,,12,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
649,Gym 2_Difficulty 4,80136,,1,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
650,Gym 2_Difficulty 4,80136,,2,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
651,Gym 2_Difficulty 4,80136,,3,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
652,Gym 2_Difficulty 4,80136,,4,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
653,Gym 2_Difficulty 4,80136,,5,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
654,Gym 2_Difficulty 4,80136,,6,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
655,Gym 2_Difficulty 4,80136,,7,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
656,Gym 2_Difficulty 4,80136,,8,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
657,Gym 2_Difficulty 4,80136,,9,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
658,Gym 2_Difficulty 4,80136,,10,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
659,Gym 2_Difficulty 4,80136,,11,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
660,Gym 2_Difficulty 4,80136,,12,<3.04;2.58>,<1.2;1.34>,<1.2;1.34>,<1.6;1.37>,<1.6;1.37>,<0.95;0.95>,,,,,,
661,Gym 2_Difficulty 5,80141,{11=1.3},1,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
662,Gym 2_Difficulty 5,80141,{11=1.3},2,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
663,Gym 2_Difficulty 5,80141,{11=1.3},3,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
664,Gym 2_Difficulty 5,80141,{11=1.3},4,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
665,Gym 2_Difficulty 5,80141,{11=1.3},5,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
666,Gym 2_Difficulty 5,80141,{11=1.3},6,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
667,Gym 2_Difficulty 5,80141,{11=1.3},7,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
668,Gym 2_Difficulty 5,80141,{11=1.3},8,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
669,Gym 2_Difficulty 5,80141,{11=1.3},9,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
670,Gym 2_Difficulty 5,80141,{11=1.3},10,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
671,Gym 2_Difficulty 5,80141,{11=1.3},11,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
672,Gym 2_Difficulty 5,80141,{11=1.3},12,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
673,Gym 2_Difficulty 5,80142,{11=1.1},1,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
674,Gym 2_Difficulty 5,80142,{11=1.1},2,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
675,Gym 2_Difficulty 5,80142,{11=1.1},3,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
676,Gym 2_Difficulty 5,80142,{11=1.1},4,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
677,Gym 2_Difficulty 5,80142,{11=1.1},5,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
678,Gym 2_Difficulty 5,80142,{11=1.1},6,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
679,Gym 2_Difficulty 5,80142,{11=1.1},7,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
680,Gym 2_Difficulty 5,80142,{11=1.1},8,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
681,Gym 2_Difficulty 5,80142,{11=1.1},9,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
682,Gym 2_Difficulty 5,80142,{11=1.1},10,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
683,Gym 2_Difficulty 5,80142,{11=1.1},11,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
684,Gym 2_Difficulty 5,80142,{11=1.1},12,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
685,Gym 2_Difficulty 5,80143,{11=1.1},1,<8.36;7.11>,<3.3;3.68>,<3.3;3.68>,<4.39;3.76>,<4.39;3.76>,<1.28;1.28>,,,,,,
686,Gym 2_Difficulty 5,80143,{11=1.1},2,<8.36;7.11>,<3.3;3.68>,<3.3;3.68>,<4.39;3.76>,<4.39;3.76>,<1.28;1.28>,,,,,,
687,Gym 2_Difficulty 5,80143,{11=1.1},3,<8.36;7.11>,<3.3;3.68>,<3.3;3.68>,<4.39;3.76>,<4.39;3.76>,<1.28;1.28>,,,,,,
688,Gym 2_Difficulty 5,80143,{11=1.1},4,<8.36;7.11>,<3.3;3.68>,<3.3;3.68>,<4.39;3.76>,<4.39;3.76>,<1.28;1.28>,,,,,,
689,Gym 2_Difficulty 5,80143,{11=1.1},5,<8.36;7.11>,<3.3;3.68>,<3.3;3.68>,<4.39;3.76>,<4.39;3.76>,<1.28;1.28>,,,,,,
690,Gym 2_Difficulty 5,80143,{11=1.1},6,<8.36;7.11>,<3.3;3.68>,<3.3;3.68>,<4.39;3.76>,<4.39;3.76>,<1.28;1.28>,,,,,,
691,Gym 2_Difficulty 5,80143,{11=1.1},7,<8.36;7.11>,<3.3;3.68>,<3.3;3.68>,<4.39;3.76>,<4.39;3.76>,<1.28;1.28>,,,,,,
692,Gym 2_Difficulty 5,80143,{11=1.1},8,<8.36;7.11>,<3.3;3.68>,<3.3;3.68>,<4.39;3.76>,<4.39;3.76>,<1.28;1.28>,,,,,,
693,Gym 2_Difficulty 5,80143,{11=1.1},9,<8.36;7.11>,<3.3;3.68>,<3.3;3.68>,<4.39;3.76>,<4.39;3.76>,<1.28;1.28>,,,,,,
694,Gym 2_Difficulty 5,80143,{11=1.1},10,<8.36;7.11>,<3.3;3.68>,<3.3;3.68>,<4.39;3.76>,<4.39;3.76>,<1.28;1.28>,,,,,,
695,Gym 2_Difficulty 5,80143,{11=1.1},11,<8.36;7.11>,<3.3;3.68>,<3.3;3.68>,<4.39;3.76>,<4.39;3.76>,<1.28;1.28>,,,,,,
696,Gym 2_Difficulty 5,80143,{11=1.1},12,<8.36;7.11>,<3.3;3.68>,<3.3;3.68>,<4.39;3.76>,<4.39;3.76>,<1.28;1.28>,,,,,,
697,Gym 2_Difficulty 5,80144,,1,<16.3;13.85>,<6.44;7.17>,<6.44;7.17>,<8.56;7.33>,<8.56;7.33>,<1.63;1.63>,,,,,,
698,Gym 2_Difficulty 5,80144,,2,<16.3;13.85>,<6.44;7.17>,<6.44;7.17>,<8.56;7.33>,<8.56;7.33>,<1.63;1.63>,,,,,,
699,Gym 2_Difficulty 5,80144,,3,<16.3;13.85>,<6.44;7.17>,<6.44;7.17>,<8.56;7.33>,<8.56;7.33>,<1.63;1.63>,,,,,,
700,Gym 2_Difficulty 5,80144,,4,<16.3;13.85>,<6.44;7.17>,<6.44;7.17>,<8.56;7.33>,<8.56;7.33>,<1.63;1.63>,,,,,,
701,Gym 2_Difficulty 5,80144,,5,<16.3;13.85>,<6.44;7.17>,<6.44;7.17>,<8.56;7.33>,<8.56;7.33>,<1.63;1.63>,,,,,,
702,Gym 2_Difficulty 5,80144,,6,<16.3;13.85>,<6.44;7.17>,<6.44;7.17>,<8.56;7.33>,<8.56;7.33>,<1.63;1.63>,,,,,,
703,Gym 2_Difficulty 5,80144,,7,<16.3;13.85>,<6.44;7.17>,<6.44;7.17>,<8.56;7.33>,<8.56;7.33>,<1.63;1.63>,,,,,,
704,Gym 2_Difficulty 5,80144,,8,<16.3;13.85>,<6.44;7.17>,<6.44;7.17>,<8.56;7.33>,<8.56;7.33>,<1.63;1.63>,,,,,,
705,Gym 2_Difficulty 5,80144,,9,<16.3;13.85>,<6.44;7.17>,<6.44;7.17>,<8.56;7.33>,<8.56;7.33>,<1.63;1.63>,,,,,,
706,Gym 2_Difficulty 5,80144,,10,<16.3;13.85>,<6.44;7.17>,<6.44;7.17>,<8.56;7.33>,<8.56;7.33>,<1.63;1.63>,,,,,,
707,Gym 2_Difficulty 5,80144,,11,<16.3;13.85>,<6.44;7.17>,<6.44;7.17>,<8.56;7.33>,<8.56;7.33>,<1.63;1.63>,,,,,,
708,Gym 2_Difficulty 5,80144,,12,<16.3;13.85>,<6.44;7.17>,<6.44;7.17>,<8.56;7.33>,<8.56;7.33>,<1.63;1.63>,,,,,,
709,Gym 2_Difficulty 5,80145,,1,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
710,Gym 2_Difficulty 5,80145,,2,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
711,Gym 2_Difficulty 5,80145,,3,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
712,Gym 2_Difficulty 5,80145,,4,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
713,Gym 2_Difficulty 5,80145,,5,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
714,Gym 2_Difficulty 5,80145,,6,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
715,Gym 2_Difficulty 5,80145,,7,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
716,Gym 2_Difficulty 5,80145,,8,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
717,Gym 2_Difficulty 5,80145,,9,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
718,Gym 2_Difficulty 5,80145,,10,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
719,Gym 2_Difficulty 5,80145,,11,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
720,Gym 2_Difficulty 5,80145,,12,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
721,Gym 2_Difficulty 5,80146,,1,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
722,Gym 2_Difficulty 5,80146,,2,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
723,Gym 2_Difficulty 5,80146,,3,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
724,Gym 2_Difficulty 5,80146,,4,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
725,Gym 2_Difficulty 5,80146,,5,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
726,Gym 2_Difficulty 5,80146,,6,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
727,Gym 2_Difficulty 5,80146,,7,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
728,Gym 2_Difficulty 5,80146,,8,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
729,Gym 2_Difficulty 5,80146,,9,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
730,Gym 2_Difficulty 5,80146,,10,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
731,Gym 2_Difficulty 5,80146,,11,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
732,Gym 2_Difficulty 5,80146,,12,<3.96;3.37>,<1.56;1.74>,<1.56;1.74>,<2.08;1.78>,<2.08;1.78>,<1;1>,,,,,,
733,Gym 2_Difficulty 6_NPC,80151,{11=1.1},1,<1.78;1.51>,<0.7;0.78>,<0.7;0.78>,<0.93;0.8>,<0.93;0.8>,<0.89;0.89>,,,,,,
734,Gym 2_Difficulty 6_NPC,80151,{11=1.1},2,<1.78;1.51>,<0.7;0.78>,<0.7;0.78>,<0.93;0.8>,<0.93;0.8>,<0.89;0.89>,,,,,,
735,Gym 2_Difficulty 6_NPC,80151,{11=1.1},3,<1.78;1.51>,<0.7;0.78>,<0.7;0.78>,<0.93;0.8>,<0.93;0.8>,<0.89;0.89>,,,,,,
736,Gym 2_Difficulty 6_NPC,80151,{11=1.1},4,<1.78;1.51>,<0.7;0.78>,<0.7;0.78>,<0.93;0.8>,<0.93;0.8>,<0.89;0.89>,,,,,,
