变量名,markID,_beizhu1,_beizhu2,_beizhu3,_beizhu4,star,attrType1,attrValue1,attrType2,attrValue2
1755,1461,morning north nose,13,2,2,3,,0%,,
1756,1461,morning north nose,13,2,2,4,,0%,,
1757,1461,north facing nose,13,2,2,5,,0%,,
1758,1461,north facing nose,13,2,2,6,,0%,,
1759,1461,north facing nose,13,2,2,7,,0%,,
1760,1461,north facing nose,13,2,2,8,,0%,,
1761,1461,north facing nose,13,2,2,9,,0%,,
1762,1461,north facing nose,13,2,2,10,,0%,,
1763,1461,north facing nose,13,2,2,11,,0%,,
1764,1461,north facing nose,13,2,2,12,,0%,,
1765,1471,Meow to the tail,1,1,2,1,,0%,,
1766,1471,Meow to the tail,1,1,2,2,,0%,,
1767,1471,Meow to the tail,1,1,2,3,,0%,,
1768,1471,Meow to the tail,1,1,2,4,,0%,,
1769,1471,Meow to the tail,1,1,2,5,,0%,,
1770,1471,Meow to the tail,1,1,2,6,,0%,,
1771,1471,Meow to the tail,1,1,2,7,,0%,,
1772,1471,Meow to the tail,1,1,2,8,,0%,,
1773,1471,Meow to the tail,1,1,2,9,,0%,,
1774,1471,Meow to the tail,1,1,2,10,,0%,,
1775,1471,Meow to the tail,1,1,2,11,,0%,,
1776,1471,Meow to the tail,1,1,2,12,,0%,,
1777,1481,Ecstasy,16,2,2,1,,0%,,
1778,1481,Ecstasy,16,2,2,2,,0%,,
1779,1481,Ecstasy,16,2,2,3,,0%,,
1780,1481,Ecstasy,16,2,2,4,,0%,,
1781,1481,Ecstasy,16,2,2,5,,0%,,
1782,1481,Ecstasy,16,2,2,6,,0%,,
1783,1481,Ecstasy,16,2,2,7,,0%,,
1784,1481,Ecstasy,16,2,2,8,,0%,,
1785,1481,Ecstasy,16,2,2,9,,0%,,
1786,1481,Ecstasy,16,2,2,10,,0%,,
1787,1481,Ecstasy,16,2,2,11,,0%,,
1788,1481,Ecstasy,16,2,2,12,,0%,,
1789,1491,big mouth baby,17,2,2,1,,0%,,
1790,1491,big mouth baby,17,2,2,2,,0%,,
1791,1491,big mouth baby,17,2,2,3,,0%,,
1792,1491,big mouth baby,17,2,2,4,,0%,,
1793,1491,big mouth baby,17,2,2,5,,0%,,
1794,1491,big mouth baby,17,2,2,6,,0%,,
1795,1491,big mouth baby,17,2,2,7,,0%,,
1796,1491,big mouth baby,17,2,2,8,,0%,,
1797,1491,big mouth baby,17,2,2,9,,0%,,
1798,1491,big mouth baby,17,2,2,10,,0%,,
1799,1491,big mouth baby,17,2,2,11,,0%,,
1800,1491,big mouth baby,17,2,2,12,,0%,,
1801,1501,cocoa dora,17,3,3,1,9,0%,,
1802,1501,cocoa dora,17,3,3,2,9,0%,,
1803,1501,cocoa dora,17,3,3,3,9,0.10%,,
1804,1501,cocoa dora,17,3,3,4,9,0.25%,,
1805,1501,cocoa dora,17,3,3,5,9,0.40%,,
1806,1501,cocoa dora,17,3,3,6,9,0.70%,,
1807,1501,cocoa dora,17,3,3,7,9,1%,,
1808,1501,cocoa dora,17,3,3,8,9,1.30%,,
1809,1501,cocoa dora,17,3,3,9,9,1.75%,,
1810,1501,cocoa dora,17,3,3,10,9,2.20%,,
1811,1501,cocoa dora,17,3,3,11,9,2.65%,,
1812,1501,cocoa dora,17,3,3,12,9,3.25%,,
1813,1511,masana _,7,2,2,1,,0%,,
1814,1511,masana _,7,2,2,2,,0%,,
1815,1511,masana _,7,2,2,3,,0%,,
1816,1511,masana _,7,2,2,4,,0%,,
1817,1511,masana _,7,2,2,5,,0%,,
1818,1511,masana _,7,2,2,6,,0%,,
1819,1511,masana _,7,2,2,7,,0%,,
1820,1511,masana _,7,2,2,8,,0%,,
1821,1511,masana _,7,2,2,9,,0%,,
1822,1511,masana _,7,2,2,10,,0%,,
1823,1511,masana _,7,2,2,11,,0%,,
1824,1511,masana _,7,2,2,12,,0%,,
1825,1521,Thunderbolt,5,3,3,1,,0%,,
1826,1521,Thunderbolt,5,3,3,2,,0%,,
1827,1521,Thunderbolt,5,3,3,3,,0%,,
1828,1521,Thunderbolt,5,3,3,4,,0%,,
1829,1521,Thunderbolt,5,3,3,5,,0%,,
1830,1521,Thunderbolt,5,3,3,6,,0%,,
1831,1521,Thunderbolt,5,3,3,7,,0%,,
1832,1521,Thunderbolt,5,3,3,8,,0%,,
1833,1521,Thunderbolt,5,3,3,9,,0%,,
1834,1521,Thunderbolt,5,3,3,10,,0%,,
1835,1521,Thunderbolt,5,3,3,11,,0%,,
1836,1521,Thunderbolt,5,3,3,12,,0%,,
1837,1531,Positive beat,5,1,2,1,,0%,,
1838,1531,Positive beat,5,1,2,2,,0%,,
1839,1531,Positive beat,5,1,2,3,,0%,,
1840,1531,Positive beat,5,1,2,4,,0%,,
1841,1531,Positive beat,5,1,2,5,,0%,,
1842,1531,Positive beat,5,1,2,6,,0%,,
1843,1531,Positive beat,5,1,2,7,,0%,,
1844,1531,Positive beat,5,1,2,8,,0%,,
1845,1531,Positive beat,5,1,2,9,,0%,,
1846,1531,Positive beat,5,1,2,10,,0%,,
1847,1531,Positive beat,5,1,2,11,,0%,,
1848,1531,Positive beat,5,1,2,12,,0%,,
1849,1541,Negative beat,5,1,2,1,,0%,,
1850,1541,Negative beat,5,1,2,2,,0%,,
1851,1541,Negative beat,5,1,2,3,,0%,,
1852,1541,Negative beat,5,1,2,4,,0%,,
1853,1541,Negative beat,5,1,2,5,,0%,,
1854,1541,Negative beat,5,1,2,6,,0%,,
1855,1541,Negative beat,5,1,2,7,,0%,,
1856,1541,Negative beat,5,1,2,8,,0%,,
1857,1541,Negative beat,5,1,2,9,,0%,,
1858,1541,Negative beat,5,1,2,10,,0%,,
1859,1541,Negative beat,5,1,2,11,,0%,,
1860,1541,Negative beat,5,1,2,12,,0%,,
1861,1551,electric firefly,12,1,2,1,,0%,,
1862,1551,electric firefly,12,1,2,2,,0%,,
1863,1551,electric firefly,12,1,2,3,,0%,,
1864,1551,electric firefly,12,1,2,4,,0%,,
1865,1551,electric firefly,12,1,2,5,,0%,,
1866,1551,electric firefly,12,1,2,6,,0%,,
1867,1551,electric firefly,12,1,2,7,,0%,,
1868,1551,electric firefly,12,1,2,8,,0%,,
1869,1551,electric firefly,12,1,2,9,,0%,,
1870,1551,electric firefly,12,1,2,10,,0%,,
1871,1551,electric firefly,12,1,2,11,,0%,,
1872,1551,electric firefly,12,1,2,12,,0%,,
1873,1561,sweet firefly,12,1,2,1,,0%,,
1874,1561,sweet firefly,12,1,2,2,,0%,,
1875,1561,sweet firefly,12,1,2,3,,0%,,
1876,1561,sweet firefly,12,1,2,4,,0%,,
1877,1561,sweet firefly,12,1,2,5,,0%,,
1878,1561,sweet firefly,12,1,2,6,,0%,,
1879,1561,sweet firefly,12,1,2,7,,0%,,
1880,1561,sweet firefly,12,1,2,8,,0%,,
1881,1561,sweet firefly,12,1,2,9,,0%,,
1882,1561,sweet firefly,12,1,2,10,,0%,,
1883,1561,sweet firefly,12,1,2,11,,0%,,
1884,1561,sweet firefly,12,1,2,12,,0%,,
1885,1571,mimosa,4,2,2,1,,0%,,
1886,1571,mimosa,4,2,2,2,,0%,,
1887,1571,mimosa,4,2,2,3,,0%,,
1888,1571,mimosa,4,2,2,4,,0%,,
1889,1571,mimosa,4,2,2,5,,0%,,
1890,1571,mimosa,4,2,2,6,,0%,,
1891,1571,mimosa,4,2,2,7,,0%,,
1892,1571,mimosa,4,2,2,8,,0%,,
1893,1571,mimosa,4,2,2,9,,0%,,
1894,1571,mimosa,4,2,2,10,,0%,,
1895,1571,mimosa,4,2,2,11,,0%,,
1896,1571,mimosa,4,2,2,12,,0%,,
1897,1581,Melting Beast,8,1,2,1,,0%,,
1898,1581,Melting Beast,8,1,2,2,,0%,,
1899,1581,Melting Beast,8,1,2,3,,0%,,
1900,1581,Melting Beast,8,1,2,4,,0%,,
1901,1581,Melting Beast,8,1,2,5,,0%,,
1902,1581,Melting Beast,8,1,2,6,,0%,,
1903,1581,Melting Beast,8,1,2,7,,0%,,
1904,1581,Melting Beast,8,1,2,8,,0%,,
1905,1581,Melting Beast,8,1,2,9,,0%,,
1906,1581,Melting Beast,8,1,2,10,,0%,,
1907,1581,Melting Beast,8,1,2,11,,0%,,
1908,1581,Melting Beast,8,1,2,12,,0%,,
1909,1591,Toothfish _,3,2,2,1,,0%,,
1910,1591,Toothfish _,3,2,2,2,,0%,,
1911,1591,Toothfish _,3,2,2,3,,0%,,
1912,1591,Toothfish _,3,2,2,4,,0%,,
1913,1591,Toothfish _,3,2,2,5,,0%,,
1914,1591,Toothfish _,3,2,2,6,,0%,,
1915,1591,Toothfish _,3,2,2,7,,0%,,
1916,1591,Toothfish _,3,2,2,8,,0%,,
1917,1591,Toothfish _,3,2,2,9,,0%,,
1918,1591,Toothfish _,3,2,2,10,,0%,,
1919,1591,Toothfish _,3,2,2,11,,0%,,
1920,1591,Toothfish _,3,2,2,12,,0%,,
1921,1601,roaring whale,3,2,2,1,,0%,,
1922,1601,roaring whale,3,2,2,2,,0%,,
1923,1601,roaring whale,3,2,2,3,,0%,,
1924,1601,roaring whale,3,2,2,4,,0%,,
1925,1601,roaring whale,3,2,2,5,,0%,,
1926,1601,roaring whale,3,2,2,6,,0%,,
1927,1601,roaring whale,3,2,2,7,,0%,,
1928,1601,roaring whale,3,2,2,8,,0%,,
1929,1601,roaring whale,3,2,2,9,,0%,,
1930,1601,roaring whale,3,2,2,10,,0%,,
1931,1601,roaring whale,3,2,2,11,,0%,,
1932,1601,roaring whale,3,2,2,12,,0%,,
1933,1611,dumbfounded _,2,2,2,1,10,0%,,
1934,1611,dumbfounded _,2,2,2,2,10,0.08%,,
1935,1611,dumbfounded _,2,2,2,3,10,0.16%,,
1936,1611,dumbfounded _,2,2,2,4,10,0.24%,,
1937,1611,dumbfounded _,2,2,2,5,10,0.40%,,
1938,1611,dumbfounded _,2,2,2,6,10,0.56%,,
1939,1611,dumbfounded _,2,2,2,7,10,0.80%,,
1940,1611,dumbfounded _,2,2,2,8,10,1.04%,,
1941,1611,dumbfounded _,2,2,2,9,10,1.36%,,
1942,1611,dumbfounded _,2,2,2,10,10,1.68%,,
1943,1611,dumbfounded _,2,2,2,11,10,2%,,
1944,1611,dumbfounded _,2,2,2,12,10,2.40%,,
1945,1621,coal turtle,2,1,2,1,,0%,,
1946,1621,coal turtle,2,1,2,2,,0%,,
1947,1621,coal turtle,2,1,2,3,,0%,,
1948,1621,coal turtle,2,1,2,4,,0%,,
1949,1621,coal turtle,2,1,2,5,,0%,,
1950,1621,coal turtle,2,1,2,6,,0%,,
1951,1621,coal turtle,2,1,2,7,,0%,,
1952,1621,coal turtle,2,1,2,8,,0%,,
1953,1621,coal turtle,2,1,2,9,,0%,,
1954,1621,coal turtle,2,1,2,10,,0%,,
1955,1621,coal turtle,2,1,2,11,,0%,,
1956,1621,coal turtle,2,1,2,12,,0%,,
1957,1631,Hopping Pig,11,1,2,1,,0%,,
1958,1631,Hopping Pig,11,1,2,2,,0%,,
1959,1631,Hopping Pig,11,1,2,3,,0%,,
1960,1631,Hopping Pig,11,1,2,4,,0%,,
1961,1631,Hopping Pig,11,1,2,5,,0%,,
1962,1631,Hopping Pig,11,1,2,6,,0%,,
1963,1631,Hopping Pig,11,1,2,7,,0%,,
1964,1631,Hopping Pig,11,1,2,8,,0%,,
1965,1631,Hopping Pig,11,1,2,9,,0%,,
1966,1631,Hopping Pig,11,1,2,10,,0%,,
1967,1631,Hopping Pig,11,1,2,11,,0%,,
1968,1631,Hopping Pig,11,1,2,12,,0%,,
1969,1641,Shaking spots,1,1,2,1,9,0%,,
1970,1641,Shaking spots,1,1,2,2,9,0.04%,,
1971,1641,Shaking spots,1,1,2,3,9,0.06%,,
1972,1641,Shaking spots,1,1,2,4,9,0.08%,,
1973,1641,Shaking spots,1,1,2,5,9,0.12%,,
1974,1641,Shaking spots,1,1,2,6,9,0.18%,,
1975,1641,Shaking spots,1,1,2,7,9,0.24%,,
1976,1641,Shaking spots,1,1,2,8,9,0.32%,,
1977,1641,Shaking spots,1,1,2,9,9,0.40%,,
1978,1641,Shaking spots,1,1,2,10,9,0.50%,,
1979,1641,Shaking spots,1,1,2,11,9,0.60%,,
1980,1641,Shaking spots,1,1,2,12,9,0.72%,,
1981,1651,mandible ants,9,2,2,1,,0%,,
1982,1651,mandible ants,9,2,2,2,,0%,,
1983,1651,mandible ants,9,2,2,3,,0%,,
1984,1651,mandible ants,9,2,2,4,,0%,,
1985,1651,mandible ants,9,2,2,5,,0%,,
1986,1651,mandible ants,9,2,2,6,,0%,,
1987,1651,mandible ants,9,2,2,7,,0%,,
1988,1651,mandible ants,9,2,2,8,,0%,,
1989,1651,mandible ants,9,2,2,9,,0%,,
1990,1651,mandible ants,9,2,2,10,,0%,,
1991,1651,mandible ants,9,2,2,11,,0%,,
1992,1651,mandible ants,9,2,2,12,,0%,,
1993,1661,spiny ball cactus,4,2,2,1,,0%,,
1994,1661,spiny ball cactus,4,2,2,2,,0%,,
1995,1661,spiny ball cactus,4,2,2,3,,0%,,
1996,1661,spiny ball cactus,4,2,2,4,,0%,,
1997,1661,spiny ball cactus,4,2,2,5,,0%,,
1998,1661,spiny ball cactus,4,2,2,6,,0%,,
1999,1661,spiny ball cactus,4,2,2,7,,0%,,
2000,1661,spiny ball cactus,4,2,2,8,,0%,,
2001,1661,spiny ball cactus,4,2,2,9,,0%,,
2002,1661,spiny ball cactus,4,2,2,10,,0%,,
2003,1661,spiny ball cactus,4,2,2,11,,0%,,
2004,1661,spiny ball cactus,4,2,2,12,,0%,,
2005,1671,Green Mongol,1,3,3,1,,0%,,
2006,1671,Green Mongol,1,3,3,2,,0%,,
2007,1671,Green Mongol,1,3,3,3,,0%,,
2008,1671,Green Mongol,1,3,3,4,,0%,,
2009,1671,Green Mongol,1,3,3,5,,0%,,
2010,1671,Green Mongol,1,3,3,6,,0%,,
2011,1671,Green Mongol,1,3,3,7,,0%,,
2012,1671,Green Mongol,1,3,3,8,,0%,,
2013,1671,Green Mongol,1,3,3,9,,0%,,
2014,1671,Green Mongol,1,3,3,10,,0%,,
2015,1671,Green Mongol,1,3,3,11,,0%,,
2016,1671,Green Mongol,1,3,3,12,,0%,,
2017,1681,mongoose chop,1,1,2,1,,0%,,
2018,1681,mongoose chop,1,1,2,2,,0%,,
2019,1681,mongoose chop,1,1,2,3,,0%,,
2020,1681,mongoose chop,1,1,2,4,,0%,,
2021,1681,mongoose chop,1,1,2,5,,0%,,
2022,1681,mongoose chop,1,1,2,6,,0%,,
2023,1681,mongoose chop,1,1,2,7,,0%,,
2024,1681,mongoose chop,1,1,2,8,,0%,,
2025,1681,mongoose chop,1,1,2,9,,0%,,
2026,1681,mongoose chop,1,1,2,10,,0%,,
2027,1681,mongoose chop,1,1,2,11,,0%,,
2028,1681,mongoose chop,1,1,2,12,,0%,,
2029,1691,rice spoon snake,8,1,2,1,,0%,,
2030,1691,rice spoon snake,8,1,2,2,,0%,,
2031,1691,rice spoon snake,8,1,2,3,,0%,,
2032,1691,rice spoon snake,8,1,2,4,,0%,,
2033,1691,rice spoon snake,8,1,2,5,,0%,,
2034,1691,rice spoon snake,8,1,2,6,,0%,,
2035,1691,rice spoon snake,8,1,2,7,,0%,,
2036,1691,rice spoon snake,8,1,2,8,,0%,,
2037,1691,rice spoon snake,8,1,2,9,,0%,,
2038,1691,rice spoon snake,8,1,2,10,,0%,,
2039,1691,rice spoon snake,8,1,2,11,,0%,,
2040,1691,rice spoon snake,8,1,2,12,,0%,,
2041,1701,Moonstone,13,1,2,1,,0%,,
2042,1701,Moonstone,13,1,2,2,,0%,,
2043,1701,Moonstone,13,1,2,3,,0%,,
2044,1701,Moonstone,13,1,2,4,,0%,,
2045,1701,Moonstone,13,1,2,5,,0%,,
2046,1701,Moonstone,13,1,2,6,,0%,,
2047,1701,Moonstone,13,1,2,7,,0%,,
2048,1701,Moonstone,13,1,2,8,,0%,,
2049,1701,Moonstone,13,1,2,9,,0%,,
2050,1701,Moonstone,13,1,2,10,,0%,,
2051,1701,Moonstone,13,1,2,11,,0%,,
2052,1701,Moonstone,13,1,2,12,,0%,,
2053,1711,sun rock,13,1,2,1,,0%,,
2054,1711,sun rock,13,1,2,2,,0%,,
2055,1711,sun rock,13,1,2,3,,0%,,
2056,1711,sun rock,13,1,2,4,,0%,,
2057,1711,sun rock,13,1,2,5,,0%,,
2058,1711,sun rock,13,1,2,6,,0%,,
2059,1711,sun rock,13,1,2,7,,0%,,
2060,1711,sun rock,13,1,2,8,,0%,,
2061,1711,sun rock,13,1,2,9,,0%,,
2062,1711,sun rock,13,1,2,10,,0%,,
2063,1711,sun rock,13,1,2,11,,0%,,
2064,1711,sun rock,13,1,2,12,,0%,,
2065,1721,Loach,3,1,2,1,,0%,,
2066,1721,Loach,3,1,2,2,,0%,,
2067,1721,Loach,3,1,2,3,,0%,,
2068,1721,Loach,3,1,2,4,,0%,,
2069,1721,Loach,3,1,2,5,,0%,,
2070,1721,Loach,3,1,2,6,,0%,,
2071,1721,Loach,3,1,2,7,,0%,,
2072,1721,Loach,3,1,2,8,,0%,,
2073,1721,Loach,3,1,2,9,,0%,,
2074,1721,Loach,3,1,2,10,,0%,,
2075,1721,Loach,3,1,2,11,,0%,,
2076,1721,Loach,3,1,2,12,,0%,,
2077,1731,Lobster Minions,3,1,2,1,,0%,,
2078,1731,Lobster Minions,3,1,2,2,,0%,,
2079,1731,Lobster Minions,3,1,2,3,,0%,,
2080,1731,Lobster Minion,3,1,2,4,,0%,,
2081,1731,Lobster Minion,3,1,2,5,,0%,,
2082,1731,Lobster Minion,3,1,2,6,,0%,,
2083,1731,Lobster Minion,3,1,2,7,,0%,,
2084,1731,Lobster Minion,3,1,2,8,,0%,,
2085,1731,Lobster Minion,3,1,2,9,,0%,,
2086,1731,Lobster Minion,3,1,2,10,,0%,,
2087,1731,Lobster Minion,3,1,2,11,,0%,,
2088,1731,Lobster Minion,3,1,2,12,,0%,,
2089,1741,Libra couple,9,2,2,1,,0%,,
2090,1741,Libra couple,9,2,2,2,,0%,,
2091,1741,Libra couple,9,2,2,3,,0%,,
2092,1741,Libra couple,9,2,2,4,,0%,,
2093,1741,Libra couple,9,2,2,5,,0%,,
2094,1741,Libra couple,9,2,2,6,,0%,,
2095,1741,Libra couple,9,2,2,7,,0%,,
2096,1741,Libra couple,9,2,2,8,,0%,,
2097,1741,Libra couple,9,2,2,9,,0%,,
2098,1741,Libra couple,9,2,2,10,,0%,,
2099,1741,Libra couple,9,2,2,11,,0%,,
2100,1741,Libra couple,9,2,2,12,,0%,,
2101,1751,tentacle lily,13,2,2,1,,0%,,
2102,1751,tentacle lily,13,2,2,2,,0%,,
2103,1751,tentacle lily,13,2,2,3,,0%,,
2104,1751,tentacle lily,13,2,2,4,,0%,,
2105,1751,tentacle lily,13,2,2,5,,0%,,
2106,1751,tentacle lily,13,2,2,6,,0%,,
2107,1751,tentacle lily,13,2,2,7,,0%,,
2108,1751,tentacle lily,13,2,2,8,,0%,,
2109,1751,tentacle lily,13,2,2,9,,0%,,
2110,1751,tentacle lily,13,2,2,10,,0%,,
2111,1751,tentacle lily,13,2,2,11,,0%,,
2112,1751,tentacle lily,13,2,2,12,,0%,,
2113,1761,ancient bug,13,2,2,1,,0%,,
2114,1761,ancient bug,13,2,2,2,,0%,,
2115,1761,ancient bug,13,2,2,3,,0%,,
2116,1761,ancient bug,13,2,2,4,,0%,,
2117,1761,ancient bug,13,2,2,5,,0%,,
2118,1761,ancient bug,13,2,2,6,,0%,,
2119,1761,ancient bug,13,2,2,7,,0%,,
2120,1761,ancient bug,13,2,2,8,,0%,,
2121,1761,ancient bug,13,2,2,9,,0%,,
2122,1761,ancient bug,13,2,2,10,,0%,,
2123,1761,ancient bug,13,2,2,11,,0%,,
2124,1761,ancient bug,13,2,2,12,,0%,,
2125,1771,Ox fish,3,2,2,1,10,0%,,
2126,1771,Ox fish,3,2,2,2,10,0%,,
2127,1771,Ugly fish,3,2,2,3,10,0.10%,,
2128,1771,Ugly fish,3,2,2,4,10,0.25%,,
2129,1771,Ugly fish,3,2,2,5,10,0.40%,,
2130,1771,Ugly fish,3,2,2,6,10,0.70%,,
2131,1771,Ugly fish,3,2,2,7,10,1%,,
2132,1771,Ugly fish,3,2,2,8,10,1.30%,,
2133,1771,Ugly fish,3,2,2,9,10,1.75%,,
2134,1771,Ugly fish,3,2,2,10,10,2.20%,,
2135,1771,Ugly fish,3,2,2,11,10,2.65%,,
2136,1771,Ugly fish,3,2,2,12,10,3.25%,,
2137,1781,floating bubbles,1,1,2,1,,0%,,
2138,1781,floating bubbles,1,1,2,2,,0%,,
2139,1781,floating bubbles,1,1,2,3,,0%,,
2140,1781,floating bubbles,1,1,2,4,,0%,,
2141,1781,floating bubbles,1,1,2,5,,0%,,
2142,1781,floating bubbles,1,1,2,6,,0%,,
2143,1781,floating bubbles,1,1,2,7,,0%,,
2144,1781,floating bubbles,1,1,2,8,,0%,,
2145,1781,floating bubbles,1,1,2,9,,0%,,
2146,1781,floating bubbles,1,1,2,10,,0%,,
2147,1781,floating bubbles,1,1,2,11,,0%,,
2148,1781,floating bubbles,1,1,2,12,,0%,,
2149,1791,Chameleon,1,1,2,1,,0%,,
2150,1791,Chameleon,1,1,2,2,,0%,,
2151,1791,Chameleon,1,1,2,3,,0%,,
2152,1791,Chameleon,1,1,2,4,,0%,,
2153,1791,Chameleon,1,1,2,5,,0%,,
2154,1791,Chameleon,1,1,2,6,,0%,,
2155,1791,Chameleon,1,1,2,7,,0%,,
2156,1791,Chameleon,1,1,2,8,,0%,,
2157,1791,Chameleon,1,1,2,9,,0%,,
2158,1791,Chameleon,1,1,2,10,,0%,,
2159,1791,Chameleon,1,1,2,11,,0%,,
2160,1791,Chameleon,1,1,2,12,,0%,,
2161,1801,Shadow Doll,14,2,2,1,13,0%,,
2162,1801,Shadow Doll,14,2,2,2,13,0.08%,,
2163,1801,Shadow Doll,14,2,2,3,13,0.16%,,
2164,1801,Shadow Doll,14,2,2,4,13,0.24%,,
2165,1801,Shadow Doll,14,2,2,5,13,0.40%,,
2166,1801,Shadow Doll,14,2,2,6,13,0.56%,,
2167,1801,Shadow Doll,14,2,2,7,13,0.80%,,
2168,1801,Shadow Doll,14,2,2,8,13,1.04%,,
2169,1801,Shadow Doll,14,2,2,9,13,1.36%,,
2170,1801,Shadow Doll,14,2,2,10,13,1.68%,,
2171,1801,Shadow Doll,14,2,2,11,13,2%,,
2172,1801,Shadow Doll,14,2,2,12,13,2.40%,,
2173,1811,night watch,14,3,3,1,1,0%,,
2174,1811,night watch,14,3,3,2,1,0%,,
2175,1811,night watch,14,3,3,3,1,0.07%,,
2176,1811,night watch,14,3,3,4,1,0.18%,,
2177,1811,night watch,14,3,3,5,1,0.28%,,
2178,1811,night watch,14,3,3,6,1,0.49%,,
2179,1811,night watch,14,3,3,7,1,0.70%,,
2180,1811,night watch,14,3,3,8,1,0.91%,,
2181,1811,night watch,14,3,3,9,1,1.23%,,
2182,1811,night watch,14,3,3,10,1,1.54%,,
2183,1811,night watch,14,3,3,11,1,1.86%,,
2184,1811,night watch,14,3,3,12,1,2.28%,,
2185,1821,tropical dragon,4,1,2,1,,0%,,
2186,1821,tropical dragon,4,1,2,2,,0%,,
2187,1821,tropical dragon,4,1,2,3,,0%,,
2188,1821,tropical dragon,4,1,2,4,,0%,,
2189,1821,tropical dragon,4,1,2,5,,0%,,
2190,1821,tropical dragon,4,1,2,6,,0%,,
2191,1821,tropical dragon,4,1,2,7,,0%,,
2192,1821,tropical dragon,4,1,2,8,,0%,,
2193,1821,tropical dragon,4,1,2,9,,0%,,
2194,1821,tropical dragon,4,1,2,10,,0%,,
2195,1821,tropical dragon,4,1,2,11,,0%,,
2196,1821,tropical dragon,4,1,2,12,,0%,,
2197,1831,the bell rings,11,1,2,1,,0%,,
2198,1831,the bell rings,11,1,2,2,,0%,,
2199,1831,the bell rings,11,1,2,3,,0%,,
2200,1831,the bell rings,11,1,2,4,,0%,,
2201,1831,the bell rings,11,1,2,5,,0%,,
2202,1831,the bell rings,11,1,2,6,,0%,,
2203,1831,the bell rings,11,1,2,7,,0%,,
2204,1831,the bell rings,11,1,2,8,,0%,,
2205,1831,the bell rings,11,1,2,9,,0%,,
2206,1831,the bell rings,11,1,2,10,,0%,,
2207,1831,the bell rings,11,1,2,11,,0%,,
2208,1831,the bell rings,11,1,2,12,,0%,,
2209,1841,Absolu _,16,3,3,1,1,0%,,
2210,1841,Absolu _,16,3,3,2,1,0%,,
2211,1841,Absolu _,16,3,3,3,1,0.07%,,
2212,1841,Absolu _,16,3,3,4,1,0.18%,,
2213,1841,Absolu _,16,3,3,5,1,0.28%,,
2214,1841,Absolu _,16,3,3,6,1,0.49%,,
2215,1841,Absolu _,16,3,3,7,1,0.70%,,
2216,1841,Absolu _,16,3,3,8,1,0.91%,,
2217,1841,Absolu _,16,3,3,9,1,1.23%,,
2218,1841,Absolu _,16,3,3,10,1,1.54%,,
2219,1841,Absolu _,16,3,3,11,1,1.86%,,
2220,1841,Absolu _,16,3,3,12,1,2.28%,,
2221,1851,snow boy,6,2,2,1,8,0%,,
2222,1851,snow boy,6,2,2,2,8,0.08%,,
2223,1851,snow boy,6,2,2,3,8,0.16%,,
2224,1851,snow boy,6,2,2,4,8,0.24%,,
2225,1851,snow boy,6,2,2,5,8,0.40%,,
2226,1851,snow boy,6,2,2,6,8,0.56%,,
2227,1851,snow boy,6,2,2,7,8,0.80%,,
2228,1851,snow boy,6,2,2,8,8,1.04%,,
2229,1851,snow boy,6,2,2,9,8,1.36%,,
2230,1851,snow boy,6,2,2,10,8,1.68%,,
2231,1851,snow boy,6,2,2,11,8,2%,,
2232,1851,snow boy,6,2,2,12,8,2.40%,,
2233,1861,seal ball,6,2,2,1,10,0%,,
2234,1861,seal ball,6,2,2,2,10,0.08%,,
2235,1861,seal ball,6,2,2,3,10,0.16%,,
2236,1861,seal ball,6,2,2,4,10,0.24%,,
2237,1861,seal ball,6,2,2,5,10,0.40%,,
2238,1861,seal ball,6,2,2,6,10,0.56%,,
2239,1861,seal ball,6,2,2,7,10,0.80%,,
2240,1861,seal ball,6,2,2,8,10,1.04%,,
2241,1861,seal ball,6,2,2,9,10,1.36%,,
2242,1861,seal ball,6,2,2,10,10,1.68%,,
2243,1861,seal ball,6,2,2,11,10,2%,,
2244,1861,seal ball,6,2,2,12,10,2.40%,,
2245,1871,pearl oyster,3,2,2,1,,0%,,
2246,1871,pearl oyster,3,2,2,2,,0%,,
2247,1871,pearl oyster,3,2,2,3,,0%,,
2248,1871,pearl oyster,3,2,2,4,,0%,,
2249,1871,pearl oyster,3,2,2,5,,0%,,
2250,1871,pearl oyster,3,2,2,6,,0%,,
2251,1871,pearl oyster,3,2,2,7,,0%,,
2252,1871,pearl oyster,3,2,2,8,,0%,,
2253,1871,pearl oyster,3,2,2,9,,0%,,
2254,1871,pearl oyster,3,2,2,10,,0%,,
2255,1871,pearl oyster,3,2,2,11,,0%,,
2256,1871,pearl oyster,3,2,2,12,,0%,,
2257,1881,ancient coelacanth,3,2,2,1,,0%,,
2258,1881,ancient coelacanth,3,2,2,2,,0%,,
2259,1881,ancient coelacanth,3,2,2,3,,0%,,
2260,1881,ancient coelacanth,3,2,2,4,,0%,,
2261,1881,ancient coelacanth,3,2,2,5,,0%,,
2262,1881,ancient coelacanth,3,2,2,6,,0%,,
2263,1881,ancient coelacanth,3,2,2,7,,0%,,
2264,1881,ancient coelacanth,3,2,2,8,,0%,,
2265,1881,ancient coelacanth,3,2,2,9,,0%,,
2266,1881,ancient coelacanth,3,2,2,10,,0%,,
2267,1881,ancient coelacanth,3,2,2,11,,0%,,
2268,1881,ancient coelacanth,3,2,2,12,,0%,,
