变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs
1941203,Ladias,dispel negativity,S,小技能,qusan,,,2,10004,,,,,<1;1>,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1};{nodeId=1;triggerPoint=1;onSomeFlag = <buff:getDispleState()>;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1941204;caster=2;holder=1;lifeRound=1;value=0}>>};{nodeId=2;triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1241000;caster=2;holder=1;lifeRound=1;value=0}>>}>,,,,,,,,,,,,,,
1941204,Ladias,Number of dispersal,S,小技能,,,,2,,,,,,,2,3,,FALSE,battle/buff_icon/logo_rh.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941205,Ladias,treat,S,小技能,addHP,,未分组,2,,,,,,,1,1,,,,1,,,,,0,,,,koudai_gaiouka/shuiliuhuanrao2,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,
1941301,Ladias,special attack reduction,S,大招,specialDamage,,,2,1302,,,,,,1,1,,,battle/buff_icon/logo_tg_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgjd.png,,,,,,,,,,,,,,,,,,,,,
1941601,Ladias,invisibility,S,被动,,,未分组,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=1941602;caster=2;holder=1;lifeRound=99;value=min(6000,(35+(skillLv(19416) or 0)*0.2-0.2)*100);bond=1}>;<{cfgId=1941603;caster=2;holder=1;lifeRound=99;value=0;bond=1}>>};{nodeId=2;triggerPoint=4;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1941606;caster=2;holder=1;lifeRound=99;value=1000}>>}>",,2,,,,,,,,,,,{attack=attack;hit=hit;run_loop=run_loop;skill1=skill1;skill2=skill2;standby=touming_loop;win_loop=win_loop;},
1941602,Ladias,Dodge,S,被动,damageDodge,,特殊,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941603,Ladias,dodge judgment,S,被动,,,特殊,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=10;onSomeFlag=<target:getDamageStateToMe('miss')>;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1941604;caster=2;holder=1;lifeRound=99;value=-1200;bond=1}>>};{nodeId=2;triggerPoint=10;onSomeFlag=< not target:getDamageStateToMe('miss')>;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1941605;caster=2;holder=7;lifeRound=3;value=(self:flagZ4() and -1500 or -1000);prob=(moreE(self:star(),8) and 1 or 0)}>>}>",,,,,,,,,,,,,,
1941604,Ladias,Reduce dodge,S,被动,damageDodge,,特殊,1,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941605,Ladias,damage reduction,S,被动,damageAdd,,,1,1322,,,,,,2,2,,,battle/buff_icon/logo_shjc_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjd.png,,,,,,,,,,,,,,,,,,,,,
1941606,Ladias,plus permanent dodge,S,被动,damageDodge,,特殊,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941621,Latios,kill trigger,S,被动,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=11;oneSomeFlag=<exitInArray(triggerEnv.skill:getKilledTargets(),""checkRealDeath"")>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=1941601;caster=2;holder=1;lifeRound=2;value=0}>;<{cfgId=1951601;caster=2;holder={input=selfForce|nodead;process=battleFlagDiffer('battleFlag', {195})|random(1)};lifeRound=2;value=<1;1;1>}>>}>",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941401,Ladias,Fusion cooldown,S,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,
1941402,Ladias,Fusion effect,S,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=1941301;caster=2;holder=5;lifeRound=3;value=-target2:specialDamage()*0.3}>;<{cfgId=1951301;caster=2;holder=5;lifeRound=3;value=-target2:specialDefence()*0.45}>>}>,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951101,Latios,speed boost,S,普攻,speed,,,2,1211,,,,,,2,3,,,battle/buff_icon/logo_sd_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,,,,,,,,,,,,,
1951201,Latios,Dispel buff,S,小技能,qusan,,,1,20005,,,,,<1;1>,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1};{nodeId=1;triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1241000;caster=2;holder=1;lifeRound=1;value=1}>>}>,,,,,,,,,,,,,,
1951301,Latios,special defense reduction,S,大招,specialDefence,,,1,1303,,,,,,1,1,,,battle/buff_icon/logo_tf_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tfjd.png,,,,,,,,,,,,,,,,,,,,,
1951302,Latios,dispel deceleration negative,S,小技能,qusan,,,1,10030,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1};{nodeId=1;triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1241000;caster=2;holder=1;lifeRound=1;value=1}>>}>,,,,,,,,,,,,,,
1951601,Latios,invisibility,S,被动,stealth,,未分组,1,106,,,,,,1,1,,,battle/buff_icon/logo_ys.png,1,,,,,,,,,,,,,,,,,,{typ=opacity;args=1},battle/txt/txt_ys1.png,,,,,,,<{nodeId=0;triggerPoint=1};{nodeId=1;triggerPoint=2;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1951602;caster=2;holder=1;lifeRound=99;value=self:speed()*(10+(skillLv(19516) or 0)*0.1-0.1)*0.01}>>}>,,2,,,,,,,,,,,{attack=attack;hit=hit;run_loop=run_loop;skill1=skill1;skill2=skill2;standby=touming_loop;win_loop=win_loop;},
1951602,Latios,speed boost,S,被动,speed,,,2,1211,102,,,,,2,10,,,battle/buff_icon/logo_sd_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,,,,,,,1,,,,,,
1951611,Latios,Trigger special damage bonus increased,S,被动,,,,1,1212,,,,,,1,1,,,battle/buff_icon/logo_tg_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_tstg.png,,,,,,,"<{nodeId=1;triggerPoint=5;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1951612;caster=2;holder=1;lifeRound=99;value=min(self:Aspeed()/self:Bspeed()*(self:flagZ4() and 24000 or 20000),(self:flagZ4() and 12000 or 10000));prob=more(self:Aspeed(),0) and 1 or 0 }>>}>",,,,,,,,1,,,,,,
1951612,Latios,Special damage bonus increased,S,被动,specialDamageAdd,,,1,,102,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951621,Latios,kill trigger,S,被动,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=11;oneSomeFlag=<exitInArray(triggerEnv.skill:getKilledTargets(),""checkRealDeath"")>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=1951601;caster=2;holder=1;lifeRound=2;value=<1;1;1>}>;<{cfgId=1941601;caster=2;holder={input=selfForce|nodead;process=battleFlagDiffer('battleFlag', {194})|random(1)};lifeRound=2;value=0}>>}>",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ladias,Special attack increased,S,普攻,specialDamage,,,2,1202,,,,,,2,5,,,battle/buff_icon/logo_tg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,
,Ladias,Special Defense Improvement,S,普攻,specialDefence,,,2,1203,,,,,,2,5,,,battle/buff_icon/logo_tf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tftg.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1941611,attack trigger,S,被动,,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=8;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1941612;caster=2;holder=8;lifeRound=1;value=0}>>}>,,,,,,,,,,,,,,
,1941612,mark,S,被动,,,未分组,1,,,,,,,1,1,,,battle/buff_icon/logo_zs.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
,1941602,Increased damage reduction,S+,S+增益,damageSub,,特殊,1,1223,102,,,,,1,1,,,battle/buff_icon/logo_shjm_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjmtg.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1951101,Special attack increased,S,普攻,specialDamage,,,1,1202,,,,,,2,5,,,battle/buff_icon/logo_tg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,
,1951102,Special Defense Improvement,S,普攻,specialDefence,,,1,1203,,,,,,2,5,,,battle/buff_icon/logo_tf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tftg.png,,,,,,,,,,,,,,,,,,,,,
,1951201,Increased crit rate,S,小技能,strike,,,1,1202,,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,
,1951301,special defense reduction,S,大招,specialDefence,,,1,1303,,,,,,1,1,,,battle/buff_icon/logo_tf_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tfjd.png,,,,,,,,,,,,,,,,,,,,,
,1951601,invisibility,S,被动,stealth,,未分组,1,106,,,,,,1,1,,,battle/buff_icon/logo_ys.png,1,,,,,,,,,,,,,,,,,,{typ=opacity;args=1},battle/txt/txt_ys1.png,,,,,,,,,,,,,,,,,,,,{attack=attack;hit=hit;run_loop=run_loop;skill1=skill1;skill2=skill2;standby=touming_loop;win_loop=win_loop;},
,1951602,Hit trigger,S,被动,,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=10;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1951603;caster=2;holder=2;lifeRound=2;value=self:specialDamage()*0.1}>>}>,,,,,,,,,,,,,,
,1951603,Special attack increased,S,被动,specialDamage,,,1,1202,,,,,,2,5,,,battle/buff_icon/logo_tg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,
,1951604,death trigger,S,被动,,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=13;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1951605;caster=2;holder=2;lifeRound=1;value=self:mp1Max()*30}>>}>,,,,,,,,,,,,,,
,1951605,Rage boost,S+,S+增益,addMp1,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqtg.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961121,Gayoka,disperse,S+,S+,qusan,,,2,10026,,,,,<1;2>,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1};{nodeId=1;triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1241000;caster=2;holder=1;lifeRound=1;value=1}>>}>,,,,,,,,,,,,,,
1961122,Gayoka,final damage reduction,S+,S+增益,finalDamageSub,,未分组,2,,,,,,,1,1,,,,1,koudai_gaiouka/shuiliuhuanrao1.skel,<shuiliuhuanrao_qian_loop>,,,,,,,koudai_gaiouka/shuiliuhuanrao1.skel,shuiliuhuanrao_qian,,,,,,,{res=koudai_gaiouka/shuiliuhuanrao1.skel;aniName=shuiliuxiaoshi_qian;pos=0},,,,,,,,,<{nodeId=0;triggerPoint=1};{nodeId=1;triggerPoint=19;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1961123;caster=2;holder=2;lifeRound=1;value=self:hpMax()*0.2;prob=self:flagZ2() and 0 or 1}>>};{nodeId=2;triggerPoint=6;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1961123;caster=2;holder=2;lifeRound=1;value=self:hpMax()*0.2;prob=self:flagZ2() and 1 or 0}>>}>,,,,,,,,,,,,,,
1961135,Gayoka,Water flows around the lower level,,,,,未分组,2,,,,,,,1,1,,,,1,koudai_gaiouka/shuiliuhuanrao2.skel,<shuiliuhuanrao_hou_loop>,,,,,,,koudai_gaiouka/shuiliuhuanrao2.skel,shuiliuhuanrao_hou,,,,,,,{res=koudai_gaiouka/shuiliuhuanrao1.skel;aniName=shuiliuxiaoshi_hou;pos=0},,,9,,,,,,,,,,,,,,,,,,,,
1961123,Gayoka,treat,S+,S+,addHP,,未分组,2,,,,,,,1,1,,,,1,,,,,0,,,,koudai_gaiouka/shuiliuhuanrao2,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,2,,,,,,,,,,,,
1961124,Gayoka,Increased crit resistance,S+,S+增益,strikeResistance,,未分组,2,,102,,,,,1,1,,,battle/buff_icon/logo_bjkx_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjkxtg.png,,,,,,,,,,,,,,,1,,,,,,
1961125,Gayoka,dispel negativity,S+,S+,qusan,,,2,10024,,,,,<1;2>,1,1,,,,,,,,,,,,,,,,,,,,,,,,,100,,<11>,,,<{nodeId=1;triggerPoint=28;effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=1241000;caster=2;holder=1;lifeRound=1;value=1}>;<{cfgId=1961123;caster=2;holder=2;lifeRound=1;value=self:specialDefence()*2;prob=self:hasBuff(1961141) and 0 or 1}>>}>,,,,,,,,,,,,,,
1961126,Gayoka,Dispel buff,S+,S+,qusan,,,2,10008,,,,,<1;1>,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=30};{nodeId=1;triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1241000;caster=2;holder=1;lifeRound=1;value=1}>>}>,,,,,,,,,,,,,,
1961127,Gayoka,reduce speed,S+,S+属性减益,speed,,,1,1321,,,,,,2,5,,,battle/buff_icon/logo_sd_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdjd.png,,,,,,,,,,,,,,,,,,,,,
1961128,Gayoka,vulnerable to water,S,skill3,,,,1,1323,,,,,,2,5,,,battle/buff_icon/logo_sxys.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sxys.png,,,,,,,<{nodeId=0;triggerPoint=30};{nodeId=1;triggerPoint=30;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1961129;caster=2;holder=1;lifeRound=1;value=800}>>};{nodeId=2;triggerPoint=14;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1961129;caster=2;holder=1;lifeRound=2;value=800}>>;onSomeFlag = <(target:attackerSkill():getNatureType()==3) or false>}>,,,,,,,,,,,,,,
1961129,Gayoka,Vulnerable,A,A,damageDeepen,,未分组,2,,,,,,,2,5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1;delSelfWhenTriggered=2}>,,,,,,,,,,,,,,
1961130,Gayoka,reduce speed,S+,S+属性减益,speed,,特殊,1,1321,102,,,,,1,1,,,battle/buff_icon/logo_sd_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdjd.png,,,,,,,,,2,,,,,,1,,,,,,
1961131,Crit rate reduced,Crit rate reduced,S+,S+属性减益,strike,,特殊,1,1312,102,,,,,1,1,,,battle/buff_icon/logo_bjl_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjljd.png,,,,,,,,,2,,,,,,1,,,,,,
1961132,mark buff,mark buff,,,,,,1,1961132,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961133,Gayoka,Dispersion Control,S+,S+,qusan,,,2,10025,,,,,<1;2>,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,<11>,,,<{nodeId=0;triggerPoint=1;delSelfWhenTriggered=2};{nodeId=1;triggerPoint=28;effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=1241000;caster=2;holder=1;lifeRound=1;value=1}>;<{cfgId=1961142;caster=2;holder=2;lifeRound=2;value=self:specialDefence()*2;prob=self:hasBuff(1961143) and 0 or 1}>>}>,,,,,,,,1,,,,,,
1961134,Gayoka,Big turn to disperse,S+,S+,,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,100,,,,,<{nodeId=1;triggerPoint=3;effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=1961140;caster=2;holder=2;lifeRound=1;value=0}>;<{cfgId=1961125;caster=2;holder=2;lifeRound=1;value=0}>>}>,,,,,,,,1,,,,,,
,Gayoka,reduce speed,S+,S+属性减益,,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961137,Gayoka,Trigger slowdown and defense reduction,,,,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=0;triggerPoint=1;delSelfWhenTriggered=2};{nodeId=1;triggerPoint=30;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{cfgId=1961132;caster=2;holder=2;lifeRound=1;value=0}>;<{cfgId=1961127;caster=2;holder=18;lifeRound=2;value=-target2:speed()*0.1}>;<{cfgId=1961128;caster=2;holder=18;lifeRound=2;value=1}>;<{cfgId=1961146;caster=2;holder=18;lifeRound=2;value=-2000;prob=moreEqualThan(self:star(),11) and 1 or 0}>;<{cfgId=1961148;caster=2;holder=18;lifeRound=2;value=-2000;prob=self:flagZ3() and 1 or 0}>>}>",,,,,,,,,,,,,,
1961138,Gayoka,Control-free probability,,,immuneControlVal,,未分组,1,,,,,,,1,1,,,battle/buff_icon/logo_kzmy.png,1,,,,,,,,,,,,,,,,,,,,,,<50019>,,,,,,,,,,,,1,,,,,,
1961139,Gayoka,dispel negativity,S+,S+,qusan,,,2,10024,,,,,<1;2>,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,<11>,,,<{nodeId=0;triggerPoint=1;delSelfWhenTriggered=2};{nodeId=1;triggerPoint=28;effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=1241000;caster=2;holder=1;lifeRound=1;value=1}>;<{cfgId=1961143;caster=2;holder=2;lifeRound=1;value=self:specialDefence()*2;prob=self:hasBuff(1961142) and 0 or 1}>>}>,,,,,,,,,,,,,,
1961140,Gayoka,Dispersion Control,S+,S+,qusan,,,2,10025,,,,,<1;2>,1,1,,,,,,,,,,,,,,,,,,,,,,,,,100,,<11>,,,<{nodeId=1;triggerPoint=28;effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=1241000;caster=2;holder=1;lifeRound=1;value=1}>;<{cfgId=1961141;caster=2;holder=2;lifeRound=1;value=self:specialDefence()*2.5;prob=self:hasBuff(1961123) and 0 or 1}>>}>,,,,,,,,1,,,,,,
1961141,Gayoka,treat,S+,S+,addHP,,未分组,2,,,,,,,1,1,,,,1,,,,,0,,,,koudai_gaiouka/shuiliuhuanrao2,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,2,,,,,,,,,,,,
1961142,Gayoka,treat,S+,S+,addHP,,未分组,2,,,,,,,1,1,,,,1,,,,,0,,,,koudai_gaiouka/shuiliuhuanrao2,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,2,,,,,,,,,,,,
1961143,Gayoka,treat,S+,S+,addHP,,未分组,2,,,,,,,1,1,,,,1,,,,,0,,,,koudai_gaiouka/shuiliuhuanrao2,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961144,Gayoka,Reduce physical defense,S+,S+增益,defence,,,1,1323,,,,,,2,5,,,battle/buff_icon/logo_wf_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wfjd.png,,,,,,,,,,,,,,,,,,,,,
1961145,Gayoka,Reduce special defense,S+,S+增益,specialDefence,,,1,1323,,,,,,2,5,,,battle/buff_icon/logo_tf_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tfjd.png,,,,,,,,,,,,,,,,,,,,,
1961146,Gayoka,damage reduction,S+,S+增益,damageReduce,,,1,1223,,,,,,1,1,,,battle/buff_icon/logo_shjc_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjd.png,,,,,,,,,,,,,,,,,,,,,
1961147,Gayoka,Increased resilience,wake up,被动,block,,,2,1203,,,,,,2,2,,,battle/buff_icon/logo_dyl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_dyltg.png,,,,,,,,,,,,,,,,,,,,,
1961148,Crit rate reduced,Crit rate reduced,S+,S+属性减益,strike,,特殊,1,1312,,,,,,1,1,,,battle/buff_icon/logo_bjl_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjljd.png,,,,,,,,,2,,,,,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971121,Gulardo,Increased crit resistance,S+,S+增益,strikeResistance,,,2,1223,,,,,,1,1,,,battle/buff_icon/logo_bjkx_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjkxtg.png,,,,,,,,,,,,,,,,,,,,,
1971122,Gulardo,Increased crit rate,S+,S+增益,strike,,,1,1222,,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,
1971123,Gulardo,Increased critical damage,S+,S+增益,strikeDamage,,,1,1222,,,,,,1,1,,,battle/buff_icon/logo_bjsh_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjshtg.png,,,,,,,,,,,,,,,,,,,,,
1971124,Gulardo,Rage boost,S+,S+增益,addMp1,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqtg.png,,,,,,,,,,,,,,,,,,,,,
1971125,Gulardo,damage increase,S+,S+增益,damageRateAdd,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971126,Gulardo,Increased crit resistance,S+,S+增益,strikeResistance,,,2,1223,,,,,,1,1,,,battle/buff_icon/logo_bjkx_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjkxtg.png,,,,,,,,,,,,,,,,,,,,,
1971127,Gulardo,treat,S+,S+增益,addHP,,未分组,2,,,,,,,1,1,,,,1,,,,,0,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,
1971128,Gulardo,self earthquake,S+,S+增益,,,未分组,1,,,,,,,1,1,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=3;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{cfgId=1971129;caster=2;holder=13;lifeRound=1;value=math.min(self:damage()*(0.15+0.05*to10(moreEqualThan(self:star(),8))+fromSkillLevel*(0.0015+0.0005*to10(moreEqualThan(self:star(),8)))-(0.0015+0.0005*to10(moreEqualThan(self:star(),8)))+(0.1+fromSkillLevel*0.001-0.001)*self:getBuffOverlayCount(1971138)),self:damage()*1.5)}>;<{cfgId=1971214;caster=2;holder=13;lifeRound=99;value=-2000;prob=to10(moreE(self:star(),8) and lessE(getNowRound(),1))}>;<{cfgId=1971214;caster=2;holder={input=enemyForce|nodead;process=random(2)};lifeRound=1;value=-max((2000-self:getBuffOverlayCount(1971138)*500),1000);prob=to10(moreEqualThan(self:star(),8))}>;<{cfgId=1971135;caster=2;holder=1;lifeRound=1;value=1}>;<{cfgId=1971138;caster=2;holder=2;lifeRound=99;value=1}>>}>",,,,,,,,,,,,,,
1971129,Gulardo,Earthquake blood loss,S,S+增益,buffDamage,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,<{processId=15;damageType=2}>,,,,,,,,,,,,,,,,,,
1971130,Gulardo,Earthquake slows down,S+,S+属性减益,speed,,,1,1321,,,,,,1,1,,,battle/buff_icon/logo_sd_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdjd.png,,,,,,,,,2,,,,,,,,,,,,
