变量名,_beizhu,_comment,stage,specialName,startSceen,startLevel,startGate,extendCondition,order,service,award,awardChoose,showAward,gotoScene,gotoStep,outDelay,showType,force,useRoleFigure,unitId,offPos,headRes,headPos,roleName,roleName_tw,roleName_en,roleName_kr,talkContent,talkContent_tw,talkContent_en,talkContent_vn,talkContent_kr,bgRes,__tagName,tagName,jumpToNode,animate,animateAngle,animatePos,battleEnter,anyPosCancel,lightSize,chooseDesc1,choose1,chooseDesc2,choose2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,1051,Carry props - plot dialogue,105,,all,11,,,,,,,,1,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Congratulations! You've unlocked Held Items, let's check it out!",恭喜你，解鎖了攜帶道具，讓我們去看看吧,"Congratulations! You've unlocked Held Items, let's check it out!",,"""축하해, 휴대 아이템 기능이 개방됐어 로토. 어서 살펴보자 로토.""",,,,,,,,,,,,,,
1052,1052,Carry props - open the backpack,105,,,,,,,1,,,,,,0.1,,1,,,{x=-100;y=100},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to open the bag.,點擊這裡進入精靈背包,Tap here to open the bag.,,포켓몬 가방을 열어 봐 로토.,,精灵背包,<centerBottomPanel;actionList;cardBag>,,effect/shouyindao.skel,150,,,,,,,,
1053,1053,Carry props - select the first sprite,105,,,,,,,,,,,,,0.1,,2,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to enter the Pokémon enhancement interface.,點擊這裡進入精靈的強化介面,Tap here to enter the Pokémon enhancement interface.,,이번엔 여길 터치해 포켓몬 강화 메뉴로 입장해 로토.,,第一个精灵,<centerPanel;cardList;subList;cardItem1>,,effect/shouyindao.skel,,,,,,,,,
1054,1054,Carrying props - click on carrying props entrance,105,,,,,,,,,,,,,0.1,,2,,,{x=-500;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to open the Held Item interface.,點一下這裡，打開攜帶道具介面,Tap here to open the Held Item interface.,,여길 터치해서 아이템 메뉴를 열어 봐 로토.,,,<left;btnHeldItem>,,effect/shouyindao.skel,,,,,,,,,
1055,1055,Carry props - click to equip,105,,,,,,,,,,,,,0.1,,1,,,{x=250;y=200},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to equip Held Items.,點擊這裡可以裝備攜帶道具,Tap here to equip Held Items.,,여길 터치하면 휴대 아이템을 장비할 수 있어 로토.,,,<right;btnDress>,,effect/shouyindao.skel,,,,,,,,,
1056,1056,Carry props - plot dialogue,105,,,,,,,,,,,,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Held Items can be upgraded to provide additional effects for Pokémons during battles.,攜帶道具可以提升為精靈增加額外效果，在戰鬥中發揮作用,Held Items can be upgraded to provide additional effects for Pokémons during battles.,,"""휴대 아이템은 포켓몬의 추가 효과를 증가시킬 수 있고, 전투 중에 활용할 수 있어 로토.""",,,,,,,,,,,,,,
1057,1057,Carry props - plot dialogue,105,,,,,,,,,,,,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"In the adventure, you can get various kinds of Held Items. Remember to choose the right Held Item that is suitable for the Pokémons.",在冒險中，可以獲得各式各樣的攜帶道具，記得給合適的精靈選擇合適的攜帶道具哈,"In the adventure, you can get various kinds of Held Items. Remember to choose the right Held Item that is suitable for the Pokémons.",,모험 중에는 다양한 휴대 아이템을 획득할 수 있어 로토. 포켓몬에게 적합한 휴대 아이템을 선택해 줘야 해 로토.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,1101,Daily Tasks - Plot Dialogue,111,,all,12,,,,,,,,1,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Daily quests are available, let's check it out!",日常任務開啟了，讓我們去看一看吧,"Daily quests are available, let's check it out!",,일일 퀘스트가 개방됐어. 얼른 가서 살펴보자 로토.,,,,,,,,,,,,,,
1102,1102,Daily task - function entrance,111,,,,,,,1,,,,,,0.1,1,2,,,{x=-350;y=500},login/new_character/img_tjltm@.png,{x=0;y=500},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to enter the quest interface.,點此進入任務面板,Tap here to enter the quest interface.,,터치해 퀘스트 메뉴를 열어 봐 로토.,,图鉴,<centerBottomPanel;actionList;task>,,effect/shouyindao.skel,,,,,,,,,
1103,1103,Daily Tasks - Function Introduction,111,,,,,,,,,,,,,0.1,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Don't forget to complete daily quests daily to increase level quickly.,每天完成日常任務，可以快速提升等級，不要忘記了喲,Don't forget to complete daily quests daily to increase level quickly.,,매일 일일 퀘스트를 완료하면 빠르게 레벨을 높일 수 있어 로토.,,图鉴,,,,,,,,{width=6240;height=2880;dx=0;dy=0},,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,1201,Open Adventure Certificate-Story Dialogue,121,,city.view,12,,,,1,,,,1,,0.1,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Congratulations! You got the ""Adventure Pass"", let's see what it can do!",恭喜你，獲得了“冒險執照”，讓我們去看一看有什麼作用吧！,"Congratulations! You got the ""Adventure Pass"", let's see what it can do!",,"""축하해, “모험 허가증”을 획득했어 로토, 어서 확인해 보자 로토!""",,养成,,,,,,,,,,,,
1202,1202,Open Adventure Certificate-Function Entrance,121,,,,,,,,,,,,,0.1,1,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Tap ""Training"" to open the training list.",在這裡點擊“養成”，打開養成列表,"Tap ""Training"" to open the training list.",,육성을 터치해서 육성 메뉴를 열어 봐 로토.,,养成,<centerBottomPanel;actionList;develop>,,effect/shouyindao.skel,,,,,,,,,
1203,1203,Open Adventure Certificate-Function Entrance,121,,,,,,,,,,,,,0.1,1,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to open the Adventure Pass interface.,點一下這裡，打開冒險執照介面,Tap here to open the Adventure Pass interface.,,여길 터치해서 모험 허가증 메뉴를 열어 봐 로토.,,养成,<developPanel;developList;listItem;trainer>,,effect/shouyindao.skel,,,,,,,,,
1204,1204,blank,121,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,
1205,1205,blank,121,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,
1206,1206,Open Adventure Certificate-Function Introduction,121,,,,,,,,,,,,,0.1,1,2,,,{x=-500;y=150},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Moves can be upgraded to gain extra privileges, while upgraded materials can be obtained through completing daily quests.",可以提升技能來獲得額外特權，升級材料可以通過日常任務獲得,"Moves can be upgraded to gain extra privileges, while upgraded materials can be obtained through completing daily quests.",,기술을 향상시켜서 추가 특권을 얻을 수 있어 로토. 레벨업 재료는 일일 퀘스트에서 획득하면 돼 로토.,,养成,<bottomList;item2>,,,,,,TRUE,{width=670;height=300;dx=0;dy=0},,,,
1207,1207,Open Adventure Certificate-Function Introduction,121,,,,,,,,,,,,,0.1,1,2,,,{x=-100;y=500},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Upgrading moves can give you more EXP, which can then be used to increase your Privilege level.",提升技能可以獲得經驗，經驗積累滿了可以提升特權等級,"Upgrading moves can give you more EXP, which can then be used to increase your Privilege level.",,"""기술을 향상시키면 경험치를 얻을 수 있고, 경험치가 쌓이면 특권 레벨이 높아질 거야 로토.""",,养成,<slider>,,,,,,TRUE,{width=1720;height=230;dx=35;dy=70},,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,1301,turn on reminder,131,,city.view,15,,not finish(132),,,,,,1,,0.1,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,New feature#C0xE77421#[Arena]#C0x5B545B#  is now open!,新的功能#C0xE77421#【競技場】#C0x5B545B#開啟了哦,New feature#C0xE77421#[Arena]#C0x5B545B#  is now open!,,#C0xE77421#[아레나]#C0x5B545B# 기능이 개방됐어 로토.,,,,,,,,,,,,,,
1302,1302,Enter the PVP selection,131,,,,,,,,,,,,,0.1,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to enter the Arena selection interface.,點擊這裡進入競技的選擇介面,Tap here to enter the Arena selection interface.,,터치해 아레나 선택 메뉴로 들어가 봐 로토.,,,<rightBottomPanel; btnPvp>,,effect/shouyindao.skel,180,,,,,,,,
1303,1303,enter the arena,131,,,,,,,1,,,,,,0.4,1,2,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to enter the Arena.,從這裡可以點擊進入競技場,Tap here to enter the Arena.,,아레나는 여기로 입장할 수 있어 로토.,,,<pvpList;arena>,,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,1311,Arena - Introduction,132,,city.pvp.arena.view,15,,,,,,,,,,0.1,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Welcome to the Arena!,你好，歡迎來到競技場,Welcome to the Arena!,,아레나에 오신 것을 환영합니다.,,,,,,,,,,,,,,
1312,1312,Arena - Introduction,132,,,,,,,,,,,,,0.1,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Challenge players in the arena to improve your rankings.,在競技場中可以挑戰玩家提升排名,Challenge players in the arena to improve your rankings.,,아레나에서는 다른 유저에게 도전해 순위를 높일 수 있답니다.,,,,,,,,,,,,,,
1313,1313,Arena - Introduction,132,,,,,,,,,,,,,0.1,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=200;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,This is the rank rewards page. You can check for your rank and claim rewards here if there's any changes.,這裡可以排名獎勵頁面，排名變更後可以在這裡檢視和領取獎勵,This is the rank rewards page. You can check for your rank and claim rewards here if there's any changes.,,이쪽은 순위 보상 페이지입니다. 순위가 변경되면 이곳에서 조회하고 보상을 수령할 수 있어요.,,,<top.rightUp.btnRankReward>,,,,{x=20;y=-20},,TRUE,{width=200;height=200;dx=0;dy=-20},,,,
1314,1314,Arena - Introduction,132,,,,,,,,,,,,,,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=200;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Point rewards can be viewed here. Points will be given regardless of victory or defeat, and rewards will be given after earning a certain number of points.",這裡可以檢視積分獎勵，挑戰無論勝負，均可以獲得積分，積分到達一定數量後可以獲得獎勵,"Point rewards can be viewed here. Points will be given regardless of victory or defeat, and rewards will be given after earning a certain number of points.",,"""이쪽에서는 포인트 보상을 확인할 수 있어요. 도전 시 승부에 관계 없이 포인트를 획득하며, 포인트가 일정 수치에 도달하면 보상을 받을 수 있어요.""",,,<top.rightUp.btnScoreReward>,,,,{x=20;y=-20},,TRUE,{width=200;height=200;dx=0;dy=-20},,,,
1315,1315,Arena - Introduction,132,,,,,,,,,,,,,,1,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=200;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,You can also tap here to switch the display image in the arena.,你也可以點擊這裡切換在競技場中的展示形象,You can also tap here to switch the display image in the arena.,,또한 여기에서 아레나의 표시 설정을 전환할 수 있어요.,,,<top.leftUp.head.imgTouxiang>,,,,,,TRUE,{width=250;height=250;dx=0;dy=0},,,,
1316,1316,defensive lineup,132,,,,,,,1,,,,,,,1,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=200;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,You can set up your defensive lineup here.,這裡可以設置你的防守陣容,You can set up your defensive lineup here.,,여기에서 방어 라인업을 설정하세요.,,,<leftDown;btnReset>,,,,,,TRUE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,1331,please challenge,133,,city.pvp.arena.view,15,,finish(132),,,,,,,,0.1,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=200;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"So, let's start the battle of honor!",那麼，開始屬於你榮耀的戰鬥吧！,"So, let's start the battle of honor!",,그럼 영광을 위한 대결을 시작하세요!,,,,,,,,,,,,,,
1332,1332,please challenge,133,,,,,,,,,,,,,0.1,1,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=200;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Tap here before the challenge to check the details of your opponents, just in case.",挑戰之前可以點擊這裡可以檢視對手的詳細資訊，有備無患,"Tap here before the challenge to check the details of your opponents, just in case.",,도전하기 전 이곳에서 상대의 정보를 확인할 수 있어요.,,,<list;item11;panel>,,,,,,TRUE,{width=500;height=660;dx=0;dy=70},,,,
1333,1333,please challenge,133,,,,,,,1,,,,,,0.1,1,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=200;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Good luck then!,那麼，祝你好運了！,Good luck then!,,그럼 행운을 빌게요!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,1351,Activity copy open,135,,city.view,18,,,,,,,,1,,0.1,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,New feature#C0xE77421#Daily Dungeon #C0x5B545B#  is now open!,新的功能#C0xE77421#日常副本#C0x5B545B#開啟了哦,New feature#C0xE77421#Daily Dungeon #C0x5B545B#  is now open!,,#C0xE77421#일일 던전#C0x5B545B# 기능이 개방됐어 로토.,,,,,,,,,,,,,,
1352,1352,Enter the PVE selection,135,,,,,,,,,,,,,0.1,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to enter the Adventure selection interface.,點擊這裡進入冒險的選擇介面,Tap here to enter the Adventure selection interface.,,여길 터치해 모험 선택 메뉴로 들어가 봐 로토.,,,<rightBottomPanel;btnAdventure>,,effect/shouyindao.skel,180,,,,,,,,
1353,1353,Enter activity book,135,,,,,,,1,,,,,,0.4,1,2,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to enter the Daily Dungeon.,從這裡可以點擊進入日常副本,Tap here to enter the Daily Dungeon.,,일일 던전은 여기로 입장할 수 있어 로토.,,,<list;activityGate>,,effect/shouyindao.skel,,,,,,,,,
1354,1354,Enter the gold coin book,135,,,,,,,,,,,,,0.2,1,2,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to enter Coin Dungeon.,點此進入金幣副本,Tap here to enter Coin Dungeon.,,코인 던전에 입장해 봐 로토.,,,<list;item1>,,effect/shouyindao.skel,,,,,,,,,
1355,1355,illustrate,135,,,,,,,,,,,,,0.2,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,You can fight the monsters and lots of coins here.,這裡可以挑戰怪物獲得大量的金幣,You can fight the monsters and lots of coins here.,,도전을 통해 대량의 코인를 획득할 수 있어 로토.,,,,,,,,,,,,,,
1356,1356,illustrate,135,,,,,,,,,,,,,,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"The higher the damage dealt to the enemy, the more rewards you get.",對敵人造成的傷害越高，獲得的獎勵也就越多,"The higher the damage dealt to the enemy, the more rewards you get.",,적에게 입히는 피해가 클수록 획득하는 보상이 증가할 거야 로토.,,,,,,,,,,,,,,
1357,1357,enter formation,135,,,,,,,,,,,,,,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to start preparing for the battle.,點擊這裡進入開始為戰鬥進行準備,Tap here to start preparing for the battle.,,여길 터치해 전투 준비를 시작하자 로토.,,,<right;list;item1;btnChallenge>,,effect/shouyindao.skel,,,,,,,,,
1358,1358,talk after formation,135,,,,,,,,,,,,,0.3,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"When you are ready, let's fight!",準備好以後就開始戰鬥吧,"When you are ready, let's fight!",,준비가 끝났다면 전투를 시작하자 로토.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,1401,guild open,141,,city.view,20,,not finish(142),,1,,,,1,,,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,New feature#C0xE77421#[union]#C0x5B545B#  is now open!,新的功能#C0xE77421#【公會】#C0x5B545B#開啟了哦,New feature#C0xE77421#[union]#C0x5B545B#  is now open!,,#C0xE77421#[길드]#C0x5B545B# 기능이 개방됐어 로토.,,,,,,,,,,,,,,
