"﻿变量名",sceneName,sceneName_tw,sceneName_en,sceneName_vn,sceneName_kr,_beizhu,languages,monsters,boss,icon,gateType,sceneType,roundLimit,backMusic,backGround,bg_boss,bg_boss_pos,openLevel,desc,sceneCount,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,limitType,limitArg,firstAward,firstAwardShow,saodangAward,saodangAwardShow,lowestFightingPoint,gateDesc,gateDesc_tw,gateDesc_en,gateDesc_vn,gateDesc_kr
100155,Stage 155,第155關,Stage 155,Thứ 155 Quan,스테이지 155,boss,,<{unitId=230721;level=275;advance=21};{unitId=223021;level=275;advance=21};{unitId=231082;level=275;advance=21};{unitId=233631;level=275;advance=21};{unitId=231852;level=275;advance=21}>,<{unitId=251155;level=275;advance=22}>,config/portrait/jinglingtouxiang1/img_361_xtz@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,275,682,682,,,,5,<<1;1;10%>;<13;0;10%>>,{gold=170000;451=30;519=1},<<gold;170000;1>;<451;30;1>;<519;1;1>>,{gold=5000;452=1;libs=<110;111;112>},<<gold;5000;0>;<451;1;1>;<452;1;1>>,429005,"The speed and control rate of all sprites are reduced, and the killing aura units are cleared",全體精靈速度與控制率降低，擊殺光環單位清除,"The speed and control rate of all sprites are reduced, and the killing aura units are cleared",404404,"모든 포켓몬의 스피드와 제어율이 증가하며, 아우라 유닛을 처치하면 해당 효과가 디스펠된다"
100156,Stage 156,第156關,Stage 156,Thứ 156 Quan,스테이지 156,,,<{unitId=230883;level=277;advance=22};{unitId=220593;level=277;advance=22};{unitId=231313;level=277;advance=22};{unitId=230721;level=277;advance=22};{unitId=230721;level=277;advance=22}>,<{unitId=251156;level=277;advance=23}>,config/portrait/jinglingtouxiang1/img_466_djms@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,277,687,687,,,,3,<<13;1;5%>>,{gold=175000;451=30;452=20},<<gold;175000;1>;<451;30;1>;<452;20;1>>,{gold=5100;451=2;libs=<110;111>},<<gold;5100;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100157,Stage 157,第157關,Stage 157,Thứ 157 Quan,스테이지 157,,,<{unitId=230013;level=279;advance=22};{unitId=220013;level=279;advance=22};{unitId=230013;level=279;advance=22};{unitId=230572;level=279;advance=22};{unitId=230572;level=279;advance=22}>,<{unitId=251157;level=279;advance=23}>,config/portrait/jinglingtouxiang1/img_130_bll@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,279,692,692,,,,4,<<13;0;5%>;<24;0;5%>>,{gold=175000;451=30;502=1},<<gold;175000;1>;<451;30;1>;<502;1;1>>,{gold=5100;451=2;libs=<110;111>},<<gold;5100;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100158,Stage 158,第158關,Stage 158,Thứ 158 Quan,스테이지 158,,,<{unitId=233511;level=281;advance=22};{unitId=220013;level=281;advance=22};{unitId=230053;level=281;advance=22};{unitId=230753;level=281;advance=22};{unitId=230632;level=281;advance=22}>,<{unitId=251158;level=281;advance=23}>,config/portrait/jinglingtouxiang1/img_250_fw@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,281,697,697,,,,5,<<1;0;7%>;<24;0;7%>>,{gold=175000;451=30;rmb=100},<<gold;175000;1>;<451;30;1>;<rmb;100;1>>,{gold=5100;451=2;libs=<110;111>},<<gold;5100;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100159,Stage 159,第159關,Stage 159,Thứ 159 Quan,스테이지 159,,,<{unitId=230692;level=283;advance=22};{unitId=220783;level=283;advance=22};{unitId=231612;level=283;advance=22};{unitId=230033;level=283;advance=22};{unitId=230062;level=283;advance=22}>,<{unitId=251159;level=283;advance=23}>,config/portrait/jinglingtouxiang1/img_15_dzf@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,283,702,702,,,,5,<<27;0;7%>;<24;0;7%>>,{gold=175000;451=30;452=20},<<gold;175000;1>;<451;30;1>;<452;20;1>>,{gold=5100;451=2;libs=<110;111>},<<gold;5100;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100160,Stage 160,第160關,Stage 160,Thứ 160 Quan,스테이지 160,boss,,<{unitId=233502;level=285;advance=22};{unitId=221903;level=285;advance=22};{unitId=231261;level=285;advance=22};{unitId=233511;level=285;advance=22};{unitId=231612;level=285;advance=22}>,<{unitId=251160;level=285;advance=23}>,config/portrait/jinglingtouxiang1/img_529_ldds@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,285,707,707,,,,5,<<1;1;20%>;<13;0;20%>>,{gold=175000;451=30;501=1},<<gold;175000;1>;<451;30;1>;<501;1;1>>,{gold=5100;452=2;libs=<110;111;112>},<<gold;5100;0>;<451;1;1>;<452;1;1>>,429005,"The damage of all nirvana is increased, and the killing of aura units reduces anger.",全體必殺技傷害提升，擊殺光環單位降低怒氣,"The damage of all nirvana is increased, and the killing of aura units reduces anger.",404404,"모든 유닛의 필살기 피해가 증가하고, 아우라 유닛을 처치하면 분노가 감소한다"
100161,Stage 161,第161關,Stage 161,Thứ 161 Quan,스테이지 161,,,<{unitId=232963;level=287;advance=23};{unitId=222963;level=287;advance=23};{unitId=232963;level=287;advance=23};{unitId=232873;level=287;advance=23};{unitId=233012;level=287;advance=23}>,<{unitId=251161;level=287;advance=24}>,config/portrait/jinglingtouxiang1/img_671_hjfr@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,287,712,712,,,,3,<<1;1;6%>>,{gold=180000;451=30;452=20},<<gold;180000;1>;<451;30;1>;<452;20;1>>,{gold=5200;451=2;libs=<110;111>},<<gold;5200;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100162,Stage 162,第162關,Stage 162,Thứ 162 Quan,스테이지 162,,,<{unitId=230333;level=289;advance=23};{unitId=221903;level=289;advance=23};{unitId=230883;level=289;advance=23};{unitId=230803;level=289;advance=23};{unitId=232073;level=289;advance=23}>,<{unitId=251162;level=289;advance=24}>,config/portrait/jinglingtouxiang1/img_461_mnl@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,289,717,717,,,,4,<<1;0;6%>;<28;0;6%>>,{gold=180000;451=30;502=1},<<gold;180000;1>;<451;30;1>;<502;1;1>>,{gold=5200;451=2;libs=<110;111>},<<gold;5200;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100163,Stage 163,第163關,Stage 163,Thứ 163 Quan,스테이지 163,,,<{unitId=232612;level=291;advance=23};{unitId=221313;level=291;advance=23};{unitId=232612;level=291;advance=23};{unitId=232233;level=291;advance=23};{unitId=232233;level=291;advance=23}>,<{unitId=251163;level=291;advance=24}>,config/portrait/jinglingtouxiang1/img_464_cjkx@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,291,722,722,,,,5,<<9;0;7%>;<10;0;7%>;<24;0;7%>>,{gold=180000;451=30;rmb=100},<<gold;180000;1>;<451;30;1>;<rmb;100;1>>,{gold=5200;451=2;libs=<110;111>},<<gold;5200;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100164,Stage 164,第164關,Stage 164,Thứ 164 Quan,스테이지 164,,,<{unitId=232612;level=293;advance=23};{unitId=222633;level=293;advance=23};{unitId=232963;level=293;advance=23};{unitId=230072;level=293;advance=23};{unitId=230123;level=293;advance=23}>,<{unitId=251164;level=293;advance=24}>,config/portrait/jinglingtouxiang1/img_24_abg@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,293,727,727,,,,5,<<9;0;7%>;<10;0;7%>>,{gold=180000;451=30;452=20},<<gold;180000;1>;<451;30;1>;<452;20;1>>,{gold=5200;451=2;libs=<110;111>},<<gold;5200;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100165,Stage 165,第165關,Stage 165,Thứ 165 Quan,스테이지 165,boss,,<{unitId=230221;level=295;advance=23};{unitId=221813;level=295;advance=23};{unitId=230221;level=295;advance=23};{unitId=231971;level=295;advance=23};{unitId=233003;level=295;advance=23}>,<{unitId=251165;level=295;advance=24}>,config/portrait/jinglingtouxiang1/img_55_gdy@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,295,732,732,,,,5,<<9;1;10%>;<10;0;10%>;<13;0;10%>>,{gold=180000;451=30;519=1},<<gold;180000;1>;<451;30;1>;<519;1;1>>,{gold=5200;452=1;libs=<110;111;112>},<<gold;5200;0>;<451;1;1>;<452;1;1>>,429005,Halo monsters are attacked to enhance the monster's back row attack and kill the front row clear effect,光環怪被攻擊提升怪物後排攻擊，擊殺前排清除效果,Halo monsters are attacked to enhance the monster's back row attack and kill the front row clear effect,404404,"아우라 몬스터가 공격당하면 후방 라인 몬스터의 공격력을 증가시키고, 전방 라인 처치 시 효과가 디스펠된다"
100166,Stage 166,第166關,Stage 166,Thứ 166 Quan,스테이지 166,,,<{unitId=233293;level=297;advance=24};{unitId=222483;level=297;advance=24};{unitId=233293;level=297;advance=24};{unitId=231293;level=297;advance=24};{unitId=230572;level=297;advance=24}>,<{unitId=251166;level=297;advance=25}>,config/portrait/jinglingtouxiang1/img_500_yww@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,297,737,737,,,,3,<<7;1;6%>;<8;1;6%>>,{gold=185000;451=30;452=20},<<gold;185000;1>;<451;30;1>;<452;20;1>>,{gold=5300;451=2;libs=<110;111>},<<gold;5300;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100167,Stage 167,第167關,Stage 167,Thứ 167 Quan,스테이지 167,,,<{unitId=230033;level=299;advance=24};{unitId=220452;level=299;advance=24};{unitId=230033;level=299;advance=24};{unitId=230731;level=299;advance=24};{unitId=230731;level=299;advance=24}>,<{unitId=251167;level=299;advance=25}>,config/portrait/jinglingtouxiang1/img_26_lq@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,299,742,742,,,,4,<<7;0;6%>;<8;0;6%>;<14;0;6%>>,{gold=185000;451=30;502=1},<<gold;185000;1>;<451;30;1>;<502;1;1>>,{gold=5300;451=2;libs=<110;111>},<<gold;5300;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100168,Stage 168,第168關,Stage 168,Thứ 168 Quan,스테이지 168,,,<{unitId=230033;level=301;advance=24};{unitId=220043;level=301;advance=24};{unitId=230192;level=301;advance=24};{unitId=230372;level=301;advance=24};{unitId=230372;level=301;advance=24}>,<{unitId=251168;level=301;advance=25}>,config/portrait/jinglingtouxiang1/img_545_wgw@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,301,747,747,,,,5,<<9;0;7%>;<10;0;7%>;<24;0;7%>>,{gold=185000;451=30;rmb=100},<<gold;185000;1>;<451;30;1>;<rmb;100;1>>,{gold=5300;451=2;libs=<110;111>},<<gold;5300;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100169,Stage 169,第169關,Stage 169,Thứ 169 Quan,스테이지 169,,,<{unitId=233413;level=303;advance=24};{unitId=223432;level=303;advance=24};{unitId=233502;level=303;advance=24};{unitId=230192;level=303;advance=24};{unitId=230352;level=303;advance=24}>,<{unitId=251169;level=303;advance=25}>,config/portrait/jinglingtouxiang1/img_57_hbh@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,303,752,752,,,,5,<<9;0;7%>;<10;0;7%>>,{gold=185000;451=30;452=20},<<gold;185000;1>;<451;30;1>;<452;20;1>>,{gold=5300;451=2;libs=<110;111>},<<gold;5300;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100170,Stage 170,第170關,Stage 170,Thứ 170 Quan,스테이지 170,boss,,<{unitId=230712;level=305;advance=24};{unitId=223631;level=305;advance=24};{unitId=230712;level=305;advance=24};{unitId=231253;level=305;advance=24};{unitId=231423;level=305;advance=24}>,<{unitId=251170;level=305;advance=25}>,config/portrait/jinglingtouxiang1/img_143_kbs@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,305,757,757,,,,5,<<9;1;20%>;<10;0;20%>;<13;0;20%>>,{gold=185000;451=30;501=1},<<gold;185000;1>;<451;30;1>;<501;1;1>>,{gold=5300;452=2;libs=<110;111;112>},<<gold;5300;0>;<451;1;1>;<452;1;1>>,429005,"After each big round, the aura unit will heal boss health",每個大回合後，光環單位會治療boss血量,"After each big round, the aura unit will heal boss health",404404,"라운드가 종료될 때마다, 아우라 유닛이 보스의 HP를 치료한다"
100171,Stage 171,第171關,Stage 171,Thứ 171 Quan,스테이지 171,,,<{unitId=233283;level=307;advance=25};{unitId=223472;level=307;advance=25};{unitId=233283;level=307;advance=25};{unitId=230333;level=307;advance=25};{unitId=231071;level=307;advance=25}>,<{unitId=251171;level=307;advance=26}>,config/portrait/jinglingtouxiang1/img_464_cjkx@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,307,760,760,,,,3,<<9;1;6%>;<10;1;6%>>,{gold=190000;451=30;452=20},<<gold;190000;1>;<451;30;1>;<452;20;1>>,{gold=5400;451=2;libs=<110;111>},<<gold;5400;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100172,Stage 172,第172關,Stage 172,Thứ 172 Quan,스테이지 172,,,<{unitId=230493;level=309;advance=25};{unitId=221253;level=309;advance=25};{unitId=230493;level=309;advance=25};{unitId=233353;level=309;advance=25};{unitId=233353;level=309;advance=25}>,<{unitId=251172;level=309;advance=26}>,config/portrait/jinglingtouxiang1/img_671_hjfr@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,309,763,763,,,,4,<<9;0;6%>;<10;0;6%>;<17;0;6%>>,{gold=190000;451=30;502=1},<<gold;190000;1>;<451;30;1>;<502;1;1>>,{gold=5400;451=2;libs=<110;111>},<<gold;5400;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100173,Stage 173,第173關,Stage 173,Thứ 173 Quan,스테이지 173,,,<{unitId=230013;level=311;advance=25};{unitId=221303;level=311;advance=25};{unitId=230013;level=311;advance=25};{unitId=233342;level=311;advance=25};{unitId=233342;level=311;advance=25}>,<{unitId=251173;level=311;advance=26}>,config/portrait/jinglingtouxiang1/img_244_yd@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,311,766,766,,,,5,<<1;0;7%>;<22;0;7%>>,{gold=190000;451=30;rmb=100},<<gold;190000;1>;<451;30;1>;<rmb;100;1>>,{gold=5400;451=2;libs=<110;111>},<<gold;5400;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100174,Stage 174,第174關,Stage 174,Thứ 174 Quan,스테이지 174,,,<{unitId=230003;level=313;advance=25};{unitId=220023;level=313;advance=25};{unitId=230133;level=313;advance=25};{unitId=230013;level=313;advance=25};{unitId=230093;level=313;advance=25}>,<{unitId=251174;level=313;advance=26}>,config/portrait/jinglingtouxiang1/img_18_dbn@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,313,769,769,,,,5,<<7;0;7%>;<8;0;7%>>,{gold=190000;451=30;452=20},<<gold;190000;1>;<451;30;1>;<452;20;1>>,{gold=5400;451=2;libs=<110;111>},<<gold;5400;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100175,Stage 175,第175關,Stage 175,Thứ 175 Quan,스테이지 175,boss,,<{unitId=231813;level=315;advance=25};{unitId=221813;level=315;advance=25};{unitId=231981;level=315;advance=25};{unitId=233143;level=315;advance=25};{unitId=231981;level=315;advance=25}>,<{unitId=251175;level=315;advance=26}>,config/portrait/jinglingtouxiang1/img_576_gdxj@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,315,772,772,,,,5,<<1;1;10%>;<7;0;10%>;<8;0;10%>>,{gold=190000;451=30;519=1},<<gold;190000;1>;<451;30;1>;<519;1;1>>,{gold=5400;452=1;libs=<110;111;112>},<<gold;5400;0>;<451;1;1>;<452;1;1>>,429005,"The defense of all monsters is improved, and the effect of killing auras is eliminated",全體怪物防禦提升，擊殺光環怪清除效果,"The defense of all monsters is improved, and the effect of killing auras is eliminated",404404,"모든 몬스터의 방어가 증가하며, 아우라 유닛을 처치하면 해당 효과가 디스펠된다"
100176,Stage 176,第176關,Stage 176,Thứ 176 Quan,스테이지 176,,,<{unitId=230093;level=317;advance=26};{unitId=220133;level=317;advance=26};{unitId=230273;level=317;advance=26};{unitId=231841;level=317;advance=26};{unitId=231082;level=317;advance=26}>,<{unitId=251176;level=317;advance=27}>,config/portrait/jinglingtouxiang1/img_257_hyj@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,317,775,775,,,,3,<<13;1;6%>>,{gold=195000;451=30;452=20},<<gold;195000;1>;<451;30;1>;<452;20;1>>,{gold=5500;451=2;libs=<110;111>},<<gold;5500;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100177,Stage 177,第177關,Stage 177,Thứ 177 Quan,스테이지 177,,,<{unitId=233511;level=319;advance=26};{unitId=223511;level=319;advance=26};{unitId=233511;level=319;advance=26};{unitId=233143;level=319;advance=26};{unitId=233143;level=319;advance=26}>,<{unitId=251177;level=319;advance=27}>,config/portrait/jinglingtouxiang1/img_149_kl@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,319,778,778,,,,4,<<13;0;6%>;<24;0;6%>>,{gold=195000;451=30;502=1},<<gold;195000;1>;<451;30;1>;<502;1;1>>,{gold=5500;451=2;libs=<110;111>},<<gold;5500;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100178,Stage 178,第178關,Stage 178,Thứ 178 Quan,스테이지 178,,,<{unitId=233543;level=321;advance=26};{unitId=223003;level=321;advance=26};{unitId=233143;level=321;advance=26};{unitId=231893;level=321;advance=26};{unitId=231893;level=321;advance=26}>,<{unitId=251178;level=321;advance=27}>,config/portrait/jinglingtouxiang1/img_445_lyls@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,321,781,781,,,,5,<<1;0;7%>;<22;0;7%>>,{gold=195000;451=30;rmb=100},<<gold;195000;1>;<451;30;1>;<rmb;100;1>>,{gold=5500;451=2;libs=<110;111>},<<gold;5500;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100179,Stage 179,第179關,Stage 179,Thứ 179 Quan,스테이지 179,,,<{unitId=230283;level=323;advance=26};{unitId=220303;level=323;advance=26};{unitId=230372;level=323;advance=26};{unitId=230462;level=323;advance=26};{unitId=230464;level=323;advance=26}>,<{unitId=251179;level=323;advance=27}>,config/portrait/jinglingtouxiang1/img_107_kql@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,323,784,784,,,,5,<<7;0;7%>;<8;0;7%>>,{gold=195000;451=30;452=20},<<gold;195000;1>;<451;30;1>;<452;20;1>>,{gold=5500;451=2;libs=<110;111>},<<gold;5500;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100180,Stage 180,第180關,Stage 180,Thứ 180 Quan,스테이지 180,boss,,<{unitId=232821;level=325;advance=26};{unitId=221501;level=325;advance=26};{unitId=232821;level=325;advance=26};{unitId=232233;level=325;advance=26};{unitId=232233;level=325;advance=26}>,<{unitId=251180;level=325;advance=27}>,config/portrait/jinglingtouxiang1/img_571_slyk@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,325,787,787,,,,5,<<1;1;20%>;<7;0;20%>;<8;0;20%>>,{gold=195000;451=30;501=1},<<gold;195000;1>;<451;30;1>;<501;1;1>>,{gold=5500;452=2;libs=<110;111;112>},<<gold;5500;0>;<451;1;1>;<452;1;1>>,429005,"Zoroia will always be in a state of transformation, killing the halo monster and recovering",索羅亞入場處於變身狀態,"Zoroia will always be in a state of transformation, killing the halo monster and recovering",404404,"조로아는 항상 변신 상태이며, 아우라 몬스터를 처치하면 모습을 드러낸다"
100181,Stage 181,第181關,Stage 181,Thứ 181 Quan,스테이지 181,,,<{unitId=230462;level=327;advance=27};{unitId=220463;level=327;advance=27};{unitId=230464;level=327;advance=27};{unitId=232612;level=327;advance=27};{unitId=232612;level=327;advance=27}>,<{unitId=251181;level=327;advance=28}>,config/portrait/jinglingtouxiang1/img_373_bfl@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,327,790,790,,,,3,<<1;1;6%>>,{gold=200000;451=30;452=20},<<gold;200000;1>;<451;30;1>;<452;20;1>>,{gold=5600;451=2;libs=<110;111>},<<gold;5600;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100182,Stage 182,第182關,Stage 182,Thứ 182 Quan,스테이지 182,,,<{unitId=230692;level=329;advance=27};{unitId=222873;level=329;advance=27};{unitId=230692;level=329;advance=27};{unitId=230771;level=329;advance=27};{unitId=230771;level=329;advance=27}>,<{unitId=251182;level=329;advance=28}>,config/portrait/jinglingtouxiang1/img_383_gld@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,329,793,793,,,,4,<<1;0;6%>;<28;0;6%>>,{gold=200000;451=30;502=1},<<gold;200000;1>;<451;30;1>;<502;1;1>>,{gold=5600;451=2;libs=<110;111>},<<gold;5600;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100183,Stage 183,第183關,Stage 183,Thứ 183 Quan,스테이지 183,,,<{unitId=231253;level=331;advance=27};{unitId=221841;level=331;advance=27};{unitId=232822;level=331;advance=27};{unitId=233143;level=331;advance=27};{unitId=232723;level=331;advance=27}>,<{unitId=251183;level=331;advance=28}>,config/portrait/jinglingtouxiang1/img_658_jhrw@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,331,796,796,,,,5,<<9;0;7%>;<10;0;7%>;<22;0;7%>>,{gold=200000;451=30;rmb=100},<<gold;200000;1>;<451;30;1>;<rmb;100;1>>,{gold=5600;451=2;libs=<110;111>},<<gold;5600;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100184,Stage 184,第184關,Stage 184,Thứ 184 Quan,스테이지 184,,,<{unitId=230472;level=333;advance=27};{unitId=220482;level=333;advance=27};{unitId=230552;level=333;advance=27};{unitId=230803;level=333;advance=27};{unitId=232073;level=333;advance=27}>,<{unitId=251184;level=333;advance=28}>,config/portrait/jinglingtouxiang1/img_295_byg@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,333,799,799,,,,5,<<9;0;7%>;<10;0;7%>>,{gold=200000;451=30;452=20},<<gold;200000;1>;<451;30;1>;<452;20;1>>,{gold=5600;451=2;libs=<110;111>},<<gold;5600;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100185,Stage 185,第185關,Stage 185,Thứ 185 Quan,스테이지 185,boss,,<{unitId=230781;level=335;advance=27};{unitId=220712;level=335;advance=27};{unitId=233353;level=335;advance=27};{unitId=233003;level=335;advance=27};{unitId=233003;level=335;advance=27}>,<{unitId=251185;level=335;advance=28}>,config/portrait/jinglingtouxiang1/img_39_pd@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,335,802,802,,,,5,<<9;1;10%>;<10;0;10%>;<7;0;10%>>,{gold=200000;451=30;519=1},<<gold;200000;1>;<451;30;1>;<519;1;1>>,{gold=5600;452=1;libs=<110;111;112>},<<gold;5600;0>;<451;1;1>;<452;1;1>>,429005,The elves that awaken the boss will be removed from the soul,吵醒boss的精靈會被離魂（攻擊提升，不分敵我）,The elves that awaken the boss will be removed from the soul,404404,"보스를 깨운 포켓몬은 정신이 나간다(공격력이 증가하고, 피아식별을 못한다)"
100186,Stage 186,第186關,Stage 186,Thứ 186 Quan,스테이지 186,,,<{unitId=230472;level=337;advance=28};{unitId=220482;level=337;advance=28};{unitId=230552;level=337;advance=28};{unitId=232073;level=337;advance=28};{unitId=232073;level=337;advance=28}>,<{unitId=251186;level=337;advance=29}>,config/portrait/jinglingtouxiang1/img_571_slyk@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,337,805,805,,,,3,<<7;1;6%>;<8;1;6%>>,{gold=205000;451=30;452=20},<<gold;205000;1>;<451;30;1>;<452;20;1>>,{gold=5700;451=2;libs=<110;111>},<<gold;5700;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100187,Stage 187,第187關,Stage 187,Thứ 187 Quan,스테이지 187,,,<{unitId=232873;level=339;advance=28};{unitId=223012;level=339;advance=28};{unitId=232302;level=339;advance=28};{unitId=232873;level=339;advance=28};{unitId=232302;level=339;advance=28}>,<{unitId=251187;level=339;advance=29}>,config/portrait/jinglingtouxiang1/img_614_dyx@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,339,808,808,,,,4,<<7;0;6%>;<8;0;6%>;<14;0;6%>>,{gold=205000;451=30;502=1},<<gold;205000;1>;<451;30;1>;<502;1;1>>,{gold=5700;451=2;libs=<110;111>},<<gold;5700;0>;<451;1;1>;<452;1;1>>,429005,,,,,
