变量名,scene_id,_name,round,monsters,bossMark,showInfo,posAdjust,bossLifeCount,rebornSeq,hpC,speedC,damageC,specialDamageC,defenceC,specialDefenceC,bkCsv,storys,winStories,failStories,storyNames,storyNames_tw,storyNames_en,weatherTypeId
10088,21005,,2,<0;70062;0;0;181813;0>,<0;0;0;0;1;0>,TRUE,,,,0.88,1,1.1,1.1,1.1,1.1,stage/grass.csv,,,,,,,
10089,21101,,1,<50551;50551;50551;53292;52011;53292>,,,,,,0.8,0.5,1,1,1,1,stage/zz.csv,,,,,,,
10090,21101,,2,<50012;60792;50012;61292;73283;61292>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/zz.csv,,,,,,,
10091,21102,,1,<50601;51171;50601;51171;53291;51171>,,,,,,0.8,0.5,1,1,1,1,stage/aml.csv,,,,,,,
10092,21102,,2,<60082;0;60082;63543;183472;63543>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/aml.csv,,,,,,,
10093,21103,,1,<50301;50302;53302;50301;50302;53302>,,,,,,0.8,0.5,1,1,1,1,stage/beach.csv,,,,,,,
10094,21103,,2,<60092;0;60593;60092;181423;60593>,<0;0;0;0;1;0>,TRUE,,,,0.88,1,1.1,1.1,1.1,1.1,stage/beach.csv,,,,,,,
10095,21104,,1,<53281;50272;53281;50602;50602;50602>,,,,,,0.8,0.5,1,1,1,1,stage/sl.csv,,,,,,,
10096,21104,,2,<60062;60333;60062;0;182073;0>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/sl.csv,,,,,,,
10097,21105,,1,<50592;50592;50592;52482;53541;52482>,,,,,,0.8,0.5,1,1,1,1,stage/beach.csv,,,,,,,
10098,21105,,2,<50092;60002;50092;60692;181503;60692>,<0;0;0;0;1;0>,TRUE,,,,0.88,1,1.1,1.1,1.1,1.1,stage/beach.csv,,,,,,,
10099,21201,,1,<50043;50592;50043;50592;50891;50592>,,,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10100,21201,,2,<60053;0;60053;60002;72633;60002>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10101,21202,,1,<50332;50301;50331;50332;50301;50331>,,,,,,0.8,0.5,1,1,1,1,stage/river.csv,,,,,,,
10102,21202,,2,<60132;0;60472;60132;183413;60472>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/river.csv,,,,,,,
10103,21203,,1,<50892;53302;50892;51171;51171;51171>,,,,,,0.8,0.5,1,1,1,1,stage/tower.csv,,,,,,,
10104,21203,,2,<60043;60552;60043;0;181394;0>,<0;0;0;0;1;0>,TRUE,,,,0.88,1,1.1,1.1,1.1,1.1,stage/tower.csv,,,,,,,
10105,21204,,1,<50302;50302;50302;53542;50892;53542>,,,,,,0.8,0.5,1,1,1,1,stage/tower.csv,,,,,,,
10106,21204,,2,<50601;63282;50601;63282;182013;63282>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/tower.csv,,,,,,,
10107,21205,,1,<51351;50892;51351;50892;50891;50892>,,,,,,0.8,0.5,1,1,1,1,stage/aml.csv,,,,,,,
10108,21205,,2,<60571;0;60571;63282;181071;63282>,<0;0;0;0;1;0>,TRUE,,,,0.88,1,1.1,1.1,1.1,1.1,stage/aml.csv,,,,,,,
10109,21301,,1,<50043;50592;50043;50592;52921;50592>,,,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10110,21301,,2,<60053;0;60053;60002;70402;60002>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10111,21302,,1,<50332;50301;50331;50332;53471;50331>,,,,,,0.8,0.5,1,1,1,1,stage/river.csv,,,,,,,
10112,21302,,2,<60132;0;60472;60132;182921;60472>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/river.csv,,,,,,,
10113,21303,,1,<50892;53302;50892;51171;53141;51171>,,,,,,0.8,0.5,1,1,1,1,stage/tower.csv,,,,,,,
10114,21303,,2,<60043;60552;60043;0;181841;0>,<0;0;0;0;1;0>,TRUE,,,,0.88,1,1.1,1.1,1.1,1.1,stage/tower.csv,,,,,,,
10115,21304,,1,<50302;50591;50591;53542;50331;53542>,,,,,,0.8,0.5,1,1,1,1,stage/tower.csv,,,,,,,
10116,21304,,2,<50881;63282;50881;63282;182891;63282>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/tower.csv,,,,,,,
10117,21305,,1,<50191;50892;50191;50892;50891;50892>,,,,,,0.8,0.5,1,1,1,1,stage/aml.csv,,,,,,,
10118,21305,,2,<60043;0;60043;63282;181171;63282>,<0;0;0;0;1;0>,TRUE,,,,0.88,1,1.1,1.1,1.1,1.1,stage/aml.csv,,,,,,,
10119,21401,,1,<52271;50272;52271;50602;50602;50602>,,,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10120,21401,,2,<60333;0;60333;0;70691;0>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10121,21402,,1,<50043;50043;50043;50602;50891;50602>,,,,,,0.8,0.5,1,1,1,1,stage/river.csv,,,,,,,
10122,21402,,2,<62012;0;62012;60092;181221;60092>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/river.csv,,,,,,,
10123,21403,,1,<51171;52482;51171;52482;53472;52482>,,,,,,0.8,0.5,1,1,1,1,stage/tower.csv,,,,,,,
10124,21403,,2,<60043;0;60043;0;180264;0>,<0;0;0;0;1;0>,TRUE,,,,0.88,1,1.1,1.1,1.1,1.1,stage/tower.csv,,,,,,,
10125,21404,,1,<51422;50331;51291;51422;50331;51291>,,,,,,0.8,0.5,1,1,1,1,stage/tower.csv,,,,,,,
10126,21404,,2,<50593;0;50092;60593;180093;60092>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/tower.csv,,,,,,,
10127,21405,,1,<51421;50002;51421;50012;50012;50012>,,,,,,0.8,0.5,1,1,1,1,stage/aml.csv,,,,,,,
10128,21405,,2,<61252;0;61252;0;180333;0>,<0;0;0;0;1;0>,TRUE,,,,0.88,1,1.1,1.1,1.1,1.1,stage/aml.csv,,,,,,,
10129,21501,,1,<50551;50551;50551;53292;52011;53292>,,,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10130,21501,,2,<60012;0;60012;61292;70003;61292>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10131,21502,,1,<50601;51171;50601;51171;53291;51171>,,,,,,0.8,0.5,1,1,1,1,stage/river.csv,,,,,,,
10132,21502,,2,<60082;0;60082;63543;181293;63543>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/river.csv,,,,,,,
10133,21503,,1,<50301;50302;53302;50301;50302;53302>,,,,,,0.8,0.5,1,1,1,1,stage/tower.csv,,,,,,,
10134,21503,,2,<60092;0;60593;0;181501;0>,<0;0;0;0;1;0>,TRUE,,,,0.88,1,1.1,1.1,1.1,1.1,stage/tower.csv,,,,,,,
10135,21504,,1,<53281;50272;53281;50602;50602;50602>,,,,,,0.8,0.5,1,1,1,1,stage/tower.csv,,,,,,,
10136,21504,,2,<50062;60333;50062;0;181241;0>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/tower.csv,,,,,,,
10137,21505,,1,<50592;50592;50592;52482;53541;52482>,,,,,,0.8,0.5,1,1,1,1,stage/aml.csv,,,,,,,
10138,21505,,2,<60092;0;60092;60692;181253;60692>,<0;0;0;0;1;0>,TRUE,,,,0.88,1,1.1,1.1,1.1,1.1,stage/aml.csv,,,,,,,
10139,21601,,1,<50043;50592;50043;50592;50891;50592>,,,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10140,21601,,2,<60053;0;60053;60002;72873;60002>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10141,21602,,1,<50332;50301;50331;50332;50301;50331>,,,,,,0.8,0.5,1,1,1,1,stage/river.csv,,,,,,,
10142,21602,,2,<60132;0;60472;60132;181423;60472>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/river.csv,,,,,,,
10143,21603,,1,<50892;53302;50892;51171;51171;51171>,,,,,,0.8,0.5,1,1,1,1,stage/tower.csv,,,,,,,
10144,21603,,2,<60043;60552;60043;0;183502;0>,<0;0;0;0;1;0>,TRUE,,,,0.88,1,1.1,1.1,1.1,1.1,stage/tower.csv,,,,,,,
10145,21604,,1,<50302;50302;50302;53542;50892;53542>,,,,,,0.8,0.5,1,1,1,1,stage/tower.csv,,,,,,,
10146,21604,,2,<50601;63282;50601;63282;181231;63282>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/tower.csv,,,,,,,
10147,21605,,1,<51351;50892;51351;50892;50891;50892>,,,,,,0.8,0.5,1,1,1,1,stage/aml.csv,,,,,,,
10148,21605,,2,<60571;0;60571;63282;183021;63282>,<0;0;0;0;1;0>,TRUE,,,,0.88,1,1.1,1.1,1.1,1.1,stage/aml.csv,,,,,,,
10149,21701,,1,<50043;50592;50043;50592;50891;50592>,,,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10150,21701,,2,<60053;0;60053;60002;73471;60002>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10151,21702,,1,<50332;50301;50331;50332;50301;50331>,,,,,,0.8,0.5,1,1,1,1,stage/river.csv,,,,,,,
10152,21702,,2,<60132;0;60472;60132;183351;60472>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/river.csv,,,,,,,
10153,21703,,1,<50892;53302;50892;51171;51171;51171>,,,,,,0.8,0.5,1,1,1,1,stage/tower.csv,,,,,,,
10154,21703,,2,<60043;60552;60043;0;183341;0>,<0;0;0;0;1;0>,TRUE,,,,0.88,1,1.1,1.1,1.1,1.1,stage/tower.csv,,,,,,,
10155,21704,,1,<50302;50302;50302;53542;50892;53542>,,,,,,0.8,0.5,1,1,1,1,stage/tower.csv,,,,,,,
10156,21704,,2,<50601;63282;50601;63282;181171;63282>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/tower.csv,,,,,,,
10157,21705,,1,<51351;50892;51351;50892;50891;50892>,,,,,,0.8,0.5,1,1,1,1,stage/aml.csv,,,,,,,
10158,21705,,2,<60571;0;60571;63282;181811;63282>,<0;0;0;0;1;0>,TRUE,,,,0.88,1,1.1,1.1,1.1,1.1,stage/aml.csv,,,,,,,
10159,21801,,1,<52271;50272;52271;50602;50602;50602>,,,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10160,21801,,2,<60333;0;60333;0;70013;0>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10161,21802,,1,<50043;50043;50043;50602;50891;50602>,,,,,,0.8,0.5,1,1,1,1,stage/river.csv,,,,,,,
10162,21802,,2,<62012;0;62012;60092;180593;60092>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/river.csv,,,,,,,
10163,21803,,1,<51171;52482;51171;52482;53472;52482>,,,,,,0.8,0.5,1,1,1,1,stage/tower.csv,,,,,,,
10164,21803,,2,<60043;0;60043;0;180053;0>,<0;0;0;0;1;0>,TRUE,,,,0.88,1,1.1,1.1,1.1,1.1,stage/tower.csv,,,,,,,
10165,21804,,1,<51422;50331;51291;51422;50331;51291>,,,,,,0.8,0.5,1,1,1,1,stage/tower.csv,,,,,,,
10166,21804,,2,<50593;0;50092;60593;180883;60092>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/tower.csv,,,,,,,
10167,21805,,1,<51421;50002;51421;50012;50012;50012>,,,,,,0.8,0.5,1,1,1,1,stage/aml.csv,,,,,,,
10168,21805,,2,<61252;0;61252;0;180393;0>,<0;0;0;0;1;0>,TRUE,,,,0.88,1,1.1,1.1,1.1,1.1,stage/aml.csv,,,,,,,
10169,21901,,1,<51292;50603;51891;50091;50741;50791>,,,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10170,21901,,2,<60061;0;61902;63543;70023;63351>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10171,21902,,1,<53282;51971;50331;52301;51311;50351>,,,,,,0.8,0.5,1,1,1,1,stage/river.csv,,,,,,,
10172,21902,,2,<60121;0;60371;60071;180572;61252>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/river.csv,,,,,,,
10173,21903,,1,<50741;50331;51302;53412;52722;50102>,,,,,,0.8,0.5,1,1,1,1,stage/tower.csv,,,,,,,
10174,21903,,2,<61903;61501;60282;0;180273;0>,<0;0;0;0;1;0>,TRUE,,,,0.88,1,1.1,1.1,1.1,1.1,stage/tower.csv,,,,,,,
10175,21904,,1,<52631;52233;50541;53502;53302;52721>,,,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10176,21904,,2,<50171;60464;53302;63561;180283;60111>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10177,21905,,1,<53283;53631;52963;50471;50023;50491>,,,,,,0.8,0.5,1,1,1,1,stage/aml.csv,,,,,,,
10178,21905,,2,<60632;0;60132;60093;180603;63502>,<0;0;0;0;1;0>,TRUE,,,,0.88,1,1.1,1.1,1.1,1.1,stage/aml.csv,,,,,,,
10179,22001,,1,<52231;52231;52301;51241;52721;52073>,,,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10180,22001,,2,<63303;0;63021;61812;70222;60273>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10181,22002,,1,<52012;52722;52612;50282;51422;53501>,,,,,,0.8,0.5,1,1,1,1,stage/river.csv,,,,,,,
10182,22002,,2,<60052;0;60272;62633;180242;63352>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/river.csv,,,,,,,
10183,22003,,1,<53302;53412;50692;51261;52612;50472>,,,,,,0.8,0.5,1,1,1,1,stage/tower.csv,,,,,,,
10184,22003,,2,<63411;63301;63541;0;182843;0>,<0;0;0;0;1;0>,TRUE,,,,0.88,1,1.1,1.1,1.1,1.1,stage/tower.csv,,,,,,,
10185,22004,,1,<50053;50493;50113;50061;50891;51394>,,,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10186,22004,,2,<63543;0;62073;60301;182993;60053>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10187,22005,,1,<51082;52961;51441;51422;50013;50492>,,,,,,0.8,0.5,1,1,1,1,stage/aml.csv,,,,,,,
10188,22005,,2,<70102;0;70192;71443;183592;70283>,<0;0;0;0;1;0>,TRUE,,,,0.88,1,1.1,1.1,1.1,1.1,stage/aml.csv,,,,,,,
10189,22101,,1,<50472;50133;53501;50282;50102;51351>,,,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10190,22101,,2,<62351;0;60171;60013;0;60033>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10191,22102,,1,<53561;50601;50173;50173;51813;52232>,,,,,,0.8,0.5,1,1,1,1,stage/river.csv,,,,,,,
10192,22102,,2,<60351;0;61241;61811;180491;63562>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/river.csv,,,,,,,
10193,22103,,1,<53291;51292;50464;50541;50892;50802>,,,,,,0.8,0.5,1,1,1,1,stage/tower.csv,,,,,,,
10194,22103,,2,<60351;62301;62303;0;181311;0>,<0;0;0;0;1;0>,TRUE,,,,0.88,1,1.1,1.1,1.1,1.1,stage/tower.csv,,,,,,,
10195,22104,,1,<53472;50173;50721;50492;50091;50043>,,,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10196,22104,,2,<62231;0;60332;63003;0;60331>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10197,22105,,1,<52073;53561;50272;52073;50071;50133>,,,,,,0.8,0.5,1,1,1,1,stage/aml.csv,,,,,,,
10198,22105,,2,<71901;0;70031;73143;182721;70282>,<0;0;0;0;1;0>,TRUE,,,,0.88,1,1.1,1.1,1.1,1.1,stage/aml.csv,,,,,,,
10199,22201,,1,<51171;51352;50331;50592;52483;52482>,,,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10200,22201,,2,<60601;0;61351;63282;180151;61292>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10201,22202,,1,<50053;50301;50053;50892;50273;50331>,,,,,,0.8,0.5,1,1,1,1,stage/river.csv,,,,,,,
10202,22202,,2,<60601;63282;60302;0;242031;0>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/river.csv,,,,,,,
10203,22203,,1,<50333;50062;52012;50602;50892;51292>,,,,,,0.8,0.5,1,1,1,1,stage/tower.csv,,,,,,,
10204,22203,,2,<61421;0;61421;60892;183001;60692>,<0;0;0;0;1;0>,TRUE,,,,0.88,1,1.1,1.1,1.1,1.1,stage/tower.csv,,,,,,,
10205,22204,,1,<50121;50552;50371;50102;50023;50331>,,,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10206,22204,,2,<72631;0;73302;70471;181081;70791>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.5,1,1,1,1,stage/s.csv,,,,,,,
10207,22205,,1,<52231;52482;52612;50061;71392;53352>,,,,,,0.8,0.5,1,1,1,1,stage/aml.csv,,,,,,,
10208,22205,,2,<60052;0;61241;63011;183661;60331>,<0;0;0;0;1;0>,TRUE,,,,0.88,1,1.1,1.1,1.1,1.1,stage/aml.csv,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
20001,30101,,1,<50093;0;53471;53282;60592;50081>,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,stage/city.csv,,,,,,,
20002,30101,,2,<60051;60592;60793;60302;260001;60482>,<0;0;0;0;1;0>,TRUE,,,,0.5,0.5,0.5,0.5,0.5,0.5,stage/city.csv,,,,,,,
20003,30102,,1,<60593;62012;60043;60792;63303;60792>,,,,,,0.6,0.7,0.7,0.7,0.7,0.7,stage/ty.csv,,,,,,,
20004,30102,,2,<63302;260002;60551;60601;260003;60592>,<0;0;0;0;1;0>,TRUE,,,,0.6,0.7,0.7,0.7,0.7,0.7,stage/ty.csv,<<1;30011>;<1;30012>>,,,,,,
20005,30201,,1,<50451;0;50391;50392;50013;50012>,,,,,,0.65,0.85,0.85,0.85,0.85,0.85,stage/sl.csv,,,,,,,
20006,30201,,2,<60002;60001;63302;61612;260004;60002>,<0;0;0;0;1;0>,TRUE,,,,0.65,0.85,0.85,0.85,0.85,0.85,stage/sl.csv,,,,,,,
20007,30202,,1,<50602;60891;50572;61292;61292;60263>,,,,,,0.7,1,1,1,1,1,stage/sss.csv,,,,,,,
20008,30202,,2,<260005;60053;70013;60731;260006;60741>,<0;0;0;0;1;0>,TRUE,,,,0.7,1,1,1,1,1,stage/sss.csv,<<1;30021>;<1;30022>;<1;30023>;<1;30024>;<1;30025>>,,,,,,
20009,30301,,1,<50012;0;51351;50592;50391;50691>,,,,,,0.7,1,1,1,1,1,stage/sg2.csv,,,,,,,
20010,30301,,2,<60133;60392;62271;62482;260007;60092>,<0;0;0;0;1;0>,TRUE,,,,0.7,1,1,1,1,1,stage/sg2.csv,,,,,,,
20011,30302,,1,<60101;60302;60022;60002;60602;61612>,,,,,,0.7,1,1,1,1,1,stage/sm.csv,,,,,,,
20012,30302,,2,<60552;70692;63471;72271;260008;71351>,<0;0;0;0;1;0>,TRUE,,,,0.7,1,1,1,1,1,stage/sm.csv,<<1;30031>>,,,,,,
20013,30401,,1,<53282;0;50022;50891;53472;53542>,,,,,,0.7,1,1,1,1,1,stage/city.csv,,,,,,,
20014,30401,,2,<60602;60552;60482;60262;260009;61422>,<0;0;0;0;1;0>,TRUE,,,,0.7,1,1,1,1,1,stage/city.csv,,,,,,,
20015,30402,,1,<60551;50043;60043;60691;61292;62482>,,,,,,0.7,1,1,1,1,1,stage/qf.csv,,,,,,,
20016,30402,,2,<70332;63302;70893;260022;260010;61351>,<0;0;0;0;1;0>,TRUE,,,,0.7,1,1,1,1,1,stage/qf.csv,<<1;30041>>,,,,,,
20017,30501,,1,<50331;0;50471;50092;50002;50272>,,,,,,0.7,1,1,1,1,1,stage/zl.csv,,,,,,,
20018,30501,,2,<60271;50071;62271;61351;260011;61422>,<0;0;0;0;1;0>,TRUE,,,,0.7,1,1,1,1,1,stage/zl.csv,,,,,,,
20019,30502,,1,<62482;50272;60552;63302;50632;60262>,,,,,,0.7,1,1,1,1,1,stage/lightred.csv,,,,,,,
20020,30502,,2,<60052;70001;60551;70132;260012;70301>,<0;0;0;0;1;0>,TRUE,,,,0.7,1,1,1,1,1,stage/lightred.csv,<<1;30051>>,,,,,,
20021,30601,,1,<52482;0;50592;50391;50893;50551>,,,,,,0.7,1,1,1,1,1,stage/beach.csv,,,,,,,
20022,30601,,2,<61422;60061;62012;61421;260013;60092>,<0;0;0;0;1;0>,TRUE,,,,0.7,1,1,1,1,1,stage/beach.csv,,,,,,,
20023,30602,,1,<50892;0;50053;50132;51172;53541>,,,,,,0.7,1,1,1,1,1,stage/s.csv,,,,,,,
20024,30602,,2,<61351;61292;60053;60001;260014;60262>,<0;0;0;0;1;0>,TRUE,,,,0.7,1,1,1,1,1,stage/s.csv,,,,,,,
20025,30603,,1,<60131;51351;63302;50271;60572;50272>,,,,,,0.7,1,1,1,1,1,stage/s.csv,,,,,,,
20026,30603,,2,<60013;71971;60793;61231;260015;60741>,<0;0;0;0;1;0>,TRUE,,,,0.7,1,1,1,1,1,stage/s.csv,<<1;30061>>,,,,,,
20027,30701,,1,<50603;0;53301;50692;53541;50101>,,,,,,0.7,1,1,1,1,1,stage/city.csv,,,,,,,
20028,30701,,2,<60551;61352;60043;60571;260016;60391>,<0;0;0;0;1;0>,TRUE,,,,0.7,1,1,1,1,1,stage/city.csv,,,,,,,
20029,30702,,1,<50601;0;50592;53542;50131;50261>,,,,,,0.7,1,1,1,1,1,stage/zl.csv,,,,,,,
20030,30702,,2,<60592;60043;60552;60011;260017;63291>,<0;0;0;0;1;0>,TRUE,,,,0.7,1,1,1,1,1,stage/zl.csv,,,,,,,
20031,30703,,1,<60792;50262;61353;50592;61293;50262>,,,,,,0.7,1,1,1,1,1,stage/city.csv,,,,,,,
20032,30703,,2,<60593;71303;61293;60263;260018;60393>,<0;0;0;0;1;0>,TRUE,,,,0.7,1,1,1,1,1,stage/city.csv,<<1;30071>>,,,,,,
20033,30801,,1,<50332;0;51292;50082;53281;50092>,,,,,,0.7,1,1,1,1,1,stage/city.csv,,,,,,,
20034,30801,,2,<50452;63291;50271;60011;260019;63283>,<0;0;0;0;1;0>,TRUE,,,,0.7,1,1,1,1,1,stage/city.csv,,,,,,,
20035,30802,,1,<50571;0;53542;50262;53303;50301>,,,,,,0.7,1,1,1,1,1,stage/sl.csv,,,,,,,
20036,30802,,2,<63301;50001;60592;60603;260020;60792>,<0;0;0;0;1;0>,TRUE,,,,0.7,1,1,1,1,1,stage/sl.csv,,,,,,,
20037,30803,,1,<61353;50771;60333;50082;60302;50132>,,,,,,0.7,1,1,1,1,1,stage/beach.csv,,,,,,,
20038,30803,,2,<60552;71313;60273;62233;260021;60333>,<0;0;0;0;1;0>,TRUE,,,,0.7,1,1,1,1,1,stage/beach.csv,<<1;30081>>,,,,,,
20039,30901,,1,<50792;0;50792;50071;50062;50071>,,TRUE,,,,0.7,1,1,1,1,1,stage/river.csv,,,,,,,
20040,30901,,2,<53301;60133;53301;62482;260023;62482>,<0;0;0;0;1;0>,,,,,0.7,1,1,1,1,1,stage/river.csv,,,,,,,
20041,30902,,1,<50592;0;50592;50101;50302;50101>,,TRUE,,,,0.7,1,1,1,1,1,stage/city.csv,,,,,,,
20042,30902,,2,<60472;0;60472;63472;260024;63472>,<0;0;0;0;1;0>,,,,,0.7,1,1,1,1,1,stage/city.csv,,,,,,,
20043,30903,,1,<60691;53541;62012;50691;63541;52012>,,TRUE,,,,0.7,1,1,1,1,1,stage/bkgd.csv,,,,,,,
20044,30903,,2,<61353;0;60482;260026;260025;60482>,<0;0;0;0;1;0>,,,,,0.7,1,1,1,1,1,stage/bkgd.csv,<<1;30091>;<1;30092>>,,,,,,
20045,31001,,1,<50012;0;50012;50302;50302;50302>,,TRUE,,,,0.7,1,1,1,1,1,stage/s.csv,,,,,,,
20046,31001,,2,<53302;60062;53302;0;260027;0>,<0;0;0;0;1;0>,,,,,0.7,1,1,1,1,1,stage/s.csv,,,,,,,
20047,31002,,1,<50332;0;50332;51612;52271;51612>,,TRUE,,,,0.7,1,1,1,1,1,stage/sm.csv,,,,,,,
20048,31002,,2,<61612;50053;61612;60053;260028;60053>,<0;0;0;0;1;0>,,,,,0.7,1,1,1,1,1,stage/sm.csv,,,,,,,
20049,31003,,1,<60081;50061;60081;50061;60271;50061>,,TRUE,,,,0.7,1,1,1,1,1,stage/zz.csv,,,,,,,
20050,31003,,2,<61172;0;61172;62012;260029;62012>,<0;0;0;0;1;0>,,,,,0.7,1,1,1,1,1,stage/zz.csv,<<1;30101>>,,,,,,
20051,31101,,1,<52011;0;50071;52011;60551;50071>,,TRUE,,,,0.7,1,1,1,1,1,stage/zz.csv,,,,,,,
20052,31101,,2,<60603;0;60392;60603;260030;60392>,<0;0;0;0;1;0>,TRUE,,,,0.7,1,1,1,1,1,stage/zz.csv,,,,,,,
20053,31102,,1,<51292;50262;51292;52481;62481;52481>,,,,,,0.7,1,1,1,1,1,stage/aml.csv,,,,,,,
20054,31102,,2,<62012;60262;62012;0;260031;0>,<0;0;0;0;1;0>,TRUE,,,,0.7,1,1,1,1,1,stage/aml.csv,,,,,,,
20055,31103,,1,<60392;50392;60392;60101;62012;60101>,,,,,,0.7,1,1,1,1,1,stage/beach.csv,,,,,,,
20056,31103,,2,<60262;60272;60262;63472;260032;63472>,<0;0;0;0;1;0>,TRUE,,,,0.7,1,1,1,1,1,stage/beach.csv,,,,,,,
20057,31104,,1,<60551;63281;60551;63281;60021;63281>,,,,,,0.7,1,1,1,1,1,stage/sl.csv,,,,,,,
20058,31104,,2,<60133;0;60133;73542;260033;73542>,<0;0;0;0;1;0>,TRUE,,,,0.7,1,1,1,1,1,stage/sl.csv,<<1;30111>>,,,,,,
20059,31201,,1,<52271;0;50601;52271;60002;50601>,,,,,,0.7,1,1,1,1,1,stage/s.csv,,,,,,,
20060,31201,,2,<60393;0;60602;60393;260034;60602>,<0;0;0;0;1;0>,TRUE,,,,0.7,1,1,1,1,1,stage/s.csv,,,,,,,
20061,31202,,1,<63541;60081;63541;63302;0;63302>,,,,,,0.7,1,1,1,1,1,stage/river.csv,,,,,,,
20062,31202,,2,<61252;60602;61252;0;260035;0>,<0;0;0;0;1;0>,TRUE,,,,0.7,1,1,1,1,1,stage/river.csv,,,,,,,
20063,31203,,1,<60001;50001;60001;63282;60452;63282>,,,,,,0.7,1,1,1,1,1,stage/tower.csv,,,,,,,
20064,31203,,2,<60331;60331;60331;60692;260036;60692>,<0;0;0;0;1;0>,TRUE,,,,0.7,1,1,1,1,1,stage/tower.csv,,,,,,,
