变量名,fmt,fmt_tw,fmt_en,fmt_vn,fmt_kr
48002,"When the total daily activity points has reached 20, 40, 60, 80 or 100, trainers can claim rewards from the activity chests.",當每日活躍度累積達到20、40、60、80、100時，可以領取活躍度累計寶箱中的獎勵。,"When the total daily activity points has reached 20, 40, 60, 80 or 100, trainers can claim rewards from the activity chests.",,"""당일 활약도가 누적 20, 40, 60, 80, 100이 되면 활약도 누적 보물상자를 수령할 수 있습니다."""
48003,"Certain activity quests, such as total online duration and energy usage, can be completed in stages, and each stage will provide activity points of that stage.",部分如累計線上、消耗體力等的活躍度任務，可以分階段完成，每個階段都能獲得該階段的活躍度。,"Certain activity quests, such as total online duration and energy usage, can be completed in stages, and each stage will provide activity points of that stage.",,"""누적 로그인, 체력 소모 등 일부 활약도 퀘스트는 단계를 나누어 완료할 수 있으며, 각 단계별로 활약도를 모두 획득할 수 있습니다."""
,,,,,
,,,,,
49001,"1. You get 10 points each time you draw a time-limited chest. The number of points determines your ranking. When the number of points are the same, the player who attains the points first will be ranked higher.",1.在限時寶箱裡每抽取一次寶箱，可獲得10積分，積分高低決定排行榜排名先後，積分相同時，先達到該積分的玩家排名靠前,"1. You get 10 points each time you draw a time-limited chest. The number of points determines your ranking. When the number of points are the same, the player who attains the points first will be ranked higher.",,"""1. 한정 보물상자를 한 번 뽑을 때마다 10포인트를 획득하며, 포인트가 높을수록 순위가 높아집니다. 포인트가 동일할 경우 먼저 달성한 유저의 순위가 더 높습니다."""
49002,"2. In this event, you will get awakening metals and universal shard chest for every 10 consecutive equipment chest drawn (the awakening shard is excluded)",2.在本活動中，每抽取十次裝備寶箱必得覺醒合金和萬能碎片寶箱(不產出覺醒碎片),"2. In this event, you will get awakening metals and universal shard chest for every 10 consecutive equipment chest drawn (the awakening shard is excluded)",,2. 본 이벤트에서 장비 보물상자를 10회 뽑을 때마다 반드시 각성 메탈과 만능 조각 보물상자를 획득합니다(각성 조각 제외).
49003,"3. The event ends at 21:30 on the last day. When it ends, trainers cannot draw prizes anymore and rewards for the top 30 trainers will be given via mail",3.活動結束時間為最後一天的21:30，活動結束後，無法再進行抽獎，前30名獎勵將通過郵件發放,"3. The event ends at 21:30 on the last day. When it ends, trainers cannot draw prizes anymore and rewards for the top 30 trainers will be given via mail",,"""3. 이벤트 종료 시간은 마지막 날의 21:30이며, 이벤트 종료 후에는 뽑기를 진행할 수 없습니다. 상위 30위 보상은 우편을 통해 지급됩니다."""
49004,4. 7000 points are needed to get the Rank 1 reward,4.第1名的排行獎勵需要達到7000積分,4. 7000 points are needed to get the Rank 1 reward,,4. 1위 순위 보상은 7000포인트를 달성해야 합니다.
49005,5. 2 points is required to get ranking rewards for rank No. 3-5000,5.2-3名的排名獎勵需要達到5000積分,5. 2 points is required to get ranking rewards for rank No. 3-5000,,5. 2~3위 순위 보상은 5000포인트를 달성해야 합니다.
49006,6. 4 points is required to get ranking rewards for rank No. 6-3500,6.4-6名的排名獎勵需要達到3500積分,6. 4 points is required to get ranking rewards for rank No. 6-3500,,6. 4~6위 순위 보상은 3500포인트를 달성해야 합니다.
49007,7. 7 points is required to get ranking rewards for rank No. 10-2000,7.7-10名的排名獎勵需要達到2000積分,7. 7 points is required to get ranking rewards for rank No. 10-2000,,7. 7~10위 순위 보상은 2000포인트를 달성해야 합니다.
49008,8. 11 points is required to get ranking rewards for rank No. 20-1000,8.11-20名的排名獎勵需要達到1000積分,8. 11 points is required to get ranking rewards for rank No. 20-1000,,8. 11~20위 순위 보상은 1000포인트를 달성해야 합니다.
49009,"9. If you do not meet the point requirement for the event, you can only receive rewards corresponding to the number of points you earn",9.若未達到活動對應積分需求，只能領取自身積分對應獎勵,"9. If you do not meet the point requirement for the event, you can only receive rewards corresponding to the number of points you earn",,"""9. 이벤트 포인트 조건을 달성하지 못한 경우, 자신의 포인트에 해당하는 보상만 수령할 수 있습니다."""
,,,,,
50001,"1. During the event period, for every ￥6 purchased, you get a hammer for cracking the Golden Egg. You can only get up to 10 hammers a day.",1.活動期間，每累計儲值6元，可獲得一個砸金蛋的錘子。每天最多能獲得10個錘子。,"1. During the event period, for every ￥6 purchased, you get a hammer for cracking the Golden Egg. You can only get up to 10 hammers a day.",,1. 이벤트 기간 동안 누적 6원을 충전할 때마다 황금알을 깨는 망치를 획득할 수 있습니다. 망치는 매일 최대 10개까지 획득할 수 있습니다.
50002,"2. The steps for cracking golden eggs: If you have a hammer, tap on the golden egg of your choice with it to get a reward.",2.擁有錘子的情況下，點擊您喜歡的金蛋，即可獲取獎勵。,"2. The steps for cracking golden eggs: If you have a hammer, tap on the golden egg of your choice with it to get a reward.",,"""2. 황금알을 깨는 방법은 다음과 같습니다. 망치를 보유 중일 경우, 원하는 황금알을 터치하면 즉시 보상을 획득할 수 있습니다."""
50003,"3. 1 hammer and XXXX currency are needed each time you smash a golden egg (read quantity and coins configuration). Each time you smash an egg, you have a chance to get 3x, 6x, and 10x the reward.",3.每砸一次金蛋，消耗1個錘子和XXXX貨幣（數量和貨幣讀取配置）。每次砸蛋有幾率獲取3倍、6倍、10倍的翻倍獎勵。,"3. 1 hammer and XXXX currency are needed each time you smash a golden egg (read quantity and coins configuration). Each time you smash an egg, you have a chance to get 3x, 6x, and 10x the reward.",,"""3. 황금알을 하나 깰 때마다 망치 1개와 XXXX 화폐를 소모합니다(수량 및 화폐는 설정 참조). 매회 황금알을 깰 때마다 일정 확률로 3배, 6배, 10배 보상을 획득할 수 있습니다."""
50004,"4. When you hit 10x Jackpot, it will immediately reset to 3 golden eggs. Otherwise, you can continue to smash the remaining golden eggs until you hit a prize.",4.當砸中10倍大獎時，會立即重置為3個金蛋，若未砸中，可繼續砸剩餘的金蛋直至砸中。,"4. When you hit 10x Jackpot, it will immediately reset to 3 golden eggs. Otherwise, you can continue to smash the remaining golden eggs until you hit a prize.",,"""4. 10배 보상에 당첨된 경우, 즉시 3개의 황금알이 초기화되며, 당첨되지 않은 경우 계속해서 나머지 황금알을 깰 수 있습니다."""
50005,"5. If you're lucky, you will be able to hit the 10x Jackpot on your first try; otherwise, 10x rewards will still be guaranteed on your third try.",5.如果運氣好，第一次就能砸出10倍大獎；如果運氣欠佳，3次砸完也必定會出10倍獎勵。,"5. If you're lucky, you will be able to hit the 10x Jackpot on your first try; otherwise, 10x rewards will still be guaranteed on your third try.",,"""5. 운이 좋다면 첫 알에서 10배 보상을 획득할 수 있으며, 운이 좋지 않더라도 3회 모두 깬 후에는 반드시 10배 보상이 발생합니다."""
,,,,,
,,,,,
51001,"1. The limited-time Boss event is an event where trainers get three attempts to challenge the Boss daily. The attempts will reset at 05:00 daily. If they are all used up, diamonds can be spent to purchase for more attempts.",1.限時BOSS活動為限時活動，活動期間每天有3次挑戰BOSS的機會，次數用完後，可花費鑽石購買次數，挑戰次數每天淩晨5點重置；,"1. The limited-time Boss event is an event where trainers get three attempts to challenge the Boss daily. The attempts will reset at 05:00 daily. If they are all used up, diamonds can be spent to purchase for more attempts.",,"""1. 한정 보스 이벤트는 매일 3회의 도전 기회가 주어지며, 횟수를 모두 사용하면 다이아를 소모해 횟수를 구매할 수 있습니다. 도전 횟수는 매일 0시에 초기화됩니다."""
51002,2. The ranking will record the trainer's highest single damage dealt and not the total damage dealt;,2.排行榜會記錄玩家的單次最高傷害，而非總傷害；,2. The ranking will record the trainer's highest single damage dealt and not the total damage dealt;,,"""2. 순위에는 유저의 단일 최고 피해가 기록되며, 총 피해가 아닙니다."""
51003,3. Each challenge will give a certain amount of coins and item rewards;,3.每次挑戰會獲得一定的金幣和道具獎勵；,3. Each challenge will give a certain amount of coins and item rewards;,,3. 매회 도전 시 일정 수량의 코인과 아이템 보상을 획득할 수 있습니다.
51004,"4. During event period, the leaderboard will reset every day at 05:00, and ranking rewards will be given according to the damage ranking;",4.活動開放期間，每天淩晨5點會重置排行榜，並根據傷害排行發放排行獎勵；,"4. During event period, the leaderboard will reset every day at 05:00, and ranking rewards will be given according to the damage ranking;",,"""4. 이벤트 개방 중 매일 오전 0시에 순위가 초기화되며, 피해 순위에 따라 순위 보상을 지급합니다."""
51005,5. The time-limited Boss has various types and characteristics. Please read the information of the Boss carefully before challenging.,5.限時BOSS有各種各樣的屬性特點，挑戰前還請仔細閱讀BOSS介紹。,5. The time-limited Boss has various types and characteristics. Please read the information of the Boss carefully before challenging.,,"""5. 한정 보스는 각종 타입 특성을 지니며, 도전하기 전 보스의 설명을 확인하는 것이 좋습니다."""
51006,6. It is recommended to turn on the zoom in function in the system settings when challenging the time-limited BOSS - Omnimon,6.挑戰限時BOSS-奧米加獸時建議開啟系統設置中的鏡頭拉伸功能,"6. It is recommended to turn on the zoom in function in the system settings when challenging the time-limited BOSS - Omnimon ",,6. 한정 보스-오메가몬에게 도전할 때는 시스템 설정에서 카메라 줌 기능을 실행하는 것이 좋습니다.
