变量名,name,languages,drawlanguages,name_tw,name_en,name_vn,name_kr,cardMarkID,cardType,atkType,develop,branch,branchType,megaIndex,canDevelop,developType,_zawakeID,zawakeID,zawakeFragID,maleRate,gender,chaRnd,chaRecom,nValueRnd,specValue,fightingWeight,starTypeID,advanceTypeID,feelType,feelItems,advanceMax,advanceLevelReq,levelExpID,unitID,levelMax,skinSkillMap,innateSkillID,skillList,starSkillSeqID,starSkillMaxLevel,equipsList,fragID,fragNumType,star,effect,starEffectIndex,abilitySeqID,effortSeqID,gemPosSeqID,gemQualitySeqID,fetterList,townSkill,energy,energyCorrection,introduction,introduction_tw,introduction_en,introduction_vn,introduction_kr,location,location_tw,location_en,location_vn,location_kr
,Slowpoke,,,呆呆獸,Slowpoke,404404,야돈,321,,,1,,,,TRUE,,,,,5000,,1,<7;8;9;12>,1,<90;15;65;65;40;40;315>,1,3,11,3,<621;622;623;602;603>,,,3,321,,,3213,<3211;3212;3213;3216;61101;61102>,321,,<11023;11123;11223;11323;>,20321,3,3,{drawcard=huang_effect_loop},321,,3,3,3,,,,,"SlowPoké, the Dopey Pokémon. No one can tell what a SlowPoké is thinking, if it ever does think. Its specialty is fishing with its tail.",呆呆獸，憨憨寶可夢。隨時都在發呆，讓人搞不清它在想什麼。專長是用尾巴當餌來釣魚。,"SlowPoké, the Dopey Pokémon. No one can tell what a SlowPoké is thinking, if it ever does think. Its specialty is fishing with its tail.","Slowpoke, Dopey Pokémon. Bất cứ lúc nào cũng có thể choáng váng, luôn khiến mọi người tự hỏi nó đang nghĩ gì, đặc biệt dùng đuôi của bản thân để làm mồi câu cá.","""야돈, 얼간이 포켓몬, 항상 멍하니 있어서 무슨 생각을 하고 있는지 알 수 없다. 꼬리로 먹이를 낚는 것이 특기다.""",,,,,
,Slowbro,,,呆殼獸,Slowbro,404404,야도란,321,,,2,1,,,TRUE,,,,,5000,,1,<18;20;15;14>,1,<95;30;75;110;100;80;490>,1,3,11,3,<621;622;623;602;603>,,,3,322,,,3223,<3221;3222;3223;3226;61101;61102>,321,,<11023;11123;11223;11323;>,20321,3,3,{drawcard=huang_effect_loop},321,,3,3,3,,,,,"Slowbro, the Hermit Crab Pokémon. Slowbro are able to use powerful Psychic attacks, but generally prefers to avoid conflict.",呆殼獸，寄居蟹寶可夢。會使用強大的超能力絕招。可是平常都呆呆的，不喜歡與人爭執。,"Slowbro, the Hermit Crab Pokémon. Slowbro are able to use powerful Psychic attacks, but generally prefers to avoid conflict.","Slowbro, Hermit Crab Pokémon. Biết sử dụng các tuyệt chiêu về siêu năng lực, nhưng bình thường trông hơi khờ, không thích tranh giành với mọi người.","""야도란, 기생 포켓몬, 강력한 초능력 기술을 사용한다. 하지만 평소에는 멍하니 있으며, 남과 다투는 것을 좋아하지 않는다.""",,,,,
,Slowking,,,呆呆王,Slowking,404404,야도킹,321,,,2,2,,,TRUE,,,,,5000,,1,<22;24;18;20>,1,<95;30;75;80;100;110;490>,1,3,11,3,<621;622;623;602;603>,,,3,323,,,3233,<3231;3232;3233;3236;61101;61102>,321,,<11023;11123;11223;11323;>,20321,3,3,{drawcard=huang_effect_loop},321,,3,3,3,,,,,"Slowking, the Royal Pokémon. It has tremendous intelligence and intuition. No matter what the situation, it stays calm and collected.",呆呆王，王者寶可夢，擁有驚人的智慧和靈感，任何時刻都不慌不忙悠閒自在,"Slowking, the Royal Pokémon. It has tremendous intelligence and intuition. No matter what the situation, it stays calm and collected.","Slowking, Royal Pokémon. Có một trí tuệ và bản lĩnh tuyệt vời, luôn luôn thoải mái và không lúc nào biết sợ.","""야도킹, 임금 포켓몬, 놀라운 지혜와 영감을 가지고 있으며, 어떤 때라도 당황하지 않고 느긋하다.""",,,,,
,Mega Slowbro,<cn>,,超級呆殼獸,Mega Slowbro,404404,메가야도란,321,,,3,1,,,TRUE,,,,,5000,,1,<18;20;15;14>,2,<95;30;75;180;130;80;590>,1,3,11,3,<621;622;623;602;603>,,,3,324,,,3243,<3241;3242;3243;3246;61101;61102>,321,,<11023;11123;11223;11323;>,20321,3,3,{drawcard=huang_effect_loop},321,,3,3,3,,,,,,,,,,,,,,
331,Magnemite,,,小磁怪,Magnemite,404404,코일,331,,<8>,1,,,,TRUE,,331,331,50331,5000,0,1,<18;20;15;14>,1,<25;45;35;70;95;55;325>,1,3,11,3,<612;613;614;602;603>,,,3,331,,,3313,<3311;3312;3313;3316;61101;61102>,331,,<11053;11153;11253;11353;>,20331,3,3,{drawcard=huang_effect_loop},331,4,3,3,3,<3311;3312;3313;3314>,,,,"Magnemite, a Magnet Pokémon. It attaches itself to power lines to feed on electricity. If your house has a power outage, check your circuit breakers. You may find a large number of this Pokémon clinging to the breaker box.",小磁怪，磁鐵寶可夢。會吸附在電線上以電力為食，如果停電了就調查一下電閘吧；可能是因為上面吸附著密密麻麻的小磁怪。,"Magnemite, a Magnet Pokémon. It attaches itself to power lines to feed on electricity. If your house has a power outage, check your circuit breakers. You may find a large number of this Pokémon clinging to the breaker box.","Magnemite, Magnet Pokémon. Thức ăn là điện nên thường ở những nơi có đường truyền điện. Nếu như mất điện thì hãy thử kiểm tra xem, có thể do nó đấy.","""코일, 자석 포켓몬, 전선에 붙어 전기를 먹는다. 정전이 되었다면 누전차단기를 살펴보자. 코일이 빽빽하게 붙어 있을지도 모른다.""",Self-desteuction bomb,自爆炸彈,Self-desteuction bomb,Bom Tự Nổ,자폭 폭탄
332,Magneton,,,三合一磁怪,Magneton,404404,레어코일,331,,<8>,2,,,,TRUE,,331,331,50331,5000,0,1,<18;20;15;14>,1,<50;70;60;95;120;70;465>,1,3,11,3,<612;613;614;602;603>,,,3,332,,,3323,<3321;3322;3323;3326;61101;61102>,331,,<11053;11153;11253;11353;>,20331,3,3,{drawcard=huang_effect_loop},331,4,3,3,3,<3311;3312;3313;3314>,,,,"Magneton, a Magnet Pokémon. The evolved form of Magnemite. Its anti-gravitational powers allow it to float, and it can emit powerful magnetic and electric fields.",三合一磁怪，磁鐵寶可夢。是小磁怪的進化形。浮在空中，會發出強力的磁力線和高壓電。,"Magneton, a Magnet Pokémon. The evolved form of Magnemite. Its anti-gravitational powers allow it to float, and it can emit powerful magnetic and electric fields.","Magneton, Magnet Pokémon. Dạng tiến hóa của Magnemite, trong không trung phát ra từ tính và điện cao thế.","""레어코일, 자석 포켓몬, 코일의 진화형이다. 공중에 떠 다니며, 강력한 자기장과 고전압을 내뿜는다.""",Self-desteuction bomb,自爆炸彈,Self-desteuction bomb,Bom Tự Nổ,자폭 폭탄
333,Magnezone,,,自爆磁怪,Magnezone,404404,자포코일,331,,<8>,3,,,,TRUE,,331,331,50331,5000,0,1,<18;20;15;14>,1,<70;60;70;115;130;90;535>,1,3,11,3,<612;613;614;602;603>,,,3,333,,,3333,<3331;3332;3333;3336;61101;61102>,331,,<11053;11153;11253;11353;>,20331,3,3,{drawcard=huang_effect_loop},331,4,3,3,3,<3311;3312;3313;3314>,,,,"Magnezone, a Magnet Pokémon. It evolved from exposure to a special magnetic field. Three units generate magnetism.",自爆磁怪，磁鐵寶可夢。由受到特殊磁場影響的三合一磁怪進化而來。從３個組件中放出磁力。,"Magnezone, a Magnet Pokémon. It evolved from exposure to a special magnetic field. Three units generate magnetism.","Magnezone, Magnet Pokémon. Từ Magneton tiến hóa thành do chịu ảnh hưởng đặc biệt của từ trường, có thể phát ra lực từ.","""자포코일, 자기장 포켓몬, 특수한 자기장의 영향으로 레어코일이 진화했다. 3개의 유닛에서 자력을 방출한다.""",Self-desteuction bomb,自爆炸彈,Self-desteuction bomb,Bom Tự Nổ,자폭 폭탄
341,Farfetch'd,<cn;kr;en;tw>,,大蔥鴨,Farfetch'd,404404,파오리,341,,<7>,1,,,,TRUE,,341,341,50341,5000,,1,<8;9;13;12>,1,<52;60;90;55;58;62;377>,1,2,11,2,<606;607;608;602;603>,,,2,341,,,3413,<3411;3412;3413;3416;61101;61102>,341,,<11011;11111;11211;11311;>,20341,2,2,,341,16,2,2,2,<3411;3412;3413>,,,,"Farfetch'd, a Wild Duck Pokémon. Farfetch'd makes a delicious meal, especially when cooked with leek. Because of this, Farfetch'd is nearly extinct.",大蔥鴨，鴨鴨寶可夢，因為和特定的植物一起吃的話，味道極為鮮美，因此數量變得極少，是珍貴的寶可夢。,"Farfetch'd, a Wild Duck Pokémon. Farfetch'd makes a delicious meal, especially when cooked with leek. Because of this, Farfetch'd is nearly extinct.","Farfetch'd, Wild Duck Pokémon. Vì khi ăn kèm với một loại thực vật thì rất ngon miệng mà số lượng loài này suy giảm đáng kể. Đây là một loài Pokémon quý hiếm.","""파오리, 청둥오리 포켓몬, 특정 식물과 함께 먹으면 매우 맛이 있기 때문에, 개체수가 무척 줄어든 희귀한 포켓몬이다.""",Sweet Meat,肉質鮮美,Sweet Meat,404404,맛있는 육질
351,Doduo,,,嘟嘟,Doduo,404404,두두,351,,<7>,1,,,,TRUE,,351,,50351,5000,,1,<7;8;9;12>,1,<35;75;85;45;35;35;310>,1,1,1,1,<606;607;608;602;603>,,,1,351,,,3513,<3511;3512;3513;3516;61101;61102>,351,,<11011;11111;11211;11311;>,20351,1,2,,351,11,1,1,1,<3511;3512;3513>,,,,"Doduo, the Twin Bird Pokémon. It runs faster than it can fly.",嘟嘟，兩頭鳥寶可夢。跑得比飛得還快。,"Doduo, the Twin Bird Pokémon. It runs faster than it can fly.","Doduo, Twin Bird Pokémon. Chạy còn nhanh hơn là bay.","""두두, 쌍둥이새 포켓몬, 달리는 것이 나는 것보다 빠르다.""",Damage based on appearance,看臉輸出,Damage based on appearance,Sát Thương Ngẫu Nhiên,운빨 공격
352,Dodrio,,,嘟嘟利,Dodrio,404404,두트리오,351,,<7>,2,,,,TRUE,,351,,50351,5000,,1,<7;8;9;12>,1,<60;110;110;70;60;60;470>,1,1,1,1,<606;607;608;602;603>,,,1,352,,,3523,<3521;3522;3523;3526;61101;61102>,351,,<11011;11111;11211;11311;>,20351,1,2,,351,11,1,1,1,<3511;3512;3513>,,,,"Dodrio, a three-headed Bird Pokémon that can run faster than it can fly. Its three heads represent joy, sorrow, and anger.",嘟嘟利，是三頭鳥寶可夢。擅長的能力是奔跑而不是飛翔。三隻頭各表達高興、悲傷和憤怒的情緒。,"Dodrio, a three-headed Bird Pokémon that can run faster than it can fly. Its three heads represent joy, sorrow, and anger.","Dodrio, Triple Bird Pokémon. Sở trường là chạy chứ không phải bay. Có 3 đầu thể hiện cảm xúc:  Vui vẻ, Buồn đau, Giận dữ.","""두트리오, 세쌍둥이 포켓몬, 특기는 비행이 아닌 질주로, 3개의 머리는 기쁨, 슬픔, 분노의 감정을 나타낸다.""",Damage based on appearance,看臉輸出,Damage based on appearance,Sát Thương Ngẫu Nhiên,운빨 공격
,Seel,,,小海獅,Seel,404404,쥬쥬,361,,,1,,,,TRUE,,,,,5000,,1,<24;23;14;16>,1,<65;45;45;55;45;70;325>,1,2,11,2,<621;622;623;602;603>,,,2,361,,,3613,<3611;3612;3613;3616;61101;61102>,361,,<11022;11122;11222;11322;>,20361,2,2,{drawcard=huang_effect_loop},361,,2,2,2,,,,,"Although it can't walk well on land, it is a graceful swimmer. It especially loves being in frigid seas. Covered with light blue fur, its hide is thick and tough. It is active in bitter cold of minus 40 degrees Fahrenheit.",雖然在陸地上行動不方便，但只要進到冰冷的海水裡就會很有精神。毛皮非常厚實，在零下40度的寒冷海水中也能生活。,"Although it can't walk well on land, it is a graceful swimmer. It especially loves being in frigid seas. Covered with light blue fur, its hide is thick and tough. It is active in bitter cold of minus 40 degrees Fahrenheit.",Mặc dù không giỏi di chuyển trên đất liền nhưng một khi ở trong vùng nước băng giá thì sẽ trở nên cực kì mạnh. Bộ lông rất dày giúp chúng có thể sống ở nơi có nhiệt độ -40 độ C.,"""지상에서는 잘 움직일 수 없지만, 차가운 바다에 들어가면 기운이 넘치게 된다. 피부가 무척 두껍고 튼튼해서, 영하 40도의 바닷물에서도 생활할 수 있다.""",,,,,
,Dewgong,,,白海獅,Dewgong,404404,쥬레곤,361,,,2,,,,TRUE,,,,,5000,,1,<24;23;14;16>,1,<90;70;70;80;70;95;475>,1,2,11,2,<621;622;623;602;603>,,,2,362,,,3623,<3621;3622;3623;3626;61101;61102>,361,,<11022;11122;11222;11322;>,20361,2,2,{drawcard=huang_effect_loop},361,,2,2,2,,,,,"Dewgong, the Sea Lion Pokémon. The evolved form of Seel. It can easily resist extreme cold.",白海獅，海獅寶可夢。是小海獅的進化形。是非常耐寒的寶可夢。,"Dewgong, the Sea Lion Pokémon. The evolved form of Seel. It can easily resist extreme cold.","Dewgong, Sea Lion Pokémon. Dạng tiến hóa của Seel, là Pokémon chịu lạnh cực tốt.","""쥬레곤, 강치 포켓몬, 쥬쥬의 진화형으로, 추위에 대한 저항력이 매우 높은 포켓몬이다.""",,,,,
371,Grimer,,,臭泥,Grimer,404404,질퍽이,371,,<7>,1,,,,TRUE,,371,371,50371,5000,,1,<11;12;15;16>,1,<80;25;80;50;40;50;325>,1,2,11,2,<621;622;623;602;603>,,,2,371,,,3713,<3711;3712;3713;3716;61151;61152>,371,,<11022;11122;11222;11322;>,20371,2,2,,371,19,2,2,2,<3711;3712;3713>,,,,"Muk, the Sludge Pokémon. An expert in making Sludge attack.",臭泥寶可夢，屬於從臭泥漿中出生的寶可夢。擅長的絕技是臭泥攻擊。,"Muk, the Sludge Pokémon. An expert in making Sludge attack.","Grimer, Pokémon được sinh ra từ bùn lầy. Tuyệt chiêu là tỏa ra mùi hôi thối.","""질퍽이, 진흙 포켓몬, 진흙에서 탄생한 포켓몬이며, 적에게 오물 공격을 가한다.""",Debuff support: Reduces DEF when poisoned,減益輔助：中毒減防,Debuff support: Reduces DEF when poisoned,Phụ Trợ Giảm Lợi: giảm phòng trúng độc,스탯 감소 서포트: 맹독 방어 감소
372,Muk,,,臭臭泥,Muk,404404,질뻐기,371,,<7>,2,,,,TRUE,,371,371,50371,5000,,1,<24;25;11;12>,1,<105;50;105;75;65;100;500>,1,2,11,2,<621;622;623;602;603>,,,2,372,,,3723,<3721;3722;3723;3726;61151;61152>,371,,<11022;11122;11222;11322;>,20371,2,2,,371,19,2,2,2,<3711;3712;3713>,,,,"Muk, Grimer's evolved form. Use extreme caution, as its slimy form contains poison.",臭臭泥，臭泥的進化形。身上所帶的泥巴含有毒素，必需小心。,"Muk, Grimer's evolved form. Use extreme caution, as its slimy form contains poison.","Muk, dạng tiến hóa của Grimer. Toàn thân đều là bùn có độc, phải thận trọng.","""질뻐기, 질퍽이의 진화형이다. 몸에 진흙은 맹독을 지니고 있어 조심해야 한다.""",Debuff support: Reduces DEF when poisoned,減益輔助：中毒減防,Debuff support: Reduces DEF when poisoned,Phụ Trợ Giảm Lợi: giảm phòng trúng độc,스탯 감소 서포트: 맹독 방어 감소
381,Shellder,<cn>,,大舌貝,Shellder,404404,셀러,381,,<8>,1,,,,TRUE,,381,,50381,5000,,1,<15;16;11;12>,1,<30;40;65;100;45;25;305>,1,3,11,3,<621;622;623;602;603>,,,3,381,,,3813,<3811;3812;3813;3816;61151;61152>,381,,<11023;11123;11223;11323;>,20381,3,3,{drawcard=huang_effect_loop},381,2,3,3,3,<3811;3812;3813;3814>,,,,"After attaching itself to the SlowPoké's tail, the two undergo a metamorphosis and together evolve into Slowbro.",堅硬的殼能反彈任何攻擊。殼打開時，如果裡面的部分受到攻擊，就會變得很脆弱。咬住呆呆獸尾巴時會與它合進化為呆殼獸。,"After attaching itself to the SlowPoké's tail, the two undergo a metamorphosis and together evolve into Slowbro.",Slowpoke khi bị căn vào đuôi sẽ tiến hóa thành Slowbro.,야돈의 꼬리를 물면 녀석을 야도란으로 진화시킨다.,,寒冰陷阱&刺甲反傷,,,
382,Cloyster,<cn>,,刺甲貝,Cloyster,404404,파르셀,381,,<8>,2,,,,TRUE,,381,,50381,5000,,1,<15;16;11;12>,1,<50;70;95;180;85;45;525>,1,3,11,3,<621;622;623;602;603>,,,3,382,,,3823,<3821;3822;3823;3826;61151;61152>,381,,<11023;11123;11223;11323;>,20381,3,3,{drawcard=huang_effect_loop},381,2,3,3,3,<3811;3812;3813;3814>,,,,"Cloyster, a Bivalve Pokémon. Its shell is incredibly strong and resistant to a bomb. Its shell only opens when it attacks.",刺甲貝，雙殼寶可夢。外殼非常堅硬，用凝固汽油彈攻擊也無法破壞，只有在發動攻擊時才會打開外殼。,"Cloyster, a Bivalve Pokémon. Its shell is incredibly strong and resistant to a bomb. Its shell only opens when it attacks.","Cloyster, Bivalve Pokémon. Có lớp vỏ cực kì rắn chắc, chỉ được mở ra khi tấn công.","""파르셀, 두조개 포켓몬, 껍데기가 상당히 단단해서, 네이팜탄을 사용해도 부술 수 없다. 공격할 때만 껍데기를 연다.""",,寒冰陷阱&刺甲反傷,,,
391,Gastly,,,鬼斯,Gastly,404404,고오스,391,,<8>,1,,,,TRUE,,391,391,50391,5000,,1,<6;7;18;19>,1,<30;80;35;30;100;35;310>,1,3,11,3,<621;622;623;602;603>,,,3,391,,,3913,<3911;3912;3913;3916;61101;61102>,391,,<11023;11123;11223;11323;>,20391,3,3,{drawcard=huang_effect_loop},391,103,3,3,3,<3911;3912;3913;3914>,,,,"Gastly, the Gas Pokémon. Its body is made of gas. Some believe this Pokémon is a multidimensional being.",鬼斯，氣體寶可夢。身體由薄薄的氣體狀物質所形成，有人說他是超次元的生命體。,"Gastly, the Gas Pokémon. Its body is made of gas. Some believe this Pokémon is a multidimensional being.","Gastly, Gas Pokémon. Cơ thể được tạo thành nhờ một làn khí mỏng. Có người nói rằng nó là một vât thể sống có kích thước lớn.","""고오스, 가스 포켓몬, 옅은 가스 같은 몸으로 이루어져 있으며, 초차원의 생명체라고도 한다.""",Dealing strong yet soft status condition: AOE flinch,強力軟控：群體恐懼,Dealing strong yet soft status condition: AOE flinch,Khống Chế Mạnh: sợ hãi quần thể,강력한 약한 제어: 단체 공포
392,Haunter,,,鬼斯通,Haunter,404404,고우스트,391,,<8>,2,,,,TRUE,,391,391,50391,5000,,1,<6;7;18;19>,1,<45;95;50;45;115;55;405>,1,3,11,3,<621;622;623;602;603>,,,3,392,,,3923,<3921;3922;3923;3926;61101;61102>,391,,<11023;11123;11223;11323;>,20391,3,3,{drawcard=huang_effect_loop},391,103,3,3,3,<3911;3912;3913;3914>,,,,"Haunter, the Gas Pokémon and the evolved form of Gastly. It can learn the Dream Eater and Psychic attacks.",鬼斯通，氣體寶可夢，鬼斯的進化形。可以學會食夢和精神強念這種絕招。,"Haunter, the Gas Pokémon and the evolved form of Gastly. It can learn the Dream Eater and Psychic attacks.","Haunter, Gas Pokémon. Dạng tiến hóa của Gatsly. Có tuyệt chiêu ăn giấc mơ và làm căng thẳng tinh thần.","""고우스트, 가스 포켓몬, 고오스의 진화형이다. 꿈먹기와 사이코키네시스 등의 기술을 배울 수 있다.""",Dealing strong yet soft status condition: AOE flinch,強力軟控：群體恐懼,Dealing strong yet soft status condition: AOE flinch,Khống Chế Mạnh: sợ hãi quần thể,강력한 약한 제어: 단체 공포
