变量名,equip_id,stage,costGold,costItemMap
25076,11302,26,550000,{100=84;5055=340;5056=340;5057=340;}
25077,11302,27,600000,{100=90;5058=360;5059=360;5060=360;}
25078,11302,28,650000,{100=96;5061=380;5062=380;5063=380;}
25079,11302,29,700000,{100=102;5064=400;5065=400;5066=400;}
25080,11302,30,750000,{100=108;5064=420;5065=420;5066=420;}
25101,11303,1,5000,{100=1;}
25102,11303,2,10000,{100=1;}
25103,11303,3,15000,{100=1;}
25104,11303,4,20000,{100=1;5004=2;5005=2;5006=2;}
25105,11303,5,25000,{100=1;5007=2;5008=2;5009=2;}
25106,11303,6,30000,{100=1;5010=3;5011=3;5012=3;}
25107,11303,7,35000,{100=2;5010=4;5011=4;5012=4;}
25108,11303,8,40000,{100=2;5013=5;5014=5;5015=5;}
25109,11303,9,50000,{100=4;5013=6;5014=6;5015=6;}
25110,11303,10,60000,{100=4;5016=8;5017=8;5018=8;}
25111,11303,11,80000,{100=6;5016=10;5017=10;5018=10;}
25112,11303,12,100000,{100=6;5019=16;5020=16;5021=16;}
25113,11303,13,120000,{100=9;5019=24;5020=24;5021=24;}
25114,11303,14,140000,{100=12;5022=36;5023=36;5024=36;}
25115,11303,15,160000,{100=18;5022=54;5023=54;5024=54;}
25116,11303,16,180000,{100=24;5025=72;5026=72;5027=72;}
25117,11303,17,200000,{100=30;5028=100;5029=100;5030=100;}
25118,11303,18,220000,{100=36;5031=150;5032=150;5033=150;}
25119,11303,19,240000,{100=42;5034=200;5035=200;5036=200;}
25120,11303,20,260000,{100=48;5037=220;5038=220;5039=220;}
25121,11303,21,300000,{100=54;5040=240;5041=240;5042=240;}
25122,11303,22,350000,{100=60;5043=260;5044=260;5045=260;}
25123,11303,23,400000,{100=66;5046=280;5047=280;5048=280;}
25124,11303,24,450000,{100=72;5049=300;5050=300;5051=300;}
25125,11303,25,500000,{100=78;5052=320;5053=320;5054=320;}
25126,11303,26,550000,{100=84;5055=340;5056=340;5057=340;}
25127,11303,27,600000,{100=90;5058=360;5059=360;5060=360;}
25128,11303,28,650000,{100=96;5061=380;5062=380;5063=380;}
25129,11303,29,700000,{100=102;5064=400;5065=400;5066=400;}
25130,11303,30,750000,{100=108;5064=420;5065=420;5066=420;}
25151,11304,1,5000,{100=1;}
25152,11304,2,10000,{100=1;}
25153,11304,3,15000,{100=1;}
25154,11304,4,20000,{100=1;5004=2;5005=2;5006=2;}
25155,11304,5,25000,{100=1;5007=2;5008=2;5009=2;}
25156,11304,6,30000,{100=1;5010=3;5011=3;5012=3;}
25157,11304,7,35000,{100=2;5010=4;5011=4;5012=4;}
25158,11304,8,40000,{100=2;5013=5;5014=5;5015=5;}
25159,11304,9,50000,{100=4;5013=6;5014=6;5015=6;}
25160,11304,10,60000,{100=4;5016=8;5017=8;5018=8;}
25161,11304,11,80000,{100=6;5016=10;5017=10;5018=10;}
25162,11304,12,100000,{100=6;5019=16;5020=16;5021=16;}
25163,11304,13,120000,{100=9;5019=24;5020=24;5021=24;}
25164,11304,14,140000,{100=12;5022=36;5023=36;5024=36;}
25165,11304,15,160000,{100=18;5022=54;5023=54;5024=54;}
25166,11304,16,180000,{100=24;5025=72;5026=72;5027=72;}
25167,11304,17,200000,{100=30;5028=100;5029=100;5030=100;}
25168,11304,18,220000,{100=36;5031=150;5032=150;5033=150;}
25169,11304,19,240000,{100=42;5034=200;5035=200;5036=200;}
25170,11304,20,260000,{100=48;5037=220;5038=220;5039=220;}
25171,11304,21,300000,{100=54;5040=240;5041=240;5042=240;}
25172,11304,22,350000,{100=60;5043=260;5044=260;5045=260;}
25173,11304,23,400000,{100=66;5046=280;5047=280;5048=280;}
25174,11304,24,450000,{100=72;5049=300;5050=300;5051=300;}
25175,11304,25,500000,{100=78;5052=320;5053=320;5054=320;}
25176,11304,26,550000,{100=84;5055=340;5056=340;5057=340;}
25177,11304,27,600000,{100=90;5058=360;5059=360;5060=360;}
25178,11304,28,650000,{100=96;5061=380;5062=380;5063=380;}
25179,11304,29,700000,{100=102;5064=400;5065=400;5066=400;}
25180,11304,30,750000,{100=108;5064=420;5065=420;5066=420;}
25501,11311,1,5000,{100=1;}
25502,11311,2,10000,{100=1;}
25503,11311,3,15000,{100=1;}
25504,11311,4,20000,{100=1;5004=2;5005=2;5006=2;}
25505,11311,5,25000,{100=1;5007=2;5008=2;5009=2;}
25506,11311,6,30000,{100=1;5010=3;5011=3;5012=3;}
25507,11311,7,35000,{100=2;5010=4;5011=4;5012=4;}
25508,11311,8,40000,{100=2;5013=5;5014=5;5015=5;}
25509,11311,9,50000,{100=4;5013=6;5014=6;5015=6;}
25510,11311,10,60000,{100=4;5016=8;5017=8;5018=8;}
25511,11311,11,80000,{100=6;5016=10;5017=10;5018=10;}
25512,11311,12,100000,{100=6;5019=16;5020=16;5021=16;}
25513,11311,13,120000,{100=9;5019=24;5020=24;5021=24;}
25514,11311,14,140000,{100=12;5022=36;5023=36;5024=36;}
25515,11311,15,160000,{100=18;5022=54;5023=54;5024=54;}
25516,11311,16,180000,{100=24;5025=72;5026=72;5027=72;}
25517,11311,17,200000,{100=30;5028=100;5029=100;5030=100;}
25518,11311,18,220000,{100=36;5031=150;5032=150;5033=150;}
25519,11311,19,240000,{100=42;5034=200;5035=200;5036=200;}
25520,11311,20,260000,{100=48;5037=220;5038=220;5039=220;}
25521,11311,21,300000,{100=54;5040=240;5041=240;5042=240;}
25522,11311,22,350000,{100=60;5043=260;5044=260;5045=260;}
25523,11311,23,400000,{100=66;5046=280;5047=280;5048=280;}
25524,11311,24,450000,{100=72;5049=300;5050=300;5051=300;}
25525,11311,25,500000,{100=78;5052=320;5053=320;5054=320;}
25526,11311,26,550000,{100=84;5055=340;5056=340;5057=340;}
25527,11311,27,600000,{100=90;5058=360;5059=360;5060=360;}
25528,11311,28,650000,{100=96;5061=380;5062=380;5063=380;}
25529,11311,29,700000,{100=102;5064=400;5065=400;5066=400;}
25530,11311,30,750000,{100=108;5064=420;5065=420;5066=420;}
25551,11312,1,5000,{100=1;}
25552,11312,2,10000,{100=1;}
25553,11312,3,15000,{100=1;}
25554,11312,4,20000,{100=1;5004=2;5005=2;5006=2;}
25555,11312,5,25000,{100=1;5007=2;5008=2;5009=2;}
25556,11312,6,30000,{100=1;5010=3;5011=3;5012=3;}
25557,11312,7,35000,{100=2;5010=4;5011=4;5012=4;}
25558,11312,8,40000,{100=2;5013=5;5014=5;5015=5;}
25559,11312,9,50000,{100=4;5013=6;5014=6;5015=6;}
25560,11312,10,60000,{100=4;5016=8;5017=8;5018=8;}
25561,11312,11,80000,{100=6;5016=10;5017=10;5018=10;}
25562,11312,12,100000,{100=6;5019=16;5020=16;5021=16;}
25563,11312,13,120000,{100=9;5019=24;5020=24;5021=24;}
25564,11312,14,140000,{100=12;5022=36;5023=36;5024=36;}
25565,11312,15,160000,{100=18;5022=54;5023=54;5024=54;}
25566,11312,16,180000,{100=24;5025=72;5026=72;5027=72;}
25567,11312,17,200000,{100=30;5028=100;5029=100;5030=100;}
25568,11312,18,220000,{100=36;5031=150;5032=150;5033=150;}
25569,11312,19,240000,{100=42;5034=200;5035=200;5036=200;}
25570,11312,20,260000,{100=48;5037=220;5038=220;5039=220;}
25571,11312,21,300000,{100=54;5040=240;5041=240;5042=240;}
25572,11312,22,350000,{100=60;5043=260;5044=260;5045=260;}
25573,11312,23,400000,{100=66;5046=280;5047=280;5048=280;}
25574,11312,24,450000,{100=72;5049=300;5050=300;5051=300;}
25575,11312,25,500000,{100=78;5052=320;5053=320;5054=320;}
25576,11312,26,550000,{100=84;5055=340;5056=340;5057=340;}
25577,11312,27,600000,{100=90;5058=360;5059=360;5060=360;}
25578,11312,28,650000,{100=96;5061=380;5062=380;5063=380;}
25579,11312,29,700000,{100=102;5064=400;5065=400;5066=400;}
25580,11312,30,750000,{100=108;5064=420;5065=420;5066=420;}
25601,11313,1,5000,{100=1;}
25602,11313,2,10000,{100=1;}
25603,11313,3,15000,{100=1;}
25604,11313,4,20000,{100=1;5004=2;5005=2;5006=2;}
25605,11313,5,25000,{100=1;5007=2;5008=2;5009=2;}
25606,11313,6,30000,{100=1;5010=3;5011=3;5012=3;}
25607,11313,7,35000,{100=2;5010=4;5011=4;5012=4;}
25608,11313,8,40000,{100=2;5013=5;5014=5;5015=5;}
25609,11313,9,50000,{100=4;5013=6;5014=6;5015=6;}
25610,11313,10,60000,{100=4;5016=8;5017=8;5018=8;}
25611,11313,11,80000,{100=6;5016=10;5017=10;5018=10;}
25612,11313,12,100000,{100=6;5019=16;5020=16;5021=16;}
25613,11313,13,120000,{100=9;5019=24;5020=24;5021=24;}
25614,11313,14,140000,{100=12;5022=36;5023=36;5024=36;}
25615,11313,15,160000,{100=18;5022=54;5023=54;5024=54;}
25616,11313,16,180000,{100=24;5025=72;5026=72;5027=72;}
25617,11313,17,200000,{100=30;5028=100;5029=100;5030=100;}
25618,11313,18,220000,{100=36;5031=150;5032=150;5033=150;}
25619,11313,19,240000,{100=42;5034=200;5035=200;5036=200;}
25620,11313,20,260000,{100=48;5037=220;5038=220;5039=220;}
25621,11313,21,300000,{100=54;5040=240;5041=240;5042=240;}
25622,11313,22,350000,{100=60;5043=260;5044=260;5045=260;}
25623,11313,23,400000,{100=66;5046=280;5047=280;5048=280;}
25624,11313,24,450000,{100=72;5049=300;5050=300;5051=300;}
25625,11313,25,500000,{100=78;5052=320;5053=320;5054=320;}
25626,11313,26,550000,{100=84;5055=340;5056=340;5057=340;}
25627,11313,27,600000,{100=90;5058=360;5059=360;5060=360;}
25628,11313,28,650000,{100=96;5061=380;5062=380;5063=380;}
25629,11313,29,700000,{100=102;5064=400;5065=400;5066=400;}
25630,11313,30,750000,{100=108;5064=420;5065=420;5066=420;}
25651,11314,1,5000,{100=1;}
25652,11314,2,10000,{100=1;}
25653,11314,3,15000,{100=1;}
25654,11314,4,20000,{100=1;5004=2;5005=2;5006=2;}
25655,11314,5,25000,{100=1;5007=2;5008=2;5009=2;}
25656,11314,6,30000,{100=1;5010=3;5011=3;5012=3;}
25657,11314,7,35000,{100=2;5010=4;5011=4;5012=4;}
25658,11314,8,40000,{100=2;5013=5;5014=5;5015=5;}
25659,11314,9,50000,{100=4;5013=6;5014=6;5015=6;}
25660,11314,10,60000,{100=4;5016=8;5017=8;5018=8;}
25661,11314,11,80000,{100=6;5016=10;5017=10;5018=10;}
25662,11314,12,100000,{100=6;5019=16;5020=16;5021=16;}
25663,11314,13,120000,{100=9;5019=24;5020=24;5021=24;}
25664,11314,14,140000,{100=12;5022=36;5023=36;5024=36;}
25665,11314,15,160000,{100=18;5022=54;5023=54;5024=54;}
25666,11314,16,180000,{100=24;5025=72;5026=72;5027=72;}
25667,11314,17,200000,{100=30;5028=100;5029=100;5030=100;}
25668,11314,18,220000,{100=36;5031=150;5032=150;5033=150;}
25669,11314,19,240000,{100=42;5034=200;5035=200;5036=200;}
25670,11314,20,260000,{100=48;5037=220;5038=220;5039=220;}
25671,11314,21,300000,{100=54;5040=240;5041=240;5042=240;}
25672,11314,22,350000,{100=60;5043=260;5044=260;5045=260;}
25673,11314,23,400000,{100=66;5046=280;5047=280;5048=280;}
25674,11314,24,450000,{100=72;5049=300;5050=300;5051=300;}
25675,11314,25,500000,{100=78;5052=320;5053=320;5054=320;}
25676,11314,26,550000,{100=84;5055=340;5056=340;5057=340;}
25677,11314,27,600000,{100=90;5058=360;5059=360;5060=360;}
25678,11314,28,650000,{100=96;5061=380;5062=380;5063=380;}
25679,11314,29,700000,{100=102;5064=400;5065=400;5066=400;}
25680,11314,30,750000,{100=108;5064=420;5065=420;5066=420;}
26001,11321,1,5000,{100=1;}
26002,11321,2,10000,{100=1;}
26003,11321,3,15000,{100=1;}
26004,11321,4,20000,{100=1;5004=2;5005=2;5006=2;}
26005,11321,5,25000,{100=1;5007=2;5008=2;5009=2;}
26006,11321,6,30000,{100=1;5010=3;5011=3;5012=3;}
26007,11321,7,35000,{100=2;5010=4;5011=4;5012=4;}
26008,11321,8,40000,{100=2;5013=5;5014=5;5015=5;}
26009,11321,9,50000,{100=4;5013=6;5014=6;5015=6;}
26010,11321,10,60000,{100=4;5016=8;5017=8;5018=8;}
26011,11321,11,80000,{100=6;5016=10;5017=10;5018=10;}
26012,11321,12,100000,{100=6;5019=16;5020=16;5021=16;}
26013,11321,13,120000,{100=9;5019=24;5020=24;5021=24;}
26014,11321,14,140000,{100=12;5022=36;5023=36;5024=36;}
26015,11321,15,160000,{100=18;5022=54;5023=54;5024=54;}
26016,11321,16,180000,{100=24;5025=72;5026=72;5027=72;}
26017,11321,17,200000,{100=30;5028=100;5029=100;5030=100;}
26018,11321,18,220000,{100=36;5031=150;5032=150;5033=150;}
26019,11321,19,240000,{100=42;5034=200;5035=200;5036=200;}
26020,11321,20,260000,{100=48;5037=220;5038=220;5039=220;}
26021,11321,21,300000,{100=54;5040=240;5041=240;5042=240;}
26022,11321,22,350000,{100=60;5043=260;5044=260;5045=260;}
26023,11321,23,400000,{100=66;5046=280;5047=280;5048=280;}
26024,11321,24,450000,{100=72;5049=300;5050=300;5051=300;}
26025,11321,25,500000,{100=78;5052=320;5053=320;5054=320;}
26026,11321,26,550000,{100=84;5055=340;5056=340;5057=340;}
26027,11321,27,600000,{100=90;5058=360;5059=360;5060=360;}
26028,11321,28,650000,{100=96;5061=380;5062=380;5063=380;}
26029,11321,29,700000,{100=102;5064=400;5065=400;5066=400;}
26030,11321,30,750000,{100=108;5064=420;5065=420;5066=420;}
26051,11322,1,5000,{100=1;}
26052,11322,2,10000,{100=1;}
26053,11322,3,15000,{100=1;}
26054,11322,4,20000,{100=1;5004=2;5005=2;5006=2;}
26055,11322,5,25000,{100=1;5007=2;5008=2;5009=2;}
26056,11322,6,30000,{100=1;5010=3;5011=3;5012=3;}
26057,11322,7,35000,{100=2;5010=4;5011=4;5012=4;}
26058,11322,8,40000,{100=2;5013=5;5014=5;5015=5;}
26059,11322,9,50000,{100=4;5013=6;5014=6;5015=6;}
26060,11322,10,60000,{100=4;5016=8;5017=8;5018=8;}
26061,11322,11,80000,{100=6;5016=10;5017=10;5018=10;}
26062,11322,12,100000,{100=6;5019=16;5020=16;5021=16;}
26063,11322,13,120000,{100=9;5019=24;5020=24;5021=24;}
26064,11322,14,140000,{100=12;5022=36;5023=36;5024=36;}
26065,11322,15,160000,{100=18;5022=54;5023=54;5024=54;}
26066,11322,16,180000,{100=24;5025=72;5026=72;5027=72;}
26067,11322,17,200000,{100=30;5028=100;5029=100;5030=100;}
26068,11322,18,220000,{100=36;5031=150;5032=150;5033=150;}
26069,11322,19,240000,{100=42;5034=200;5035=200;5036=200;}
26070,11322,20,260000,{100=48;5037=220;5038=220;5039=220;}
26071,11322,21,300000,{100=54;5040=240;5041=240;5042=240;}
26072,11322,22,350000,{100=60;5043=260;5044=260;5045=260;}
26073,11322,23,400000,{100=66;5046=280;5047=280;5048=280;}
26074,11322,24,450000,{100=72;5049=300;5050=300;5051=300;}
26075,11322,25,500000,{100=78;5052=320;5053=320;5054=320;}
26076,11322,26,550000,{100=84;5055=340;5056=340;5057=340;}
26077,11322,27,600000,{100=90;5058=360;5059=360;5060=360;}
26078,11322,28,650000,{100=96;5061=380;5062=380;5063=380;}
26079,11322,29,700000,{100=102;5064=400;5065=400;5066=400;}
26080,11322,30,750000,{100=108;5064=420;5065=420;5066=420;}
26101,11323,1,5000,{100=1;}
26102,11323,2,10000,{100=1;}
26103,11323,3,15000,{100=1;}
26104,11323,4,20000,{100=1;5004=2;5005=2;5006=2;}
26105,11323,5,25000,{100=1;5007=2;5008=2;5009=2;}
26106,11323,6,30000,{100=1;5010=3;5011=3;5012=3;}
26107,11323,7,35000,{100=2;5010=4;5011=4;5012=4;}
26108,11323,8,40000,{100=2;5013=5;5014=5;5015=5;}
26109,11323,9,50000,{100=4;5013=6;5014=6;5015=6;}
26110,11323,10,60000,{100=4;5016=8;5017=8;5018=8;}
26111,11323,11,80000,{100=6;5016=10;5017=10;5018=10;}
26112,11323,12,100000,{100=6;5019=16;5020=16;5021=16;}
26113,11323,13,120000,{100=9;5019=24;5020=24;5021=24;}
26114,11323,14,140000,{100=12;5022=36;5023=36;5024=36;}
26115,11323,15,160000,{100=18;5022=54;5023=54;5024=54;}
26116,11323,16,180000,{100=24;5025=72;5026=72;5027=72;}
26117,11323,17,200000,{100=30;5028=100;5029=100;5030=100;}
26118,11323,18,220000,{100=36;5031=150;5032=150;5033=150;}
26119,11323,19,240000,{100=42;5034=200;5035=200;5036=200;}
26120,11323,20,260000,{100=48;5037=220;5038=220;5039=220;}
26121,11323,21,300000,{100=54;5040=240;5041=240;5042=240;}
26122,11323,22,350000,{100=60;5043=260;5044=260;5045=260;}
26123,11323,23,400000,{100=66;5046=280;5047=280;5048=280;}
26124,11323,24,450000,{100=72;5049=300;5050=300;5051=300;}
26125,11323,25,500000,{100=78;5052=320;5053=320;5054=320;}
26126,11323,26,550000,{100=84;5055=340;5056=340;5057=340;}
26127,11323,27,600000,{100=90;5058=360;5059=360;5060=360;}
26128,11323,28,650000,{100=96;5061=380;5062=380;5063=380;}
26129,11323,29,700000,{100=102;5064=400;5065=400;5066=400;}
26130,11323,30,750000,{100=108;5064=420;5065=420;5066=420;}
26151,11324,1,5000,{100=1;}
26152,11324,2,10000,{100=1;}
26153,11324,3,15000,{100=1;}
26154,11324,4,20000,{100=1;5004=2;5005=2;5006=2;}
26155,11324,5,25000,{100=1;5007=2;5008=2;5009=2;}
26156,11324,6,30000,{100=1;5010=3;5011=3;5012=3;}
26157,11324,7,35000,{100=2;5010=4;5011=4;5012=4;}
26158,11324,8,40000,{100=2;5013=5;5014=5;5015=5;}
26159,11324,9,50000,{100=4;5013=6;5014=6;5015=6;}
26160,11324,10,60000,{100=4;5016=8;5017=8;5018=8;}
26161,11324,11,80000,{100=6;5016=10;5017=10;5018=10;}
26162,11324,12,100000,{100=6;5019=16;5020=16;5021=16;}
26163,11324,13,120000,{100=9;5019=24;5020=24;5021=24;}
26164,11324,14,140000,{100=12;5022=36;5023=36;5024=36;}
26165,11324,15,160000,{100=18;5022=54;5023=54;5024=54;}
26166,11324,16,180000,{100=24;5025=72;5026=72;5027=72;}
26167,11324,17,200000,{100=30;5028=100;5029=100;5030=100;}
26168,11324,18,220000,{100=36;5031=150;5032=150;5033=150;}
26169,11324,19,240000,{100=42;5034=200;5035=200;5036=200;}
26170,11324,20,260000,{100=48;5037=220;5038=220;5039=220;}
26171,11324,21,300000,{100=54;5040=240;5041=240;5042=240;}
26172,11324,22,350000,{100=60;5043=260;5044=260;5045=260;}
26173,11324,23,400000,{100=66;5046=280;5047=280;5048=280;}
26174,11324,24,450000,{100=72;5049=300;5050=300;5051=300;}
26175,11324,25,500000,{100=78;5052=320;5053=320;5054=320;}
26176,11324,26,550000,{100=84;5055=340;5056=340;5057=340;}
26177,11324,27,600000,{100=90;5058=360;5059=360;5060=360;}
26178,11324,28,650000,{100=96;5061=380;5062=380;5063=380;}
26179,11324,29,700000,{100=102;5064=400;5065=400;5066=400;}
26180,11324,30,750000,{100=108;5064=420;5065=420;5066=420;}
26501,11331,1,5000,{100=1;}
26502,11331,2,10000,{100=1;}
26503,11331,3,15000,{100=1;}
26504,11331,4,20000,{100=1;5004=2;5005=2;5006=2;}
26505,11331,5,25000,{100=1;5007=2;5008=2;5009=2;}
26506,11331,6,30000,{100=1;5010=3;5011=3;5012=3;}
26507,11331,7,35000,{100=2;5010=4;5011=4;5012=4;}
26508,11331,8,40000,{100=2;5013=5;5014=5;5015=5;}
26509,11331,9,50000,{100=4;5013=6;5014=6;5015=6;}
26510,11331,10,60000,{100=4;5016=8;5017=8;5018=8;}
26511,11331,11,80000,{100=6;5016=10;5017=10;5018=10;}
26512,11331,12,100000,{100=6;5019=16;5020=16;5021=16;}
26513,11331,13,120000,{100=9;5019=24;5020=24;5021=24;}
26514,11331,14,140000,{100=12;5022=36;5023=36;5024=36;}
26515,11331,15,160000,{100=18;5022=54;5023=54;5024=54;}
26516,11331,16,180000,{100=24;5025=72;5026=72;5027=72;}
26517,11331,17,200000,{100=30;5028=100;5029=100;5030=100;}
26518,11331,18,220000,{100=36;5031=150;5032=150;5033=150;}
26519,11331,19,240000,{100=42;5034=200;5035=200;5036=200;}
26520,11331,20,260000,{100=48;5037=220;5038=220;5039=220;}
26521,11331,21,300000,{100=54;5040=240;5041=240;5042=240;}
26522,11331,22,350000,{100=60;5043=260;5044=260;5045=260;}
26523,11331,23,400000,{100=66;5046=280;5047=280;5048=280;}
26524,11331,24,450000,{100=72;5049=300;5050=300;5051=300;}
26525,11331,25,500000,{100=78;5052=320;5053=320;5054=320;}
26526,11331,26,550000,{100=84;5055=340;5056=340;5057=340;}
26527,11331,27,600000,{100=90;5058=360;5059=360;5060=360;}
26528,11331,28,650000,{100=96;5061=380;5062=380;5063=380;}
26529,11331,29,700000,{100=102;5064=400;5065=400;5066=400;}
26530,11331,30,750000,{100=108;5064=420;5065=420;5066=420;}
26551,11332,1,5000,{100=1;}
26552,11332,2,10000,{100=1;}
26553,11332,3,15000,{100=1;}
26554,11332,4,20000,{100=1;5004=2;5005=2;5006=2;}
26555,11332,5,25000,{100=1;5007=2;5008=2;5009=2;}
26556,11332,6,30000,{100=1;5010=3;5011=3;5012=3;}
26557,11332,7,35000,{100=2;5010=4;5011=4;5012=4;}
26558,11332,8,40000,{100=2;5013=5;5014=5;5015=5;}
26559,11332,9,50000,{100=4;5013=6;5014=6;5015=6;}
26560,11332,10,60000,{100=4;5016=8;5017=8;5018=8;}
26561,11332,11,80000,{100=6;5016=10;5017=10;5018=10;}
26562,11332,12,100000,{100=6;5019=16;5020=16;5021=16;}
26563,11332,13,120000,{100=9;5019=24;5020=24;5021=24;}
26564,11332,14,140000,{100=12;5022=36;5023=36;5024=36;}
26565,11332,15,160000,{100=18;5022=54;5023=54;5024=54;}
26566,11332,16,180000,{100=24;5025=72;5026=72;5027=72;}
26567,11332,17,200000,{100=30;5028=100;5029=100;5030=100;}
26568,11332,18,220000,{100=36;5031=150;5032=150;5033=150;}
26569,11332,19,240000,{100=42;5034=200;5035=200;5036=200;}
26570,11332,20,260000,{100=48;5037=220;5038=220;5039=220;}
26571,11332,21,300000,{100=54;5040=240;5041=240;5042=240;}
26572,11332,22,350000,{100=60;5043=260;5044=260;5045=260;}
26573,11332,23,400000,{100=66;5046=280;5047=280;5048=280;}
26574,11332,24,450000,{100=72;5049=300;5050=300;5051=300;}
26575,11332,25,500000,{100=78;5052=320;5053=320;5054=320;}
26576,11332,26,550000,{100=84;5055=340;5056=340;5057=340;}
26577,11332,27,600000,{100=90;5058=360;5059=360;5060=360;}
26578,11332,28,650000,{100=96;5061=380;5062=380;5063=380;}
26579,11332,29,700000,{100=102;5064=400;5065=400;5066=400;}
26580,11332,30,750000,{100=108;5064=420;5065=420;5066=420;}
26601,11333,1,5000,{100=1;}
26602,11333,2,10000,{100=1;}
26603,11333,3,15000,{100=1;}
26604,11333,4,20000,{100=1;5004=2;5005=2;5006=2;}
26605,11333,5,25000,{100=1;5007=2;5008=2;5009=2;}
26606,11333,6,30000,{100=1;5010=3;5011=3;5012=3;}
26607,11333,7,35000,{100=2;5010=4;5011=4;5012=4;}
26608,11333,8,40000,{100=2;5013=5;5014=5;5015=5;}
26609,11333,9,50000,{100=4;5013=6;5014=6;5015=6;}
26610,11333,10,60000,{100=4;5016=8;5017=8;5018=8;}
26611,11333,11,80000,{100=6;5016=10;5017=10;5018=10;}
26612,11333,12,100000,{100=6;5019=16;5020=16;5021=16;}
26613,11333,13,120000,{100=9;5019=24;5020=24;5021=24;}
26614,11333,14,140000,{100=12;5022=36;5023=36;5024=36;}
26615,11333,15,160000,{100=18;5022=54;5023=54;5024=54;}
26616,11333,16,180000,{100=24;5025=72;5026=72;5027=72;}
26617,11333,17,200000,{100=30;5028=100;5029=100;5030=100;}
26618,11333,18,220000,{100=36;5031=150;5032=150;5033=150;}
26619,11333,19,240000,{100=42;5034=200;5035=200;5036=200;}
26620,11333,20,260000,{100=48;5037=220;5038=220;5039=220;}
26621,11333,21,300000,{100=54;5040=240;5041=240;5042=240;}
26622,11333,22,350000,{100=60;5043=260;5044=260;5045=260;}
26623,11333,23,400000,{100=66;5046=280;5047=280;5048=280;}
26624,11333,24,450000,{100=72;5049=300;5050=300;5051=300;}
26625,11333,25,500000,{100=78;5052=320;5053=320;5054=320;}
26626,11333,26,550000,{100=84;5055=340;5056=340;5057=340;}
26627,11333,27,600000,{100=90;5058=360;5059=360;5060=360;}
26628,11333,28,650000,{100=96;5061=380;5062=380;5063=380;}
26629,11333,29,700000,{100=102;5064=400;5065=400;5066=400;}
26630,11333,30,750000,{100=108;5064=420;5065=420;5066=420;}
26651,11334,1,5000,{100=1;}
26652,11334,2,10000,{100=1;}
26653,11334,3,15000,{100=1;}
26654,11334,4,20000,{100=1;5004=2;5005=2;5006=2;}
26655,11334,5,25000,{100=1;5007=2;5008=2;5009=2;}
26656,11334,6,30000,{100=1;5010=3;5011=3;5012=3;}
26657,11334,7,35000,{100=2;5010=4;5011=4;5012=4;}
26658,11334,8,40000,{100=2;5013=5;5014=5;5015=5;}
26659,11334,9,50000,{100=4;5013=6;5014=6;5015=6;}
26660,11334,10,60000,{100=4;5016=8;5017=8;5018=8;}
26661,11334,11,80000,{100=6;5016=10;5017=10;5018=10;}
26662,11334,12,100000,{100=6;5019=16;5020=16;5021=16;}
26663,11334,13,120000,{100=9;5019=24;5020=24;5021=24;}
26664,11334,14,140000,{100=12;5022=36;5023=36;5024=36;}
26665,11334,15,160000,{100=18;5022=54;5023=54;5024=54;}
26666,11334,16,180000,{100=24;5025=72;5026=72;5027=72;}
26667,11334,17,200000,{100=30;5028=100;5029=100;5030=100;}
26668,11334,18,220000,{100=36;5031=150;5032=150;5033=150;}
26669,11334,19,240000,{100=42;5034=200;5035=200;5036=200;}
26670,11334,20,260000,{100=48;5037=220;5038=220;5039=220;}
26671,11334,21,300000,{100=54;5040=240;5041=240;5042=240;}
26672,11334,22,350000,{100=60;5043=260;5044=260;5045=260;}
26673,11334,23,400000,{100=66;5046=280;5047=280;5048=280;}
26674,11334,24,450000,{100=72;5049=300;5050=300;5051=300;}
26675,11334,25,500000,{100=78;5052=320;5053=320;5054=320;}
26676,11334,26,550000,{100=84;5055=340;5056=340;5057=340;}
26677,11334,27,600000,{100=90;5058=360;5059=360;5060=360;}
26678,11334,28,650000,{100=96;5061=380;5062=380;5063=380;}
26679,11334,29,700000,{100=102;5064=400;5065=400;5066=400;}
26680,11334,30,750000,{100=108;5064=420;5065=420;5066=420;}
27001,11341,1,5000,{100=1;}
27002,11341,2,10000,{100=1;}
27003,11341,3,15000,{100=1;}
27004,11341,4,20000,{100=1;5004=2;5005=2;5006=2;}
27005,11341,5,25000,{100=1;5007=2;5008=2;5009=2;}
27006,11341,6,30000,{100=1;5010=3;5011=3;5012=3;}
27007,11341,7,35000,{100=2;5010=4;5011=4;5012=4;}
27008,11341,8,40000,{100=2;5013=5;5014=5;5015=5;}
27009,11341,9,50000,{100=4;5013=6;5014=6;5015=6;}
27010,11341,10,60000,{100=4;5016=8;5017=8;5018=8;}
27011,11341,11,80000,{100=6;5016=10;5017=10;5018=10;}
27012,11341,12,100000,{100=6;5019=16;5020=16;5021=16;}
27013,11341,13,120000,{100=9;5019=24;5020=24;5021=24;}
27014,11341,14,140000,{100=12;5022=36;5023=36;5024=36;}
27015,11341,15,160000,{100=18;5022=54;5023=54;5024=54;}
27016,11341,16,180000,{100=24;5025=72;5026=72;5027=72;}
27017,11341,17,200000,{100=30;5028=100;5029=100;5030=100;}
27018,11341,18,220000,{100=36;5031=150;5032=150;5033=150;}
27019,11341,19,240000,{100=42;5034=200;5035=200;5036=200;}
