"﻿变量名",name,_beizhu,type,activeType,desc,rarity,groupID,addAttrs,addType,skillIDs,cardIDs,unlockType,unlockTarget,unlockCount,weight,timesLimit,iconResPath
30111,MAX Steel Armor,Brave,2,1,"[ Exclusive to Boss Kedora] When Boss Kedora is on the field, there is a certain probability of triggering: before the start of each big round, steel shields will be added to 3 random units",2,21001,,,<4200004>,,1,31503,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30112,MAX·Frost Seal,Brave,2,1,[Geometric Snowflake Exclusive] 100% chance to freeze 4 random targets on the opposite side for 2 rounds,2,21001,,,<4200005>,,1,33021,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30113,MAX Flower Dancer,Brave,2,1,[ Ms. Huajie Exclusive] Recover the HP of 35% of Mrs. Huajie's special attack when allies take action ; all allies additionally recover the HP of 80% of Mrs. Huajie 's special attack,2,21001,,,<4200006>,,1,33353,2,5,,activity/brave_challenge/xz_icon/icon_yztz_jx.png
30114,MAX·Sword·Shield,Brave,2,1,"[ Strong Shield Sword Monster - Shield Exclusive] In shield form: all get 30% final damage reduction; in sword form, all allies increase final damage bonus by 30%",2,21001,,,<4200007>,,1,33413,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30115,MAX·Heart of Justice,Brave,2,1,[Lucario exclusive] 40% chance of triggering a small skill when the friendly uses a small skill; 40 % chance of triggering a special skill when the friendly uses a special skill,2,21001,,,<4200008>,,1,32242,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30116,MAX·Dragon's Coercion,Brave,2,1,"[ Exclusive to Violent Dragon] When attacking, an additional tearing effect can be added , each time stacking 3 layers; up to 10 layers can be stacked",2,21001,,,<4200009>,,1,31893,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30117,MAX·Mountainless,Brave,2,1,[Megro exclusive] Taunt 2 random units for 1 round when attacking; and 50% chance to taunt the target for 1 round when you are actively attacked,2,21001,,,<4200010>,,1,31903,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30118,MAX·Insect Resonance,Brave,2,1,[Vulcan Moth Exclusive] All allies permanently have [Sun Feather Clothes]; [Sun Feather Clothes] has a 30% anti- injury effect,2,21001,,,<4200011>,,1,33152,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30119,MAX Stinger Bunker,Brave,2,1,[Super Bad Star Exclusive] Taunt 3 random units for 1 round when attacking; and 50% chance to taunt the target for 1 round when you are actively attacked,2,21001,,,<4200012>,,1,33772,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30120,MAX·Landslide,Brave,2,1,[Bangeras Exclusive] Recover 30% of your maximum HP and 500 points of anger at the end of the last two rounds after using the ultimate skill.,2,21001,,,<4200019>,,1,31253,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30121,MAX Electromagnetic force,Brave,2,1,"[Self-Explosive Magneto Monster Exclusive] Each time the ultimate skill is used, the self- explosion damage will be increased by 20% ; when the ultimate skill is used, 10% of the current HP will be lost, and an additional self - explosion damage will be caused to the enemy",2,21001,,,<4200020>,,1,30333,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30122,MAX·Light Hidden,Brave,2,1,"[ Latias Exclusive] When Latias is on the field, restore 20% of the target 's HP to all units before the start of each round",2,21001,,,<4200022>,,1,31941,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30123,MAX·Light Hidden,Brave,2,1,"[ Latias Exclusive] When Latias is on the field, restore 20% of the target 's HP to all units before the start of each round",2,21001,,,<4200022>,,1,31951,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30124,MAX Super Dream,Brave,2,1,[Mew Dream Exclusive] 100% chance to trigger combo effect when Mewtwo moves and Mewtwo speed increases by 50%,2,21001,,,<4200024>,,1,30761,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30125,MAX·Fengwang Nirvana,Brave,2,1,"[ Feng Wang Exclusive] When Feng Wang is on the field, there is a 100% chance to burn all enemies for 1 round before the start of each big round",2,21001,,,<4200025>,,1,31271,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30126,MAX·Ancient Bloodline,Brave,2,1,[Gulardo exclusive] There is a 50% chance of triggering an earthquake effect when a friendly action takes place,2,21001,,,<4200026>,,1,31971,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30127,MAX Time Gap,Brave,2,1,"[ Exclusive to Dialga] When using a skill, the cooldown of small skills of 3 random friendly units will be reduced by 2 rounds",2,21001,,,<4200027>,,1,32351,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30128,MAX·Space Concealment,Brave,2,1,"[ Palkia Exclusive] After using skills, there is a 50% chance to enter hiding",2,21001,,,<4200028>,,1,32361,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30129,MAX bouquet seeds,Brave,2,1,"[ Exclusive to Xie Mi] When entering the field, all friendly units are invisible for 1 big round and increase the damage bonus by 20%",2,21001,,,<4200029>,,1,32441,2,5,,activity/brave_challenge/xz_icon/icon_yztz_jx.png
30130,MAX·Sky Master,Brave,2,1,"[ Exclusively for Rifting Seat] When Rifting Seat is on the field, the dodge rate and crit rate will be increased by 30 % and 30 % for all",2,21001,,,<4200030>,,1,31981,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
,,,,,,,,,,,,,,,,,
30201,endure,Legends - Emperor Nabo,2,1,"【Emperor Nabo Exclusive】Each action, permanently gain 10% crit resistance (can be stacked up to 10 layers )",1,12001,,,<4300001>,,1,52033,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30202,blade,Legend - Lizard King,2,1,[Lizard King Exclusive] There is a 100% chance to enter the stealth 1 state after taking action (cannot be triggered continuously ),1,12001,,,<4300002>,,1,51293,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30203,sing a different tune,Legend - Monarch Snake,2,1,"[Monarch Snake Exclusive] When the Monarch Snake is on the field, each enemy unit has a 30% chance to be entangled for 1 round after taking action.",1,12001,,,<4300003>,,1,52473,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30204,Snipe,Legends - Sniping Tree Owl,2,1,"[Sniper Tree Owl Exclusive] After killing the target, he must be full of anger",1,12001,,,<4300004>,,1,53663,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30205,raging fire,Legend - Flame Chicken,2,1,"[Flame Chicken Exclusive] When killing a unit, immediately get an extra action",1,12001,,,<4300005>,,1,51303,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30206,Turbidity current,Legend - Giant Swamp Monster,2,1,"[Big Swamp Exclusive] Attack with blinding effect , trigger blinding effect on 2 random units",1,12001,,,<4300006>,,1,51313,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30207,water shadow technique,Legend - Koga Ninja Frog,2,1,"[ Koga Ninja Exclusive] When killing a unit, immediately get an additional action",1,12001,,,<4300007>,,1,53303,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30208,Frost Wrath,Legend - Frozen Bird,2,1,[ Frozen Bird Exclusive] Increase its passive skill level: Level 30,1,12001,,,<4300008>,,1,50721,1,1,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30209,lightning,Legend - Lightning Bird,2,1,[ Lightning Bird Exclusive] Increase its passive skill level: Level 30,1,12001,,,<4300009>,,1,50731,1,1,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30210,Holy Bird Guardian,Legend - Flame Bird,2,1,[Flame Bird Exclusive] Increase its passive skill level: Level 30,1,12001,,,<4300010>,,1,50741,1,1,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30211,thunder force,Legends - Thunder God,2,1,[Lei Gong Exclusive] Additional upgrade of its passive skill level: Level 30,1,12001,,,<4300011>,,1,51221,1,1,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
30212,Vulcan Asylum,Legends - Emperor Yan,2,1,【 Exclusive to Emperor Yan】Additionally increase its passive skill level: Level 30,1,12001,,,<4300012>,,1,51231,1,1,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30213,tidal force,Legends - Suicune,2,1,[Shui Jun Exclusive] Additional increase of its passive skill level: Level 30,1,12001,,,<4300013>,,1,51241,1,1,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30214,rock defense,The Legend - Reggie Locke,2,1,[Regirock Exclusive] Additional increase in passive skill level: Level 30,1,12001,,,<4300014>,,1,51911,1,1,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
30215,frozen body,Legends - Regis,2,1,[ Exclusive to Regis] Additional increase in passive skill level: Level 30,1,12001,,,<4300015>,,1,51921,1,1,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30216,steel absorption,Legend - Regis Chill,2,1,[Exclusively for Registeel ] Increase its passive skill level: Level 30,1,12001,,,<4300016>,,1,51931,1,1,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30217,Hidden light,Legend - Latias,2,1,"[ Lattias Exclusive] When Latias is on the field, restore 20% of the target 's HP to Latias before the start of each round",1,12001,,,<4300017>,,1,51941,1,5,,activity/brave_challenge/xz_icon/icon_yztz_jx.png
30218,Hidden light,Legend - Latios,2,1,"[Lattios Exclusive] When Latios is on the field, provide Latios with 30% final damage reduction",1,12001,,,<4300018>,,1,51951,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30219,slow start,Legends-Regichkas,2,1,[Regichkas Exclusive] Increases his passive skill level: Level 30,1,12001,,,<4300019>,,1,52381,1,1,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30220,moon phase halo,Legends - Cresselia,2,1,[ Cresselia Exclusive] Increase its passive skill level: Level 30,1,12001,,,<4300020>,,1,52401,1,1,,activity/brave_challenge/xz_icon/icon_yztz_jx.png
30221,true heart,Legendary Chapter - Copal Luong,2,1,[Exclusively for Gopalu Weng ] Increase its passive skill level: Level 30,1,12001,,,<4300021>,,1,53161,1,1,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30222,brave heart,Legendary Chapter-Derakion,2,1,[ Exclusive to Terrakion] Increase its passive skill level: Level 30,1,12001,,,<4300022>,,1,53171,1,1,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30223,guardian heart,Legendary Chapter - Billizion,2,1,[ Exclusively for Bilijion] Increase its passive skill level: Level 30,1,12001,,,<4300023>,,1,53181,1,1,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30224,burn out,Legend - Wind Speed Dog,2,1,[ Wind Speed Dog Exclusive] Increase its passive skill level: Level 30,1,12001,,,<4300024>,,1,50242,1,1,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30225,dream,Legends - Fantasy,2,1,[Fantasy Exclusive] Additional increase of its passive skill level : 30,1,12001,,,<4300025>,,1,50771,1,1,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
30226,heart of justice,Legend - Keldeo,2,1,[ Exclusively for Keldeo] Increase its passive skill level: Level 30,1,12001,,,<4300026>,,1,53251,1,1,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30227,starry night prayer,Legend - Kiraqi,2,1,[ Exclusive to Kiraqi] Increase its passive skill level: Level 30,1,12001,,,<4300027>,,1,51991,1,1,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30228,bouquet seeds,Legends - Shami,2,1,"[ Exclusive to Xie Mi] When entering the field, all friendly units are invisible for 1 action round",1,12001,,,<4300028>,,1,52441,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30229,twin phantom,Legend - Meloetta,2,1,[Meloietta Exclusive] Increase its passive skill level: Level 30,1,12001,,,<4300029>,,1,53261,1,0,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
30230,Mysterious bodyguard,Legends - Tianxi,2,1,[Tianxi Exclusive] Increases her passive skill level: Level 30,1,12001,,,<4300030>,,1,53631,1,0,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30231,chastisement halo,Legendary Chapter - Punish Hoopa,2,1,[ Punishment Hoopa Exclusive] Increase its passive skill level: Level 30,1,12001,,,<4300031>,,1,53641,1,0,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
30232,liquid metal,Legendary Chapter - Melmetta,2,1,[ Melmeta Exclusive] Increase its passive skill level: Level 30,1,12001,,,<4300032>,,1,54172,1,0,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30233,falling asleep,Legends - Darkrai,2,1,[Darkley Exclusive] Increase its passive skill level: Level 30,1,12001,,,<4300033>,,1,52431,1,0,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
30234,Phoenix Nirvana,Legend - Phoenix King,2,1,"[ Feng Wang Exclusive] Before the start of each big round, there is a 50% chance to burn all enemies for 1 round",1,12001,,,<4300034>,,1,51271,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30235,self regeneration,Legends - Rogia,2,1,[ Lugia Exclusive] Increase its passive skill level: Level 30,1,12001,,,<4300035>,,1,51261,1,0,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
,,,,,,,,,,,,,,,,,
30301,MAX·Patience,Emperor Napoleon,2,1,"【Emperor Nabo Exclusive】Each action, permanently gain 20% crit resistance (can be stacked up to 10 layers )",2,22001,,,<4301001>,,1,52033,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30302,MAX Blade,lizard king,2,1,"[Lizard King Exclusive] After taking action, there is a 100% chance to enter the stealth 1 state (cannot be triggered continuously), and in the stealth state, additional cold-blooded effect will be obtained",2,22001,,,<4301002>,,1,51293,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30303,MAX·Never,monarch snake,2,1,"[Monarch Snake Exclusive] When the Monarch Snake is on the field, each enemy unit has a 60% chance to be entangled for 1 round after taking action.",2,22001,,,<4301003>,,1,52473,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30304,MAX Sniper,sniper tree owl,2,1,"[Sniper Tree Owl Exclusive] After killing the target, he must be full of anger and get 1 round of invisibility effect",2,22001,,,<4301004>,,1,53663,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30305,MAX·Fire,flame chicken,2,1,"[Flame Chicken Exclusive] When killing a unit, immediately get an extra action and increase the critical strike rate by an additional 30%",2,22001,,,<4301005>,,1,51303,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30306,MAX·turbidity flow,marsh monster,2,1,"[Big Swamp Exclusive] Attack with blinding effect , trigger blinding effect on 4 random units",2,22001,,,<4301006>,,1,51313,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30307,MAX·Water Shadow Clone Art,Koga Ninja Frog,2,1,"[ Koga Ninja Exclusive] When killing a unit, immediately get an additional action and permanently increase the speed by 30%",2,22001,,,<4301007>,,1,53303,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30308,MAX·Frost Fury,frozen bird,2,1,[ Frozen Bird Exclusive] Extra upgrades to all its skill levels: Level 60,2,22001,,,<4301008>,,1,50721,2,1,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30309,MAX Lightning,lightning bird,2,1,[ Lightning Bird Exclusive] Extra upgrades to all its skill levels: Level 60,2,22001,,,<4301009>,,1,50731,2,1,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30310,MAX·Sacred Bird Guardian,flame bird,2,1,[Flame Bird Exclusive] Extra upgrades to all its skill levels: Level 60,2,22001,,,<4301010>,,1,50741,2,1,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30311,MAX Thunder Force,Thunder God,2,1,[Lei Gong Exclusive] Additional upgrades to all its skill levels: Level 60,2,22001,,,<4301011>,,1,51221,2,1,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
30312,MAX Vulcan Asylum,Yandi,2,1,[Yandi Exclusive] Additional upgrades to all skill levels: Level 60,2,22001,,,<4301012>,,1,51231,2,1,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30313,MAX Tidal Power,Suicune,2,1,[Shui Jun Exclusive] Extra upgrades to all its skill levels: Level 60,2,22001,,,<4301013>,,1,51241,2,1,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30314,MAX Rock Defense,reggie lock,2,1,[ Exclusive to Reggie Locke] Extra upgrades to all of its skill levels: Level 60,2,22001,,,<4301014>,,1,51911,2,1,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
30315,MAX Frozen Body,Regis,2,1,[ Exclusively for Regis] Extra upgrades to all skill levels: Level 60,2,22001,,,<4301015>,,1,51921,2,1,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
