变量名,rankMax,dayAward,endAward,version
默认值,,,,0
ID,最大排名,比赛日排行奖励,比赛结算排行奖励,版本
1,1,{coin13=128000;gold=300000},{coin13=128000;gold=300000},
2208,2208,{coin13=51930;gold=109840},{coin13=51930;gold=109840},
2209,2209,{coin13=51920;gold=109820},{coin13=51920;gold=109820},
2210,2210,{coin13=51920;gold=109800},{coin13=51920;gold=109800},
2211,2211,{coin13=51910;gold=109780},{coin13=51910;gold=109780},
2212,2212,{coin13=51900;gold=109760},{coin13=51900;gold=109760},
2213,2213,{coin13=51890;gold=109740},{coin13=51890;gold=109740},
2214,2214,{coin13=51880;gold=109720},{coin13=51880;gold=109720},
2215,2215,{coin13=51880;gold=109700},{coin13=51880;gold=109700},
2216,2216,{coin13=51870;gold=109680},{coin13=51870;gold=109680},
2217,2217,{coin13=51860;gold=109660},{coin13=51860;gold=109660},
2218,2218,{coin13=51850;gold=109640},{coin13=51850;gold=109640},
2219,2219,{coin13=51840;gold=109620},{coin13=51840;gold=109620},
2220,2220,{coin13=51840;gold=109600},{coin13=51840;gold=109600},
2221,2221,{coin13=51830;gold=109580},{coin13=51830;gold=109580},
2222,2222,{coin13=51820;gold=109560},{coin13=51820;gold=109560},
2223,2223,{coin13=51810;gold=109540},{coin13=51810;gold=109540},
2224,2224,{coin13=51800;gold=109520},{coin13=51800;gold=109520},
2225,2225,{coin13=51800;gold=109500},{coin13=51800;gold=109500},
2226,2226,{coin13=51790;gold=109480},{coin13=51790;gold=109480},
2227,2227,{coin13=51780;gold=109460},{coin13=51780;gold=109460},
2228,2228,{coin13=51770;gold=109440},{coin13=51770;gold=109440},
2229,2229,{coin13=51760;gold=109420},{coin13=51760;gold=109420},
2230,2230,{coin13=51760;gold=109400},{coin13=51760;gold=109400},
2231,2231,{coin13=51750;gold=109380},{coin13=51750;gold=109380},
2232,2232,{coin13=51740;gold=109360},{coin13=51740;gold=109360},
2233,2233,{coin13=51730;gold=109340},{coin13=51730;gold=109340},
2234,2234,{coin13=51720;gold=109320},{coin13=51720;gold=109320},
2235,2235,{coin13=51720;gold=109300},{coin13=51720;gold=109300},
2236,2236,{coin13=51710;gold=109280},{coin13=51710;gold=109280},
2237,2237,{coin13=51700;gold=109260},{coin13=51700;gold=109260},
2238,2238,{coin13=51690;gold=109240},{coin13=51690;gold=109240},
2239,2239,{coin13=51680;gold=109220},{coin13=51680;gold=109220},
2240,2240,{coin13=51680;gold=109200},{coin13=51680;gold=109200},
2241,2241,{coin13=51670;gold=109180},{coin13=51670;gold=109180},
2242,2242,{coin13=51660;gold=109160},{coin13=51660;gold=109160},
2243,2243,{coin13=51650;gold=109140},{coin13=51650;gold=109140},
2244,2244,{coin13=51640;gold=109120},{coin13=51640;gold=109120},
2245,2245,{coin13=51640;gold=109100},{coin13=51640;gold=109100},
2246,2246,{coin13=51630;gold=109080},{coin13=51630;gold=109080},
2247,2247,{coin13=51620;gold=109060},{coin13=51620;gold=109060},
2248,2248,{coin13=51610;gold=109040},{coin13=51610;gold=109040},
2249,2249,{coin13=51600;gold=109020},{coin13=51600;gold=109020},
2250,2250,{coin13=51600;gold=109000},{coin13=51600;gold=109000},
2251,2251,{coin13=51590;gold=108980},{coin13=51590;gold=108980},
2252,2252,{coin13=51580;gold=108960},{coin13=51580;gold=108960},
2253,2253,{coin13=51570;gold=108940},{coin13=51570;gold=108940},
2254,2254,{coin13=51560;gold=108920},{coin13=51560;gold=108920},
2255,2255,{coin13=51560;gold=108900},{coin13=51560;gold=108900},
2256,2256,{coin13=51550;gold=108880},{coin13=51550;gold=108880},
2257,2257,{coin13=51540;gold=108860},{coin13=51540;gold=108860},
2258,2258,{coin13=51530;gold=108840},{coin13=51530;gold=108840},
2259,2259,{coin13=51520;gold=108820},{coin13=51520;gold=108820},
2260,2260,{coin13=51520;gold=108800},{coin13=51520;gold=108800},
2261,2261,{coin13=51510;gold=108780},{coin13=51510;gold=108780},
2262,2262,{coin13=51500;gold=108760},{coin13=51500;gold=108760},
2263,2263,{coin13=51490;gold=108740},{coin13=51490;gold=108740},
2264,2264,{coin13=51480;gold=108720},{coin13=51480;gold=108720},
2265,2265,{coin13=51480;gold=108700},{coin13=51480;gold=108700},
2266,2266,{coin13=51470;gold=108680},{coin13=51470;gold=108680},
2267,2267,{coin13=51460;gold=108660},{coin13=51460;gold=108660},
2268,2268,{coin13=51450;gold=108640},{coin13=51450;gold=108640},
2269,2269,{coin13=51440;gold=108620},{coin13=51440;gold=108620},
2270,2270,{coin13=51440;gold=108600},{coin13=51440;gold=108600},
2271,2271,{coin13=51430;gold=108580},{coin13=51430;gold=108580},
2272,2272,{coin13=51420;gold=108560},{coin13=51420;gold=108560},
2273,2273,{coin13=51410;gold=108540},{coin13=51410;gold=108540},
2274,2274,{coin13=51400;gold=108520},{coin13=51400;gold=108520},
2275,2275,{coin13=51400;gold=108500},{coin13=51400;gold=108500},
2276,2276,{coin13=51390;gold=108480},{coin13=51390;gold=108480},
2277,2277,{coin13=51380;gold=108460},{coin13=51380;gold=108460},
2278,2278,{coin13=51370;gold=108440},{coin13=51370;gold=108440},
2279,2279,{coin13=51360;gold=108420},{coin13=51360;gold=108420},
2280,2280,{coin13=51360;gold=108400},{coin13=51360;gold=108400},
2281,2281,{coin13=51350;gold=108380},{coin13=51350;gold=108380},
2282,2282,{coin13=51340;gold=108360},{coin13=51340;gold=108360},
2283,2283,{coin13=51330;gold=108340},{coin13=51330;gold=108340},
2284,2284,{coin13=51320;gold=108320},{coin13=51320;gold=108320},
2285,2285,{coin13=51320;gold=108300},{coin13=51320;gold=108300},
2286,2286,{coin13=51310;gold=108280},{coin13=51310;gold=108280},
2287,2287,{coin13=51300;gold=108260},{coin13=51300;gold=108260},
2288,2288,{coin13=51290;gold=108240},{coin13=51290;gold=108240},
2289,2289,{coin13=51280;gold=108220},{coin13=51280;gold=108220},
2290,2290,{coin13=51280;gold=108200},{coin13=51280;gold=108200},
2291,2291,{coin13=51270;gold=108180},{coin13=51270;gold=108180},
2292,2292,{coin13=51260;gold=108160},{coin13=51260;gold=108160},
2293,2293,{coin13=51250;gold=108140},{coin13=51250;gold=108140},
2294,2294,{coin13=51240;gold=108120},{coin13=51240;gold=108120},
2295,2295,{coin13=51240;gold=108100},{coin13=51240;gold=108100},
2296,2296,{coin13=51230;gold=108080},{coin13=51230;gold=108080},
2297,2297,{coin13=51220;gold=108060},{coin13=51220;gold=108060},
2298,2298,{coin13=51210;gold=108040},{coin13=51210;gold=108040},
2299,2299,{coin13=51200;gold=108020},{coin13=51200;gold=108020},
2300,2300,{coin13=51200;gold=108000},{coin13=51200;gold=108000},
2301,2301,{coin13=51190;gold=107980},{coin13=51190;gold=107980},
2302,2302,{coin13=51180;gold=107960},{coin13=51180;gold=107960},
2303,2303,{coin13=51170;gold=107940},{coin13=51170;gold=107940},
2304,2304,{coin13=51160;gold=107920},{coin13=51160;gold=107920},
2305,2305,{coin13=51160;gold=107900},{coin13=51160;gold=107900},
2306,2306,{coin13=51150;gold=107880},{coin13=51150;gold=107880},
2307,2307,{coin13=51140;gold=107860},{coin13=51140;gold=107860},
2308,2308,{coin13=51130;gold=107840},{coin13=51130;gold=107840},
2309,2309,{coin13=51120;gold=107820},{coin13=51120;gold=107820},
2310,2310,{coin13=51120;gold=107800},{coin13=51120;gold=107800},
2311,2311,{coin13=51110;gold=107780},{coin13=51110;gold=107780},
2312,2312,{coin13=51100;gold=107760},{coin13=51100;gold=107760},
2313,2313,{coin13=51090;gold=107740},{coin13=51090;gold=107740},
2314,2314,{coin13=51080;gold=107720},{coin13=51080;gold=107720},
2315,2315,{coin13=51080;gold=107700},{coin13=51080;gold=107700},
2316,2316,{coin13=51070;gold=107680},{coin13=51070;gold=107680},
2317,2317,{coin13=51060;gold=107660},{coin13=51060;gold=107660},
2318,2318,{coin13=51050;gold=107640},{coin13=51050;gold=107640},
2319,2319,{coin13=51040;gold=107620},{coin13=51040;gold=107620},
2320,2320,{coin13=51040;gold=107600},{coin13=51040;gold=107600},
2321,2321,{coin13=51030;gold=107580},{coin13=51030;gold=107580},
2322,2322,{coin13=51020;gold=107560},{coin13=51020;gold=107560},
2323,2323,{coin13=51010;gold=107540},{coin13=51010;gold=107540},
2324,2324,{coin13=51000;gold=107520},{coin13=51000;gold=107520},
2325,2325,{coin13=51000;gold=107500},{coin13=51000;gold=107500},
2326,2326,{coin13=50990;gold=107480},{coin13=50990;gold=107480},
2327,2327,{coin13=50980;gold=107460},{coin13=50980;gold=107460},
2328,2328,{coin13=50970;gold=107440},{coin13=50970;gold=107440},
2329,2329,{coin13=50960;gold=107420},{coin13=50960;gold=107420},
2330,2330,{coin13=50960;gold=107400},{coin13=50960;gold=107400},
2331,2331,{coin13=50950;gold=107380},{coin13=50950;gold=107380},
2332,2332,{coin13=50940;gold=107360},{coin13=50940;gold=107360},
2333,2333,{coin13=50930;gold=107340},{coin13=50930;gold=107340},
2334,2334,{coin13=50920;gold=107320},{coin13=50920;gold=107320},
2335,2335,{coin13=50920;gold=107300},{coin13=50920;gold=107300},
2336,2336,{coin13=50910;gold=107280},{coin13=50910;gold=107280},
2337,2337,{coin13=50900;gold=107260},{coin13=50900;gold=107260},
2338,2338,{coin13=50890;gold=107240},{coin13=50890;gold=107240},
2339,2339,{coin13=50880;gold=107220},{coin13=50880;gold=107220},
2340,2340,{coin13=50880;gold=107200},{coin13=50880;gold=107200},
2341,2341,{coin13=50870;gold=107180},{coin13=50870;gold=107180},
2342,2342,{coin13=50860;gold=107160},{coin13=50860;gold=107160},
2343,2343,{coin13=50850;gold=107140},{coin13=50850;gold=107140},
2344,2344,{coin13=50840;gold=107120},{coin13=50840;gold=107120},
2345,2345,{coin13=50840;gold=107100},{coin13=50840;gold=107100},
2346,2346,{coin13=50830;gold=107080},{coin13=50830;gold=107080},
2347,2347,{coin13=50820;gold=107060},{coin13=50820;gold=107060},
2348,2348,{coin13=50810;gold=107040},{coin13=50810;gold=107040},
2349,2349,{coin13=50800;gold=107020},{coin13=50800;gold=107020},
2350,2350,{coin13=50800;gold=107000},{coin13=50800;gold=107000},
2351,2351,{coin13=50790;gold=106980},{coin13=50790;gold=106980},
2352,2352,{coin13=50780;gold=106960},{coin13=50780;gold=106960},
2353,2353,{coin13=50770;gold=106940},{coin13=50770;gold=106940},
2354,2354,{coin13=50760;gold=106920},{coin13=50760;gold=106920},
2355,2355,{coin13=50760;gold=106900},{coin13=50760;gold=106900},
2356,2356,{coin13=50750;gold=106880},{coin13=50750;gold=106880},
2357,2357,{coin13=50740;gold=106860},{coin13=50740;gold=106860},
2358,2358,{coin13=50730;gold=106840},{coin13=50730;gold=106840},
2359,2359,{coin13=50720;gold=106820},{coin13=50720;gold=106820},
2360,2360,{coin13=50720;gold=106800},{coin13=50720;gold=106800},
2361,2361,{coin13=50710;gold=106780},{coin13=50710;gold=106780},
2362,2362,{coin13=50700;gold=106760},{coin13=50700;gold=106760},
2363,2363,{coin13=50690;gold=106740},{coin13=50690;gold=106740},
2364,2364,{coin13=50680;gold=106720},{coin13=50680;gold=106720},
2365,2365,{coin13=50680;gold=106700},{coin13=50680;gold=106700},
2366,2366,{coin13=50670;gold=106680},{coin13=50670;gold=106680},
2367,2367,{coin13=50660;gold=106660},{coin13=50660;gold=106660},
2368,2368,{coin13=50650;gold=106640},{coin13=50650;gold=106640},
2369,2369,{coin13=50640;gold=106620},{coin13=50640;gold=106620},
2370,2370,{coin13=50640;gold=106600},{coin13=50640;gold=106600},
2371,2371,{coin13=50630;gold=106580},{coin13=50630;gold=106580},
2372,2372,{coin13=50620;gold=106560},{coin13=50620;gold=106560},
2373,2373,{coin13=50610;gold=106540},{coin13=50610;gold=106540},
2374,2374,{coin13=50600;gold=106520},{coin13=50600;gold=106520},
2375,2375,{coin13=50600;gold=106500},{coin13=50600;gold=106500},
2376,2376,{coin13=50590;gold=106480},{coin13=50590;gold=106480},
2377,2377,{coin13=50580;gold=106460},{coin13=50580;gold=106460},
2378,2378,{coin13=50570;gold=106440},{coin13=50570;gold=106440},
2379,2379,{coin13=50560;gold=106420},{coin13=50560;gold=106420},
2380,2380,{coin13=50560;gold=106400},{coin13=50560;gold=106400},
2381,2381,{coin13=50550;gold=106380},{coin13=50550;gold=106380},
2382,2382,{coin13=50540;gold=106360},{coin13=50540;gold=106360},
2383,2383,{coin13=50530;gold=106340},{coin13=50530;gold=106340},
2384,2384,{coin13=50520;gold=106320},{coin13=50520;gold=106320},
2385,2385,{coin13=50520;gold=106300},{coin13=50520;gold=106300},
2386,2386,{coin13=50510;gold=106280},{coin13=50510;gold=106280},
2387,2387,{coin13=50500;gold=106260},{coin13=50500;gold=106260},
2388,2388,{coin13=50490;gold=106240},{coin13=50490;gold=106240},
2389,2389,{coin13=50480;gold=106220},{coin13=50480;gold=106220},
2390,2390,{coin13=50480;gold=106200},{coin13=50480;gold=106200},
2391,2391,{coin13=50470;gold=106180},{coin13=50470;gold=106180},
2392,2392,{coin13=50460;gold=106160},{coin13=50460;gold=106160},
2393,2393,{coin13=50450;gold=106140},{coin13=50450;gold=106140},
2394,2394,{coin13=50440;gold=106120},{coin13=50440;gold=106120},
2395,2395,{coin13=50440;gold=106100},{coin13=50440;gold=106100},
2396,2396,{coin13=50430;gold=106080},{coin13=50430;gold=106080},
2397,2397,{coin13=50420;gold=106060},{coin13=50420;gold=106060},
2398,2398,{coin13=50410;gold=106040},{coin13=50410;gold=106040},
2399,2399,{coin13=50400;gold=106020},{coin13=50400;gold=106020},
2400,2400,{coin13=50400;gold=106000},{coin13=50400;gold=106000},
2401,2401,{coin13=50390;gold=105980},{coin13=50390;gold=105980},
2402,2402,{coin13=50380;gold=105960},{coin13=50380;gold=105960},
2403,2403,{coin13=50370;gold=105940},{coin13=50370;gold=105940},
2404,2404,{coin13=50360;gold=105920},{coin13=50360;gold=105920},
2405,2405,{coin13=50360;gold=105900},{coin13=50360;gold=105900},
2406,2406,{coin13=50350;gold=105880},{coin13=50350;gold=105880},
2407,2407,{coin13=50340;gold=105860},{coin13=50340;gold=105860},
2408,2408,{coin13=50330;gold=105840},{coin13=50330;gold=105840},
2409,2409,{coin13=50320;gold=105820},{coin13=50320;gold=105820},
2410,2410,{coin13=50320;gold=105800},{coin13=50320;gold=105800},
2411,2411,{coin13=50310;gold=105780},{coin13=50310;gold=105780},
2412,2412,{coin13=50300;gold=105760},{coin13=50300;gold=105760},
2413,2413,{coin13=50290;gold=105740},{coin13=50290;gold=105740},
2414,2414,{coin13=50280;gold=105720},{coin13=50280;gold=105720},
2415,2415,{coin13=50280;gold=105700},{coin13=50280;gold=105700},
2416,2416,{coin13=50270;gold=105680},{coin13=50270;gold=105680},
2417,2417,{coin13=50260;gold=105660},{coin13=50260;gold=105660},
2418,2418,{coin13=50250;gold=105640},{coin13=50250;gold=105640},
2419,2419,{coin13=50240;gold=105620},{coin13=50240;gold=105620},
2420,2420,{coin13=50240;gold=105600},{coin13=50240;gold=105600},
2421,2421,{coin13=50230;gold=105580},{coin13=50230;gold=105580},
2422,2422,{coin13=50220;gold=105560},{coin13=50220;gold=105560},
2423,2423,{coin13=50210;gold=105540},{coin13=50210;gold=105540},
2424,2424,{coin13=50200;gold=105520},{coin13=50200;gold=105520},
2425,2425,{coin13=50200;gold=105500},{coin13=50200;gold=105500},
2426,2426,{coin13=50190;gold=105480},{coin13=50190;gold=105480},
2427,2427,{coin13=50180;gold=105460},{coin13=50180;gold=105460},
2428,2428,{coin13=50170;gold=105440},{coin13=50170;gold=105440},
2429,2429,{coin13=50160;gold=105420},{coin13=50160;gold=105420},
2430,2430,{coin13=50160;gold=105400},{coin13=50160;gold=105400},
2431,2431,{coin13=50150;gold=105380},{coin13=50150;gold=105380},
2432,2432,{coin13=50140;gold=105360},{coin13=50140;gold=105360},
2433,2433,{coin13=50130;gold=105340},{coin13=50130;gold=105340},
2434,2434,{coin13=50120;gold=105320},{coin13=50120;gold=105320},
2435,2435,{coin13=50120;gold=105300},{coin13=50120;gold=105300},
2436,2436,{coin13=50110;gold=105280},{coin13=50110;gold=105280},
2437,2437,{coin13=50100;gold=105260},{coin13=50100;gold=105260},
2438,2438,{coin13=50090;gold=105240},{coin13=50090;gold=105240},
2439,2439,{coin13=50080;gold=105220},{coin13=50080;gold=105220},
2440,2440,{coin13=50080;gold=105200},{coin13=50080;gold=105200},
2441,2441,{coin13=50070;gold=105180},{coin13=50070;gold=105180},
2442,2442,{coin13=50060;gold=105160},{coin13=50060;gold=105160},
2443,2443,{coin13=50050;gold=105140},{coin13=50050;gold=105140},
2444,2444,{coin13=50040;gold=105120},{coin13=50040;gold=105120},
2445,2445,{coin13=50040;gold=105100},{coin13=50040;gold=105100},
2446,2446,{coin13=50030;gold=105080},{coin13=50030;gold=105080},
2447,2447,{coin13=50020;gold=105060},{coin13=50020;gold=105060},
2448,2448,{coin13=50010;gold=105040},{coin13=50010;gold=105040},
2449,2449,{coin13=50000;gold=105020},{coin13=50000;gold=105020},
2450,2450,{coin13=50000;gold=105000},{coin13=50000;gold=105000},
2451,2451,{coin13=49990;gold=104980},{coin13=49990;gold=104980},
2452,2452,{coin13=49980;gold=104960},{coin13=49980;gold=104960},
2453,2453,{coin13=49970;gold=104940},{coin13=49970;gold=104940},
2454,2454,{coin13=49960;gold=104920},{coin13=49960;gold=104920},
2455,2455,{coin13=49960;gold=104900},{coin13=49960;gold=104900},
2456,2456,{coin13=49950;gold=104880},{coin13=49950;gold=104880},
2457,2457,{coin13=49940;gold=104860},{coin13=49940;gold=104860},
2458,2458,{coin13=49930;gold=104840},{coin13=49930;gold=104840},
2459,2459,{coin13=49920;gold=104820},{coin13=49920;gold=104820},
2460,2460,{coin13=49920;gold=104800},{coin13=49920;gold=104800},
2461,2461,{coin13=49910;gold=104780},{coin13=49910;gold=104780},
2462,2462,{coin13=49900;gold=104760},{coin13=49900;gold=104760},
2463,2463,{coin13=49890;gold=104740},{coin13=49890;gold=104740},
2464,2464,{coin13=49880;gold=104720},{coin13=49880;gold=104720},
2465,2465,{coin13=49880;gold=104700},{coin13=49880;gold=104700},
2466,2466,{coin13=49870;gold=104680},{coin13=49870;gold=104680},
2467,2467,{coin13=49860;gold=104660},{coin13=49860;gold=104660},
2468,2468,{coin13=49850;gold=104640},{coin13=49850;gold=104640},
2469,2469,{coin13=49840;gold=104620},{coin13=49840;gold=104620},
2470,2470,{coin13=49840;gold=104600},{coin13=49840;gold=104600},
2471,2471,{coin13=49830;gold=104580},{coin13=49830;gold=104580},
2472,2472,{coin13=49820;gold=104560},{coin13=49820;gold=104560},
2473,2473,{coin13=49810;gold=104540},{coin13=49810;gold=104540},
2474,2474,{coin13=49800;gold=104520},{coin13=49800;gold=104520},
2475,2475,{coin13=49800;gold=104500},{coin13=49800;gold=104500},
2476,2476,{coin13=49790;gold=104480},{coin13=49790;gold=104480},
2477,2477,{coin13=49780;gold=104460},{coin13=49780;gold=104460},
2478,2478,{coin13=49770;gold=104440},{coin13=49770;gold=104440},
2479,2479,{coin13=49760;gold=104420},{coin13=49760;gold=104420},
2480,2480,{coin13=49760;gold=104400},{coin13=49760;gold=104400},
2481,2481,{coin13=49750;gold=104380},{coin13=49750;gold=104380},
2482,2482,{coin13=49740;gold=104360},{coin13=49740;gold=104360},
2483,2483,{coin13=49730;gold=104340},{coin13=49730;gold=104340},
2484,2484,{coin13=49720;gold=104320},{coin13=49720;gold=104320},
2485,2485,{coin13=49720;gold=104300},{coin13=49720;gold=104300},
2486,2486,{coin13=49710;gold=104280},{coin13=49710;gold=104280},
2487,2487,{coin13=49700;gold=104260},{coin13=49700;gold=104260},
2488,2488,{coin13=49690;gold=104240},{coin13=49690;gold=104240},
2489,2489,{coin13=49680;gold=104220},{coin13=49680;gold=104220},
2490,2490,{coin13=49680;gold=104200},{coin13=49680;gold=104200},
2491,2491,{coin13=49670;gold=104180},{coin13=49670;gold=104180},
2492,2492,{coin13=49660;gold=104160},{coin13=49660;gold=104160},
2493,2493,{coin13=49650;gold=104140},{coin13=49650;gold=104140},
2494,2494,{coin13=49640;gold=104120},{coin13=49640;gold=104120},
2495,2495,{coin13=49640;gold=104100},{coin13=49640;gold=104100},
2496,2496,{coin13=49630;gold=104080},{coin13=49630;gold=104080},
2497,2497,{coin13=49620;gold=104060},{coin13=49620;gold=104060},
2498,2498,{coin13=49610;gold=104040},{coin13=49610;gold=104040},
2499,2499,{coin13=49600;gold=104020},{coin13=49600;gold=104020},
2500,2500,{coin13=49600;gold=104000},{coin13=49600;gold=104000},
2501,2501,{coin13=49590;gold=103980},{coin13=49590;gold=103980},
2502,2502,{coin13=49580;gold=103960},{coin13=49580;gold=103960},
2503,2503,{coin13=49570;gold=103940},{coin13=49570;gold=103940},
