"﻿变量名",_beizhu,name,name_tw,name_en,name_vn,name_kr,icon,icon1,rDesc,rDesc_tw,rDesc_en,rDesc_vn,rDesc_kr,type,independent,desc,desc_tw,desc_en,desc_vn,desc_kr,paramMap,clientParam,huodongID,countType,openType,validServerOpenDateRange,validRoleCreatedDateRange,beginDate,beginTime,beginTime_kr,beginTime_en,endDate,endTime,endTime_kr,endTime_en,relativeDayRange,openDuration,leastLevel,leastVipLevel,serverDayRange,roleDayRange,servers,languages,active,sortWeight,redpoint
"256",Formal-trailer-experience dungeons increased,,,,,,,3,"During the event period, the number of challenges in the experience copy +1! Go to fight!",活動時間內，經驗副本挑戰次數+1！快去戰鬥吧！,"During the event period, chances of EXP dungeon challenge increases by 1! It's time for a fight!",404404,이벤트 기간 동안 경험치 던전의 도전 횟수가 1회를 증가합니다! 놓치지 마세요!,8,3,Increased number of experience copies,經驗副本次數增加,Extra EXP Dungeon,404404,경험치 던전 횟수 증가,,,,1,0,<20160101;20990101>,,20211111,500,0,0,20211113,500,0,0,,48,18,,<1;9999>,,,<cn;tw;en;kr>,1,18,
"257",Ethereum Gold Coin Double,daily activities,日常活動,404,404404,일일 이벤트,,,,,,,,-2,-1,Ethereum Gold Coin Double,以太樂園金幣雙倍,Aether Paradise Double Coins,404404,에테르파라다이스 코인 2배,{type=10},,,,0,<20160101;20990101>,,20211113,500,0,0,20211115,500,0,0,,48,32,,<1;9999>,,,<cn;tw;en;kr>,1,18,
"258",Official-Trailer-Double Ether Paradise Gold Coins,,,,,,,3,"During the event period, the gold coin rewards for opening treasure chests in Ether Paradise will be doubled! Go to fight!",活動時間內，以太樂園中開啟寶箱獲得的金幣獎勵雙倍！快去戰鬥吧！,"During the event period, challenging Aether Paradise will be rewarded with double coins! It's time for a fight!",404404,이벤트 기간 동안 에테르파라다이스의 보물상자 개방 시 획득하는 코인 보상이 2배 증가합니다! 놓치지 마세요!,8,3,Ethereum Gold Coin Double,以太樂園金幣雙倍,Aether Paradise Double Coins,404404,에테르파라다이스 코인 2배,,,,1,0,<20160101;20990101>,,20211113,500,0,0,20211115,500,0,0,,48,32,,<1;9999>,,,<cn;tw;en;kr>,1,18,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"260",Officially - Increased the number of gift copies,daily activities,日常活動,404,404404,일일 이벤트,,,,,,,,-2,-1,Increased number of gift copies,禮物副本次數增加,Extra Gift Dungeon,404404,선물 던전 횟수 증가,{type=4;count=1},,,,0,<20160101;20990101>,,20211115,500,0,0,20211117,500,0,0,,48,18,,<1;9999>,,,<cn;tw;en;kr>,1,18,
"261",Official - Teaser - Increased the number of copies of gifts,,,,,,,3,"During the event period, the number of challenges for gift copies will be +1! Go to fight!",活動時間內，禮物副本挑戰次數+1！快去戰鬥吧！,"During the event period, chances of Gift dungeon challenge increases by 1! It's time for a fight!",404404,이벤트 기간 동안 선물 던전의 도전 횟수가 1회를 증가합니다! 놓치지 마세요!,8,3,Increased number of gift copies,禮物副本次數增加,Extra Gift Dungeon,404404,선물 던전 횟수 증가,,,,1,0,<20160101;20990101>,,20211115,500,0,0,20211117,500,0,0,,48,18,,<1;9999>,,,<cn;tw;en;kr>,1,18,
"262",Endless Tower Sweep Double,daily activities,日常活動,404,404404,일일 이벤트,,,,,,,,-2,-1,Adventure Road Sweep Double,冒險之路掃蕩雙倍,Adventure Road Double Blitz Reward,404404,모험의 길 소탕 2배,{type=9},,,,0,<20160101;20990101>,,20211117,500,0,0,20211119,500,0,0,,48,24,,<1;9999>,,,<cn;tw;en;kr>,1,18,
"263",Official - Teaser - Endless Tower Sweep Double,,,,,,,3,"During the event period, the drop rate of rewards for raiding on the Adventure Road is doubled! Go to fight!",活動時間內，冒險之路掃蕩獎勵掉落概率雙倍！快去戰鬥吧！,"During the event period, the droping rate of advanture load sweeping is doubled! It's time for a fight! ",404404,이벤트 기간 동안 모험의 길 소탕 보상 드랍 확률이 2배 증가합니다! 놓치지 마세요!,8,3,Adventure Road Sweep Double,冒險之路掃蕩雙倍,Adventure Road Double Blitz Reward,404404,모험의 길 소탕 2배,,,,1,0,<20160101;20990101>,,20211117,500,0,0,20211119,500,0,0,,48,24,,<1;9999>,,,<cn;tw;en;kr>,1,18,
"264",Officially - Number of shard copies increased,daily activities,日常活動,404,404404,일일 이벤트,,,,,,,,-2,-1,Fragment copies increase,碎片副本次數增加,Extra Shard Dungeon,Mảnh vỡ phó bản số lần gia tăng,조각 던전 횟수 증가,{type=5;count=1},,,,0,<20160101;20990101>,,20211119,500,0,0,20211121,500,0,0,,48,18,,<1;9999>,,,<cn;tw;en;kr>,1,18,
"265",Official - Teaser - The number of copies of fragments has increased,,,,,,,3,"During the event period, the number of challenges in the Fragment Instance +1! Go to fight!",活動時間內，碎片副本挑戰次數+1！快去戰鬥吧！,"During the event period, chances of Shard dungeon challenge increase by 1! It's time for a fight!",404404,이벤트 기간 동안 조각 던전의 도전 횟수가 1회를 증가합니다! 놓치지 마세요!,8,3,Fragment copies increase,碎片副本次數增加,Extra Shard Dungeon,Mảnh vỡ phó bản số lần gia tăng,조각 던전 횟수 증가,,,,1,0,<20160101;20990101>,,20211119,500,0,0,20211121,500,0,0,,48,18,,<1;9999>,,,<cn;tw;en;kr>,1,18,
"266",double treasure,daily activities,日常活動,404,404404,일일 이벤트,,,,,,,,-2,-1,double treasure,聚寶雙倍,Double Treasure Pot rewards,404404,보물단지 2배,{type=6;count=10},,,,0,<20160101;20990101>,,20211121,500,0,0,20211123,500,0,0,,48,1,,<1;9999>,,,<cn;tw;en;kr>,1,18,
"267",Official-Teaser-Double Treasure,,,,,,,3,"During the event period, the first 10 times of Gold Coin Treasure can get double rewards! go quickly!",活動時間內，金幣聚寶前10次可以獲得雙倍獎勵！快去吧！,"During the event period, treature pot gives double reward of the first 10 times. Come on!",404404,이벤트 기간 동안 코인 보물단지 첫 10회 보상 내용이 2배 증가합니다! 놓치지 마세요!,8,3,double treasure,聚寶雙倍,Double Treasure Pot rewards,404404,보물단지 2배,,,,1,0,<20160101;20990101>,,20211121,500,0,0,20211123,500,0,0,,48,1,,<1;9999>,,,<cn;tw;en;kr>,1,18,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"268",Officially - the number of dungeons of gold coins has increased,daily activities,日常活動,404,404404,일일 이벤트,,,,,,,,-2,-1,The number of copies of gold coins has increased,金幣副本次數增加,Extra Coin Dungeon,404404,코인 던전 횟수 증가,{type=2;count=1},,,,0,<20160101;20990101>,,20211026,500,0,0,20211028,500,0,0,,48,18,,<1;9999>,,,<cn;tw;en;kr>,1,18,
"269",Official - Teaser - The number of dungeons of gold coins has increased,,,,,,,3,"During the event period, the number of gold coin dungeon challenges +1! Go to fight!",活動時間內，金幣副本挑戰次數+1！快去戰鬥吧！,"During the event period, chances of Coin dungeon challenge increases by 1! It's time for a fight!",404404,이벤트 기간 동안 코인 던전의 도전 횟수가 1회를 증가합니다! 놓치지 마세요!,8,3,The number of copies of gold coins has increased,金幣副本次數增加,Extra Coin Dungeon,404404,코인 던전 횟수 증가,,,,1,0,<20160101;20990101>,,20211026,500,0,0,20211028,500,0,0,,48,18,,<1;9999>,,,<cn;tw;en;kr>,1,18,
"270",Formal - The number of experience copies has increased,daily activities,日常活動,404,404404,일일 이벤트,,,,,,,,-2,-1,Increased number of experience copies,經驗副本次數增加,Extra EXP Dungeon,404404,경험치 던전 횟수 증가,{type=3;count=1},,,,0,<20160101;20990101>,,20211028,500,0,0,20211030,500,0,0,,48,18,,<1;9999>,,,<cn;tw;en;kr>,1,18,
"271",Formal-trailer-experience dungeons increased,,,,,,,3,"During the event period, the number of challenges in the experience copy +1! Go to fight!",活動時間內，經驗副本挑戰次數+1！快去戰鬥吧！,"During the event period, chances of EXP dungeon challenge increases by 1! It's time for a fight!",404404,이벤트 기간 동안 경험치 던전의 도전 횟수가 1회를 증가합니다! 놓치지 마세요!,8,3,Increased number of experience copies,經驗副本次數增加,Extra EXP Dungeon,404404,경험치 던전 횟수 증가,,,,1,0,<20160101;20990101>,,20211028,500,0,0,20211030,500,0,0,,48,18,,<1;9999>,,,<cn;tw;en;kr>,1,18,
"272",Ethereum Gold Coin Double,daily activities,日常活動,404,404404,일일 이벤트,,,,,,,,-2,-1,Ethereum Gold Coin Double,以太樂園金幣雙倍,Aether Paradise Double Coins,404404,에테르파라다이스 코인 2배,{type=10},,,,0,<20160101;20990101>,,20211030,500,0,0,20211101,500,0,0,,48,32,,<1;9999>,,,<cn;tw;en;kr>,1,18,
"273",Official-Trailer-Double Ether Paradise Gold Coins,,,,,,,3,"During the event period, the gold coin rewards for opening treasure chests in Ether Paradise will be doubled! Go to fight!",活動時間內，以太樂園中開啟寶箱獲得的金幣獎勵雙倍！快去戰鬥吧！,"During the event period, challenging Aether Paradise will be rewarded with double coins! It's time for a fight!",404404,이벤트 기간 동안 에테르파라다이스의 보물상자 개방 시 획득하는 코인 보상이 2배 증가합니다! 놓치지 마세요!,8,3,Ethereum Gold Coin Double,以太樂園金幣雙倍,Aether Paradise Double Coins,404404,에테르파라다이스 코인 2배,,,,1,0,<20160101;20990101>,,20211030,500,0,0,20211101,500,0,0,,48,32,,<1;9999>,,,<cn;tw;en;kr>,1,18,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"280",Formal - Increase in the number of experience copies - 10.1 special case,daily activities,日常活動,404,404404,일일 이벤트,,,,,,,,-2,-1,Increased number of experience copies,經驗副本次數增加,Extra EXP Dungeon,404404,경험치 던전 횟수 증가,{type=3;count=1},,,,0,<20160101;20990101>,,20210930,500,0,0,20211001,500,0,0,,48,18,,<1;9999>,,,<cn>,1,18,
"281",Official-Trailer-Experience Dungeons Increase-10.1 Special Case,,,,,,,3,"During the event period, the number of challenges in the experience copy +1! Go to fight!",活動時間內，經驗副本挑戰次數+1！快去戰鬥吧！,"During the event period, chances of EXP dungeon challenge increases by 1! It's time for a fight!",404404,이벤트 기간 동안 경험치 던전의 도전 횟수가 1회를 증가합니다! 놓치지 마세요!,8,3,Increased number of experience copies,經驗副本次數增加,Extra EXP Dungeon,404404,경험치 던전 횟수 증가,,,,1,0,<20160101;20990101>,,20210930,500,0,0,20211001,500,0,0,,48,18,,<1;9999>,,,<cn>,1,18,
"282",Treasure double - 5.1 special case,daily activities,日常活動,404,404404,일일 이벤트,,,,,,,,-2,-1,double treasure,聚寶雙倍,Double Treasure Pot rewards,404404,보물단지 2배,{type=6;count=10},,,,0,<20160101;20990101>,,20211011,500,0,0,20211012,500,0,0,,48,1,,<1;9999>,,,<cn>,1,18,
"283",Formal-Teaser-Jubao Double-5.1 Special Case,,,,,,,3,"During the event period, the first 10 times of Gold Coin Treasure can get double rewards! go quickly!",活動時間內，金幣聚寶前10次可以獲得雙倍獎勵！快去吧！,"During the event period, treature pot gives double reward of the first 10 times. Come on!",404404,이벤트 기간 동안 코인 보물단지 첫 10회 보상 내용이 2배 증가합니다! 놓치지 마세요!,8,3,double treasure,聚寶雙倍,Double Treasure Pot rewards,404404,보물단지 2배,,,,1,0,<20160101;20990101>,,20211011,500,0,0,20211012,500,0,0,,48,1,,<1;9999>,,,<cn>,1,18,
,Fragment copy double drop,daily activities,日常活動,404,404404,일일 이벤트,,,,,,,,-2,-1,Fragment copy double drop,碎片副本雙倍掉落,Shard dungeon double rewards,404404,조각 던전 2배 드랍,{type=1;start=60301;end=60446},,,,0,,,20200114,500,0,0,20200116,500,0,0,,48,18,,<1;9999>,,,<cn;tw;en;kr>,1,18,
,Official-Trailer-Double drop of shard dungeon,,,,,,,3,"During the event time, the shard copy will drop twice! Go to fight!",活動時間內，碎片副本雙倍掉落！快去戰鬥吧！,"During the event period, the droping rate of Shard Dungeon is doubled! It's time for a fight! ",404404,이벤트 기간 동안 조각 던전 드랍 내용이 2배 증가합니다! 놓치지 마세요!,8,3,Fragment copy double drop,碎片副本雙倍掉落,Shard dungeon double rewards,404404,조각 던전 2배 드랍,,,,1,0,,,20200114,500,0,0,20200116,500,0,0,,48,18,,<1;9999>,,,<cn;tw;en;kr>,1,18,
,double treasure,daily activities,日常活動,404,404404,일일 이벤트,,,,,,,,-2,-1,double treasure,聚寶雙倍,Double Treasure Pot rewards,404404,보물단지 2배,{type=6;count=10},,,,0,,,20200116,500,0,0,20200118,500,0,0,,48,1,,<1;9999>,,,<cn;tw;en;kr>,1,18,
,Official-Teaser-Double Treasure,,,,,,,3,"During the event period, the first 10 times of Gold Coin Treasure can get double rewards! go quickly!",活動時間內，金幣聚寶前10次可以獲得雙倍獎勵！快去吧！,"During the event period, treature pot gives double reward of the first 10 times. Come on!",404404,이벤트 기간 동안 코인 보물단지 첫 10회 보상 내용이 2배 증가합니다! 놓치지 마세요!,8,3,double treasure,聚寶雙倍,Double Treasure Pot rewards,404404,보물단지 2배,,,,1,0,,,20200116,500,0,0,20200118,500,0,0,,48,1,,<1;9999>,,,<cn;tw;en;kr>,1,18,
,Officially - the number of dungeons of gold coins has increased,daily activities,日常活動,404,404404,일일 이벤트,,,,,,,,-2,-1,The number of copies of gold coins has increased,金幣副本次數增加,Extra Coin Dungeon,404404,코인 던전 횟수 증가,{type=2;count=1},,,,0,,,20200118,500,0,0,20200120,500,0,0,,48,18,,<1;9999>,,,<cn;tw;en;kr>,1,18,
,Official - Teaser - The number of dungeons of gold coins has increased,,,,,,,3,"During the event period, the number of gold coin dungeon challenges +1! Go to fight!",活動時間內，金幣副本挑戰次數+1！快去戰鬥吧！,"During the event period, chances of Coin dungeon challenge increases by 1! It's time for a fight!",404404,이벤트 기간 동안 코인 던전의 도전 횟수가 1회를 증가합니다! 놓치지 마세요!,8,3,The number of copies of gold coins has increased,金幣副本次數增加,Extra Coin Dungeon,404404,코인 던전 횟수 증가,,,,1,0,,,20200118,500,0,0,20200120,500,0,0,,48,18,,<1;9999>,,,<cn;tw;en;kr>,1,18,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300",Double the stamina purchase,double big event,雙倍大活動,404,404404,2배 이벤트,,,,,,,,-2,-1,Double the stamina purchase,體力購買雙倍,Energy Purchase 2x,404404,체력 구매 2배,{type=7;count=5},,,,0,<20160101;20990101>,,20210920,500,0,0,20210922,500,0,0,,48,1,,<1;9999>,,,<cn;tw;kr>,1,18,
"301",Official-Trailer-Purchase of physical strength is doubled,double big event,雙倍大活動,,404404,2배 이벤트,,3,"During the event period, the first 5 physical purchases can get double rewards! go quickly!",活動時間內，體力購買前5次可以獲得雙倍獎勵！快去吧！,"During the event period, treature pot gives double reward of the first 10 times. Come on!","Trong thời gian sự kiện, 5 lần đầu mua Thể Lực nhận thưởng nhân đôi! Đi ngay!",이벤트 기간 동안 체력 구매 첫 5회 보상 내용이 2배 증가합니다! 놓치지 마세요!,8,3,Double the stamina purchase,體力購買雙倍,Energy Purchase 2x,404404,체력 구매 2배,,,,1,0,<20160101;20990101>,,20210920,500,0,0,20210922,500,0,0,,48,1,,<1;9999>,,,<cn;tw;kr>,1,18,
"302",Gift copy double drop,double big event,雙倍大活動,404,404404,2배 이벤트,,,,,,,,-2,-1,Gift copy double drop,禮物副本雙倍掉落,Gift Dungeon double rewards,404404,선물 던전 2배 드랍,{type=1;start=60201;end=60257},,,,0,<20160101;20990101>,,20201227,500,0,0,20201229,500,0,0,,48,18,,<1;9999>,,,<cn>,1,18,
"303",Official-Trailer-Gift copy double drop,double big event,雙倍大活動,,404404,2배 이벤트,,3,"During the event time, gift copies will drop twice! Go to fight!",活動時間內，禮物副本雙倍掉落！快去戰鬥吧！,"During the event period, the droping rate of Gift Dungeon is doubled! It's time for a fight!",404404,이벤트 기간 동안 선물 던전 드랍 내용이 2배 증가합니다! 놓치지 마세요!,8,3,Gift copy double drop,禮物副本雙倍掉落,Gift Dungeon double rewards,404404,선물 던전 2배 드랍,,,,1,0,<20160101;20990101>,,20201227,500,0,0,20201229,500,0,0,,48,18,,<1;9999>,,,<cn>,1,18,
"304",Fragment copy double drop,double big event,雙倍大活動,404,404404,2배 이벤트,,,,,,,,-2,-1,Fragment copy double drop,碎片副本雙倍掉落,Shard dungeon double rewards,404404,조각 던전 2배 드랍,{type=1;start=60301;end=60447},,,,0,<20160101;20990101>,,20201229,500,0,0,20201231,500,0,0,,48,18,,<1;9999>,,,<cn>,1,18,
"305",Official-Trailer-Double drop of shard dungeon,double big event,雙倍大活動,,404404,2배 이벤트,,3,"During the event time, the shard copy will drop twice! Go to fight!",活動時間內，碎片副本雙倍掉落！快去戰鬥吧！,"During the event period, the droping rate of Shard Dungeon is doubled! It's time for a fight! ",404404,이벤트 기간 동안 조각 던전 드랍 내용이 2배 증가합니다! 놓치지 마세요!,8,3,Fragment copy double drop,碎片副本雙倍掉落,Shard dungeon double rewards,404404,조각 던전 2배 드랍,,,,1,0,<20160101;20990101>,,20201229,500,0,0,20201231,500,0,0,,48,18,,<1;9999>,,,<cn>,1,18,
"306",Gold coin copy double drop,double big event,雙倍大活動,404,404404,2배 이벤트,,,,,,,,-2,-1,Gold coin copy double drop,金幣副本雙倍掉落,Coin dungeon double rewards,404404,코인 던전 2배 드랍,{type=1;start=60001;end=60099},,,,0,<20160101;20990101>,,20201231,500,0,0,20210102,500,0,0,,48,18,,<1;9999>,,,<cn>,1,18,
