"﻿变量名",_beizhu,huodongID,taskType,taskParam,taskSpecialParam,desc,desc_tw,desc_en,desc_vn,desc_kr,award,vip
2687,Daily Activities - Commencement Welfare Chrysanthemum,2060,18,5,,Gold Touch 5 times,點金5次,Gold Touch 5 times,404404,5회 골드변환,{20781=1;29001=1;gold=20000;5000=10},
2688,Daily Activities - Commencement Welfare Chrysanthemum,2060,86,,{2=4},Complete Dispatch Quest of S and above 2 times,完成S級以上派遣任務2次,Complete Dispatch Quest of S and above 2 times,Hoàn thành nhiệm vụ điều phái S trở lên 2 lần,S급 이상 파견 퀘스트 2회 완료,{20781=1;29001=1;gold=20000;5000=10},
2689,Daily Activities - Commencement Welfare Chrysanthemum,2060,58,1,,Grab Red Envelope once,公會搶紅包1次,Grab Red Envelope once,404404,길드 보너스 1회 얻기,{20781=1;29001=1;gold=20000;5000=10},
2690,Daily Activities - Commencement Welfare Chrysanthemum,2060,21,600,,Diamond total Spend reach 600,累計消耗600鑽石,Diamond total Spend reach 600,404404,600다이아 누적 소모,{20781=1;29001=1;gold=20000;5000=10},
2691,Daily Activities - Commencement Welfare Chrysanthemum,2060,22,600,,Recharge 300 Diamond,儲值600鑽石,Recharge 300 Diamond,404404,600다이아 충전,{21271=2;gold=200000;5000=20},
,,,,,,,,,,,,
3001,Daily Activities - Normal Dungeon Challenge,3001,29,30,,Challenge Normal dungeon 30 times,普通副本挑戰30次,Challenge Normal dungeon 30 times,404404,일반 던전 30회 도전,{930=10;gold=40000;13=10},
3002,Daily Activities - Normal Dungeon Challenge,3001,29,60,,Challenge Normal dungeon 60 times,普通副本挑戰60次,Challenge Normal dungeon 60 times,404404,일반 던전 60회 도전,{930=10;gold=50000;13=10;5000=10},
3003,Daily Activities - Normal Dungeon Challenge,3001,29,90,,Challenge Normal dungeon 90 times,普通副本挑戰90次,Challenge Normal dungeon 90 times,404404,일반 던전 90회 도전,{930=12;gold=60000;14=10;5000=10},
3004,Daily Activities - Normal Dungeon Challenge,3001,29,120,,Challenge Normal dungeon 120 times,普通副本挑戰120次,Challenge Normal dungeon 120 times,404404,일반 던전 120회 도전,{930=15;gold=70000;14=10;5000=10},
3005,Daily Activities - Normal Dungeon Challenge,3001,29,150,,Challenge Normal dungeon 150 times,普通副本挑戰150次,Challenge Normal dungeon 150 times,404404,일반 던전 150회 도전,{930=15;gold=80000;14=10;5000=10},
3006,Daily Activities - Normal Dungeon Challenge,3001,29,180,,Challenge Normal dungeon 180 times,普通副本挑戰180次,Challenge Normal dungeon 180 times,404404,일반 던전 180회 도전,{930=20;gold=100000;14=10;5000=10},
3007,Daily Activities - Normal Dungeon Challenge,3001,29,240,,Challenge Normal dungeon 240 times,普通副本挑戰240次,Challenge Normal dungeon 240 times,404404,일반 던전 240회 도전,{930=20;gold=150000;14=15;5000=15},
,,,,,,,,,,,,
3011,Daily Activities - Difficult Dungeon Challenge,3002,30,6,,Challenge Elite Instance 6 times,困難副本挑戰6次,Challenge Elite Instance 6 times,404404,하드 던전 6회 도전,{100=2;gold=20000;13=5},
3012,Daily Activities - Difficult Dungeon Challenge,3002,30,10,,Challenge Elite Instance 10 times,困難副本挑戰10次,Challenge Elite Instance 10 times,404404,하드 던전 10회 도전,{100=2;gold=30000;13=5},
3013,Daily Activities - Difficult Dungeon Challenge,3002,30,15,,Challenge Elite dungeon 15 times,困難副本挑戰15次,Challenge Elite dungeon 15 times,404404,하드 던전 15회 도전,{100=3;gold=40000;13=5},
3014,Daily Activities - Difficult Dungeon Challenge,3002,30,20,,Challenge Elite dungeon 20 times,困難副本挑戰20次,Challenge Elite dungeon 20 times,404404,하드 던전 20회 도전,{100=3;gold=50000;13=5},
3015,Daily Activities - Difficult Dungeon Challenge,3002,30,30,,Challenge Elite dungeon 30 times,困難副本挑戰30次,Challenge Elite dungeon 30 times,404404,하드 던전 30회 도전,{100=5;gold=60000;13=5},
3016,Daily Activities - Difficult Dungeon Challenge,3002,30,40,,Challenge Elite dungeon 40 times,困難副本挑戰40次,Challenge Elite dungeon 40 times,404404,하드 던전 40회 도전,{950=10;gold=80000;14=12},
3017,Daily Activities - Difficult Dungeon Challenge,3002,30,50,,Challenge Elite Instance 50 times,困難副本挑戰50次,Challenge Elite Instance 50 times,404404,하드 던전 50회 도전,{950=10;gold=80000;14=12},
,,,,,,,,,,,,
3021,Daily Activities - Ether Paradise Points,3003,62,3000,,Attain 3000 points in Aether Paradise,以太樂園積分達到3000,Attain 3000 points in Aether Paradise,404404,에테르파라다이스 포인트 3000 달성,{coin2=100;4000=10},
3022,Daily Activities - Ether Paradise Points,3003,62,6000,,Attain 6000 points in Aether Paradise,以太樂園積分達到6000,Attain 6000 points in Aether Paradise,404404,에테르파라다이스 포인트 6000 달성,{coin2=100;4000=10},
3023,Daily Activities - Ether Paradise Points,3003,62,10000,,Attain 10000 points in Aether Paradise,以太樂園積分達到10000,Attain 10000 points in Aether Paradise,404404,에테르파라다이스 포인트 10000 달성,{coin2=100;4000=10},
3024,Daily Activities - Ether Paradise Points,3003,62,12000,,Attain 12000 points in Aether Paradise,以太樂園積分達到12000,Attain 12000 points in Aether Paradise,Điểm Aether Paradise đạt 12000,에테르파라다이스 포인트 12000 달성,{coin2=100;4000=10},
3025,Daily Activities - Ether Paradise Points,3003,62,14000,,Attain 14000 points in Aether Paradise,以太樂園積分達到14000,Attain 14000 points in Aether Paradise,Điểm Aether Paradise đạt 14000,에테르파라다이스 포인트 14000 달성,{coin2=200;4000=10},
3026,Daily Activities - Ether Paradise Points,3003,62,16000,,Attain 16000 points in Aether Paradise,以太樂園積分達到16000,Attain 16000 points in Aether Paradise,Điểm Aether Paradise đạt 16000,에테르파라다이스 포인트 16000 달성,{coin2=200;4000=10},
3027,Daily Activities - Ether Paradise Points,3003,62,18000,,Attain 18000 points in Aether Paradise,以太樂園積分達到18000,Attain 18000 points in Aether Paradise,Điểm Aether Paradise đạt 18000,에테르파라다이스 포인트 18000 달성,{coin2=200;4000=10},
3028,Daily Activities - Ether Paradise Points,3003,62,20000,,Attain 20000 points in Aether Paradise,以太樂園積分達到20000,Attain 20000 points in Aether Paradise,404404,에테르파라다이스 포인트 20000 달성,{coin2=300;4000=10},
,,,,,,,,,,,,
3031,Daily Activities - Number of Gold Points,3004,18,1,,Gold Touch once,點金1次,Gold Touch once,404404,1회 골드변환,{13=2;gold=50000},
3032,Daily Activities - Number of Gold Points,3004,18,3,,Gold Touch 3 times,點金3次,Gold Touch 3 times,404404,3회 골드변환,{13=4;gold=80000},
3033,Daily Activities - Number of Gold Points,3004,18,5,,Gold Touch 5 times,點金5次,Gold Touch 5 times,404404,5회 골드변환,{13=6;gold=100000},
3034,Daily Activities - Number of Gold Points,3004,18,8,,Gold Touch 8 times,點金8次,Gold Touch 8 times,404404,8회 골드변환,{13=8;gold=120000},
3035,Daily Activities - Number of Gold Points,3004,18,12,,Gold Touch 12 times,點金12次,Gold Touch 12 times,404404,12회 골드변환,{13=10;gold=150000},
3036,Daily Activities - Number of Gold Points,3004,18,16,,Gold Touch 16 times,點金16次,Gold Touch 16 times,404404,16회 골드변환,{13=15;gold=200000},
3037,Daily Activities - Number of Gold Points,3004,18,20,,Gold Touch 20 times,點金20次,Gold Touch 20 times,404404,20회 골드변환,{13=20;gold=300000},
,,,,,,,,,,,,
3041,Daily Activities - Coin Consumption,3005,20,300000,,Spend 300K Gold,消耗300000金幣,Spend 300K Gold,404404,300000코인 소모,{850=20;13=10;gold=45000},
3042,Daily Activities - Coin Consumption,3005,20,600000,,Spend 600K Gold,消耗600000金幣,Spend 600K Gold,404404,600000코인 소모,{850=20;13=10;gold=90000},
3043,Daily Activities - Coin Consumption,3005,20,1000000,,Spend 1000000 coins,消耗1000000金幣,Spend 1000000 coins,404404,1000000코인 소모,{850=40;13=10;gold=120000},
3044,Daily Activities - Coin Consumption,3005,20,2000000,,Spend 2M Gold,消耗2000000金幣,Spend 2M Gold,404404,2000000코인 소모,{850=40;13=20;gold=180000},
3045,Daily Activities - Coin Consumption,3005,20,4000000,,Spend 4M Gold,消耗4000000金幣,Spend 4M Gold,404404,4000000코인 소모,{503=1;13=20;gold=250000},
3046,Daily Activities - Coin Consumption,3005,20,6000000,,Spend 6M Gold,消耗6000000金幣,Spend 6M Gold,404404,6000000코인 소모,{850=60;13=30;gold=400000},
3047,Daily Activities - Coin Consumption,3005,20,8000000,,Spend 8M Gold,消耗8000000金幣,Spend 8M Gold,404404,8000000코인 소모,{850=60;13=30;gold=640000},
3048,Daily Activities - Coin Consumption,3005,20,10000000,,Spend 10M Gold,消耗10000000金幣,Spend 10M Gold,404404,10000000코인 소모,{850=60;13=50;gold=800000},
3049,Daily Activities - Coin Consumption,3005,20,12000000,,Spend 12M Gold,消耗12000000金幣,Spend 12M Gold,404404,12000000코인 소모,{501=1;13=50;gold=960000},
,,,,,,,,,,,,
3051,Daily Activities - Buy Stamina,3006,26,1,,Purchase Vitality once,購買體力1次,Purchase Vitality once,404404,체력 1회 구매,{516=1;13=10;930=5;gold=30000},
3052,Daily Activities - Buy Stamina,3006,26,3,,Purchase Vitality 3 times,購買體力3次,Purchase Vitality 3 times,404404,체력 3회 구매,{516=3;13=20;930=10;gold=50000},
3053,Daily Activities - Buy Stamina,3006,26,5,,Buy Energy 5 times,購買體力5次,Buy Energy 5 times,404404,체력 5회 구매,{516=5;13=30;930=10;gold=80000},
3054,Daily Activities - Buy Stamina,3006,26,7,,Purchase Vitality 7 times,購買體力7次,Purchase Vitality 7 times,404404,체력 7회 구매,{516=6;14=15;930=20;gold=120000},
3055,Daily Activities - Buy Stamina,3006,26,9,,Purchase Vitality 9 times,購買體力9次,Purchase Vitality 9 times,404404,체력 9회 구매,{516=7;14=25;930=25;gold=150000},
3056,Daily Activities - Buy Stamina,3006,26,12,,Purchase Vitality 12 times,購買體力12次,Purchase Vitality 12 times,404404,체력 12회 구매,{516=8;14=35;930=30;gold=200000},
,,,,,,,,,,,,
3061,Daily Activities - Competitive Points,3007,43,4,,Arena Points reach 4 Points,競技場積分達到4,Arena Points reach 4 Points,404404,아레나 포인트 4 달성,{coin1=100;gold=20000},
3062,Daily Activities - Competitive Points,3007,43,6,,Arena Points reach 6 Points,競技場積分達到6,Arena Points reach 6 Points,404404,아레나 포인트 6 달성,{coin1=100;gold=20000},
3063,Daily Activities - Competitive Points,3007,43,8,,Arena Points reach 8 Points,競技場積分達到8,Arena Points reach 8 Points,404404,아레나 포인트 8 달성,{coin1=100;gold=20000},
3064,Daily Activities - Competitive Points,3007,43,10,,Arena Points reach 10 Points,競技場積分達到10,Arena Points reach 10 Points,404404,아레나 포인트 10 달성,{coin1=200;502=1},
3065,Daily Activities - Competitive Points,3007,43,12,,Arena Points reach 12 Points,競技場積分達到12,Arena Points reach 12 Points,404404,아레나 포인트 12 달성,{coin1=200;gold=30000},
3066,Daily Activities - Competitive Points,3007,43,16,,Arena Points reach 16 Points,競技場積分達到16,Arena Points reach 16 Points,404404,아레나 포인트 16 달성,{coin1=200;gold=30000},
3067,Daily Activities - Competitive Points,3007,43,20,,Arena Points reach 20 Points,競技場積分達到20,Arena Points reach 20 Points,404404,아레나 포인트 20 달성,{coin1=300;502=2},
,,,,,,,,,,,,
3071,Elemental Purification - Universal Fragment,3008,66,1,,Win Element Challenge once,元素挑戰完成1次,Win Element Challenge once,404404,엘리멘탈 챌린지 1회 완료,{rmb=10;gold=50000;2103=1},
3072,Elemental Purification - Universal Fragment,3008,66,2,,Win Element Challenge 2 times,元素挑戰完成2次.,Win Element Challenge 2 times,404404,엘리멘탈 챌린지 2회 완료,{rmb=30;gold=80000;2103=2},
3073,Elemental Purification - Universal Fragment,3008,66,3,,Win Element Challenge 3 times,元素挑戰完成3次.,Win Element Challenge 3 times,404404,엘리멘탈 챌린지 3회 완료,{502=3;gold=100000;2103=3},
,,,,,,,,,,,,
3501,Daily login - send accessories and star - up props - Deruby,3051,17,1,,Login 1 days in total,累計登錄1天,Login 1 days in total,Tích luỹ đăng nhập 1 ngày,누적 1일 로그인,{21171=5;gold=20000;12=15},
3502,Daily login - send accessories and star - up props - Deruby,3051,17,2,,Login 2 days in total,累計登錄2天,Login 2 days in total,Tích luỹ đăng nhập 2 ngày,누적 2일 로그인,{2103=5;gold=20000;12=15},
3503,Daily login - send accessories and star - up props - Deruby,3051,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,{21171=8;gold=30000;12=20},
3504,Daily login - send accessories and star - up props - Deruby,3051,17,4,,Login 4 days in total,累計登錄4天,Login 4 days in total,Tích luỹ đăng nhập 4 ngày,누적 4일 로그인,{rmb=168;gold=30000;12=20},
3505,Daily login - send accessories and star - up props - Deruby,3051,17,5,,Login 5 days in total,累計登錄5天,Login 5 days in total,Tích luỹ đăng nhập 5 ngày,누적 5일 로그인,{501=1;gold=50000;12=30},
,,,,,,,,,,,,
3511,Daily login - send adventure coupons - duckbill baby,3052,17,1,,Login 1 days in total,累計登錄1天,Login 1 days in total,Tích luỹ đăng nhập 1 ngày,누적 1일 로그인,{20601=5;gold=20000;12=15},
3512,Daily login - send adventure coupons - duckbill baby,3052,17,2,,Login 2 days in total,累計登錄2天,Login 2 days in total,Tích luỹ đăng nhập 2 ngày,누적 2일 로그인,{520=1;gold=20000;12=15},
3513,Daily login - send adventure coupons - duckbill baby,3052,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,{20601=8;gold=30000;12=20},
3514,Daily login - send adventure coupons - duckbill baby,3052,17,4,,Login 4 days in total,累計登錄4天,Login 4 days in total,Tích luỹ đăng nhập 4 ngày,누적 4일 로그인,{rmb=168;gold=30000;12=20},
3515,Daily login - send adventure coupons - duckbill baby,3052,17,5,,Login 5 days in total,累計登錄5天,Login 5 days in total,Tích luỹ đăng nhập 5 ngày,누적 5일 로그인,{520=2;gold=50000;12=30},
,,,,,,,,,,,,
3521,Daily login - send universal fragments - big rock snake,3053,17,1,,Login 1 days in total,累計登錄1天,Login 1 days in total,Tích luỹ đăng nhập 1 ngày,누적 1일 로그인,{20401=5;gold=20000;12=15},
3522,Daily login - send universal fragments - big rock snake,3053,17,2,,Login 2 days in total,累計登錄2天,Login 2 days in total,Tích luỹ đăng nhập 2 ngày,누적 2일 로그인,{502=1;gold=20000;12=15},
3523,Daily login - send universal fragments - big rock snake,3053,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,{20401=8;gold=30000;12=20},
3524,Daily login - send universal fragments - big rock snake,3053,17,4,,Login 4 days in total,累計登錄4天,Login 4 days in total,Tích luỹ đăng nhập 4 ngày,누적 4일 로그인,{rmb=168;gold=30000;12=20},
3525,Daily login - send universal fragments - big rock snake,3053,17,5,,Login 5 days in total,累計登錄5天,Login 5 days in total,Tích luỹ đăng nhập 5 ngày,누적 5일 로그인,{502=3;gold=50000;12=30},
,,,,,,,,,,,,
3531,Daily login - send accessories and star props,3054,17,1,,Login 1 days in total,累計登錄1天,Login 1 days in total,Tích luỹ đăng nhập 1 ngày,누적 1일 로그인,{20491=5;gold=20000;12=15},
3532,Daily login - send accessories and star props,3054,17,2,,Login 2 days in total,累計登錄2天,Login 2 days in total,Tích luỹ đăng nhập 2 ngày,누적 2일 로그인,{2103=5;gold=20000;12=15},
3533,Daily login - send accessories and star props,3054,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,{20491=8;gold=30000;12=20},
3534,Daily login - send accessories and star props,3054,17,4,,Login 4 days in total,累計登錄4天,Login 4 days in total,Tích luỹ đăng nhập 4 ngày,누적 4일 로그인,{rmb=168;gold=30000;12=20},
3535,Daily login - send accessories and star props,3054,17,5,,Login 5 days in total,累計登錄5天,Login 5 days in total,Tích luỹ đăng nhập 5 ngày,누적 5일 로그인,{501=1;gold=50000;12=30},
,,,,,,,,,,,,
3541,Daily login - send universal fragments,3055,17,1,,Login 1 days in total,累計登錄1天,Login 1 days in total,Tích luỹ đăng nhập 1 ngày,누적 1일 로그인,{20571=5;gold=20000;12=15},
3542,Daily login - send universal fragments,3055,17,2,,Login 2 days in total,累計登錄2天,Login 2 days in total,Tích luỹ đăng nhập 2 ngày,누적 2일 로그인,{502=1;gold=20000;12=15},
3543,Daily login - send universal fragments,3055,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,{20571=8;gold=30000;12=20},
3544,Daily login - send universal fragments,3055,17,4,,Login 4 days in total,累計登錄4天,Login 4 days in total,Tích luỹ đăng nhập 4 ngày,누적 4일 로그인,{rmb=168;gold=30000;12=20},
3545,Daily login - send universal fragments,3055,17,5,,Login 5 days in total,累計登錄5天,Login 5 days in total,Tích luỹ đăng nhập 5 ngày,누적 5일 로그인,{502=3;gold=50000;12=30},
,,,,,,,,,,,,
3551,Daily login - send adventure coupons - Gyarados,3056,17,1,,Login 1 days in total,累計登錄1天,Login 1 days in total,Tích luỹ đăng nhập 1 ngày,누적 1일 로그인,{20631=5;gold=20000;12=15},
3552,Daily login - send adventure coupons - Gyarados,3056,17,2,,Login 2 days in total,累計登錄2天,Login 2 days in total,Tích luỹ đăng nhập 2 ngày,누적 2일 로그인,{520=1;gold=20000;12=15},
3553,Daily login - send adventure coupons - Gyarados,3056,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,{20631=8;gold=30000;12=20},
3554,Daily login - send adventure coupons - Gyarados,3056,17,4,,Login 4 days in total,累計登錄4天,Login 4 days in total,Tích luỹ đăng nhập 4 ngày,누적 4일 로그인,{rmb=168;gold=30000;12=20},
