"﻿变量名",huodongID,daySum,themeType,themeName,themeName_tw,themeName_en,themeName_vn,themeName_kr,tabIndex,tabName,tabName_tw,tabName_en,tabName_vn,tabName_kr,countType,taskType,taskParam,taskSpecialParam,desc,desc_tw,desc_en,desc_vn,desc_kr,award,costMap,priceShow,buyMax
10109,12002,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,1,Pokémon Upgrade,精靈進階,Pokémon Upgrade,404404,포켓몬 진화,1,9,,{6=5},"Upgrade 6 Pokémons to Rare ",6個精靈升級至藍色品質,"Upgrade 6 Pokémons to Rare ",404404,포켓몬 6마리 파란색 등급 달성,{20771=1;5000=15;rmb=30},,,
10110,12002,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,1,Pokémon Upgrade,精靈進階,Pokémon Upgrade,404404,포켓몬 진화,1,9,,{6=6},"Upgrade 6Pokémons to Rare +1 ",6個精靈升級至藍+1品質,"Upgrade 6Pokémons to Rare +1 ",404404,포켓몬 6마리 파란색+1 등급 달성,{20771=1;5000=20;rmb=40},,,
10111,12002,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,1,Pokémon Upgrade,精靈進階,Pokémon Upgrade,404404,포켓몬 진화,1,9,,{6=7},"Upgrade 6Pokémons to Rare +2 ",6個精靈升級至藍+2品質,"Upgrade 6Pokémons to Rare +2 ",404404,포켓몬 6마리 파란색+2 등급 달성,{20771=1;5000=20;rmb=40},,,
10112,12002,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,1,Pokémon Upgrade,精靈進階,Pokémon Upgrade,404404,포켓몬 진화,1,9,,{6=8},"Upgrade 6Pokémons to Rare +3 ",6個精靈升級至藍+3品質,"Upgrade 6Pokémons to Rare +3 ",404404,포켓몬 6마리 파란색+3 등급 달성,{20771=1;5000=30;rmb=50},,,
10113,12002,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,1,Pokémon Upgrade,精靈進階,Pokémon Upgrade,404404,포켓몬 진화,1,9,,{6=9},Upgrade 6 Pokémons to Epic,6個精靈升級至紫色品質,Upgrade 6 Pokémons to Epic,404404,포켓몬 6마리 보라색 등급 달성,{20771=1;5000=40;rmb=50},,,
10114,12002,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,1,Pokémon Upgrade,精靈進階,Pokémon Upgrade,404404,포켓몬 진화,1,9,,{6=10},Upgrade 6 Pokémons to Epic +1,6個精靈升級至紫+1品質,Upgrade 6 Pokémons to Epic +1,404404,포켓몬 6마리 보라색+1 등급 달성,{20771=1;5000=50;rmb=50},,,
10115,12002,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,2,Own Pokémon,收集精靈,Own Pokémon,404404,포켓몬 수집,1,3,5,,Own 5 Pokémons,擁有精靈數量5只,Own 5 Pokémons,404404,포켓몬 5마리 보유,{20771=1;930=5;11=20},,,
10116,12002,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,2,Own Pokémon,收集精靈,Own Pokémon,404404,포켓몬 수집,1,3,10,,Own 10 Pokémons,擁有精靈數量10只,Own 10 Pokémons,404404,포켓몬 10마리 보유,{20771=1;930=5;11=20},,,
10117,12002,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,2,Own Pokémon,收集精靈,Own Pokémon,404404,포켓몬 수집,1,3,15,,Own 15 Pokémons,擁有精靈數量15只,Own 15 Pokémons,404404,포켓몬 15마리 보유,{20771=1;930=5;11=20},,,
10118,12002,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,2,Own Pokémon,收集精靈,Own Pokémon,404404,포켓몬 수집,1,3,20,,Own 20 Pokémons,擁有精靈數量20只,Own 20 Pokémons,404404,포켓몬 20마리 보유,{20771=1;930=8;12=20},,,
10119,12002,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,2,Own Pokémon,收集精靈,Own Pokémon,404404,포켓몬 수집,1,3,30,,Own 30 Pokémons,擁有精靈數量30只,Own 30 Pokémons,404404,포켓몬 30마리 보유,{20771=1;930=8;12=20},,,
10120,12002,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,2,Own Pokémon,收集精靈,Own Pokémon,404404,포켓몬 수집,1,3,40,,Own 40 Pokémons,擁有精靈數量40只,Own 40 Pokémons,404404,포켓몬 40마리 보유,{20771=1;930=8;12=20},,,
10121,12002,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,2,Own Pokémon,收集精靈,Own Pokémon,404404,포켓몬 수집,1,3,50,,Own 50 Pokémons,擁有精靈數量50只,Own 50 Pokémons,404404,포켓몬 50마리 보유,{20771=1;930=10;13=10},,,
10122,12002,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,2,Own Pokémon,收集精靈,Own Pokémon,404404,포켓몬 수집,1,3,60,,Own 60 Pokémons,擁有精靈數量60只,Own 60 Pokémons,404404,포켓몬 60마리 보유,{20771=1;930=10;13=20},,,
10123,12002,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,3,Time-limited discount,限時折扣,Time-limited discount,404404,기간한정 할인,3,72,,,Time-limited discount,限時折扣,Time-limited discount,404404,기간한정 할인,{930=30;14=30;gold=300000},{rmb=280},{rmb=680},
,,,,,,,,,,,,,,,,,,,,,,,,{},,,
,,,,,,,,,,,,,,,第3天,,,,,,,,,{},,,
10201,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,15,3,,Daily login Deluxe Pack,每日登錄豪禮,Daily login Deluxe Pack,404404,매일 로그인 호화 선물,{rmb=50;100=3;13=10;gold=12000},,,
10202,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,1,30,,Attain level 30,等級達到30,Attain level 30,404404,레벨 30 달성,{rmb=50;12=20;gold=10000},,,
10203,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,22,3000,,Buy 3000 diamonds in total,累積儲值3000鑽石,Buy 3000 diamonds in total,404404,3000다이아 누적 충전,{503=10},,,
10204,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,6,30000,,"Reach 30000 combat power ",戰力到達30000,"Reach 30000 combat power ",404404,전투력 30000 달성,{rmb=50;502=2},,,
10205,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,1,Trinket Upgrade,飾品進階,Trinket Upgrade,404404,액세서리 진화,1,11,,{10=2},"Upgrade 10 trinkets to Uncommon ",10件飾品升級至綠色品質,"Upgrade 10 trinkets to Uncommon ",404404,액세서리 10개 초록색 등급 달성,{20771=1;100=2;gold=10000},,,
10206,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,1,Trinket Upgrade,飾品進階,Trinket Upgrade,404404,액세서리 진화,1,11,,{20=2},"Upgrade 20 trinkets to Uncommon ",20件飾品升級至綠色品質,"Upgrade 20 trinkets to Uncommon ",404404,액세서리 20개 초록색 등급 달성,{20771=1;100=2;gold=20000},,,
10207,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,1,Trinket Upgrade,飾品進階,Trinket Upgrade,404404,액세서리 진화,1,11,,{10=3},Increase 10 trinkets to uncommon +1,10件飾品升級至綠色+1品質,Increase 10 trinkets to uncommon +1,404404,액세서리 10개 초록색+1 등급 달성,{20771=1;100=2;gold=30000},,,
10208,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,1,Trinket Upgrade,飾品進階,Trinket Upgrade,404404,액세서리 진화,1,11,,{20=3},Increase 20 trinkets to uncommon +1,20件飾品升級至綠色+1品質,Increase 20 trinkets to uncommon +1,404404,액세서리 20개 초록색+1 등급 달성,{20771=1;100=2;gold=40000},,,
10209,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,1,Trinket Upgrade,飾品進階,Trinket Upgrade,404404,액세서리 진화,1,11,,{10=4},Increase 10 trinkets to uncommon +2,10件飾品升級至綠色+2品質,Increase 10 trinkets to uncommon +2,404404,액세서리 10개 초록색+2 등급 달성,{20771=1;100=2;gold=50000},,,
10210,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,1,Trinket Upgrade,飾品進階,Trinket Upgrade,404404,액세서리 진화,1,11,,{20=4},Increase 20 trinkets to uncommon +2,20件飾品升級至綠色+2品質,Increase 20 trinkets to uncommon +2,404404,액세서리 20개 초록색+2 등급 달성,{20771=1;100=2;gold=60000},,,
10211,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,1,Trinket Upgrade,飾品進階,Trinket Upgrade,404404,액세서리 진화,1,11,,{10=5},Increase 10 trinkets to Rare,10件飾品升級至藍色品質,Increase 10 trinkets to Rare,404404,액세서리 10개 파란색 등급 달성,{20771=1;100=2;gold=70000},,,
10212,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,1,Trinket Upgrade,飾品進階,Trinket Upgrade,404404,액세서리 진화,1,11,,{20=5},Increase 20 trinkets to Rare,20件飾品升級至藍色品質,Increase 20 trinkets to Rare,404404,액세서리 20개 파란색 등급 달성,{20771=1;100=2;gold=80000},,,
10213,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,1,Trinket Upgrade,飾品進階,Trinket Upgrade,404404,액세서리 진화,1,11,,{20=6},Increase 20 trinkets to Rare +1,20件飾品升級至藍色+1品質,Increase 20 trinkets to Rare +1,404404,액세서리 20개 파란색+1 등급 달성,{20771=1;100=2;gold=90000},,,
10214,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,1,Trinket Upgrade,飾品進階,Trinket Upgrade,404404,액세서리 진화,1,11,,{20=7},Increase 20 trinkets to Rare +2,20件飾品升級至藍色+2品質,Increase 20 trinkets to Rare +2,404404,액세서리 20개 파란색+2 등급 달성,{20771=1;100=2;gold=100000},,,
10215,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,1,Trinket Upgrade,飾品進階,Trinket Upgrade,404404,액세서리 진화,1,11,,{20=8},Increase 20 trinkets to Rare +3,20件飾品升級至藍色+3品質,Increase 20 trinkets to Rare +3,404404,액세서리 20개 파란색+3 등급 달성,{20771=1;100=3;gold=100000},,,
10216,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,1,Trinket Upgrade,飾品進階,Trinket Upgrade,404404,액세서리 진화,1,11,,{20=9},Upgrade 20 trinkets to Epic,20件飾品升級至紫色品質,Upgrade 20 trinkets to Epic,404404,액세서리 20개 보라색 등급 달성,{20771=1;100=3;gold=100000},,,
10217,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,2,Trinket Star,飾品升星,Trinket Star,Trang sức thăng tinh,액세서리 승급,1,12,,{3=1},Upgrade 3 trinkets to 1 stars,3件飾品升級到1星,Upgrade 3 trinkets to 1 stars,404404,액세서리 3개 1성 달성,{20771=1;501=1;gold=10000},,,
10218,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,2,Trinket Star,飾品升星,Trinket Star,Trang sức thăng tinh,액세서리 승급,1,12,,{8=1},Upgrade 8 trinkets to 1 stars,8件飾品升級到1星,Upgrade 8 trinkets to 1 stars,404404,액세서리 8개 1성 달성,{20771=1;501=1;gold=30000},,,
10219,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,2,Trinket Star,飾品升星,Trinket Star,Trang sức thăng tinh,액세서리 승급,1,12,,{15=1},Upgrade 15 trinkets to 1 stars,15件飾品升級到1星,Upgrade 15 trinkets to 1 stars,404404,액세서리 15개 1성 달성,{20771=1;501=1;gold=50000},,,
10220,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,2,Trinket Star,飾品升星,Trinket Star,Trang sức thăng tinh,액세서리 승급,1,12,,{3=2},Upgrade 3 trinkets to 2 stars,3件飾品升級到2星,Upgrade 3 trinkets to 2 stars,404404,액세서리 3개 2성 달성,{20771=1;501=1;gold=70000},,,
10221,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,2,Trinket Star,飾品升星,Trinket Star,Trang sức thăng tinh,액세서리 승급,1,12,,{8=2},Upgrade 8 trinkets to 2 stars,8件飾品升級到2星,Upgrade 8 trinkets to 2 stars,404404,액세서리 8개 2성 달성,{20771=1;501=1;gold=90000},,,
10222,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,2,Trinket Star,飾品升星,Trinket Star,Trang sức thăng tinh,액세서리 승급,1,12,,{15=2},Upgrade 15 trinkets to 2 stars,15件飾品升級到2星,Upgrade 15 trinkets to 2 stars,404404,액세서리 15개 2성 달성,{20771=1;501=1;gold=100000},,,
10223,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,2,Trinket Star,飾品升星,Trinket Star,Trang sức thăng tinh,액세서리 승급,1,12,,{3=3},Upgrade 3 trinkets to 3 stars,3件飾品升級到3星,Upgrade 3 trinkets to 3 stars,404404,액세서리 3개 3성 달성,{20771=1;501=1;gold=100000},,,
10224,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,2,Trinket Star,飾品升星,Trinket Star,Trang sức thăng tinh,액세서리 승급,1,12,,{8=3},Upgrade 8 trinkets to 3 stars,8件飾品升級到3星,Upgrade 8 trinkets to 3 stars,404404,액세서리 8개 3성 달성,{20771=1;501=1;gold=100000},,,
10225,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,2,Trinket Star,飾品升星,Trinket Star,Trang sức thăng tinh,액세서리 승급,1,12,,{15=3},Upgrade 15 trinkets to 3 stars,15件飾品升級到3星,Upgrade 15 trinkets to 3 stars,404404,액세서리 15개 3성 달성,{20771=1;501=2;gold=100000},,,
10226,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,2,Trinket Star,飾品升星,Trinket Star,Trang sức thăng tinh,액세서리 승급,1,12,,{8=4},Upgrade 8 trinkets to 4 stars,8件飾品升級到4星,Upgrade 8 trinkets to 4 stars,404404,액세서리 8개 4성 달성,{20771=1;501=2;gold=100000},,,
10227,12002,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,3,Time-limited discount,限時折扣,Time-limited discount,404404,기간한정 할인,3,72,,,Time-limited discount,限時折扣,Time-limited discount,404404,기간한정 할인,{19=15},{rmb=480},{rmb=1500},
,,,,,,,,,,,,,,,,,,,,,,,,{},,,
,,,,,,,,,,,,,,,,,,,,,,,,{},,,
,,,,,,,,,,,,,,,第4天,,,,,,,,,{},,,
10301,12002,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,15,4,,Daily login Deluxe Pack,每日登錄豪禮,Daily login Deluxe Pack,404404,매일 로그인 호화 선물,{rmb=50;451=10;13=10;gold=12000},,,
10302,12002,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,1,34,,Attain level 34,等級達到34,Attain level 34,404404,레벨 34 달성,{rmb=50;12=20;gold=10000},,,
10303,12002,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,22,5000,,Buy 5000 diamonds in total,累積儲值5000鑽石,Buy 5000 diamonds in total,404404,5000다이아 누적 충전,{520=10;4000=500},,,
10304,12002,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,1,Arena points,競技積分,Arena points,404404,아레나 포인트,1,43,6,,6 points obtained,獲得積分6,6 points obtained,404404,6포인트 획득,{20771=1;coin1=100},,,
10305,12002,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,1,Arena points,競技積分,Arena points,404404,아레나 포인트,1,43,12,,12 points obtained,獲得積分12,12 points obtained,404404,12포인트 획득,{20771=1;coin1=200},,,
10306,12002,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,1,Arena points,競技積分,Arena points,404404,아레나 포인트,1,43,24,,24 points obtained,獲得積分24,24 points obtained,404404,24포인트 획득,{20771=1;coin1=200},,,
10307,12002,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,1,Arena points,競技積分,Arena points,404404,아레나 포인트,1,43,36,,36 points obtained,獲得積分36,36 points obtained,404404,36포인트 획득,{20771=1;coin1=300;talent_point=1},,,
10308,12002,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,1,Arena points,競技積分,Arena points,404404,아레나 포인트,1,43,48,,48 points obtained,獲得積分48,48 points obtained,404404,48포인트 획득,{20771=1;coin1=300;talent_point=1},,,
10309,12002,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,1,Arena points,競技積分,Arena points,404404,아레나 포인트,1,43,60,,60 points obtained,獲得積分60,60 points obtained,404404,60포인트 획득,{20771=1;coin1=400;talent_point=1},,,
10310,12002,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,1,Arena points,競技積分,Arena points,404404,아레나 포인트,1,43,80,,80 points obtained,獲得積分80,80 points obtained,404404,80포인트 획득,{20771=1;coin1=800;talent_point=1},,,
10311,12002,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,1,Arena points,競技積分,Arena points,404404,아레나 포인트,1,43,100,,100 points obtained,獲得積分100,100 points obtained,404404,100포인트 획득,{20771=1;coin1=1000;talent_point=1},,,
10312,12002,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,2,Arena Rank,競技排名,Arena Rank,404404,아레나 순위,1,44,3000,,"Obtained rank No. 3000 ",獲得排名3000,"Obtained rank No. 3000 ",404404,순위 3000위 달성,{20771=1;talent_point=1;gold=5000},,,
10313,12002,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,2,Arena Rank,競技排名,Arena Rank,404404,아레나 순위,1,44,1000,,"Obtained rank No. 1000 ",獲得排名1000,"Obtained rank No. 1000 ",404404,순위 1000위 달성,{20771=1;talent_point=1;gold=8000},,,
10314,12002,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,2,Arena Rank,競技排名,Arena Rank,404404,아레나 순위,1,44,300,,"Obtained rank No. 300 ",獲得排名300,"Obtained rank No. 300 ",404404,순위 300위 달성,{20771=1;talent_point=1;gold=20000},,,
10315,12002,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,2,Arena Rank,競技排名,Arena Rank,404404,아레나 순위,1,44,100,,"Obtained rank No. 100 ",獲得排名100,"Obtained rank No. 100 ",404404,순위 100위 달성,{20771=1;talent_point=1;gold=30000},,,
10316,12002,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,2,Arena Rank,競技排名,Arena Rank,404404,아레나 순위,1,44,30,,"Obtained rank No. 30 ",獲得排名30,"Obtained rank No. 30 ",404404,순위 30위 달성,{20771=1;talent_point=1;gold=50000},,,
10317,12002,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,2,Arena Rank,競技排名,Arena Rank,404404,아레나 순위,1,44,10,,"Obtained rank No. 10 ",獲得排名10,"Obtained rank No. 10 ",404404,순위 10위 달성,{20771=1;talent_point=1;gold=60000},,,
10318,12002,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,2,Arena Rank,競技排名,Arena Rank,404404,아레나 순위,1,44,3,,"Obtained rank No. 3 ",獲得排名3,"Obtained rank No. 3 ",404404,순위 3위 달성,{20771=1;talent_point=1;gold=80000},,,
10319,12002,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,2,Arena Rank,競技排名,Arena Rank,404404,아레나 순위,1,44,1,,"Obtained rank No. 1 ",獲得排名1,"Obtained rank No. 1 ",404404,순위 1위 달성,{20771=1;talent_point=1;gold=100000},,,
10320,12002,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,3,Time-limited discount,限時折扣,Time-limited discount,404404,기간한정 할인,3,72,,,Time-limited discount,限時折扣,Time-limited discount,404404,기간한정 할인,{940=2;941=1},{rmb=580},{rmb=1680},
,,,,,,,,,,,,,,,,,,,,,,,,{},,,
,,,,,,,,,,,,,,,,,,,,,,,,{},,,
,,,,,,,,,,,,,,,第5天,,,,,,,,,{},,,
10401,12002,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,15,5,,Daily login Deluxe Pack,每日登錄豪禮,Daily login Deluxe Pack,404404,매일 로그인 호화 선물,{rmb=50;4000=20;13=20;gold=15000},,,
10402,12002,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,1,38,,Attain level 38,等級達到38,Attain level 38,404404,레벨 38 달성,{rmb=50;12=20;gold=10000},,,
10403,12002,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,22,10000,,Buy 10000 diamonds in total,累積儲值10000鑽石,Buy 10000 diamonds in total,404404,10000다이아 누적 충전,{452=60;451=300},,,
10404,12002,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,1,Adventure Road,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,1,77,100010,,Clear Adventure Road level 10,冒險之路通關第10關,Clear Adventure Road level 10,404404,모험의 길 스테이지10 클리어,{20771=1;451=20},,,
10405,12002,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,1,Adventure Road,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,1,77,100020,,Clear Adventure Road level 20,冒險之路通關第20關,Clear Adventure Road level 20,Adventure Road vượt ải 20,모험의 길 스테이지20 클리어,{20771=1;451=30},,,
10406,12002,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,1,Adventure Road,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,1,77,100030,,Clear Adventure Road level 30,冒險之路通關第30關,Clear Adventure Road level 30,404404,모험의 길 스테이지30 클리어,{20771=1;451=40},,,
10407,12002,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,1,Adventure Road,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,1,77,100035,,Clear Adventure Road level 35,冒險之路通關第35關,Clear Adventure Road level 35,404404,모험의 길 스테이지35 클리어,{20771=1;451=50},,,
10408,12002,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,1,Adventure Road,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,1,77,100040,,Clear Adventure Road level 40,冒險之路通關第40關,Clear Adventure Road level 40,Adventure Road vượt ải 40,모험의 길 스테이지40 클리어,{20771=1;451=60},,,
10409,12002,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,1,Adventure Road,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,1,77,100045,,Clear Adventure Road level 45,冒險之路通關第45關,Clear Adventure Road level 45,404404,모험의 길 스테이지45 클리어,{20771=1;451=70},,,
10410,12002,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,1,Adventure Road,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,1,77,100050,,Clear Adventure Road level 50,冒險之路通關第50關,Clear Adventure Road level 50,404404,모험의 길 스테이지50 클리어,{20771=1;451=80},,,
