变量名,huodongID,level,needExp,normalAward,eliteAward,specialAward,texiao
5217,1008,217,100,{902=5},{602=5},0,
5218,1008,218,100,{850=150},{851=75;502=2},0,
5219,1008,219,100,{520=1},{4000=100},0,
5220,1008,220,100,{502=2},{521=2},1,<1;2>
5221,1008,221,100,{503=1},{519=1},0,
5222,1008,222,100,{14=15},{515=2;talent_point=2},0,
5223,1008,223,100,{5000=25},{930=25},0,
5224,1008,224,100,{451=60},{452=30;502=1},0,
5225,1008,225,100,{gold=500000},{gold=1000000},0,
5226,1008,226,100,{2103=2},{2103=5;941=1},0,
5227,1008,227,100,{902=5},{602=5},0,
5228,1008,228,100,{850=150},{851=75;502=1},0,
5229,1008,229,100,{520=1},{520=1},0,
5230,1008,230,100,{rmb=100},{rmb=200},1,<1;2>
5231,1008,231,100,{503=1},{519=1},0,
5232,1008,232,100,{14=15},{515=2;talent_point=3},0,
5233,1008,233,100,{5000=25},{930=25},0,
5234,1008,234,100,{451=60},{452=30;502=2},0,
5235,1008,235,100,{gold=500000},{gold=1000000},0,
5236,1008,236,100,{2103=3},{2103=5;941=1},0,
5237,1008,237,100,{902=5},{602=5},0,
5238,1008,238,100,{850=150},{851=75;502=2},0,
5239,1008,239,100,{520=1},{4000=100},0,
5240,1008,240,100,{502=2},{521=2},1,<1;2>
5241,1008,241,100,{503=1},{519=1},0,
5242,1008,242,100,{14=15},{515=2;talent_point=2},0,
5243,1008,243,100,{5000=25},{930=25},0,
5244,1008,244,100,{451=60},{452=30;502=1},0,
5245,1008,245,100,{gold=500000},{gold=1000000},0,
5246,1008,246,100,{2103=2},{2103=5;941=1},0,
5247,1008,247,100,{902=5},{602=5},0,
5248,1008,248,100,{850=150},{851=75;502=1},0,
5249,1008,249,100,{520=1},{520=1},0,
5250,1008,250,100,{rmb=100},{rmb=200},1,<1;2>
5251,1008,251,100,{503=1},{519=1},0,
5252,1008,252,100,{14=15},{515=2;talent_point=3},0,
5253,1008,253,100,{5000=25},{930=25},0,
5254,1008,254,100,{451=60},{452=30;502=2},0,
5255,1008,255,100,{gold=500000},{gold=1000000},0,
5256,1008,256,100,{2103=3},{2103=5;941=1},0,
5257,1008,257,100,{902=5},{602=5},0,
5258,1008,258,100,{850=150},{851=75;502=2},0,
5259,1008,259,100,{520=1},{4000=100},0,
5260,1008,260,100,{502=2},{521=2},1,<1;2>
5261,1008,261,100,{503=1},{519=1},0,
5262,1008,262,100,{14=15},{515=2;talent_point=2},0,
5263,1008,263,100,{5000=25},{930=25},0,
5264,1008,264,100,{451=60},{452=30;502=1},0,
5265,1008,265,100,{gold=500000},{gold=1000000},0,
5266,1008,266,100,{2103=2},{2103=5;941=1},0,
5267,1008,267,100,{902=5},{602=5},0,
5268,1008,268,100,{850=150},{851=75;502=1},0,
5269,1008,269,100,{520=1},{520=1},0,
5270,1008,270,100,{rmb=100},{rmb=200},1,<1;2>
5271,1008,271,100,{503=1},{519=1},0,
5272,1008,272,100,{14=15},{515=2;talent_point=3},0,
5273,1008,273,100,{5000=25},{930=25},0,
5274,1008,274,100,{451=60},{452=30;502=2},0,
5275,1008,275,100,{gold=500000},{gold=1000000},0,
5276,1008,276,100,{2103=3},{2103=5;941=1},0,
5277,1008,277,100,{902=5},{602=5},0,
5278,1008,278,100,{850=150},{851=75;502=2},0,
5279,1008,279,100,{520=1},{4000=100},0,
5280,1008,280,100,{502=2},{521=2},1,<1;2>
5281,1008,281,100,{503=1},{519=1},0,
5282,1008,282,100,{14=15},{515=2;talent_point=2},0,
5283,1008,283,100,{5000=25},{930=25},0,
5284,1008,284,100,{451=60},{452=30;502=1},0,
5285,1008,285,100,{gold=500000},{gold=1000000},0,
5286,1008,286,100,{2103=2},{2103=5;941=1},0,
5287,1008,287,100,{902=5},{602=5},0,
5288,1008,288,100,{850=150},{851=75;502=1},0,
5289,1008,289,100,{520=1},{520=1},0,
5290,1008,290,100,{rmb=100},{rmb=200},1,<1;2>
5291,1008,291,100,{503=1},{519=1},0,
5292,1008,292,100,{14=15},{515=2;talent_point=3},0,
5293,1008,293,100,{5000=25},{930=25},0,
5294,1008,294,100,{451=60},{452=30;502=2},0,
5295,1008,295,100,{gold=500000},{gold=1000000},0,
5296,1008,296,100,{2103=3},{2103=5;941=1},0,
5297,1008,297,100,{902=5},{602=5},0,
5298,1008,298,100,{850=150},{851=75;502=2},0,
5299,1008,299,100,{520=1},{4000=100},0,
5300,1008,300,100,{502=2},{521=2},1,<1;2>
5301,1008,301,100,{503=1},{519=1},0,
5302,1008,302,100,{14=15},{515=2;talent_point=2},0,
5303,1008,303,100,{5000=25},{930=25},0,
5304,1008,304,100,{451=60},{452=30;502=1},0,
5305,1008,305,100,{gold=500000},{gold=1000000},0,
5306,1008,306,100,{2103=2},{2103=5;941=1},0,
5307,1008,307,100,{902=5},{602=5},0,
5308,1008,308,100,{850=150},{851=75;502=1},0,
5309,1008,309,100,{520=1},{520=1},0,
5310,1008,310,100,{rmb=100},{rmb=200},1,<1;2>
5311,1008,311,100,{503=1},{519=1},0,
5312,1008,312,100,{14=15},{515=2;talent_point=3},0,
5313,1008,313,100,{5000=25},{930=25},0,
5314,1008,314,100,{451=60},{452=30;502=2},0,
5315,1008,315,100,{gold=500000},{gold=1000000},0,
5316,1008,316,100,{2103=3},{2103=5;941=1},0,
5317,1008,317,100,{902=5},{602=5},0,
5318,1008,318,100,{850=150},{851=75;502=2},0,
5319,1008,319,100,{520=1},{4000=100},0,
5320,1008,320,100,{502=2},{521=2},1,<1;2>
5321,1008,321,100,{503=1},{519=1},0,
5322,1008,322,100,{14=15},{515=2;talent_point=2},0,
5323,1008,323,100,{5000=25},{930=25},0,
5324,1008,324,100,{451=60},{452=30;502=1},0,
5325,1008,325,100,{gold=500000},{gold=1000000},0,
5326,1008,326,100,{2103=2},{2103=5;941=1},0,
5327,1008,327,100,{902=5},{602=5},0,
5328,1008,328,100,{850=150},{851=75;502=1},0,
5329,1008,329,100,{520=1},{520=1},0,
5330,1008,330,100,{rmb=100},{rmb=200},1,<1;2>
5331,1008,331,100,{503=1},{519=1},0,
5332,1008,332,100,{14=15},{515=2;talent_point=3},0,
5333,1008,333,100,{5000=25},{930=25},0,
5334,1008,334,100,{451=60},{452=30;502=2},0,
5335,1008,335,100,{gold=500000},{gold=1000000},0,
5336,1008,336,100,{2103=3},{2103=5;941=1},0,
5337,1008,337,100,{902=5},{602=5},0,
5338,1008,338,100,{850=150},{851=75;502=2},0,
5339,1008,339,100,{520=1},{4000=100},0,
5340,1008,340,100,{502=2},{521=2},1,<1;2>
5341,1008,341,100,{503=1},{519=1},0,
5342,1008,342,100,{14=15},{515=2;talent_point=2},0,
5343,1008,343,100,{5000=25},{930=25},0,
5344,1008,344,100,{451=60},{452=30;502=1},0,
5345,1008,345,100,{gold=500000},{gold=1000000},0,
5346,1008,346,100,{2103=2},{2103=5;941=1},0,
5347,1008,347,100,{902=5},{602=5},0,
5348,1008,348,100,{850=150},{851=75;502=1},0,
5349,1008,349,100,{520=1},{520=1},0,
5350,1008,350,100,{rmb=100},{rmb=200},1,<1;2>
5351,1008,351,100,{503=1},{519=1},0,
5352,1008,352,100,{14=15},{515=2;talent_point=3},0,
5353,1008,353,100,{5000=25},{930=25},0,
5354,1008,354,100,{451=60},{452=30;502=2},0,
5355,1008,355,100,{gold=500000},{gold=1000000},0,
5356,1008,356,100,{2103=3},{2103=5;941=1},0,
5357,1008,357,100,{902=5},{602=5},0,
5358,1008,358,100,{850=150},{851=75;502=2},0,
5359,1008,359,100,{520=1},{4000=100},0,
5360,1008,360,100,{502=2},{521=2},1,<1;2>
5361,1008,361,100,{503=1},{519=1},0,
5362,1008,362,100,{14=15},{515=2;talent_point=2},0,
5363,1008,363,100,{5000=25},{930=25},0,
5364,1008,364,100,{451=60},{452=30;502=1},0,
5365,1008,365,100,{gold=500000},{gold=1000000},0,
5366,1008,366,100,{2103=2},{2103=5;941=1},0,
5367,1008,367,100,{902=5},{602=5},0,
5368,1008,368,100,{850=150},{851=75;502=1},0,
5369,1008,369,100,{520=1},{520=1},0,
5370,1008,370,100,{rmb=100},{rmb=200},1,<1;2>
5371,1008,371,100,{503=1},{519=1},0,
5372,1008,372,100,{14=15},{515=2;talent_point=3},0,
5373,1008,373,100,{5000=25},{930=25},0,
5374,1008,374,100,{451=60},{452=30;502=2},0,
5375,1008,375,100,{gold=500000},{gold=1000000},0,
5376,1008,376,100,{2103=3},{2103=5;941=1},0,
5377,1008,377,100,{902=5},{602=5},0,
5378,1008,378,100,{850=150},{851=75;502=2},0,
5379,1008,379,100,{520=1},{4000=100},0,
5380,1008,380,100,{502=2},{521=2},1,<1;2>
5381,1008,381,100,{503=1},{519=1},0,
5382,1008,382,100,{14=15},{515=2;talent_point=2},0,
5383,1008,383,100,{5000=25},{930=25},0,
5384,1008,384,100,{451=60},{452=30;502=1},0,
5385,1008,385,100,{gold=500000},{gold=1000000},0,
5386,1008,386,100,{2103=2},{2103=5;941=1},0,
5387,1008,387,100,{902=5},{602=5},0,
5388,1008,388,100,{850=150},{851=75;502=1},0,
5389,1008,389,100,{520=1},{520=1},0,
5390,1008,390,100,{rmb=100},{rmb=200},1,<1;2>
5391,1008,391,100,{503=1},{519=1},0,
5392,1008,392,100,{14=15},{515=2;talent_point=3},0,
5393,1008,393,100,{5000=25},{930=25},0,
5394,1008,394,100,{451=60},{452=30;502=2},0,
5395,1008,395,100,{gold=500000},{gold=1000000},0,
5396,1008,396,100,{2103=3},{2103=5;941=1},0,
5397,1008,397,100,{902=5},{602=5},0,
5398,1008,398,100,{850=150},{851=75;502=2},0,
5399,1008,399,100,{520=1},{4000=100},0,
5400,1008,400,100,{502=2},{521=2},1,<1;2>
,,,,,,,
5501,1009,1,100,{2076=1},{rmb=980;519=2},0,
5502,1009,2,100,{14=15},{515=2;talent_point=2},0,
5503,1009,3,100,{5000=25},{930=25},0,
5504,1009,4,100,{451=60},{452=30;502=1},0,
5505,1009,5,100,{gold=500000},{gold=1000000},0,
5506,1009,6,100,{2103=2},{2103=5;941=1},0,
5507,1009,7,100,{902=5},{602=5},0,
5508,1009,8,100,{850=150},{851=75;502=1},0,
5509,1009,9,100,{520=1},{520=1},0,
5510,1009,10,100,{rmb=100},{rmb=200},1,<1;2>
5511,1009,11,100,{503=1},{519=1},0,
5512,1009,12,100,{14=15},{515=2;talent_point=3},0,
5513,1009,13,100,{5000=25},{930=25},0,
5514,1009,14,100,{451=60},{452=30;502=2},0,
5515,1009,15,100,{gold=500000},{gold=1000000},0,
5516,1009,16,100,{2103=3},{2103=5;941=1},0,
5517,1009,17,100,{902=5},{602=5},0,
5518,1009,18,100,{850=150},{851=75;502=2},0,
5519,1009,19,100,{520=1},{4000=100},0,
5520,1009,20,100,{6257=5},{6257=10;501=3},1,<1;2;3>
5521,1009,21,100,{503=1},{519=1},0,
5522,1009,22,100,{14=15},{515=2;talent_point=2},0,
5523,1009,23,100,{5000=25},{930=25},0,
5524,1009,24,100,{451=60},{452=30;502=1},0,
5525,1009,25,100,{gold=500000},{gold=1000000},0,
5526,1009,26,100,{2103=2},{2103=5;941=1},0,
5527,1009,27,100,{902=5},{602=5},0,
5528,1009,28,100,{850=150},{851=75;502=1},0,
5529,1009,29,100,{520=1},{520=1},0,
5530,1009,30,100,{rmb=100},{rmb=200},1,<1;2>
5531,1009,31,100,{503=1},{519=1},0,
5532,1009,32,100,{14=15},{515=2;talent_point=3},0,
5533,1009,33,100,{5000=25},{930=25},0,
5534,1009,34,100,{451=60},{452=30;502=2},0,
5535,1009,35,100,{gold=500000},{gold=1000000},0,
5536,1009,36,100,{2103=3},{2103=5;941=1},0,
5537,1009,37,100,{902=5},{602=5},0,
5538,1009,38,100,{850=150},{851=75;502=2},0,
5539,1009,39,100,{520=1},{4000=100},0,
5540,1009,40,100,{2476=1},{2242=1;503=10},1,<1;2;3>
5541,1009,41,100,{503=1},{519=1},0,
5542,1009,42,100,{14=15},{515=2;talent_point=2},0,
5543,1009,43,100,{5000=25},{930=25},0,
5544,1009,44,100,{451=60},{452=30;502=1},0,
5545,1009,45,100,{gold=500000},{gold=1000000},0,
5546,1009,46,100,{2103=2},{2103=5;941=1},0,
5547,1009,47,100,{902=5},{602=5},0,
5548,1009,48,100,{850=150},{851=75;502=1},0,
5549,1009,49,100,{520=1},{520=1},0,
5550,1009,50,100,{rmb=100},{rmb=200},1,<1;2>
5551,1009,51,100,{503=1},{519=1},0,
5552,1009,52,100,{14=15},{515=2;talent_point=3},0,
5553,1009,53,100,{5000=25},{930=25},0,
5554,1009,54,100,{451=60},{452=30;502=2},0,
5555,1009,55,100,{gold=500000},{gold=1000000},0,
5556,1009,56,100,{2103=3},{2103=5;941=1},0,
5557,1009,57,100,{902=5},{602=5},0,
5558,1009,58,100,{850=150},{851=75;502=2},0,
5559,1009,59,100,{520=1},{4000=100},0,
5560,1009,60,100,{6257=10},{6257=20;502=5},1,<1;2;3>
5561,1009,61,100,{503=1},{519=1},0,
5562,1009,62,100,{14=15},{515=2;talent_point=2},0,
5563,1009,63,100,{5000=25},{930=25},0,
5564,1009,64,100,{451=60},{452=30;502=1},0,
5565,1009,65,100,{gold=500000},{gold=1000000},0,
5566,1009,66,100,{2103=2},{2103=5;941=1},0,
5567,1009,67,100,{902=5},{602=5},0,
5568,1009,68,100,{850=150},{851=75;502=1},0,
5569,1009,69,100,{520=1},{520=1},0,
5570,1009,70,100,{rmb=100},{rmb=200},1,<1;2>
5571,1009,71,100,{503=1},{519=1},0,
5572,1009,72,100,{14=15},{515=2;talent_point=3},0,
5573,1009,73,100,{5000=25},{930=25},0,
5574,1009,74,100,{451=60},{452=30;502=2},0,
5575,1009,75,100,{gold=500000},{gold=1000000},0,
5576,1009,76,100,{2103=3},{2103=5;941=1},0,
5577,1009,77,100,{902=5},{602=5},0,
5578,1009,78,100,{850=150},{851=75;502=2},0,
5579,1009,79,100,{520=1},{4000=100},0,
5580,1009,80,100,{527=5},{527=10;6050=1},1,<1;2;3>
5581,1009,81,100,{503=1},{519=1},0,
5582,1009,82,100,{14=15},{515=2;talent_point=2},0,
5583,1009,83,100,{5000=25},{930=25},0,
5584,1009,84,100,{451=60},{452=30;502=1},0,
5585,1009,85,100,{gold=500000},{gold=1000000},0,
5586,1009,86,100,{2103=2},{2103=5;941=1},0,
5587,1009,87,100,{902=5},{602=5},0,
5588,1009,88,100,{850=150},{851=75;502=1},0,
5589,1009,89,100,{520=1},{520=1},0,
5590,1009,90,100,{rmb=100},{rmb=200},1,<1;2>
5591,1009,91,100,{503=1},{519=1},0,
5592,1009,92,100,{14=15},{515=2;talent_point=3},0,
5593,1009,93,100,{5000=25},{930=25},0,
5594,1009,94,100,{451=60},{452=30;502=2},0,
5595,1009,95,100,{gold=500000},{gold=1000000},0,
5596,1009,96,100,{2103=3},{2103=5;941=1},0,
5597,1009,97,100,{902=5},{602=5},0,
5598,1009,98,100,{850=150},{851=75;502=2},0,
5599,1009,99,100,{520=1},{4000=100},0,
5600,1009,100,100,{6257=15},{6257=30;gold=5000000},1,<1;2;3>
5601,1009,101,100,{503=1},{519=1},0,
5602,1009,102,100,{14=15},{515=2;talent_point=2},0,
5603,1009,103,100,{5000=25},{930=25},0,
5604,1009,104,100,{451=60},{452=30;502=1},0,
5605,1009,105,100,{gold=500000},{gold=1000000},0,
5606,1009,106,100,{2103=2},{2103=5;941=1},0,
5607,1009,107,100,{902=5},{602=5},0,
5608,1009,108,100,{850=150},{851=75;502=1},0,
5609,1009,109,100,{520=1},{520=1},0,
5610,1009,110,100,{rmb=100},{rmb=200},1,<1;2>
5611,1009,111,100,{503=1},{519=1},0,
5612,1009,112,100,{14=15},{515=2;talent_point=3},0,
5613,1009,113,100,{5000=25},{930=25},0,
5614,1009,114,100,{451=60},{452=30;502=2},0,
5615,1009,115,100,{gold=500000},{gold=1000000},0,
5616,1009,116,100,{2103=3},{2103=5;941=1},0,
5617,1009,117,100,{902=5},{602=5},0,
5618,1009,118,100,{850=150},{851=75;502=2},0,
5619,1009,119,100,{520=1},{4000=100},0,
5620,1009,120,100,{527=5},{527=10;6050=1},1,<1;2;3>
5621,1009,121,100,{503=1},{519=1},0,
5622,1009,122,100,{14=15},{515=2;talent_point=2},0,
5623,1009,123,100,{5000=25},{930=25},0,
5624,1009,124,100,{451=60},{452=30;502=1},0,
5625,1009,125,100,{gold=500000},{gold=1000000},0,
5626,1009,126,100,{2103=2},{2103=5;941=1},0,
5627,1009,127,100,{902=5},{602=5},0,
5628,1009,128,100,{850=150},{851=75;502=1},0,
5629,1009,129,100,{520=1},{520=1},0,
5630,1009,130,100,{rmb=100},{rmb=200},1,<1;2>
5631,1009,131,100,{503=1},{519=1},0,
5632,1009,132,100,{14=15},{515=2;talent_point=3},0,
5633,1009,133,100,{5000=25},{930=25},0,
5634,1009,134,100,{451=60},{452=30;502=2},0,
5635,1009,135,100,{gold=500000},{gold=1000000},0,
5636,1009,136,100,{2103=3},{2103=5;941=1},0,
5637,1009,137,100,{902=5},{602=5},0,
5638,1009,138,100,{850=150},{851=75;502=2},0,
5639,1009,139,100,{520=1},{4000=100},0,
5640,1009,140,100,{6257=20},{6257=40;501=3},1,<1;2;3>
5641,1009,141,100,{503=1},{519=1},0,
5642,1009,142,100,{14=15},{515=2;talent_point=2},0,
5643,1009,143,100,{5000=25},{930=25},0,
5644,1009,144,100,{451=60},{452=30;502=1},0,
5645,1009,145,100,{gold=500000},{gold=1000000},0,
5646,1009,146,100,{2103=2},{2103=5;941=1},0,
5647,1009,147,100,{902=5},{602=5},0,
5648,1009,148,100,{850=150},{851=75;502=1},0,
5649,1009,149,100,{520=1},{520=1},0,
5650,1009,150,100,{rmb=100},{rmb=200},1,<1;2>
5651,1009,151,100,{503=1},{519=1},0,
5652,1009,152,100,{14=15},{515=2;talent_point=3},0,
5653,1009,153,100,{5000=25},{930=25},0,
5654,1009,154,100,{451=60},{452=30;502=2},0,
5655,1009,155,100,{gold=500000},{gold=1000000},0,
5656,1009,156,100,{2103=3},{2103=5;941=1},0,
5657,1009,157,100,{902=5},{602=5},0,
5658,1009,158,100,{850=150},{851=75;502=2},0,
5659,1009,159,100,{520=1},{4000=100},0,
5660,1009,160,100,{942=1},{942=1;2103=50},1,<1;2;3>
5661,1009,161,100,{503=1},{519=1},0,
5662,1009,162,100,{14=15},{515=2;talent_point=2},0,
5663,1009,163,100,{5000=25},{930=25},0,
5664,1009,164,100,{451=60},{452=30;502=1},0,
5665,1009,165,100,{gold=500000},{gold=1000000},0,
5666,1009,166,100,{2103=2},{2103=5;941=1},0,
5667,1009,167,100,{902=5},{602=5},0,
5668,1009,168,100,{850=150},{851=75;502=1},0,
5669,1009,169,100,{520=1},{520=1},0,
5670,1009,170,100,{rmb=100},{rmb=200},1,<1;2>
5671,1009,171,100,{503=1},{519=1},0,
5672,1009,172,100,{14=15},{515=2;talent_point=3},0,
5673,1009,173,100,{5000=25},{930=25},0,
5674,1009,174,100,{451=60},{452=30;502=2},0,
5675,1009,175,100,{gold=500000},{gold=1000000},0,
5676,1009,176,100,{2103=3},{2103=5;941=1},0,
5677,1009,177,100,{902=5},{602=5},0,
5678,1009,178,100,{850=150},{851=75;502=2},0,
5679,1009,179,100,{520=1},{4000=100},0,
5680,1009,180,100,{6257=25},{6257=50;604=30},1,<1;2;3>
5681,1009,181,100,{503=1},{519=1},0,
5682,1009,182,100,{14=15},{515=2;talent_point=2},0,
5683,1009,183,100,{5000=25},{930=25},0,
5684,1009,184,100,{451=60},{452=30;502=1},0,
5685,1009,185,100,{gold=500000},{gold=1000000},0,
5686,1009,186,100,{2103=2},{2103=5;941=1},0,
5687,1009,187,100,{902=5},{602=5},0,
5688,1009,188,100,{850=150},{851=75;502=1},0,
5689,1009,189,100,{520=1},{520=1},0,
5690,1009,190,100,{rmb=100},{rmb=200},1,<1;2>
5691,1009,191,100,{503=1},{519=1},0,
5692,1009,192,100,{14=15},{515=2;talent_point=3},0,
5693,1009,193,100,{5000=25},{930=25},0,
5694,1009,194,100,{451=60},{452=30;502=2},0,
5695,1009,195,100,{gold=500000},{gold=1000000},0,
5696,1009,196,100,{2103=3},{2103=5;941=1},0,
5697,1009,197,100,{902=5},{602=5},0,
5698,1009,198,100,{850=150},{851=75;502=2},0,
5699,1009,199,100,{520=1},{4000=100},0,
5700,1009,200,100,{card={id=9002}},{502=50;gold=10000000},1,<1;2;3>
5701,1009,201,100,{503=1},{519=1},0,
5702,1009,202,100,{14=15},{515=2;talent_point=2},0,
5703,1009,203,100,{5000=25},{930=25},0,
5704,1009,204,100,{451=60},{452=30;502=1},0,
5705,1009,205,100,{gold=500000},{gold=1000000},0,
5706,1009,206,100,{2103=2},{2103=5;941=1},0,
5707,1009,207,100,{902=5},{602=5},0,
5708,1009,208,100,{850=150},{851=75;502=1},0,
5709,1009,209,100,{520=1},{520=1},0,
5710,1009,210,100,{rmb=100},{rmb=200},1,<1;2>
5711,1009,211,100,{503=1},{519=1},0,
5712,1009,212,100,{14=15},{515=2;talent_point=3},0,
5713,1009,213,100,{5000=25},{930=25},0,
5714,1009,214,100,{451=60},{452=30;502=2},0,
5715,1009,215,100,{gold=500000},{gold=1000000},0,
5716,1009,216,100,{2103=3},{2103=5;941=1},0,
5717,1009,217,100,{902=5},{602=5},0,
5718,1009,218,100,{850=150},{851=75;502=2},0,
5719,1009,219,100,{520=1},{4000=100},0,
5720,1009,220,100,{502=2},{521=2},1,<1;2>
5721,1009,221,100,{503=1},{519=1},0,
5722,1009,222,100,{14=15},{515=2;talent_point=2},0,
5723,1009,223,100,{5000=25},{930=25},0,
5724,1009,224,100,{451=60},{452=30;502=1},0,
5725,1009,225,100,{gold=500000},{gold=1000000},0,
5726,1009,226,100,{2103=2},{2103=5;941=1},0,
5727,1009,227,100,{902=5},{602=5},0,
5728,1009,228,100,{850=150},{851=75;502=1},0,
5729,1009,229,100,{520=1},{520=1},0,
5730,1009,230,100,{rmb=100},{rmb=200},1,<1;2>
5731,1009,231,100,{503=1},{519=1},0,
5732,1009,232,100,{14=15},{515=2;talent_point=3},0,
5733,1009,233,100,{5000=25},{930=25},0,
5734,1009,234,100,{451=60},{452=30;502=2},0,
5735,1009,235,100,{gold=500000},{gold=1000000},0,
5736,1009,236,100,{2103=3},{2103=5;941=1},0,
5737,1009,237,100,{902=5},{602=5},0,
5738,1009,238,100,{850=150},{851=75;502=2},0,
5739,1009,239,100,{520=1},{4000=100},0,
5740,1009,240,100,{502=2},{521=2},1,<1;2>
5741,1009,241,100,{503=1},{519=1},0,
5742,1009,242,100,{14=15},{515=2;talent_point=2},0,
5743,1009,243,100,{5000=25},{930=25},0,
5744,1009,244,100,{451=60},{452=30;502=1},0,
5745,1009,245,100,{gold=500000},{gold=1000000},0,
5746,1009,246,100,{2103=2},{2103=5;941=1},0,
5747,1009,247,100,{902=5},{602=5},0,
5748,1009,248,100,{850=150},{851=75;502=1},0,
5749,1009,249,100,{520=1},{520=1},0,
5750,1009,250,100,{rmb=100},{rmb=200},1,<1;2>
5751,1009,251,100,{503=1},{519=1},0,
5752,1009,252,100,{14=15},{515=2;talent_point=3},0,
5753,1009,253,100,{5000=25},{930=25},0,
5754,1009,254,100,{451=60},{452=30;502=2},0,
5755,1009,255,100,{gold=500000},{gold=1000000},0,
5756,1009,256,100,{2103=3},{2103=5;941=1},0,
5757,1009,257,100,{902=5},{602=5},0,
5758,1009,258,100,{850=150},{851=75;502=2},0,
5759,1009,259,100,{520=1},{4000=100},0,
5760,1009,260,100,{502=2},{521=2},1,<1;2>
5761,1009,261,100,{503=1},{519=1},0,
5762,1009,262,100,{14=15},{515=2;talent_point=2},0,
5763,1009,263,100,{5000=25},{930=25},0,
5764,1009,264,100,{451=60},{452=30;502=1},0,
5765,1009,265,100,{gold=500000},{gold=1000000},0,
5766,1009,266,100,{2103=2},{2103=5;941=1},0,
5767,1009,267,100,{902=5},{602=5},0,
5768,1009,268,100,{850=150},{851=75;502=1},0,
5769,1009,269,100,{520=1},{520=1},0,
5770,1009,270,100,{rmb=100},{rmb=200},1,<1;2>
5771,1009,271,100,{503=1},{519=1},0,
5772,1009,272,100,{14=15},{515=2;talent_point=3},0,
5773,1009,273,100,{5000=25},{930=25},0,
5774,1009,274,100,{451=60},{452=30;502=2},0,
5775,1009,275,100,{gold=500000},{gold=1000000},0,
5776,1009,276,100,{2103=3},{2103=5;941=1},0,
5777,1009,277,100,{902=5},{602=5},0,
5778,1009,278,100,{850=150},{851=75;502=2},0,
5779,1009,279,100,{520=1},{4000=100},0,
5780,1009,280,100,{502=2},{521=2},1,<1;2>
5781,1009,281,100,{503=1},{519=1},0,
5782,1009,282,100,{14=15},{515=2;talent_point=2},0,
5783,1009,283,100,{5000=25},{930=25},0,
5784,1009,284,100,{451=60},{452=30;502=1},0,
5785,1009,285,100,{gold=500000},{gold=1000000},0,
5786,1009,286,100,{2103=2},{2103=5;941=1},0,
5787,1009,287,100,{902=5},{602=5},0,
5788,1009,288,100,{850=150},{851=75;502=1},0,
5789,1009,289,100,{520=1},{520=1},0,
5790,1009,290,100,{rmb=100},{rmb=200},1,<1;2>
5791,1009,291,100,{503=1},{519=1},0,
5792,1009,292,100,{14=15},{515=2;talent_point=3},0,
5793,1009,293,100,{5000=25},{930=25},0,
5794,1009,294,100,{451=60},{452=30;502=2},0,
5795,1009,295,100,{gold=500000},{gold=1000000},0,
5796,1009,296,100,{2103=3},{2103=5;941=1},0,
5797,1009,297,100,{902=5},{602=5},0,
5798,1009,298,100,{850=150},{851=75;502=2},0,
5799,1009,299,100,{520=1},{4000=100},0,
5800,1009,300,100,{502=2},{521=2},1,<1;2>
5801,1009,301,100,{503=1},{519=1},0,
5802,1009,302,100,{14=15},{515=2;talent_point=2},0,
5803,1009,303,100,{5000=25},{930=25},0,
5804,1009,304,100,{451=60},{452=30;502=1},0,
5805,1009,305,100,{gold=500000},{gold=1000000},0,
5806,1009,306,100,{2103=2},{2103=5;941=1},0,
5807,1009,307,100,{902=5},{602=5},0,
5808,1009,308,100,{850=150},{851=75;502=1},0,
5809,1009,309,100,{520=1},{520=1},0,
5810,1009,310,100,{rmb=100},{rmb=200},1,<1;2>
5811,1009,311,100,{503=1},{519=1},0,
5812,1009,312,100,{14=15},{515=2;talent_point=3},0,
5813,1009,313,100,{5000=25},{930=25},0,
5814,1009,314,100,{451=60},{452=30;502=2},0,
5815,1009,315,100,{gold=500000},{gold=1000000},0,
5816,1009,316,100,{2103=3},{2103=5;941=1},0,
5817,1009,317,100,{902=5},{602=5},0,
5818,1009,318,100,{850=150},{851=75;502=2},0,
5819,1009,319,100,{520=1},{4000=100},0,
5820,1009,320,100,{502=2},{521=2},1,<1;2>
5821,1009,321,100,{503=1},{519=1},0,
5822,1009,322,100,{14=15},{515=2;talent_point=2},0,
5823,1009,323,100,{5000=25},{930=25},0,
5824,1009,324,100,{451=60},{452=30;502=1},0,
5825,1009,325,100,{gold=500000},{gold=1000000},0,
5826,1009,326,100,{2103=2},{2103=5;941=1},0,
5827,1009,327,100,{902=5},{602=5},0,
5828,1009,328,100,{850=150},{851=75;502=1},0,
5829,1009,329,100,{520=1},{520=1},0,
5830,1009,330,100,{rmb=100},{rmb=200},1,<1;2>
5831,1009,331,100,{503=1},{519=1},0,
5832,1009,332,100,{14=15},{515=2;talent_point=3},0,
5833,1009,333,100,{5000=25},{930=25},0,
5834,1009,334,100,{451=60},{452=30;502=2},0,
5835,1009,335,100,{gold=500000},{gold=1000000},0,
5836,1009,336,100,{2103=3},{2103=5;941=1},0,
5837,1009,337,100,{902=5},{602=5},0,
5838,1009,338,100,{850=150},{851=75;502=2},0,
5839,1009,339,100,{520=1},{4000=100},0,
5840,1009,340,100,{502=2},{521=2},1,<1;2>
